report_edition,report_year,institution_unitid,campus_id,campus,category,category_label,family,geography,count,raw_value,status,pdf_page,printed_page,source_line,source_url,source_sha256
2026,2023,122409,122409002,Imperial Valley,arrests_drug,Arrests for Drug Law Violations,arrests,publicproperty,0,0,reported_numeric,14,14,27,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=14,8d697b9134573a07dd7d53a0db29c18f8fe3a5b97e026fb8221237766155c80b
2026,2024,122409,122409002,Imperial Valley,arrests_drug,Arrests for Drug Law Violations,arrests,residential,0,0,reported_numeric,14,14,28,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=14,8d697b9134573a07dd7d53a0db29c18f8fe3a5b97e026fb8221237766155c80b
2026,2024,122409,122409002,Imperial Valley,arrests_drug,Arrests for Drug Law Violations,arrests,oncampus,0,0,reported_numeric,14,14,28,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=14,8d697b9134573a07dd7d53a0db29c18f8fe3a5b97e026fb8221237766155c80b
2026,2024,122409,122409002,Imperial Valley,arrests_drug,Arrests for Drug Law Violations,arrests,noncampus,0,0,reported_numeric,14,14,28,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=14,8d697b9134573a07dd7d53a0db29c18f8fe3a5b97e026fb8221237766155c80b
2026,2024,122409,122409002,Imperial Valley,arrests_drug,Arrests for Drug Law Violations,arrests,publicproperty,0,0,reported_numeric,14,14,28,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=14,8d697b9134573a07dd7d53a0db29c18f8fe3a5b97e026fb8221237766155c80b
2026,2025,122409,122409002,Imperial Valley,arrests_drug,Arrests for Drug Law Violations,arrests,residential,0,0,reported_numeric,14,14,29,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=14,8d697b9134573a07dd7d53a0db29c18f8fe3a5b97e026fb8221237766155c80b
2026,2025,122409,122409002,Imperial Valley,arrests_drug,Arrests for Drug Law Violations,arrests,oncampus,0,0,reported_numeric,14,14,29,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=14,8d697b9134573a07dd7d53a0db29c18f8fe3a5b97e026fb8221237766155c80b
2026,2025,122409,122409002,Imperial Valley,arrests_drug,Arrests for Drug Law Violations,arrests,noncampus,0,0,reported_numeric,14,14,29,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=14,8d697b9134573a07dd7d53a0db29c18f8fe3a5b97e026fb8221237766155c80b
2026,2025,122409,122409002,Imperial Valley,arrests_drug,Arrests for Drug Law Violations,arrests,publicproperty,0,0,reported_numeric,14,14,29,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=14,8d697b9134573a07dd7d53a0db29c18f8fe3a5b97e026fb8221237766155c80b
2026,2023,122409,122409002,Imperial Valley,arrests_liquor,Arrests for Liquor Law Violations,arrests,residential,0,0,reported_numeric,14,14,35,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=14,8d697b9134573a07dd7d53a0db29c18f8fe3a5b97e026fb8221237766155c80b
