campus_id,campus,report_year,category,family,geography,federal_2025_count,federal_raw_value,federal_status,asr_2026_count,asr_raw_value,asr_status,difference,numeric_comparable,federal_source_file,federal_source_row,federal_source_column,asr_2026_url
122409001,San Diego,2023,burglary,criminal_offenses,residential,6,6,reported_numeric,6,6,reported_numeric,0,True,Residencehallcrime222324.xls,833,BURGLA23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2023,burglary,criminal_offenses,oncampus,18,18,reported_numeric,18,18,reported_numeric,0,True,Oncampuscrime222324.xls,833,BURGLA23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2023,burglary,criminal_offenses,noncampus,5,5,reported_numeric,5,5,reported_numeric,0,True,Noncampuscrime222324.xls,833,BURGLA23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2023,burglary,criminal_offenses,publicproperty,0,0,reported_numeric,0,0,reported_numeric,0,True,Publicpropertycrime222324.xls,833,BURGLA23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2024,burglary,criminal_offenses,residential,5,5,reported_numeric,5,5,reported_numeric,0,True,Residencehallcrime222324.xls,833,BURGLA24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2024,burglary,criminal_offenses,oncampus,20,20,reported_numeric,20,20,reported_numeric,0,True,Oncampuscrime222324.xls,833,BURGLA24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2024,burglary,criminal_offenses,noncampus,11,11,reported_numeric,11,11,reported_numeric,0,True,Noncampuscrime222324.xls,833,BURGLA24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2024,burglary,criminal_offenses,publicproperty,0,0,reported_numeric,0,0,reported_numeric,0,True,Publicpropertycrime222324.xls,833,BURGLA24,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2023,motor_vehicle_theft,criminal_offenses,residential,0,0,reported_numeric,0,0,reported_numeric,0,True,Residencehallcrime222324.xls,833,VEHIC23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
122409001,San Diego,2023,motor_vehicle_theft,criminal_offenses,oncampus,16,16,reported_numeric,16,16,reported_numeric,0,True,Oncampuscrime222324.xls,833,VEHIC23,https://police.sdsu.edu/_resources/files/asr_2026_newdraft.pdf#page=8
