campus_id,year,category,geography,federal_count,current_report_count,comparison,current_pdf_page,federal_source_file,federal_source_row,federal_source_column
198419001,2023,domestic_violence,residential,3,3,numeric_agreement,41,Residencehallvawa222324.xls,4617,DOMEST23
198419001,2024,domestic_violence,residential,2,2,numeric_agreement,41,Residencehallvawa222324.xls,4617,DOMEST24
198419001,2022,domestic_violence,noncampus,5,5,numeric_agreement,41,Noncampusvawa222324.xls,4617,DOMEST22
198419001,2023,domestic_violence,noncampus,7,7,numeric_agreement,41,Noncampusvawa222324.xls,4617,DOMEST23
198419001,2024,domestic_violence,noncampus,1,1,numeric_agreement,41,Noncampusvawa222324.xls,4617,DOMEST24
198419001,2022,domestic_violence,publicproperty,0,0,numeric_agreement,41,Publicpropertyvawa222324.xls,4617,DOMEST22
198419001,2023,domestic_violence,publicproperty,2,2,numeric_agreement,41,Publicpropertyvawa222324.xls,4617,DOMEST23
198419001,2024,domestic_violence,publicproperty,1,1,numeric_agreement,41,Publicpropertyvawa222324.xls,4617,DOMEST24
198419001,2022,dating_violence,oncampus,0,0,numeric_agreement,41,Oncampusvawa222324.xls,4617,DATING22
198419001,2023,dating_violence,oncampus,0,0,numeric_agreement,41,Oncampusvawa222324.xls,4617,DATING23
198419001,2024,dating_violence,oncampus,0,0,numeric_agreement,41,Oncampusvawa222324.xls,4617,DATING24
198419001,2022,dating_violence,residential,0,0,numeric_agreement,41,Residencehallvawa222324.xls,4617,DATING22
198419001,2023,dating_violence,residential,0,0,numeric_agreement,41,Residencehallvawa222324.xls,4617,DATING23
198419001,2024,dating_violence,residential,0,0,numeric_agreement,41,Residencehallvawa222324.xls,4617,DATING24
198419001,2022,dating_violence,noncampus,0,0,numeric_agreement,41,Noncampusvawa222324.xls,4617,DATING22
198419001,2023,dating_violence,noncampus,0,0,numeric_agreement,41,Noncampusvawa222324.xls,4617,DATING23
198419001,2024,dating_violence,noncampus,0,0,numeric_agreement,41,Noncampusvawa222324.xls,4617,DATING24
198419001,2022,dating_violence,publicproperty,0,0,numeric_agreement,41,Publicpropertyvawa222324.xls,4617,DATING22
198419001,2023,dating_violence,publicproperty,0,0,numeric_agreement,41,Publicpropertyvawa222324.xls,4617,DATING23
198419001,2024,dating_violence,publicproperty,0,0,numeric_agreement,41,Publicpropertyvawa222324.xls,4617,DATING24
198419002,2022,murder,oncampus,0,0,numeric_agreement,42,Oncampuscrime222324.xls,4618,MURD22
198419002,2023,murder,oncampus,0,0,numeric_agreement,42,Oncampuscrime222324.xls,4618,MURD23
198419002,2024,murder,oncampus,0,0,numeric_agreement,42,Oncampuscrime222324.xls,4618,MURD24
198419002,2022,murder,residential,0,0,numeric_agreement,42,Residencehallcrime222324.xls,4618,MURD22
198419002,2023,murder,residential,0,0,numeric_agreement,42,Residencehallcrime222324.xls,4618,MURD23
198419002,2024,murder,residential,0,0,numeric_agreement,42,Residencehallcrime222324.xls,4618,MURD24
198419002,2022,murder,noncampus,,0,federal_blank_current_report_explicit_zero,42,Noncampuscrime222324.xls,4618,MURD22
198419002,2023,murder,noncampus,,0,federal_blank_current_report_explicit_zero,42,Noncampuscrime222324.xls,4618,MURD23
198419002,2024,murder,noncampus,,0,federal_blank_current_report_explicit_zero,42,Noncampuscrime222324.xls,4618,MURD24
198419002,2022,murder,publicproperty,0,0,numeric_agreement,42,Publicpropertycrime222324.xls,4618,MURD22
198419002,2023,murder,publicproperty,0,0,numeric_agreement,42,Publicpropertycrime222324.xls,4618,MURD23
198419002,2024,murder,publicproperty,0,0,numeric_agreement,42,Publicpropertycrime222324.xls,4618,MURD24
198419002,2022,negligent_manslaughter,oncampus,0,0,numeric_agreement,42,Oncampuscrime222324.xls,4618,NEG_M22
198419002,2023,negligent_manslaughter,oncampus,0,0,numeric_agreement,42,Oncampuscrime222324.xls,4618,NEG_M23
198419002,2024,negligent_manslaughter,oncampus,0,0,numeric_agreement,42,Oncampuscrime222324.xls,4618,NEG_M24
198419002,2022,negligent_manslaughter,residential,0,0,numeric_agreement,42,Residencehallcrime222324.xls,4618,NEG_M22
198419002,2023,negligent_manslaughter,residential,0,0,numeric_agreement,42,Residencehallcrime222324.xls,4618,NEG_M23
198419002,2024,negligent_manslaughter,residential,0,0,numeric_agreement,42,Residencehallcrime222324.xls,4618,NEG_M24
198419002,2022,negligent_manslaughter,noncampus,,0,federal_blank_current_report_explicit_zero,42,Noncampuscrime222324.xls,4618,NEG_M22
198419002,2023,negligent_manslaughter,noncampus,,0,federal_blank_current_report_explicit_zero,42,Noncampuscrime222324.xls,4618,NEG_M23
198419002,2024,negligent_manslaughter,noncampus,,0,federal_blank_current_report_explicit_zero,42,Noncampuscrime222324.xls,4618,NEG_M24
198419002,2022,negligent_manslaughter,publicproperty,0,0,numeric_agreement,42,Publicpropertycrime222324.xls,4618,NEG_M22
198419002,2023,negligent_manslaughter,publicproperty,0,0,numeric_agreement,42,Publicpropertycrime222324.xls,4618,NEG_M23
198419002,2024,negligent_manslaughter,publicproperty,0,0,numeric_agreement,42,Publicpropertycrime222324.xls,4618,NEG_M24
198419002,2022,rape,oncampus,0,0,numeric_agreement,42,Oncampuscrime222324.xls,4618,RAPE22
198419002,2023,rape,oncampus,0,0,numeric_agreement,42,Oncampuscrime222324.xls,4618,RAPE23
198419002,2024,rape,oncampus,0,0,numeric_agreement,42,Oncampuscrime222324.xls,4618,RAPE24
198419002,2022,rape,residential,0,0,numeric_agreement,42,Residencehallcrime222324.xls,4618,RAPE22
198419002,2023,rape,residential,0,0,numeric_agreement,42,Residencehallcrime222324.xls,4618,RAPE23
198419002,2024,rape,residential,0,0,numeric_agreement,42,Residencehallcrime222324.xls,4618,RAPE24
198419002,2022,rape,noncampus,,0,federal_blank_current_report_explicit_zero,42,Noncampuscrime222324.xls,4618,RAPE22
198419002,2023,rape,noncampus,,0,federal_blank_current_report_explicit_zero,42,Noncampuscrime222324.xls,4618,RAPE23
198419002,2024,rape,noncampus,,0,federal_blank_current_report_explicit_zero,42,Noncampuscrime222324.xls,4618,RAPE24
198419002,2022,rape,publicproperty,0,0,numeric_agreement,42,Publicpropertycrime222324.xls,4618,RAPE22
198419002,2023,rape,publicproperty,0,0,numeric_agreement,42,Publicpropertycrime222324.xls,4618,RAPE23
198419002,2024,rape,publicproperty,0,0,numeric_agreement,42,Publicpropertycrime222324.xls,4618,RAPE24
198419002,2022,fondling,oncampus,0,0,numeric_agreement,42,Oncampuscrime222324.xls,4618,FONDL22
198419002,2023,fondling,oncampus,0,0,numeric_agreement,42,Oncampuscrime222324.xls,4618,FONDL23
198419002,2024,fondling,oncampus,0,0,numeric_agreement,42,Oncampuscrime222324.xls,4618,FONDL24
198419002,2022,fondling,residential,0,0,numeric_agreement,42,Residencehallcrime222324.xls,4618,FONDL22
198419002,2023,fondling,residential,0,0,numeric_agreement,42,Residencehallcrime222324.xls,4618,FONDL23
198419002,2024,fondling,residential,0,0,numeric_agreement,42,Residencehallcrime222324.xls,4618,FONDL24
198419002,2022,fondling,noncampus,,0,federal_blank_current_report_explicit_zero,42,Noncampuscrime222324.xls,4618,FONDL22
198419002,2023,fondling,noncampus,,0,federal_blank_current_report_explicit_zero,42,Noncampuscrime222324.xls,4618,FONDL23
198419002,2024,fondling,noncampus,,0,federal_blank_current_report_explicit_zero,42,Noncampuscrime222324.xls,4618,FONDL24
198419002,2022,fondling,publicproperty,0,0,numeric_agreement,42,Publicpropertycrime222324.xls,4618,FONDL22
198419002,2023,fondling,publicproperty,0,0,numeric_agreement,42,Publicpropertycrime222324.xls,4618,FONDL23
198419002,2024,fondling,publicproperty,0,0,numeric_agreement,42,Publicpropertycrime222324.xls,4618,FONDL24
198419002,2022,incest,oncampus,0,0,numeric_agreement,42,Oncampuscrime222324.xls,4618,INCES22
198419002,2023,incest,oncampus,0,0,numeric_agreement,42,Oncampuscrime222324.xls,4618,INCES23
198419002,2024,incest,oncampus,0,0,numeric_agreement,42,Oncampuscrime222324.xls,4618,INCES24
198419002,2022,incest,residential,0,0,numeric_agreement,42,Residencehallcrime222324.xls,4618,INCES22
198419002,2023,incest,residential,0,0,numeric_agreement,42,Residencehallcrime222324.xls,4618,INCES23
198419002,2024,incest,residential,0,0,numeric_agreement,42,Residencehallcrime222324.xls,4618,INCES24
198419002,2022,incest,noncampus,,0,federal_blank_current_report_explicit_zero,42,Noncampuscrime222324.xls,4618,INCES22
198419002,2023,incest,noncampus,,0,federal_blank_current_report_explicit_zero,42,Noncampuscrime222324.xls,4618,INCES23
198419002,2024,incest,noncampus,,0,federal_blank_current_report_explicit_zero,42,Noncampuscrime222324.xls,4618,INCES24
198419002,2022,incest,publicproperty,0,0,numeric_agreement,42,Publicpropertycrime222324.xls,4618,INCES22
198419002,2023,incest,publicproperty,0,0,numeric_agreement,42,Publicpropertycrime222324.xls,4618,INCES23
198419002,2024,incest,publicproperty,0,0,numeric_agreement,42,Publicpropertycrime222324.xls,4618,INCES24
198419002,2022,statutory_rape,oncampus,0,0,numeric_agreement,42,Oncampuscrime222324.xls,4618,STATR22
198419002,2023,statutory_rape,oncampus,0,0,numeric_agreement,42,Oncampuscrime222324.xls,4618,STATR23
198419002,2024,statutory_rape,oncampus,0,0,numeric_agreement,42,Oncampuscrime222324.xls,4618,STATR24
198419002,2022,statutory_rape,residential,0,0,numeric_agreement,42,Residencehallcrime222324.xls,4618,STATR22
198419002,2023,statutory_rape,residential,0,0,numeric_agreement,42,Residencehallcrime222324.xls,4618,STATR23
198419002,2024,statutory_rape,residential,0,0,numeric_agreement,42,Residencehallcrime222324.xls,4618,STATR24
198419002,2022,statutory_rape,noncampus,,0,federal_blank_current_report_explicit_zero,42,Noncampuscrime222324.xls,4618,STATR22
198419002,2023,statutory_rape,noncampus,,0,federal_blank_current_report_explicit_zero,42,Noncampuscrime222324.xls,4618,STATR23
198419002,2024,statutory_rape,noncampus,,0,federal_blank_current_report_explicit_zero,42,Noncampuscrime222324.xls,4618,STATR24
198419002,2022,statutory_rape,publicproperty,0,0,numeric_agreement,42,Publicpropertycrime222324.xls,4618,STATR22
198419002,2023,statutory_rape,publicproperty,0,0,numeric_agreement,42,Publicpropertycrime222324.xls,4618,STATR23
198419002,2024,statutory_rape,publicproperty,0,0,numeric_agreement,42,Publicpropertycrime222324.xls,4618,STATR24
198419002,2022,robbery,oncampus,0,0,numeric_agreement,42,Oncampuscrime222324.xls,4618,ROBBE22
198419002,2023,robbery,oncampus,0,0,numeric_agreement,42,Oncampuscrime222324.xls,4618,ROBBE23
198419002,2024,robbery,oncampus,0,0,numeric_agreement,42,Oncampuscrime222324.xls,4618,ROBBE24
198419002,2022,robbery,residential,0,0,numeric_agreement,42,Residencehallcrime222324.xls,4618,ROBBE22
198419002,2023,robbery,residential,0,0,numeric_agreement,42,Residencehallcrime222324.xls,4618,ROBBE23
198419002,2024,robbery,residential,0,0,numeric_agreement,42,Residencehallcrime222324.xls,4618,ROBBE24
198419002,2022,robbery,noncampus,,0,federal_blank_current_report_explicit_zero,42,Noncampuscrime222324.xls,4618,ROBBE22
198419002,2023,robbery,noncampus,,0,federal_blank_current_report_explicit_zero,42,Noncampuscrime222324.xls,4618,ROBBE23
198419002,2024,robbery,noncampus,,0,federal_blank_current_report_explicit_zero,42,Noncampuscrime222324.xls,4618,ROBBE24
