unitid,institution,cohort,period,measure,category,geography,denominator_basis,reported_count,population_sum,years,rate_per_1000,rate_status,collection_year,interpretation
166683,MIT,private,2023,housingEnrollment,burglary,residential,enrollment,1,11920,1,0.08389261744966443,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2024,housingEnrollment,burglary,residential,enrollment,3,11886,1,0.2523977788995457,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2022,residents,burglary,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166683,MIT,private,2023,residents,burglary,residential,residents,1,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166683,MIT,private,2024,residents,burglary,residential,residents,3,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166683,MIT,private,2022,enrollment,motor_vehicle_theft,oncampus,enrollment,0,11858,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2023,enrollment,motor_vehicle_theft,oncampus,enrollment,1,11920,1,0.08389261744966443,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2024,enrollment,motor_vehicle_theft,oncampus,enrollment,3,11886,1,0.2523977788995457,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2022,housingEnrollment,motor_vehicle_theft,residential,enrollment,0,11858,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2023,housingEnrollment,motor_vehicle_theft,residential,enrollment,0,11920,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2024,housingEnrollment,motor_vehicle_theft,residential,enrollment,0,11886,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2022,residents,motor_vehicle_theft,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166683,MIT,private,2023,residents,motor_vehicle_theft,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166683,MIT,private,2024,residents,motor_vehicle_theft,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166683,MIT,private,2022,enrollment,arson,oncampus,enrollment,0,11858,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2023,enrollment,arson,oncampus,enrollment,0,11920,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2024,enrollment,arson,oncampus,enrollment,1,11886,1,0.08413259296651522,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2022,housingEnrollment,arson,residential,enrollment,0,11858,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2023,housingEnrollment,arson,residential,enrollment,0,11920,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2024,housingEnrollment,arson,residential,enrollment,1,11886,1,0.08413259296651522,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2022,residents,arson,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166683,MIT,private,2023,residents,arson,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166683,MIT,private,2024,residents,arson,residential,residents,1,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166683,MIT,private,2022,enrollment,domestic_violence,oncampus,enrollment,7,11858,1,0.5903187721369539,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2023,enrollment,domestic_violence,oncampus,enrollment,5,11920,1,0.41946308724832215,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2024,enrollment,domestic_violence,oncampus,enrollment,4,11886,1,0.3365303718660609,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2022,housingEnrollment,domestic_violence,residential,enrollment,6,11858,1,0.505987518974532,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2023,housingEnrollment,domestic_violence,residential,enrollment,3,11920,1,0.2516778523489933,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2024,housingEnrollment,domestic_violence,residential,enrollment,4,11886,1,0.3365303718660609,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2022,residents,domestic_violence,residential,residents,6,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166683,MIT,private,2023,residents,domestic_violence,residential,residents,3,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166683,MIT,private,2024,residents,domestic_violence,residential,residents,4,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166683,MIT,private,2022,enrollment,dating_violence,oncampus,enrollment,2,11858,1,0.16866250632484397,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2023,enrollment,dating_violence,oncampus,enrollment,0,11920,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2024,enrollment,dating_violence,oncampus,enrollment,3,11886,1,0.2523977788995457,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2022,housingEnrollment,dating_violence,residential,enrollment,1,11858,1,0.08433125316242199,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2023,housingEnrollment,dating_violence,residential,enrollment,0,11920,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2024,housingEnrollment,dating_violence,residential,enrollment,3,11886,1,0.2523977788995457,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2022,residents,dating_violence,residential,residents,1,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166683,MIT,private,2023,residents,dating_violence,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166683,MIT,private,2024,residents,dating_violence,residential,residents,3,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166683,MIT,private,2022,enrollment,stalking,oncampus,enrollment,13,11858,1,1.0963062911114858,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2023,enrollment,stalking,oncampus,enrollment,12,11920,1,1.0067114093959733,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2024,enrollment,stalking,oncampus,enrollment,14,11886,1,1.1778563015312131,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2022,housingEnrollment,stalking,residential,enrollment,8,11858,1,0.6746500252993759,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2023,housingEnrollment,stalking,residential,enrollment,7,11920,1,0.587248322147651,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2024,housingEnrollment,stalking,residential,enrollment,6,11886,1,0.5047955577990914,available,2025,Reported offenses relative to enrolled population; not victimization probability
166683,MIT,private,2022,residents,stalking,residential,residents,8,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166683,MIT,private,2023,residents,stalking,residential,residents,7,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166683,MIT,private,2024,residents,stalking,residential,residents,6,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2022,enrollment,criminal_total,oncampus,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,enrollment,criminal_total,oncampus,enrollment,116,32234,1,3.5986846187255694,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,enrollment,criminal_total,oncampus,enrollment,87,32438,1,2.682039583204883,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,housingEnrollment,criminal_total,residential,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,housingEnrollment,criminal_total,residential,enrollment,,32234,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,housingEnrollment,criminal_total,residential,enrollment,13,32438,1,0.4007645354214193,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,residents,criminal_total,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2023,residents,criminal_total,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2024,residents,criminal_total,residential,residents,13,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2022,enrollment,rape,oncampus,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,enrollment,rape,oncampus,enrollment,17,32234,1,0.5273934355028852,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,enrollment,rape,oncampus,enrollment,13,32438,1,0.4007645354214193,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,housingEnrollment,rape,residential,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,housingEnrollment,rape,residential,enrollment,,32234,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,housingEnrollment,rape,residential,enrollment,6,32438,1,0.18496824711757814,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,residents,rape,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2023,residents,rape,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2024,residents,rape,residential,residents,6,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2022,enrollment,fondling,oncampus,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,enrollment,fondling,oncampus,enrollment,2,32234,1,0.06204628652975119,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,enrollment,fondling,oncampus,enrollment,7,32438,1,0.21579628830384118,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,housingEnrollment,fondling,residential,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,housingEnrollment,fondling,residential,enrollment,,32234,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,housingEnrollment,fondling,residential,enrollment,0,32438,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,residents,fondling,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2023,residents,fondling,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2024,residents,fondling,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2022,enrollment,incest,oncampus,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,enrollment,incest,oncampus,enrollment,0,32234,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,enrollment,incest,oncampus,enrollment,0,32438,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,housingEnrollment,incest,residential,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,housingEnrollment,incest,residential,enrollment,,32234,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,housingEnrollment,incest,residential,enrollment,0,32438,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,residents,incest,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2023,residents,incest,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2024,residents,incest,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2022,enrollment,statutory_rape,oncampus,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,enrollment,statutory_rape,oncampus,enrollment,0,32234,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,enrollment,statutory_rape,oncampus,enrollment,0,32438,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,housingEnrollment,statutory_rape,residential,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,housingEnrollment,statutory_rape,residential,enrollment,,32234,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,housingEnrollment,statutory_rape,residential,enrollment,0,32438,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,residents,statutory_rape,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2023,residents,statutory_rape,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2024,residents,statutory_rape,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2022,enrollment,murder,oncampus,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,enrollment,murder,oncampus,enrollment,1,32234,1,0.031023143264875597,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,enrollment,murder,oncampus,enrollment,0,32438,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,housingEnrollment,murder,residential,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,housingEnrollment,murder,residential,enrollment,,32234,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,housingEnrollment,murder,residential,enrollment,0,32438,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,residents,murder,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2023,residents,murder,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2024,residents,murder,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2022,enrollment,negligent_manslaughter,oncampus,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,enrollment,negligent_manslaughter,oncampus,enrollment,0,32234,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,enrollment,negligent_manslaughter,oncampus,enrollment,0,32438,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,housingEnrollment,negligent_manslaughter,residential,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,housingEnrollment,negligent_manslaughter,residential,enrollment,,32234,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,housingEnrollment,negligent_manslaughter,residential,enrollment,0,32438,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,residents,negligent_manslaughter,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2023,residents,negligent_manslaughter,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2024,residents,negligent_manslaughter,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2022,enrollment,robbery,oncampus,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,enrollment,robbery,oncampus,enrollment,2,32234,1,0.06204628652975119,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,enrollment,robbery,oncampus,enrollment,1,32438,1,0.030828041186263026,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,housingEnrollment,robbery,residential,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,housingEnrollment,robbery,residential,enrollment,,32234,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,housingEnrollment,robbery,residential,enrollment,0,32438,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,residents,robbery,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2023,residents,robbery,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2024,residents,robbery,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2022,enrollment,aggravated_assault,oncampus,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,enrollment,aggravated_assault,oncampus,enrollment,7,32234,1,0.21716200285412918,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,enrollment,aggravated_assault,oncampus,enrollment,5,32438,1,0.1541402059313151,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,housingEnrollment,aggravated_assault,residential,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,housingEnrollment,aggravated_assault,residential,enrollment,,32234,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,housingEnrollment,aggravated_assault,residential,enrollment,2,32438,1,0.06165608237252605,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,residents,aggravated_assault,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2023,residents,aggravated_assault,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2024,residents,aggravated_assault,residential,residents,2,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2022,enrollment,burglary,oncampus,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,enrollment,burglary,oncampus,enrollment,19,32234,1,0.5894397220326364,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,enrollment,burglary,oncampus,enrollment,18,32438,1,0.5549047413527345,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,housingEnrollment,burglary,residential,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,housingEnrollment,burglary,residential,enrollment,,32234,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,housingEnrollment,burglary,residential,enrollment,5,32438,1,0.1541402059313151,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,residents,burglary,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2023,residents,burglary,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2024,residents,burglary,residential,residents,5,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2022,enrollment,motor_vehicle_theft,oncampus,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,enrollment,motor_vehicle_theft,oncampus,enrollment,67,32234,1,2.078550598746665,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,enrollment,motor_vehicle_theft,oncampus,enrollment,43,32438,1,1.32560577100931,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,housingEnrollment,motor_vehicle_theft,residential,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,housingEnrollment,motor_vehicle_theft,residential,enrollment,,32234,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,housingEnrollment,motor_vehicle_theft,residential,enrollment,0,32438,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,residents,motor_vehicle_theft,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2023,residents,motor_vehicle_theft,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2024,residents,motor_vehicle_theft,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2022,enrollment,arson,oncampus,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,enrollment,arson,oncampus,enrollment,1,32234,1,0.031023143264875597,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,enrollment,arson,oncampus,enrollment,0,32438,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,housingEnrollment,arson,residential,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,housingEnrollment,arson,residential,enrollment,,32234,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,housingEnrollment,arson,residential,enrollment,0,32438,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,residents,arson,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2023,residents,arson,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2024,residents,arson,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2022,enrollment,domestic_violence,oncampus,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,enrollment,domestic_violence,oncampus,enrollment,1,32234,1,0.031023143264875597,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,enrollment,domestic_violence,oncampus,enrollment,10,32438,1,0.3082804118626302,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,housingEnrollment,domestic_violence,residential,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,housingEnrollment,domestic_violence,residential,enrollment,,32234,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,housingEnrollment,domestic_violence,residential,enrollment,5,32438,1,0.1541402059313151,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,residents,domestic_violence,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2023,residents,domestic_violence,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2024,residents,domestic_violence,residential,residents,5,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2022,enrollment,dating_violence,oncampus,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,enrollment,dating_violence,oncampus,enrollment,8,32234,1,0.24818514611900477,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,enrollment,dating_violence,oncampus,enrollment,0,32438,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,housingEnrollment,dating_violence,residential,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,housingEnrollment,dating_violence,residential,enrollment,,32234,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,housingEnrollment,dating_violence,residential,enrollment,0,32438,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,residents,dating_violence,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2023,residents,dating_violence,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2024,residents,dating_violence,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2022,enrollment,stalking,oncampus,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,enrollment,stalking,oncampus,enrollment,13,32234,1,0.40330086244338276,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,enrollment,stalking,oncampus,enrollment,34,32438,1,1.048153400332943,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,housingEnrollment,stalking,residential,enrollment,,31705,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2023,housingEnrollment,stalking,residential,enrollment,,32234,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2024,housingEnrollment,stalking,residential,enrollment,7,32438,1,0.21579628830384118,available,2025,Reported offenses relative to enrolled population; not victimization probability
199120,North Carolina Chapel Hill,public,2022,residents,stalking,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2023,residents,stalking,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
199120,North Carolina Chapel Hill,public,2024,residents,stalking,residential,residents,7,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
