unitid,institution,cohort,period,measure,category,geography,denominator_basis,reported_count,population_sum,years,rate_per_1000,rate_status,collection_year,interpretation
144050,Chicago,private,2022,residents,robbery,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2023,residents,robbery,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2024,residents,robbery,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2022,enrollment,aggravated_assault,oncampus,enrollment,4,18339,1,0.21811440100332624,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2023,enrollment,aggravated_assault,oncampus,enrollment,2,18339,1,0.10905720050166312,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2024,enrollment,aggravated_assault,oncampus,enrollment,1,18566,1,0.053861898093288806,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2022,housingEnrollment,aggravated_assault,residential,enrollment,,18339,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2023,housingEnrollment,aggravated_assault,residential,enrollment,,18339,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2024,housingEnrollment,aggravated_assault,residential,enrollment,0,18566,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2022,residents,aggravated_assault,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2023,residents,aggravated_assault,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2024,residents,aggravated_assault,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2022,enrollment,burglary,oncampus,enrollment,9,18339,1,0.49075740225748404,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2023,enrollment,burglary,oncampus,enrollment,4,18339,1,0.21811440100332624,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2024,enrollment,burglary,oncampus,enrollment,6,18566,1,0.3231713885597328,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2022,housingEnrollment,burglary,residential,enrollment,,18339,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2023,housingEnrollment,burglary,residential,enrollment,,18339,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2024,housingEnrollment,burglary,residential,enrollment,0,18566,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2022,residents,burglary,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2023,residents,burglary,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2024,residents,burglary,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2022,enrollment,motor_vehicle_theft,oncampus,enrollment,4,18339,1,0.21811440100332624,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2023,enrollment,motor_vehicle_theft,oncampus,enrollment,18,18339,1,0.9815148045149681,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2024,enrollment,motor_vehicle_theft,oncampus,enrollment,44,18566,1,2.3699235161047074,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2022,housingEnrollment,motor_vehicle_theft,residential,enrollment,,18339,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2023,housingEnrollment,motor_vehicle_theft,residential,enrollment,,18339,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2024,housingEnrollment,motor_vehicle_theft,residential,enrollment,3,18566,1,0.1615856942798664,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2022,residents,motor_vehicle_theft,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2023,residents,motor_vehicle_theft,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2024,residents,motor_vehicle_theft,residential,residents,3,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2022,enrollment,arson,oncampus,enrollment,0,18339,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2023,enrollment,arson,oncampus,enrollment,1,18339,1,0.05452860025083156,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2024,enrollment,arson,oncampus,enrollment,0,18566,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2022,housingEnrollment,arson,residential,enrollment,,18339,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2023,housingEnrollment,arson,residential,enrollment,,18339,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2024,housingEnrollment,arson,residential,enrollment,0,18566,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2022,residents,arson,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2023,residents,arson,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2024,residents,arson,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2022,enrollment,domestic_violence,oncampus,enrollment,7,18339,1,0.3817002017558209,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2023,enrollment,domestic_violence,oncampus,enrollment,12,18339,1,0.6543432030099787,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2024,enrollment,domestic_violence,oncampus,enrollment,7,18566,1,0.37703328665302166,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2022,housingEnrollment,domestic_violence,residential,enrollment,,18339,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2023,housingEnrollment,domestic_violence,residential,enrollment,,18339,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2024,housingEnrollment,domestic_violence,residential,enrollment,2,18566,1,0.10772379618657761,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2022,residents,domestic_violence,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2023,residents,domestic_violence,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2024,residents,domestic_violence,residential,residents,2,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2022,enrollment,dating_violence,oncampus,enrollment,4,18339,1,0.21811440100332624,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2023,enrollment,dating_violence,oncampus,enrollment,0,18339,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2024,enrollment,dating_violence,oncampus,enrollment,1,18566,1,0.053861898093288806,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2022,housingEnrollment,dating_violence,residential,enrollment,,18339,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2023,housingEnrollment,dating_violence,residential,enrollment,,18339,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2024,housingEnrollment,dating_violence,residential,enrollment,1,18566,1,0.053861898093288806,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2022,residents,dating_violence,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2023,residents,dating_violence,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2024,residents,dating_violence,residential,residents,1,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2022,enrollment,stalking,oncampus,enrollment,8,18339,1,0.4362288020066525,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2023,enrollment,stalking,oncampus,enrollment,16,18339,1,0.872457604013305,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2024,enrollment,stalking,oncampus,enrollment,6,18566,1,0.3231713885597328,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2022,housingEnrollment,stalking,residential,enrollment,,18339,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2023,housingEnrollment,stalking,residential,enrollment,,18339,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2024,housingEnrollment,stalking,residential,enrollment,2,18566,1,0.10772379618657761,available,2025,Reported offenses relative to enrolled population; not victimization probability
144050,Chicago,private,2022,residents,stalking,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2023,residents,stalking,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
144050,Chicago,private,2024,residents,stalking,residential,residents,2,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2022,enrollment,criminal_total,oncampus,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,enrollment,criminal_total,oncampus,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,enrollment,criminal_total,oncampus,enrollment,129,35173,1,3.6675859323913227,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,housingEnrollment,criminal_total,residential,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,housingEnrollment,criminal_total,residential,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,housingEnrollment,criminal_total,residential,enrollment,119,35173,1,3.3832769453842437,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,residents,criminal_total,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2023,residents,criminal_total,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2024,residents,criminal_total,residential,residents,119,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2022,enrollment,rape,oncampus,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,enrollment,rape,oncampus,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,enrollment,rape,oncampus,enrollment,21,35173,1,0.5970488727148665,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,housingEnrollment,rape,residential,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,housingEnrollment,rape,residential,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,housingEnrollment,rape,residential,enrollment,21,35173,1,0.5970488727148665,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,residents,rape,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2023,residents,rape,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2024,residents,rape,residential,residents,21,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2022,enrollment,fondling,oncampus,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,enrollment,fondling,oncampus,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,enrollment,fondling,oncampus,enrollment,6,35173,1,0.17058539220424757,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,housingEnrollment,fondling,residential,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,housingEnrollment,fondling,residential,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,housingEnrollment,fondling,residential,enrollment,4,35173,1,0.11372359480283172,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,residents,fondling,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2023,residents,fondling,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2024,residents,fondling,residential,residents,4,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2022,enrollment,incest,oncampus,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,enrollment,incest,oncampus,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,enrollment,incest,oncampus,enrollment,0,35173,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,housingEnrollment,incest,residential,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,housingEnrollment,incest,residential,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,housingEnrollment,incest,residential,enrollment,0,35173,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,residents,incest,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2023,residents,incest,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2024,residents,incest,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2022,enrollment,statutory_rape,oncampus,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,enrollment,statutory_rape,oncampus,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,enrollment,statutory_rape,oncampus,enrollment,0,35173,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,housingEnrollment,statutory_rape,residential,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,housingEnrollment,statutory_rape,residential,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,housingEnrollment,statutory_rape,residential,enrollment,0,35173,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,residents,statutory_rape,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2023,residents,statutory_rape,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2024,residents,statutory_rape,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2022,enrollment,murder,oncampus,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,enrollment,murder,oncampus,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,enrollment,murder,oncampus,enrollment,0,35173,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,housingEnrollment,murder,residential,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,housingEnrollment,murder,residential,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,housingEnrollment,murder,residential,enrollment,0,35173,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,residents,murder,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2023,residents,murder,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2024,residents,murder,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2022,enrollment,negligent_manslaughter,oncampus,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,enrollment,negligent_manslaughter,oncampus,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,enrollment,negligent_manslaughter,oncampus,enrollment,0,35173,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,housingEnrollment,negligent_manslaughter,residential,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,housingEnrollment,negligent_manslaughter,residential,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,housingEnrollment,negligent_manslaughter,residential,enrollment,0,35173,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,residents,negligent_manslaughter,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2023,residents,negligent_manslaughter,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2024,residents,negligent_manslaughter,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2022,enrollment,robbery,oncampus,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,enrollment,robbery,oncampus,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,enrollment,robbery,oncampus,enrollment,1,35173,1,0.02843089870070793,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,housingEnrollment,robbery,residential,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,housingEnrollment,robbery,residential,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,housingEnrollment,robbery,residential,enrollment,0,35173,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,residents,robbery,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2023,residents,robbery,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2024,residents,robbery,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2022,enrollment,aggravated_assault,oncampus,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,enrollment,aggravated_assault,oncampus,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,enrollment,aggravated_assault,oncampus,enrollment,9,35173,1,0.2558780883063714,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,housingEnrollment,aggravated_assault,residential,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,housingEnrollment,aggravated_assault,residential,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,housingEnrollment,aggravated_assault,residential,enrollment,7,35173,1,0.1990162909049555,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,residents,aggravated_assault,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2023,residents,aggravated_assault,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2024,residents,aggravated_assault,residential,residents,7,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2022,enrollment,burglary,oncampus,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,enrollment,burglary,oncampus,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,enrollment,burglary,oncampus,enrollment,90,35173,1,2.5587808830637138,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,housingEnrollment,burglary,residential,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,housingEnrollment,burglary,residential,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,housingEnrollment,burglary,residential,enrollment,86,35173,1,2.445057288260882,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,residents,burglary,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2023,residents,burglary,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2024,residents,burglary,residential,residents,86,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2022,enrollment,motor_vehicle_theft,oncampus,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,enrollment,motor_vehicle_theft,oncampus,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,enrollment,motor_vehicle_theft,oncampus,enrollment,0,35173,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,housingEnrollment,motor_vehicle_theft,residential,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,housingEnrollment,motor_vehicle_theft,residential,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,housingEnrollment,motor_vehicle_theft,residential,enrollment,0,35173,1,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,residents,motor_vehicle_theft,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2023,residents,motor_vehicle_theft,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2024,residents,motor_vehicle_theft,residential,residents,0,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2022,enrollment,arson,oncampus,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,enrollment,arson,oncampus,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,enrollment,arson,oncampus,enrollment,2,35173,1,0.05686179740141586,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,housingEnrollment,arson,residential,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,housingEnrollment,arson,residential,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,housingEnrollment,arson,residential,enrollment,1,35173,1,0.02843089870070793,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,residents,arson,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2023,residents,arson,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2024,residents,arson,residential,residents,1,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2022,enrollment,domestic_violence,oncampus,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,enrollment,domestic_violence,oncampus,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,enrollment,domestic_violence,oncampus,enrollment,13,35173,1,0.3696016831092031,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,housingEnrollment,domestic_violence,residential,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,housingEnrollment,domestic_violence,residential,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,housingEnrollment,domestic_violence,residential,enrollment,10,35173,1,0.2843089870070793,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,residents,domestic_violence,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2023,residents,domestic_violence,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2024,residents,domestic_violence,residential,residents,10,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2022,enrollment,dating_violence,oncampus,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,enrollment,dating_violence,oncampus,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,enrollment,dating_violence,oncampus,enrollment,13,35173,1,0.3696016831092031,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,housingEnrollment,dating_violence,residential,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,housingEnrollment,dating_violence,residential,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,housingEnrollment,dating_violence,residential,enrollment,11,35173,1,0.3127398857077872,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,residents,dating_violence,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2023,residents,dating_violence,residential,residents,,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2024,residents,dating_violence,residential,residents,11,,1,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
190150,Columbia,ivy,2022,enrollment,stalking,oncampus,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,enrollment,stalking,oncampus,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2024,enrollment,stalking,oncampus,enrollment,25,35173,1,0.7107724675176982,available,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2022,housingEnrollment,stalking,residential,enrollment,,35784,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
190150,Columbia,ivy,2023,housingEnrollment,stalking,residential,enrollment,,35279,1,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
