unitid,institution,cohort,period,measure,category,geography,denominator_basis,reported_count,population_sum,years,rate_per_1000,rate_status,collection_year,interpretation
204796,Ohio State Columbus,public,pooled,residents,aggravated_assault,residential,residents,5,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
204796,Ohio State Columbus,public,pooled,enrollment,burglary,oncampus,enrollment,137,182029,3,0.7526273286124738,available,2025,Reported offenses relative to enrolled population; not victimization probability
204796,Ohio State Columbus,public,pooled,housingEnrollment,burglary,residential,enrollment,57,182029,3,0.313136917743876,available,2025,Reported offenses relative to enrolled population; not victimization probability
204796,Ohio State Columbus,public,pooled,residents,burglary,residential,residents,57,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
204796,Ohio State Columbus,public,pooled,enrollment,motor_vehicle_theft,oncampus,enrollment,209,182029,3,1.1481686983942119,available,2025,Reported offenses relative to enrolled population; not victimization probability
204796,Ohio State Columbus,public,pooled,housingEnrollment,motor_vehicle_theft,residential,enrollment,4,182029,3,0.021974520543429892,available,2025,Reported offenses relative to enrolled population; not victimization probability
204796,Ohio State Columbus,public,pooled,residents,motor_vehicle_theft,residential,residents,4,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
204796,Ohio State Columbus,public,pooled,enrollment,arson,oncampus,enrollment,10,182029,3,0.05493630135857473,available,2025,Reported offenses relative to enrolled population; not victimization probability
204796,Ohio State Columbus,public,pooled,housingEnrollment,arson,residential,enrollment,1,182029,3,0.005493630135857473,available,2025,Reported offenses relative to enrolled population; not victimization probability
204796,Ohio State Columbus,public,pooled,residents,arson,residential,residents,1,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
204796,Ohio State Columbus,public,pooled,enrollment,domestic_violence,oncampus,enrollment,41,182029,3,0.2252388355701564,available,2025,Reported offenses relative to enrolled population; not victimization probability
204796,Ohio State Columbus,public,pooled,housingEnrollment,domestic_violence,residential,enrollment,2,182029,3,0.010987260271714946,available,2025,Reported offenses relative to enrolled population; not victimization probability
204796,Ohio State Columbus,public,pooled,residents,domestic_violence,residential,residents,2,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
204796,Ohio State Columbus,public,pooled,enrollment,dating_violence,oncampus,enrollment,77,182029,3,0.42300952046102547,available,2025,Reported offenses relative to enrolled population; not victimization probability
204796,Ohio State Columbus,public,pooled,housingEnrollment,dating_violence,residential,enrollment,44,182029,3,0.2417197259777288,available,2025,Reported offenses relative to enrolled population; not victimization probability
204796,Ohio State Columbus,public,pooled,residents,dating_violence,residential,residents,44,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
204796,Ohio State Columbus,public,pooled,enrollment,stalking,oncampus,enrollment,217,182029,3,1.1921177394810718,available,2025,Reported offenses relative to enrolled population; not victimization probability
204796,Ohio State Columbus,public,pooled,housingEnrollment,stalking,residential,enrollment,62,182029,3,0.34060506842316335,available,2025,Reported offenses relative to enrolled population; not victimization probability
204796,Ohio State Columbus,public,pooled,residents,stalking,residential,residents,62,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
214777,Penn State University Park,public,pooled,enrollment,criminal_total,oncampus,enrollment,350,151164,3,2.315366092455876,available,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,housingEnrollment,criminal_total,residential,enrollment,,151164,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,residents,criminal_total,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
214777,Penn State University Park,public,pooled,enrollment,rape,oncampus,enrollment,135,151164,3,0.893069778518695,available,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,housingEnrollment,rape,residential,enrollment,,151164,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,residents,rape,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
214777,Penn State University Park,public,pooled,enrollment,fondling,oncampus,enrollment,70,151164,3,0.46307321849117516,available,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,housingEnrollment,fondling,residential,enrollment,,151164,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,residents,fondling,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
214777,Penn State University Park,public,pooled,enrollment,incest,oncampus,enrollment,0,151164,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,housingEnrollment,incest,residential,enrollment,,151164,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,residents,incest,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
214777,Penn State University Park,public,pooled,enrollment,statutory_rape,oncampus,enrollment,2,151164,3,0.013230663385462147,available,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,housingEnrollment,statutory_rape,residential,enrollment,,151164,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,residents,statutory_rape,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
214777,Penn State University Park,public,pooled,enrollment,murder,oncampus,enrollment,0,151164,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,housingEnrollment,murder,residential,enrollment,,151164,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,residents,murder,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
214777,Penn State University Park,public,pooled,enrollment,negligent_manslaughter,oncampus,enrollment,0,151164,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,housingEnrollment,negligent_manslaughter,residential,enrollment,,151164,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,residents,negligent_manslaughter,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
214777,Penn State University Park,public,pooled,enrollment,robbery,oncampus,enrollment,4,151164,3,0.026461326770924293,available,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,housingEnrollment,robbery,residential,enrollment,,151164,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,residents,robbery,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
214777,Penn State University Park,public,pooled,enrollment,aggravated_assault,oncampus,enrollment,41,151164,3,0.271228599401974,available,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,housingEnrollment,aggravated_assault,residential,enrollment,,151164,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,residents,aggravated_assault,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
214777,Penn State University Park,public,pooled,enrollment,burglary,oncampus,enrollment,37,151164,3,0.24476727263104972,available,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,housingEnrollment,burglary,residential,enrollment,,151164,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,residents,burglary,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
214777,Penn State University Park,public,pooled,enrollment,motor_vehicle_theft,oncampus,enrollment,53,151164,3,0.3506125797147469,available,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,housingEnrollment,motor_vehicle_theft,residential,enrollment,,151164,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,residents,motor_vehicle_theft,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
214777,Penn State University Park,public,pooled,enrollment,arson,oncampus,enrollment,8,151164,3,0.05292265354184859,available,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,housingEnrollment,arson,residential,enrollment,,151164,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,residents,arson,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
214777,Penn State University Park,public,pooled,enrollment,domestic_violence,oncampus,enrollment,6,151164,3,0.03969199015638644,available,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,housingEnrollment,domestic_violence,residential,enrollment,,151164,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,residents,domestic_violence,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
214777,Penn State University Park,public,pooled,enrollment,dating_violence,oncampus,enrollment,75,151164,3,0.49614987695483054,available,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,housingEnrollment,dating_violence,residential,enrollment,,151164,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,residents,dating_violence,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
214777,Penn State University Park,public,pooled,enrollment,stalking,oncampus,enrollment,117,151164,3,0.7739938080495357,available,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,housingEnrollment,stalking,residential,enrollment,,151164,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
214777,Penn State University Park,public,pooled,residents,stalking,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
215062,Pennsylvania,ivy,pooled,enrollment,criminal_total,oncampus,enrollment,237,86021,3,2.7551411864544706,available,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,housingEnrollment,criminal_total,residential,enrollment,,86021,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,residents,criminal_total,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
215062,Pennsylvania,ivy,pooled,enrollment,rape,oncampus,enrollment,8,86021,3,0.09300054637820997,available,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,housingEnrollment,rape,residential,enrollment,,86021,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,residents,rape,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
215062,Pennsylvania,ivy,pooled,enrollment,fondling,oncampus,enrollment,10,86021,3,0.11625068297276246,available,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,housingEnrollment,fondling,residential,enrollment,,86021,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,residents,fondling,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
215062,Pennsylvania,ivy,pooled,enrollment,incest,oncampus,enrollment,0,86021,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,housingEnrollment,incest,residential,enrollment,,86021,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,residents,incest,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
215062,Pennsylvania,ivy,pooled,enrollment,statutory_rape,oncampus,enrollment,0,86021,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,housingEnrollment,statutory_rape,residential,enrollment,,86021,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,residents,statutory_rape,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
215062,Pennsylvania,ivy,pooled,enrollment,murder,oncampus,enrollment,0,86021,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,housingEnrollment,murder,residential,enrollment,,86021,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,residents,murder,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
215062,Pennsylvania,ivy,pooled,enrollment,negligent_manslaughter,oncampus,enrollment,0,86021,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,housingEnrollment,negligent_manslaughter,residential,enrollment,,86021,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,residents,negligent_manslaughter,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
215062,Pennsylvania,ivy,pooled,enrollment,robbery,oncampus,enrollment,21,86021,3,0.24412643424280117,available,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,housingEnrollment,robbery,residential,enrollment,,86021,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,residents,robbery,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
215062,Pennsylvania,ivy,pooled,enrollment,aggravated_assault,oncampus,enrollment,20,86021,3,0.23250136594552492,available,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,housingEnrollment,aggravated_assault,residential,enrollment,,86021,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,residents,aggravated_assault,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
215062,Pennsylvania,ivy,pooled,enrollment,burglary,oncampus,enrollment,26,86021,3,0.3022517757291824,available,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,housingEnrollment,burglary,residential,enrollment,,86021,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,residents,burglary,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
215062,Pennsylvania,ivy,pooled,enrollment,motor_vehicle_theft,oncampus,enrollment,148,86021,3,1.7205101079968845,available,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,housingEnrollment,motor_vehicle_theft,residential,enrollment,,86021,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,residents,motor_vehicle_theft,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
215062,Pennsylvania,ivy,pooled,enrollment,arson,oncampus,enrollment,4,86021,3,0.04650027318910498,available,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,housingEnrollment,arson,residential,enrollment,,86021,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,residents,arson,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
215062,Pennsylvania,ivy,pooled,enrollment,domestic_violence,oncampus,enrollment,11,86021,3,0.12787575127003872,available,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,housingEnrollment,domestic_violence,residential,enrollment,,86021,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,residents,domestic_violence,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
215062,Pennsylvania,ivy,pooled,enrollment,dating_violence,oncampus,enrollment,9,86021,3,0.10462561467548621,available,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,housingEnrollment,dating_violence,residential,enrollment,,86021,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,residents,dating_violence,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
215062,Pennsylvania,ivy,pooled,enrollment,stalking,oncampus,enrollment,2,86021,3,0.02325013659455249,available,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,housingEnrollment,stalking,residential,enrollment,,86021,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
215062,Pennsylvania,ivy,pooled,residents,stalking,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
186131,Princeton,ivy,pooled,enrollment,criminal_total,oncampus,enrollment,182,26901,3,6.765547749154306,available,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,housingEnrollment,criminal_total,residential,enrollment,,26901,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,residents,criminal_total,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
186131,Princeton,ivy,pooled,enrollment,rape,oncampus,enrollment,20,26901,3,0.7434667856213524,available,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,housingEnrollment,rape,residential,enrollment,,26901,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,residents,rape,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
186131,Princeton,ivy,pooled,enrollment,fondling,oncampus,enrollment,6,26901,3,0.2230400356864057,available,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,housingEnrollment,fondling,residential,enrollment,,26901,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,residents,fondling,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
186131,Princeton,ivy,pooled,enrollment,incest,oncampus,enrollment,0,26901,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,housingEnrollment,incest,residential,enrollment,,26901,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,residents,incest,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
186131,Princeton,ivy,pooled,enrollment,statutory_rape,oncampus,enrollment,0,26901,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,housingEnrollment,statutory_rape,residential,enrollment,,26901,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,residents,statutory_rape,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
186131,Princeton,ivy,pooled,enrollment,murder,oncampus,enrollment,0,26901,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,housingEnrollment,murder,residential,enrollment,,26901,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,residents,murder,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
186131,Princeton,ivy,pooled,enrollment,negligent_manslaughter,oncampus,enrollment,0,26901,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,housingEnrollment,negligent_manslaughter,residential,enrollment,,26901,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,residents,negligent_manslaughter,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
186131,Princeton,ivy,pooled,enrollment,robbery,oncampus,enrollment,0,26901,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,housingEnrollment,robbery,residential,enrollment,,26901,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,residents,robbery,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
186131,Princeton,ivy,pooled,enrollment,aggravated_assault,oncampus,enrollment,3,26901,3,0.11152001784320285,available,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,housingEnrollment,aggravated_assault,residential,enrollment,,26901,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,residents,aggravated_assault,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
186131,Princeton,ivy,pooled,enrollment,burglary,oncampus,enrollment,21,26901,3,0.78064012490242,available,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,housingEnrollment,burglary,residential,enrollment,,26901,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,residents,burglary,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
186131,Princeton,ivy,pooled,enrollment,motor_vehicle_theft,oncampus,enrollment,131,26901,3,4.869707445819858,available,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,housingEnrollment,motor_vehicle_theft,residential,enrollment,,26901,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,residents,motor_vehicle_theft,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
186131,Princeton,ivy,pooled,enrollment,arson,oncampus,enrollment,1,26901,3,0.03717333928106762,available,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,housingEnrollment,arson,residential,enrollment,,26901,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,residents,arson,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
186131,Princeton,ivy,pooled,enrollment,domestic_violence,oncampus,enrollment,4,26901,3,0.14869335712427048,available,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,housingEnrollment,domestic_violence,residential,enrollment,,26901,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,residents,domestic_violence,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
186131,Princeton,ivy,pooled,enrollment,dating_violence,oncampus,enrollment,10,26901,3,0.3717333928106762,available,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,housingEnrollment,dating_violence,residential,enrollment,,26901,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,residents,dating_violence,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
186131,Princeton,ivy,pooled,enrollment,stalking,oncampus,enrollment,15,26901,3,0.5576000892160142,available,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,housingEnrollment,stalking,residential,enrollment,,26901,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
186131,Princeton,ivy,pooled,residents,stalking,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
122409,San Diego State,public,pooled,enrollment,criminal_total,oncampus,enrollment,200,117780,3,1.6980811682798438,available,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,housingEnrollment,criminal_total,residential,enrollment,,117780,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,residents,criminal_total,residential,residents,,24386,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
122409,San Diego State,public,pooled,enrollment,rape,oncampus,enrollment,24,117780,3,0.20376974019358127,available,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,housingEnrollment,rape,residential,enrollment,,117780,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,residents,rape,residential,residents,,24386,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
122409,San Diego State,public,pooled,enrollment,fondling,oncampus,enrollment,18,117780,3,0.15282730514518594,available,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,housingEnrollment,fondling,residential,enrollment,,117780,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,residents,fondling,residential,residents,,24386,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
122409,San Diego State,public,pooled,enrollment,incest,oncampus,enrollment,0,117780,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,housingEnrollment,incest,residential,enrollment,,117780,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,residents,incest,residential,residents,,24386,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
122409,San Diego State,public,pooled,enrollment,statutory_rape,oncampus,enrollment,0,117780,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,housingEnrollment,statutory_rape,residential,enrollment,,117780,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,residents,statutory_rape,residential,residents,,24386,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
122409,San Diego State,public,pooled,enrollment,murder,oncampus,enrollment,0,117780,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,housingEnrollment,murder,residential,enrollment,,117780,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,residents,murder,residential,residents,,24386,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
122409,San Diego State,public,pooled,enrollment,negligent_manslaughter,oncampus,enrollment,0,117780,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,housingEnrollment,negligent_manslaughter,residential,enrollment,,117780,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,residents,negligent_manslaughter,residential,residents,,24386,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
122409,San Diego State,public,pooled,enrollment,robbery,oncampus,enrollment,8,117780,3,0.06792324673119375,available,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,housingEnrollment,robbery,residential,enrollment,,117780,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,residents,robbery,residential,residents,,24386,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
122409,San Diego State,public,pooled,enrollment,aggravated_assault,oncampus,enrollment,24,117780,3,0.20376974019358127,available,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,housingEnrollment,aggravated_assault,residential,enrollment,,117780,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,residents,aggravated_assault,residential,residents,,24386,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
122409,San Diego State,public,pooled,enrollment,burglary,oncampus,enrollment,88,117780,3,0.7471557140431313,available,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,housingEnrollment,burglary,residential,enrollment,,117780,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,residents,burglary,residential,residents,,24386,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
122409,San Diego State,public,pooled,enrollment,motor_vehicle_theft,oncampus,enrollment,33,117780,3,0.2801833927661742,available,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,housingEnrollment,motor_vehicle_theft,residential,enrollment,,117780,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,residents,motor_vehicle_theft,residential,residents,,24386,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
122409,San Diego State,public,pooled,enrollment,arson,oncampus,enrollment,5,117780,3,0.042452029206996096,available,2025,Reported offenses relative to enrolled population; not victimization probability
122409,San Diego State,public,pooled,housingEnrollment,arson,residential,enrollment,,117780,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
