unitid,institution,cohort,period,measure,category,geography,denominator_basis,reported_count,population_sum,years,rate_per_1000,rate_status,collection_year,interpretation
134130,Florida,public,pooled,enrollment,arson,oncampus,enrollment,,166336,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
134130,Florida,public,pooled,housingEnrollment,arson,residential,enrollment,,166336,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
134130,Florida,public,pooled,residents,arson,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
134130,Florida,public,pooled,enrollment,domestic_violence,oncampus,enrollment,,166336,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
134130,Florida,public,pooled,housingEnrollment,domestic_violence,residential,enrollment,,166336,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
134130,Florida,public,pooled,residents,domestic_violence,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
134130,Florida,public,pooled,enrollment,dating_violence,oncampus,enrollment,,166336,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
134130,Florida,public,pooled,housingEnrollment,dating_violence,residential,enrollment,,166336,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
134130,Florida,public,pooled,residents,dating_violence,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
134130,Florida,public,pooled,enrollment,stalking,oncampus,enrollment,,166336,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
134130,Florida,public,pooled,housingEnrollment,stalking,residential,enrollment,,166336,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
134130,Florida,public,pooled,residents,stalking,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
131496,Georgetown,private,pooled,enrollment,criminal_total,oncampus,enrollment,137,61407,3,2.2310160079469767,available,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,housingEnrollment,criminal_total,residential,enrollment,,61407,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,residents,criminal_total,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
131496,Georgetown,private,pooled,enrollment,rape,oncampus,enrollment,24,61407,3,0.3908349211002003,available,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,housingEnrollment,rape,residential,enrollment,,61407,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,residents,rape,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
131496,Georgetown,private,pooled,enrollment,fondling,oncampus,enrollment,32,61407,3,0.5211132281336004,available,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,housingEnrollment,fondling,residential,enrollment,,61407,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,residents,fondling,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
131496,Georgetown,private,pooled,enrollment,incest,oncampus,enrollment,0,61407,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,housingEnrollment,incest,residential,enrollment,,61407,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,residents,incest,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
131496,Georgetown,private,pooled,enrollment,statutory_rape,oncampus,enrollment,0,61407,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,housingEnrollment,statutory_rape,residential,enrollment,,61407,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,residents,statutory_rape,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
131496,Georgetown,private,pooled,enrollment,murder,oncampus,enrollment,0,61407,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,housingEnrollment,murder,residential,enrollment,,61407,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,residents,murder,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
131496,Georgetown,private,pooled,enrollment,negligent_manslaughter,oncampus,enrollment,0,61407,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,housingEnrollment,negligent_manslaughter,residential,enrollment,,61407,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,residents,negligent_manslaughter,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
131496,Georgetown,private,pooled,enrollment,robbery,oncampus,enrollment,0,61407,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,housingEnrollment,robbery,residential,enrollment,,61407,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,residents,robbery,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
131496,Georgetown,private,pooled,enrollment,aggravated_assault,oncampus,enrollment,4,61407,3,0.06513915351670005,available,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,housingEnrollment,aggravated_assault,residential,enrollment,,61407,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,residents,aggravated_assault,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
131496,Georgetown,private,pooled,enrollment,burglary,oncampus,enrollment,73,61407,3,1.188789551679776,available,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,housingEnrollment,burglary,residential,enrollment,,61407,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,residents,burglary,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
131496,Georgetown,private,pooled,enrollment,motor_vehicle_theft,oncampus,enrollment,2,61407,3,0.032569576758350025,available,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,housingEnrollment,motor_vehicle_theft,residential,enrollment,,61407,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,residents,motor_vehicle_theft,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
131496,Georgetown,private,pooled,enrollment,arson,oncampus,enrollment,2,61407,3,0.032569576758350025,available,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,housingEnrollment,arson,residential,enrollment,,61407,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,residents,arson,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
131496,Georgetown,private,pooled,enrollment,domestic_violence,oncampus,enrollment,1,61407,3,0.016284788379175012,available,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,housingEnrollment,domestic_violence,residential,enrollment,,61407,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,residents,domestic_violence,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
131496,Georgetown,private,pooled,enrollment,dating_violence,oncampus,enrollment,14,61407,3,0.22798703730845019,available,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,housingEnrollment,dating_violence,residential,enrollment,,61407,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,residents,dating_violence,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
131496,Georgetown,private,pooled,enrollment,stalking,oncampus,enrollment,57,61407,3,0.9282329376129758,available,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,housingEnrollment,stalking,residential,enrollment,,61407,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
131496,Georgetown,private,pooled,residents,stalking,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
139755,Georgia Tech,public,pooled,enrollment,criminal_total,oncampus,enrollment,347,146605,3,2.3669042665666247,available,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,housingEnrollment,criminal_total,residential,enrollment,,146605,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,residents,criminal_total,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
139755,Georgia Tech,public,pooled,enrollment,rape,oncampus,enrollment,12,146605,3,0.08185259711469595,available,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,housingEnrollment,rape,residential,enrollment,,146605,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,residents,rape,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
139755,Georgia Tech,public,pooled,enrollment,fondling,oncampus,enrollment,18,146605,3,0.12277889567204393,available,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,housingEnrollment,fondling,residential,enrollment,,146605,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,residents,fondling,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
139755,Georgia Tech,public,pooled,enrollment,incest,oncampus,enrollment,0,146605,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,housingEnrollment,incest,residential,enrollment,,146605,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,residents,incest,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
139755,Georgia Tech,public,pooled,enrollment,statutory_rape,oncampus,enrollment,0,146605,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,housingEnrollment,statutory_rape,residential,enrollment,,146605,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,residents,statutory_rape,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
139755,Georgia Tech,public,pooled,enrollment,murder,oncampus,enrollment,0,146605,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,housingEnrollment,murder,residential,enrollment,,146605,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,residents,murder,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
139755,Georgia Tech,public,pooled,enrollment,negligent_manslaughter,oncampus,enrollment,0,146605,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,housingEnrollment,negligent_manslaughter,residential,enrollment,,146605,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,residents,negligent_manslaughter,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
139755,Georgia Tech,public,pooled,enrollment,robbery,oncampus,enrollment,3,146605,3,0.020463149278673987,available,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,housingEnrollment,robbery,residential,enrollment,,146605,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,residents,robbery,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
139755,Georgia Tech,public,pooled,enrollment,aggravated_assault,oncampus,enrollment,9,146605,3,0.06138944783602197,available,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,housingEnrollment,aggravated_assault,residential,enrollment,,146605,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,residents,aggravated_assault,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
139755,Georgia Tech,public,pooled,enrollment,burglary,oncampus,enrollment,42,146605,3,0.2864840899014358,available,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,housingEnrollment,burglary,residential,enrollment,,146605,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,residents,burglary,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
139755,Georgia Tech,public,pooled,enrollment,motor_vehicle_theft,oncampus,enrollment,261,146605,3,1.780293987244637,available,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,housingEnrollment,motor_vehicle_theft,residential,enrollment,,146605,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,residents,motor_vehicle_theft,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
139755,Georgia Tech,public,pooled,enrollment,arson,oncampus,enrollment,2,146605,3,0.013642099519115993,available,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,housingEnrollment,arson,residential,enrollment,,146605,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,residents,arson,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
139755,Georgia Tech,public,pooled,enrollment,domestic_violence,oncampus,enrollment,3,146605,3,0.020463149278673987,available,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,housingEnrollment,domestic_violence,residential,enrollment,,146605,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,residents,domestic_violence,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
139755,Georgia Tech,public,pooled,enrollment,dating_violence,oncampus,enrollment,10,146605,3,0.06821049759557996,available,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,housingEnrollment,dating_violence,residential,enrollment,,146605,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,residents,dating_violence,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
139755,Georgia Tech,public,pooled,enrollment,stalking,oncampus,enrollment,25,146605,3,0.1705262439889499,available,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,housingEnrollment,stalking,residential,enrollment,,146605,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
139755,Georgia Tech,public,pooled,residents,stalking,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166027,Harvard,ivy,pooled,enrollment,criminal_total,oncampus,enrollment,563,91276,3,6.1681055260966735,available,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,housingEnrollment,criminal_total,residential,enrollment,,91276,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,residents,criminal_total,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166027,Harvard,ivy,pooled,enrollment,rape,oncampus,enrollment,38,91276,3,0.4163197335553705,available,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,housingEnrollment,rape,residential,enrollment,,91276,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,residents,rape,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166027,Harvard,ivy,pooled,enrollment,fondling,oncampus,enrollment,29,91276,3,0.3177176913975196,available,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,housingEnrollment,fondling,residential,enrollment,,91276,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,residents,fondling,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166027,Harvard,ivy,pooled,enrollment,incest,oncampus,enrollment,0,91276,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,housingEnrollment,incest,residential,enrollment,,91276,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,residents,incest,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166027,Harvard,ivy,pooled,enrollment,statutory_rape,oncampus,enrollment,0,91276,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,housingEnrollment,statutory_rape,residential,enrollment,,91276,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,residents,statutory_rape,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166027,Harvard,ivy,pooled,enrollment,murder,oncampus,enrollment,0,91276,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,housingEnrollment,murder,residential,enrollment,,91276,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,residents,murder,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166027,Harvard,ivy,pooled,enrollment,negligent_manslaughter,oncampus,enrollment,0,91276,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,housingEnrollment,negligent_manslaughter,residential,enrollment,,91276,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,residents,negligent_manslaughter,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166027,Harvard,ivy,pooled,enrollment,robbery,oncampus,enrollment,4,91276,3,0.04382312984793374,available,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,housingEnrollment,robbery,residential,enrollment,,91276,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,residents,robbery,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166027,Harvard,ivy,pooled,enrollment,aggravated_assault,oncampus,enrollment,23,91276,3,0.251982996625619,available,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,housingEnrollment,aggravated_assault,residential,enrollment,,91276,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,residents,aggravated_assault,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166027,Harvard,ivy,pooled,enrollment,burglary,oncampus,enrollment,95,91276,3,1.0407993338884263,available,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,housingEnrollment,burglary,residential,enrollment,,91276,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,residents,burglary,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166027,Harvard,ivy,pooled,enrollment,motor_vehicle_theft,oncampus,enrollment,372,91276,3,4.075551075857838,available,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,housingEnrollment,motor_vehicle_theft,residential,enrollment,,91276,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,residents,motor_vehicle_theft,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166027,Harvard,ivy,pooled,enrollment,arson,oncampus,enrollment,2,91276,3,0.02191156492396687,available,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,housingEnrollment,arson,residential,enrollment,,91276,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,residents,arson,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166027,Harvard,ivy,pooled,enrollment,domestic_violence,oncampus,enrollment,3,91276,3,0.032867347385950305,available,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,housingEnrollment,domestic_violence,residential,enrollment,,91276,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,residents,domestic_violence,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166027,Harvard,ivy,pooled,enrollment,dating_violence,oncampus,enrollment,12,91276,3,0.13146938954380122,available,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,housingEnrollment,dating_violence,residential,enrollment,,91276,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,residents,dating_violence,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
166027,Harvard,ivy,pooled,enrollment,stalking,oncampus,enrollment,20,91276,3,0.2191156492396687,available,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,housingEnrollment,stalking,residential,enrollment,,91276,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
166027,Harvard,ivy,pooled,residents,stalking,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
145637,Illinois Urbana-Champaign,public,pooled,enrollment,criminal_total,oncampus,enrollment,328,172717,3,1.899060312534377,available,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,housingEnrollment,criminal_total,residential,enrollment,,172717,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,residents,criminal_total,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
145637,Illinois Urbana-Champaign,public,pooled,enrollment,rape,oncampus,enrollment,63,172717,3,0.36475853563922483,available,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,housingEnrollment,rape,residential,enrollment,,172717,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,residents,rape,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
145637,Illinois Urbana-Champaign,public,pooled,enrollment,fondling,oncampus,enrollment,37,172717,3,0.21422326696271937,available,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,housingEnrollment,fondling,residential,enrollment,,172717,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,residents,fondling,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
145637,Illinois Urbana-Champaign,public,pooled,enrollment,incest,oncampus,enrollment,0,172717,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,housingEnrollment,incest,residential,enrollment,,172717,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,residents,incest,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
145637,Illinois Urbana-Champaign,public,pooled,enrollment,statutory_rape,oncampus,enrollment,0,172717,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,housingEnrollment,statutory_rape,residential,enrollment,,172717,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,residents,statutory_rape,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
145637,Illinois Urbana-Champaign,public,pooled,enrollment,murder,oncampus,enrollment,0,172717,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,housingEnrollment,murder,residential,enrollment,,172717,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,residents,murder,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
145637,Illinois Urbana-Champaign,public,pooled,enrollment,negligent_manslaughter,oncampus,enrollment,0,172717,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,housingEnrollment,negligent_manslaughter,residential,enrollment,,172717,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,residents,negligent_manslaughter,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
145637,Illinois Urbana-Champaign,public,pooled,enrollment,robbery,oncampus,enrollment,3,172717,3,0.017369454078058327,available,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,housingEnrollment,robbery,residential,enrollment,,172717,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,residents,robbery,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
145637,Illinois Urbana-Champaign,public,pooled,enrollment,aggravated_assault,oncampus,enrollment,22,172717,3,0.12737599657242774,available,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,housingEnrollment,aggravated_assault,residential,enrollment,,172717,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,residents,aggravated_assault,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
145637,Illinois Urbana-Champaign,public,pooled,enrollment,burglary,oncampus,enrollment,27,172717,3,0.15632508670252493,available,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,housingEnrollment,burglary,residential,enrollment,,172717,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,residents,burglary,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
145637,Illinois Urbana-Champaign,public,pooled,enrollment,motor_vehicle_theft,oncampus,enrollment,162,172717,3,0.9379505202151497,available,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,housingEnrollment,motor_vehicle_theft,residential,enrollment,,172717,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,residents,motor_vehicle_theft,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
145637,Illinois Urbana-Champaign,public,pooled,enrollment,arson,oncampus,enrollment,14,172717,3,0.0810574523642722,available,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,housingEnrollment,arson,residential,enrollment,,172717,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,residents,arson,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
145637,Illinois Urbana-Champaign,public,pooled,enrollment,domestic_violence,oncampus,enrollment,112,172717,3,0.6484596189141776,available,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,housingEnrollment,domestic_violence,residential,enrollment,,172717,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,residents,domestic_violence,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
145637,Illinois Urbana-Champaign,public,pooled,enrollment,dating_violence,oncampus,enrollment,0,172717,3,0.0,available,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,housingEnrollment,dating_violence,residential,enrollment,,172717,3,,unavailable,2025,Reported offenses relative to enrolled population; not victimization probability
145637,Illinois Urbana-Champaign,public,pooled,residents,dating_violence,residential,residents,,,3,,unavailable,2025,Approximate housing normalization; unmatched property boundaries
145637,Illinois Urbana-Champaign,public,pooled,enrollment,stalking,oncampus,enrollment,286,172717,3,1.6558879554415604,available,2025,Reported offenses relative to enrolled population; not victimization probability
