year,county,agency_name,jurisdiction_code,months_present,months_absent,total_calls,weapons_involved,sub_firearm,sub_knife,sub_other,sub_personal,weapon_not_rpt,total_strang_suffo,sub_strangulation,sub_suffocation,strangulation_months_with_data,known_partial_months,coverage_note,unit
2013,San Diego County,La Mesa,3708,12,,386,373,1,14,54,304,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,Lemon Grove,37A1,12,,153,108,0,5,11,92,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,National City,3709,12,,456,360,1,3,35,321,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,Oceanside,3710,12,,858,781,1,16,77,687,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,Ocotillo Wells DPR,3724,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,Poway,37A3,12,,151,101,1,1,16,83,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,San Diego,3711,12,,7225,6132,37,199,828,5068,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,San Diego Co. Sheriff's Department,3700,12,,2325,1593,23,39,188,1343,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,San Diego Coast DPR,3725,12,,1,1,0,0,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,San Diego Harbor,3715,12,,45,40,0,0,5,35,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,San Marcos,3712,12,,300,212,1,5,16,190,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,Santee,37A2,12,,251,181,2,5,19,155,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,Solana Beach,37A5,12,,39,25,0,2,2,21,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,UC San Diego,3797,12,,16,2,0,1,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,Vista,3713,12,,547,400,3,14,41,342,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,CA Highway Patrol - San Diego,3799,12,,4,4,0,0,0,4,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,CSU San Diego,3714,12,,14,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,CSU San Marcos,3732,12,,4,2,0,0,1,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,Carlsbad,3701,12,,371,79,0,7,39,33,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,Chula Vista,3702,12,,1090,759,4,29,58,668,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,Colorado Desert DPR,3722,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,Coronado,3703,12,,51,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,Del Mar,3704,12,,18,14,0,0,2,12,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,El Cajon,3705,12,,871,495,6,12,41,436,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,Encinitas,37A4,12,,209,125,1,0,9,115,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,Escondido,3706,12,,1001,792,4,12,46,730,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,Imperial Beach,3707,12,,195,136,0,5,6,125,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,La Mesa,3708,12,,379,321,0,5,51,265,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,Lemon Grove,37A1,12,,139,101,1,3,11,86,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,National City,3709,12,,409,300,0,3,37,260,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,Oceanside,3710,12,,1059,812,3,8,59,742,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,Ocotillo Wells DPR,3724,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,Poway,37A3,12,,144,93,1,3,10,79,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,San Diego,3711,12,,7377,6246,27,186,839,5194,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,San Diego Co. Sheriff's Department,3700,12,,2309,1577,21,38,122,1396,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,San Diego Coast DPR,3725,12,,2,2,0,0,0,2,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,San Diego Harbor,3715,12,,62,62,0,0,10,52,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,San Marcos,3712,12,,345,257,5,5,11,236,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,Santee,37A2,12,,216,164,0,4,13,147,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,Solana Beach,37A5,12,,53,39,0,0,1,38,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,UC San Diego,3797,12,,20,1,0,0,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2014,San Diego County,Vista,3713,12,,652,483,1,16,29,437,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,CA Highway Patrol - San Diego,3799,12,,4,4,0,0,0,4,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,CSU San Diego,3714,12,,14,2,0,1,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,CSU San Marcos,3732,12,,7,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,Carlsbad,3701,12,,422,69,1,7,45,16,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,Chula Vista,3702,12,,1281,902,6,20,69,807,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,Colorado Desert DPR,3722,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,Coronado,3703,12,,64,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,Del Mar,3704,12,,22,14,0,0,1,13,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,El Cajon,3705,12,,772,444,6,11,27,400,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,Encinitas,37A4,12,,237,129,0,1,9,119,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,Escondido,3706,12,,1181,848,7,13,38,790,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,Imperial Beach,3707,12,,189,134,0,3,8,123,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,La Mesa,3708,12,,386,280,2,10,21,247,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,Lemon Grove,37A1,12,,148,108,1,5,14,88,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,National City,3709,12,,458,305,1,7,40,257,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,Oceanside,3710,12,,1039,766,2,14,37,713,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,Ocotillo Wells DPR,3724,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,Poway,37A3,12,,152,97,0,3,7,87,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,San Diego,3711,12,,7393,6069,35,162,735,5137,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,San Diego Co. Sheriff's Department,3700,12,,2595,1760,21,34,121,1584,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,San Diego Coast DPR,3725,12,,2,2,0,0,0,2,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,San Diego Harbor,3715,12,,67,65,2,0,15,48,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,San Marcos,3712,12,,475,330,5,6,19,300,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,Santee,37A2,12,,223,159,1,3,13,142,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,Solana Beach,37A5,12,,34,19,0,0,0,19,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,UC San Diego,3797,12,,22,1,0,0,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2015,San Diego County,Vista,3713,12,,785,558,6,7,29,516,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,CA Highway Patrol - San Diego,3799,8,8;9;11;12,7,7,0,0,1,6,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,CSU San Diego,3714,12,,9,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,CSU San Marcos,3732,12,,5,1,0,0,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,Carlsbad,3701,12,,380,78,3,7,45,23,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,Chula Vista,3702,12,,1263,937,7,14,109,807,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,Colorado Desert DPR,3722,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,Coronado,3703,12,,47,14,0,1,2,11,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,Del Mar,3704,12,,21,15,0,0,1,14,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,El Cajon,3705,12,,743,501,2,13,42,444,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,Encinitas,37A4,12,,204,126,0,2,9,115,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,Escondido,3706,12,,1139,787,3,15,52,717,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,Imperial Beach,3707,12,,190,146,2,2,10,132,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,La Mesa,3708,12,,441,282,1,3,15,263,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,Lemon Grove,37A1,12,,196,156,5,1,14,136,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,National City,3709,12,,424,316,1,8,39,268,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,Oceanside,3710,12,,985,721,3,11,27,680,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,Ocotillo Wells DPR,3724,12,,2,2,1,0,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,Poway,37A3,12,,106,73,0,1,5,67,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,San Diego,3711,12,,6818,5529,42,147,640,4700,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,San Diego Co. Sheriff's Department,3700,12,,2337,1659,13,32,137,1477,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,San Diego Coast DPR,3725,12,,5,5,0,0,1,4,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,San Diego Harbor,3715,12,,59,59,0,1,3,55,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,San Marcos,3712,12,,353,259,0,1,19,239,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,Santee,37A2,12,,249,174,1,3,18,152,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,Solana Beach,37A5,12,,30,16,0,0,2,14,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,UC San Diego,3797,12,,25,4,0,0,0,4,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2016,San Diego County,Vista,3713,12,,681,506,5,8,47,446,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,CA Highway Patrol - San Diego,3799,12,,21,18,1,0,3,14,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,CSU San Diego,3714,12,,13,1,0,0,1,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,CSU San Marcos,3732,12,,7,1,0,0,1,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,Carlsbad,3701,12,,519,98,2,3,28,65,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,Chula Vista,3702,12,,1331,994,5,22,102,865,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,Colorado Desert DPR,3722,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,Coronado,3703,12,,46,17,0,1,1,15,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,Del Mar,3704,12,,16,11,0,0,0,11,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,El Cajon,3705,12,,887,588,1,13,48,526,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,Encinitas,37A4,12,,178,123,0,1,10,112,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,Escondido,3706,12,,1084,755,3,16,51,685,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,Imperial Beach,3707,12,,202,145,0,2,9,134,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,La Mesa,3708,12,,503,324,1,5,27,291,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,Lemon Grove,37A1,12,,177,147,1,2,20,124,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,National City,3709,12,,468,311,1,4,35,271,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,Oceanside,3710,12,,969,747,1,14,39,693,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,Ocotillo Wells DPR,3724,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,Poway,37A3,12,,120,75,1,2,8,64,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,San Diego,3711,12,,7139,5565,34,144,683,4704,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,San Diego Co. Sheriff's Department,3700,12,,2388,1685,12,26,177,1470,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,San Diego Coast DPR,3725,12,,1,1,0,0,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,San Diego Harbor,3715,12,,61,60,1,1,11,47,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,San Marcos,3712,12,,310,235,0,2,15,218,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,Santee,37A2,12,,254,186,1,2,24,159,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,Solana Beach,37A5,12,,23,17,0,0,1,16,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,UC San Diego,3797,12,,19,2,0,0,1,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2017,San Diego County,Vista,3713,12,,570,431,4,11,22,394,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,CA Highway Patrol - San Diego,3799,12,,18,16,0,0,0,16,0,1,0,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,CSU San Diego,3714,12,,4,1,0,0,0,1,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,CSU San Marcos,3732,12,,2,0,0,0,0,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,Carlsbad,3701,12,,538,88,2,4,15,67,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,Chula Vista,3702,12,,1497,1053,6,22,102,923,0,90,90,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,Colorado Desert DPR,3722,12,,0,0,0,0,0,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,Coronado,3703,12,,46,20,0,0,2,18,0,2,2,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,Del Mar,3704,12,,32,22,0,0,0,22,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,El Cajon,3705,12,,898,594,4,10,60,520,0,76,73,3,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,Encinitas,37A4,12,,203,130,0,3,9,118,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,Escondido,3706,12,,1096,730,3,12,57,658,0,35,35,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,Imperial Beach,3707,12,,219,157,1,5,7,144,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,La Mesa,3708,12,,433,298,0,4,11,283,0,2,2,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,Lemon Grove,37A1,12,,211,152,1,5,14,132,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,National City,3709,12,,537,308,4,8,24,272,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,Oceanside,3710,12,,943,729,4,11,22,692,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,Ocotillo Wells DPR,3724,12,,0,0,0,0,0,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,Poway,37A3,12,,129,89,0,2,8,79,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,San Diego,3711,12,,6823,5217,37,174,559,4447,0,110,107,3,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,San Diego Co. Sheriff's Department,3700,12,,2503,1796,15,37,156,1588,0,4,2,2,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,San Diego Coast DPR,3725,12,,1,1,0,0,1,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,San Diego Harbor,3715,8,9;10;11;12,54,54,0,0,6,48,0,0,0,0,8,,DOJ: Harbor Police did not report Sep-Dec,Reported DV-related calls; no imputation
2018,San Diego County,San Marcos,3712,12,,370,263,1,1,17,244,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,Santee,37A2,12,,265,185,0,5,26,154,0,1,0,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,Solana Beach,37A5,12,,41,31,0,0,1,30,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,UC San Diego,3797,12,,16,2,0,0,1,1,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2018,San Diego County,Vista,3713,12,,632,511,6,10,27,468,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,CA Highway Patrol - San Diego,3799,12,,33,32,0,0,1,31,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,CSU San Diego,3714,12,,3,0,0,0,0,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,CSU San Marcos,3732,12,,2,0,0,0,0,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,Carlsbad,3701,12,,481,69,1,1,8,59,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,Chula Vista,3702,12,,1508,964,11,22,36,895,0,98,97,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,Colorado Desert DPR,3722,12,,0,0,0,0,0,0,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,Coronado,3703,12,,47,12,0,0,0,12,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,Del Mar,3704,12,,22,15,0,0,1,14,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,El Cajon,3705,12,,943,600,4,12,34,550,0,53,50,3,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,Encinitas,37A4,12,,197,130,0,4,4,122,0,3,2,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,Escondido,3706,12,,1042,667,4,9,23,631,0,63,62,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,Imperial Beach,3707,12,,199,126,0,1,1,124,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,La Mesa,3708,12,,479,299,0,4,5,290,0,5,5,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,Lemon Grove,37A1,12,,258,169,1,2,8,158,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,National City,3709,12,,518,295,2,11,15,267,0,2,2,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,Oceanside,3710,12,,917,708,5,12,10,681,0,1,1,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,Ocotillo Wells DPR,3724,12,,1,1,0,0,0,1,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,Poway,37A3,12,,130,84,1,2,0,81,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,San Diego,3711,12,,6800,4723,33,116,320,4254,0,227,226,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,San Diego Co. Sheriff's Department,3700,12,,2522,1735,14,33,78,1610,0,8,7,1,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,San Diego Coast DPR,3725,12,,1,1,0,0,0,1,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,San Diego Harbor,3715,12,,76,76,1,0,12,63,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,San Marcos,3712,12,,316,229,3,4,9,213,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,Santee,37A2,12,,243,169,1,1,5,162,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2019,San Diego County,Solana Beach,37A5,12,,41,27,0,0,3,24,0,0,0,0,12,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
