year,county,agency_name,jurisdiction_code,months_present,months_absent,total_calls,weapons_involved,sub_firearm,sub_knife,sub_other,sub_personal,weapon_not_rpt,total_strang_suffo,sub_strangulation,sub_suffocation,strangulation_months_with_data,known_partial_months,coverage_note,unit
2006,San Diego County,Solana Beach,37A5,11,1,38,31,0,0,3,28,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2006,San Diego County,UC San Diego,3797,9,1;2;6,10,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2006,San Diego County,Vista,3713,12,,543,523,2,16,59,446,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,CA Highway Patrol - San Diego,3799,3,3;5;6;7;8;9;10;11;12,3,3,0,0,1,2,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,CSU San Diego,3714,12,,17,1,0,0,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,CSU San Marcos,3732,12,,7,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,Carlsbad,3701,12,,438,154,3,7,70,74,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,Chula Vista,3702,12,,1818,1243,8,33,177,1025,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,Colorado Desert DPR,3722,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,Coronado,3703,12,,83,60,0,1,2,57,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,Del Mar,3704,12,,9,7,0,0,0,7,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,El Cajon,3705,12,,537,323,5,11,57,250,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,Encinitas,37A4,12,,177,134,0,3,18,113,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,Escondido,3706,12,,930,773,2,22,73,676,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,Imperial Beach,3707,12,,170,155,0,3,8,144,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,La Mesa,3708,12,,347,319,3,4,24,288,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,Lemon Grove,37A1,12,,163,137,1,3,13,120,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,National City,3709,12,,351,314,1,12,38,263,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,Oceanside,3710,12,,2405,1261,7,26,117,1111,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,Ocotillo Wells DPR,3724,12,,2,1,0,0,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,Poway,37A3,12,,145,114,0,2,8,104,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,San Diego,3711,12,,8137,6625,49,248,1092,5236,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,San Diego Co. Sheriff's Department,3700,12,,1958,1756,17,44,199,1496,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,San Diego Coast DPR,3725,12,,1,1,0,0,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,San Diego Harbor,3715,12,,71,39,0,1,4,34,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,San Marcos,3712,12,,291,247,2,8,35,202,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,Santee,37A2,12,,275,250,0,1,30,219,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,Solana Beach,37A5,12,,28,27,0,1,5,21,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,UC San Diego,3797,12,,9,1,0,0,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2007,San Diego County,Vista,3713,12,,502,445,3,4,42,396,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,CA Highway Patrol - San Diego,3799,5,1;2;4;5;6;7;8,1,1,0,0,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,CSU San Diego,3714,12,,20,1,0,0,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,CSU San Marcos,3732,12,,6,2,0,0,1,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,Carlsbad,3701,12,,382,97,0,6,46,45,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,Chula Vista,3702,12,,1613,1131,7,32,177,915,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,Colorado Desert DPR,3722,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,Coronado,3703,12,,99,55,0,1,4,50,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,Del Mar,3704,12,,9,8,0,0,0,8,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,El Cajon,3705,12,,555,327,4,11,46,266,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,Encinitas,37A4,12,,146,108,1,0,11,96,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,Escondido,3706,12,,987,841,3,13,57,768,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,Imperial Beach,3707,12,,168,136,1,2,13,120,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,La Mesa,3708,12,,394,348,2,8,40,298,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,Lemon Grove,37A1,12,,98,75,0,2,9,64,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,National City,3709,12,,366,316,1,9,42,264,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,Oceanside,3710,12,,1726,1113,3,19,109,982,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,Ocotillo Wells DPR,3724,12,,2,1,0,0,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,Poway,37A3,12,,121,91,0,1,9,81,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,San Diego,3711,12,,7829,6326,48,218,985,5075,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,San Diego Co. Sheriff's Department,3700,12,,1318,1040,12,21,104,903,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,San Diego Coast DPR,3725,12,,2,1,0,0,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,San Diego Harbor,3715,12,,65,39,0,0,2,37,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,San Marcos,3712,12,,224,186,3,4,15,164,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,Santee,37A2,12,,174,133,0,2,16,115,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,Solana Beach,37A5,12,,20,16,0,0,1,15,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,UC San Diego,3797,12,,29,1,0,0,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2008,San Diego County,Vista,3713,12,,394,318,1,10,34,273,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,CA Highway Patrol - San Diego,3799,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,CSU San Diego,3714,12,,13,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,CSU San Marcos,3732,12,,2,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,Carlsbad,3701,12,,437,147,0,7,54,86,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,Chula Vista,3702,12,,1521,1111,7,33,145,926,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,Colorado Desert DPR,3722,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,Coronado,3703,12,,69,22,0,1,1,20,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,Del Mar,3704,12,,22,19,0,2,3,14,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,El Cajon,3705,12,,421,268,1,7,15,245,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,Encinitas,37A4,12,,205,162,1,2,19,140,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,Escondido,3706,12,,898,831,2,19,76,734,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,Imperial Beach,3707,12,,250,200,1,10,23,166,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,La Mesa,3708,12,,419,379,2,5,36,336,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,Lemon Grove,37A1,12,,204,157,0,5,19,133,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,National City,3709,12,,383,326,3,16,27,280,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,Oceanside,3710,12,,1071,1053,2,18,123,910,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,Ocotillo Wells DPR,3724,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,Poway,37A3,12,,143,104,4,2,14,84,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,San Diego,3711,12,,8201,6800,30,239,1058,5473,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,San Diego Co. Sheriff's Department,3700,12,,2063,1621,17,43,214,1347,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,San Diego Coast DPR,3725,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,San Diego Harbor,3715,12,,70,43,0,1,3,39,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,San Marcos,3712,12,,288,230,2,7,24,197,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,Santee,37A2,12,,255,173,0,1,22,150,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,Solana Beach,37A5,12,,30,26,0,0,9,17,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,UC San Diego,3797,12,,26,2,0,1,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2009,San Diego County,Vista,3713,12,,629,490,3,9,59,419,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,CA Highway Patrol - San Diego,3799,11,5,2,2,0,0,0,2,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,CSU San Diego,3714,12,,20,1,0,1,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,CSU San Marcos,3732,12,,4,1,0,0,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,Carlsbad,3701,12,,351,99,0,1,54,44,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,Chula Vista,3702,12,,1341,997,7,34,148,808,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,Colorado Desert DPR,3722,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,Coronado,3703,12,,61,18,0,0,3,15,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,Del Mar,3704,12,,19,15,0,0,4,11,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,El Cajon,3705,12,,552,399,1,8,17,373,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,Encinitas,37A4,12,,233,147,0,3,9,135,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,Escondido,3706,12,,977,889,2,16,90,781,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,Imperial Beach,3707,12,,198,156,1,8,19,128,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,La Mesa,3708,12,,394,350,0,8,41,301,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,Lemon Grove,37A1,12,,166,130,1,5,14,110,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,National City,3709,12,,472,408,0,16,52,340,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,Oceanside,3710,12,,1011,984,2,22,109,851,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,Ocotillo Wells DPR,3724,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,Poway,37A3,12,,158,107,1,0,21,85,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,San Diego,3711,12,,7626,6393,37,182,1026,5148,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,San Diego Co. Sheriff's Department,3700,12,,2050,1594,20,24,223,1327,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,San Diego Coast DPR,3725,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,San Diego Harbor,3715,12,,63,39,0,0,0,39,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,San Marcos,3712,12,,309,247,0,4,22,221,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,Santee,37A2,12,,251,188,1,3,24,160,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,Solana Beach,37A5,12,,34,26,0,0,3,23,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,UC San Diego,3797,12,,8,1,0,1,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2010,San Diego County,Vista,3713,12,,576,466,4,10,55,397,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,CA Highway Patrol - San Diego,3799,12,,9,7,0,0,1,6,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,CSU San Diego,3714,12,,9,1,0,0,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,CSU San Marcos,3732,12,,4,1,0,0,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,Carlsbad,3701,12,,335,90,1,3,51,35,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,Chula Vista,3702,12,,1306,919,4,15,133,767,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,Colorado Desert DPR,3722,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,Coronado,3703,12,,65,14,0,0,3,11,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,Del Mar,3704,12,,27,19,0,0,0,19,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,El Cajon,3705,12,,768,506,2,17,29,458,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,Encinitas,37A4,12,,214,148,0,2,18,128,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,Escondido,3706,12,,900,797,3,19,61,714,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,Imperial Beach,3707,12,,213,158,1,4,19,134,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,La Mesa,3708,12,,308,279,5,7,26,241,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,Lemon Grove,37A1,12,,137,109,2,5,15,87,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,National City,3709,12,,419,346,0,3,50,293,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,Oceanside,3710,12,,931,864,2,11,101,750,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,Ocotillo Wells DPR,3724,12,,3,2,0,0,0,2,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,Poway,37A3,12,,127,100,1,1,11,87,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,San Diego,3711,12,,7137,6073,32,181,877,4983,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,San Diego Co. Sheriff's Department,3700,12,,1829,1449,16,30,150,1253,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,San Diego Coast DPR,3725,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,San Diego Harbor,3715,12,,65,39,0,1,2,36,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,San Marcos,3712,12,,251,206,0,1,22,183,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,Santee,37A2,12,,232,151,1,4,19,127,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,Solana Beach,37A5,12,,28,23,0,0,5,18,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,UC San Diego,3797,12,,17,1,0,0,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2011,San Diego County,Vista,3713,12,,488,386,5,6,31,344,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,CA Highway Patrol - San Diego,3799,12,,2,1,0,0,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,CSU San Diego,3714,12,,22,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,CSU San Marcos,3732,12,,2,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,Carlsbad,3701,12,,365,95,0,5,42,48,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,Chula Vista,3702,12,,1163,766,8,23,57,678,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,Colorado Desert DPR,3722,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,Coronado,3703,12,,52,2,0,0,0,2,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,Del Mar,3704,12,,19,15,0,0,1,14,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,El Cajon,3705,12,,687,470,0,10,30,430,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,Encinitas,37A4,12,,184,117,1,1,8,107,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,Escondido,3706,12,,918,788,5,13,68,702,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,Imperial Beach,3707,12,,264,201,3,5,13,180,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,La Mesa,3708,12,,367,335,2,12,46,275,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,Lemon Grove,37A1,12,,181,131,3,3,13,112,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,National City,3709,12,,445,343,2,12,55,274,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,Oceanside,3710,12,,907,879,7,19,88,765,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,Ocotillo Wells DPR,3724,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,Poway,37A3,12,,157,106,1,2,13,90,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,San Diego,3711,12,,7188,6153,34,196,861,5062,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,San Diego Co. Sheriff's Department,3700,12,,2244,1548,13,50,213,1272,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,San Diego Coast DPR,3725,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,San Diego Harbor,3715,12,,76,50,0,0,1,49,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,San Marcos,3712,12,,290,216,4,4,35,173,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,Santee,37A2,12,,291,205,0,8,20,177,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,Solana Beach,37A5,12,,42,30,0,0,5,25,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,UC San Diego,3797,12,,30,3,0,0,0,3,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2012,San Diego County,Vista,3713,12,,505,390,4,8,58,320,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,CA Highway Patrol - San Diego,3799,12,,3,3,0,0,0,3,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,CSU San Diego,3714,12,,11,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,CSU San Marcos,3732,12,,5,1,0,0,0,1,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,Carlsbad,3701,12,,340,100,1,2,46,51,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,Chula Vista,3702,12,,1171,839,2,29,72,736,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,Colorado Desert DPR,3722,12,,0,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,Coronado,3703,12,,64,0,0,0,0,0,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,Del Mar,3704,12,,13,6,0,0,0,6,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,El Cajon,3705,12,,923,482,5,21,40,416,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,Encinitas,37A4,12,,184,106,0,0,22,84,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,Escondido,3706,12,,958,845,2,19,47,777,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
2013,San Diego County,Imperial Beach,3707,12,,280,199,1,7,26,165,0,,,,0,,No completeness guarantee; row presence is not complete reporting,Reported DV-related calls; no imputation
