institution_unitid,campus_id,campus,report_edition,report_year,category,geography,federal_count,current_asr_count,federal_status,asr_status,difference,source_url
234076,234076001,Charlottesville,2026,2024,motor_vehicle_theft,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2023,motor_vehicle_theft,residential,4,4,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2023,motor_vehicle_theft,oncampus,84,84,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2023,motor_vehicle_theft,noncampus,1,1,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2023,motor_vehicle_theft,publicproperty,1,1,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2024,arson,residential,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2024,arson,oncampus,1,1,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2024,arson,noncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2024,arson,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2023,arson,residential,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2023,arson,oncampus,2,2,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2023,arson,noncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2023,arson,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2024,dating_violence,residential,8,8,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2024,dating_violence,oncampus,14,14,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2024,dating_violence,noncampus,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
234076,234076001,Charlottesville,2026,2024,dating_violence,publicproperty,0,0,reported_numeric,reported_numeric,0,https://cleryact.virginia.edu/report#page=113
