unitid,institution,period,category,measure,geography,reported_count,population_sum,years,rate_per_1000,source_editions,source_basis
217156,Brown,pooled,fondling,enrollment,oncampus,25,34661,3,0.7212717463431523,2025,Institutional reports checked 2026-09-25; cell-specific editions
217156,Brown,pooled,fondling,housingEnrollment,residential,12,34661,3,0.3462104382447131,2025,Institutional reports checked 2026-09-25; cell-specific editions
217156,Brown,2022,incest,residents,residential,0,,1,,2025,Institutional reports checked 2026-09-25; cell-specific editions
217156,Brown,2022,incest,enrollment,oncampus,0,11189,1,0.0,2025,Institutional reports checked 2026-09-25; cell-specific editions
217156,Brown,2022,incest,housingEnrollment,residential,0,11189,1,0.0,2025,Institutional reports checked 2026-09-25; cell-specific editions
217156,Brown,2023,incest,residents,residential,0,,1,,2025,Institutional reports checked 2026-09-25; cell-specific editions
217156,Brown,2023,incest,enrollment,oncampus,0,11516,1,0.0,2025,Institutional reports checked 2026-09-25; cell-specific editions
217156,Brown,2023,incest,housingEnrollment,residential,0,11516,1,0.0,2025,Institutional reports checked 2026-09-25; cell-specific editions
217156,Brown,2024,incest,residents,residential,0,,1,,2025,Institutional reports checked 2026-09-25; cell-specific editions
217156,Brown,2024,incest,enrollment,oncampus,0,11956,1,0.0,2025,Institutional reports checked 2026-09-25; cell-specific editions
217156,Brown,2024,incest,housingEnrollment,residential,0,11956,1,0.0,2025,Institutional reports checked 2026-09-25; cell-specific editions
217156,Brown,2025,incest,residents,residential,,,1,,,Institutional reports checked 2026-09-25; cell-specific editions
217156,Brown,2025,incest,enrollment,oncampus,,,1,,,Institutional reports checked 2026-09-25; cell-specific editions
217156,Brown,2025,incest,housingEnrollment,residential,,,1,,,Institutional reports checked 2026-09-25; cell-specific editions
217156,Brown,pooled,incest,residents,residential,0,,3,,2025,Institutional reports checked 2026-09-25; cell-specific editions
217156,Brown,pooled,incest,enrollment,oncampus,0,34661,3,0.0,2025,Institutional reports checked 2026-09-25; cell-specific editions
