predicted_mean_stratum,zip_days,predicted_mean,observed_zero_fraction,poisson_expected_zero_fraction
"(-0.00099802, 0.00197]",12788,0.0008270470891508506,0.9996090084454176,0.9991734716754297
"(0.00197, 0.00659]",12787,0.00390469121120443,0.9955423476968797,0.9961037784057126
"(0.00659, 0.0282]",12787,0.015654695392104404,0.9845155235786346,0.9844898412469641
"(0.0282, 0.134]",12787,0.06155941752025542,0.941112066942989,0.9407951450139747
"(0.134, 1.0]",12787,0.21593474415390024,0.8081645421130836,0.8071714024877479
