predicted_mean_stratum,zip_days,predicted_mean,observed_zero_fraction,poisson_expected_zero_fraction
"(-0.00099818, 0.00319]",17825,0.0013060018120919482,0.9983169705469845,0.9986952932310431
"(0.00319, 0.012]",17825,0.006438721722996443,0.9938849929873773,0.9935847899001508
"(0.012, 0.0352]",17825,0.023144955184233297,0.9779523141654979,0.9771415417602237
"(0.0352, 0.16]",17825,0.08332334971513897,0.920280504908836,0.9207815452483796
"(0.16, 1.0]",17825,0.25049945403398255,0.7807012622720898,0.7803714455554185
