period,zip_code,variable,n,changed_more_than_1e_7_f,bias_f,mae_f,max_abs_f
primary_2021_2024,92105,mean,1461,1423,-0.0015734062286104483,0.0517866808076662,0.38333332999999925
primary_2021_2024,92108,mean,1461,1424,-0.00015244177960298507,0.053468365995893295,0.40833332999999783
primary_2021_2024,92110,mean,1461,1419,-0.0037627394524298147,0.0548630875701576,0.39166666999999933
primary_2021_2024,92113,mean,1461,1422,0.0045183117727584125,0.05215098360027402,0.38333332999999925
primary_2021_2024,92114,mean,1461,1423,-0.0031476704312114823,0.051815200109514084,0.38333332999999925
primary_2021_2024,92115,mean,1461,1410,0.000186550862423065,0.05294957807665962,0.38750000000000284
primary_2021_2024,92123,mean,1461,1422,0.003311261923340118,0.05330149098562623,0.3708333300000035
primary_2021_2024,92127,mean,1461,1418,-0.005607738425735638,0.05552565256673515,0.4416666699999965
primary_2021_2024,92154,mean,1461,1417,0.0007747274469540977,0.05415414803559204,0.38333332999999925
primary_2021_2024,92173,mean,1461,1413,0.0033044916700890837,0.0528333532717316,0.39166666999999933
primary_2021_2024,91901,low,1461,60,-0.02854209445585217,0.03127994524298426,2.4000000000000057
primary_2021_2024,91902,low,1461,52,-0.029158110882956875,0.03203285420944557,3.299999999999997
primary_2021_2024,91905,low,1461,80,-0.03901437371663246,0.0451745379876797,2.6999999999999957
primary_2021_2024,91906,low,1461,67,-0.02422997946611911,0.026283367556468186,1.8000000000000043
primary_2021_2024,91910,low,1461,62,-0.02573579739904175,0.0323066392881588,3.4000000000000057
primary_2021_2024,91911,low,1461,62,-0.025530458590006827,0.032101300479123886,3.299999999999997
primary_2021_2024,91917,low,1461,62,-0.02861054072553049,0.031895961670089,2.5999999999999943
primary_2021_2024,91932,low,1461,61,-0.025872689938398356,0.03203285420944559,3.3000000000000043
primary_2021_2024,91935,low,1461,55,-0.0272416153319644,0.029295003422313476,2.5
primary_2021_2024,91941,low,1461,54,-0.02956878850102672,0.031759069130732384,4.600000000000001
primary_2021_2024,91942,low,1461,54,-0.02956878850102672,0.031759069130732384,4.600000000000001
primary_2021_2024,91945,low,1461,52,-0.028610540725530462,0.03162217659137577,3.4000000000000057
primary_2021_2024,91950,low,1461,58,-0.03018480492813144,0.033059548254620146,2.5
primary_2021_2024,91962,low,1461,68,-0.02197125256673511,0.025530458590006844,1.8000000000000043
primary_2021_2024,91977,low,1461,51,-0.02888432580424369,0.031895961670089,3.299999999999997
primary_2021_2024,91978,low,1461,58,-0.02840520191649555,0.03169062286105408,2.700000000000003
primary_2021_2024,91980,low,1461,68,-0.02813141683778232,0.029089664613278558,1.8999999999999986
primary_2021_2024,92003,low,1461,47,-0.026830937713894575,0.028336755646817233,2.799999999999997
primary_2021_2024,92004,low,1461,45,-0.02991101984941818,0.03264887063655029,2.799999999999997
primary_2021_2024,92007,low,1461,66,-0.03764544832306639,0.038877481177275845,3.1000000000000014
primary_2021_2024,92008,low,1461,58,-0.029774127310061595,0.031143052703627647,2.1000000000000014
primary_2021_2024,92009,low,1461,54,-0.03312799452429843,0.03518138261464751,2.9000000000000057
primary_2021_2024,92011,low,1461,57,-0.02991101984941821,0.03141683778234087,2.1000000000000014
primary_2021_2024,92014,low,1461,66,-0.03744010951403147,0.038672142368240923,3.0999999999999943
primary_2021_2024,92019,low,1461,54,-0.026762491444216285,0.029637234770704995,3.6000000000000014
primary_2021_2024,92020,low,1461,54,-0.029568788501026712,0.03148528405201917,4.5
primary_2021_2024,92021,low,1461,55,-0.0268993839835729,0.029911019849418213,3.6000000000000014
primary_2021_2024,92024,low,1461,66,-0.037645448323066405,0.038877481177275845,3.1000000000000014
primary_2021_2024,92025,low,1461,45,-0.02491444216290212,0.025735797399041742,3.6999999999999957
primary_2021_2024,92026,low,1461,49,-0.026488706365503083,0.027720739219712534,2.8000000000000043
primary_2021_2024,92027,low,1461,45,-0.024777549623545524,0.025598904859685155,3.700000000000003
primary_2021_2024,92028,low,1461,43,-0.02286105407255306,0.024366872005475708,1.9000000000000057
primary_2021_2024,92029,low,1461,49,-0.02587268993839837,0.026694045174538012,3.0
primary_2021_2024,92036,low,1461,71,-0.054620123203285416,0.05790554414784394,3.5
primary_2021_2024,92040,low,1461,52,-0.023613963039014373,0.024982888432580425,3.0
primary_2021_2024,92054,low,1461,64,-0.03052703627652294,0.03353867214236827,3.0999999999999943
primary_2021_2024,92056,low,1461,58,-0.0300479123887748,0.03155373032169745,2.1000000000000014
primary_2021_2024,92057,low,1461,48,-0.029774127310061613,0.030595482546201234,2.299999999999997
primary_2021_2024,92058,low,1461,50,-0.030116358658453118,0.030937713894592753,2.3999999999999986
primary_2021_2024,92059,low,1461,42,-0.022587268993839844,0.02368240930869268,2.200000000000003
primary_2021_2024,92061,low,1461,44,-0.019712525667351107,0.02067077344284735,3.0
primary_2021_2024,92064,low,1461,49,-0.02566735112936345,0.026351813826146465,2.8999999999999986
primary_2021_2024,92065,low,1461,52,-0.02703627652292952,0.03032169746748804,2.9000000000000057
primary_2021_2024,92069,low,1461,51,-0.03066392881587954,0.03175906913073238,2.0
primary_2021_2024,92071,low,1461,51,-0.026625598904859687,0.02840520191649556,3.5
primary_2021_2024,92075,low,1461,66,-0.037645448323066384,0.03887748117727584,3.0999999999999943
primary_2021_2024,92078,low,1461,54,-0.03312799452429842,0.03504449007529089,2.8999999999999986
primary_2021_2024,92081,low,1461,51,-0.03066392881587954,0.03175906913073238,2.0
primary_2021_2024,92082,low,1461,44,-0.01971252566735113,0.020670773442847373,3.0
primary_2021_2024,92083,low,1461,51,-0.0301163586584531,0.031348391512662555,2.1000000000000014
primary_2021_2024,92084,low,1461,51,-0.030116358658453142,0.031074606433949374,2.0
primary_2021_2024,92101,low,1461,66,-0.030937713894592718,0.03723477070499656,3.3000000000000043
primary_2021_2024,92102,low,1461,60,-0.03032169746748804,0.033196440793976746,2.5
primary_2021_2024,92103,low,1461,68,-0.031279945242984275,0.03730321697467488,3.200000000000003
primary_2021_2024,92105,low,1461,58,-0.030184804928131404,0.033059548254620125,2.5
primary_2021_2024,92108,low,1461,54,-0.03251197809719373,0.03483915126625603,3.299999999999997
primary_2021_2024,92110,low,1461,64,-0.03169062286105406,0.03566050650239561,2.8000000000000043
primary_2021_2024,92113,low,1461,58,-0.030184804928131404,0.033059548254620125,2.5
primary_2021_2024,92114,low,1461,58,-0.03018480492813144,0.033059548254620146,2.5
primary_2021_2024,92115,low,1461,53,-0.0324435318275154,0.03449691991786447,3.3999999999999986
primary_2021_2024,92123,low,1461,54,-0.0328542094455852,0.03504449007529088,3.3999999999999986
primary_2021_2024,92127,low,1461,52,-0.02847364818617385,0.030116358658453114,2.799999999999997
primary_2021_2024,92154,low,1461,69,-0.027720739219712534,0.03360711841204657,3.299999999999997
primary_2021_2024,92173,low,1461,61,-0.026146475017111575,0.03244353182751539,3.299999999999997
