predicted_mean_stratum,zip_days,predicted_mean,observed_zero_fraction,poisson_expected_zero_fraction
"(-0.000571, 0.00283]",18409,0.0016596359902245029,0.9983160410668694,0.9983419382431469
"(0.00283, 0.0119]",18408,0.0057072779862878415,0.9943502824858758,0.9943121375461581
"(0.0119, 0.032]",18409,0.02126356154097474,0.9793579227551741,0.9789752414658511
"(0.032, 0.156]",18408,0.07752401033575443,0.9259561060408518,0.9261078097834246
"(0.156, 0.683]",18409,0.2469925200291161,0.7835841164647727,0.7831029454138003
