predicted_mean_stratum,zip_days,predicted_mean,observed_zero_fraction,poisson_expected_zero_fraction
"(-0.0005729999999999999, 0.00283]",18409,0.0016594363571022363,0.9982073985550546,0.9983421372921343
"(0.00283, 0.0119]",18408,0.005705285223610885,0.9944589308996089,0.9943141129056298
"(0.0119, 0.032]",18409,0.021262288414348775,0.9793036014992667,0.9789765432114123
"(0.032, 0.156]",18408,0.07750771216399382,0.9261734028683182,0.9261228511605268
"(0.156, 0.693]",18409,0.24701228272971545,0.7834211526970504,0.7830923179987959
