month,official_report_arrests,export_charge_rows,export_unambiguous_month_source_ids,candidate_no_noncontract_detention_court_source_ids,candidate_exclusively_adult_source_ids,candidate_adult_without_warrant_cocharge_ids,official_report_url,interpretation
2022-07,1159,2425,1601,1292,1169,1118,https://www.sdsheriff.gov/home/showpublisheddocument/7134/638284887953100000,"Not a completeness denominator: report counts arrests, excludes PC849.5 detentions and cases under review; export units and extraction definitions unverified. Candidate filters are analytical approximations, not an agency crosswalk."
2023-01,1081,2248,1430,1167,1028,968,https://www.sdsheriff.gov/home/showpublisheddocument/7906/638440390143670000,"Not a completeness denominator: report counts arrests, excludes PC849.5 detentions and cases under review; export units and extraction definitions unverified. Candidate filters are analytical approximations, not an agency crosswalk."
2023-07,1142,2441,1558,1263,1130,1053,https://www.sdsheriff.gov/home/showpublisheddocument/7134/638284887953100000,"Not a completeness denominator: report counts arrests, excludes PC849.5 detentions and cases under review; export units and extraction definitions unverified. Candidate filters are analytical approximations, not an agency crosswalk."
2023-10,1203,2632,1687,1276,1145,1059,https://www.sdsheriff.gov/home/showpublisheddocument/8838/638687390692970000,"Not a completeness denominator: report counts arrests, excludes PC849.5 detentions and cases under review; export units and extraction definitions unverified. Candidate filters are analytical approximations, not an agency crosswalk."
2024-01,1096,2566,1524,1113,977,893,https://www.sdsheriff.gov/home/showpublisheddocument/7906/638440390143670000,"Not a completeness denominator: report counts arrests, excludes PC849.5 detentions and cases under review; export units and extraction definitions unverified. Candidate filters are analytical approximations, not an agency crosswalk."
2024-10,982,2267,1395,992,883,817,https://www.sdsheriff.gov/home/showpublisheddocument/8838/638687390692970000,"Not a completeness denominator: report counts arrests, excludes PC849.5 detentions and cases under review; export units and extraction definitions unverified. Candidate filters are analytical approximations, not an agency crosswalk."
