predicted_mean_stratum,zip_days,predicted_mean,observed_zero_fraction,poisson_expected_zero_fraction
"(-0.0005740000000000001, 0.0027]",18409,0.0016397737211169064,0.9984790048345917,0.9983617520043648
"(0.0027, 0.0119]",18408,0.005562261452365892,0.9944046066927423,0.994456404017609
"(0.0119, 0.0319]",18409,0.021077031053584334,0.9795208865228964,0.9791576405571409
"(0.0319, 0.155]",18408,0.07650528261530211,0.9267709691438505,0.9270321820047778
"(0.155, 0.67]",18409,0.24477739093404807,0.7852680753979032,0.7847949508337743
