predicted_mean_stratum,zip_days,predicted_mean,observed_zero_fraction,poisson_expected_zero_fraction
"(-0.00099803, 0.00197]",12788,0.0008265964069551128,0.9996090084454176,0.9991739215823068
"(0.00197, 0.00659]",12787,0.003902110907150869,0.9956987565496207,0.996106344483436
"(0.00659, 0.0282]",12787,0.015652767230164996,0.9845155235786346,0.984491713661772
"(0.0282, 0.134]",12787,0.06153377894252092,0.941112066942989,0.9408179964900655
"(0.134, 1.0]",12787,0.2159653419150688,0.8080081332603425,0.8071544462109985
