predicted_mean_stratum,zip_days,predicted_mean,observed_zero_fraction,poisson_expected_zero_fraction
"(0.0166, 0.07]",18701,0.04651069300158592,0.9598951927704401,0.9546268268249509
"(0.07, 0.138]",18701,0.1021285504468093,0.9181861932516978,0.9030755052416245
"(0.138, 0.323]",18700,0.22152908346092767,0.8194117647058824,0.802486348353849
"(0.323, 1.255]",18701,0.6839350348364822,0.5847280894069836,0.5248271080353287
"(1.255, 4.003]",18701,2.0421600214467226,0.181380674830223,0.1491124617486902
