predicted_mean_stratum,zip_days,predicted_mean,observed_zero_fraction,poisson_expected_zero_fraction
"(0.0215, 0.0714]",18701,0.04838725284237076,0.9605903427624192,0.952829838068562
"(0.0714, 0.137]",18701,0.10374505171704612,0.9166889471151275,0.9016203222235817
"(0.137, 0.324]",18700,0.21934950038290363,0.8207486631016043,0.8043657329890386
"(0.324, 1.245]",18701,0.6826753379070575,0.5839259932623924,0.5246727585253601
"(1.245, 3.916]",18701,2.042106123794137,0.18164804021175338,0.1490093466304446
