predicted_mean_stratum,zip_days,predicted_mean,observed_zero_fraction,poisson_expected_zero_fraction
"(0.0192, 0.0574]",18701,0.040926918624903864,0.9662584888508636,0.9599387146022296
"(0.0574, 0.12]",18701,0.08472376129140517,0.9289877546655259,0.9189164312802415
"(0.12, 0.26]",18700,0.18859249121609314,0.8443850267379679,0.8288585561886188
"(0.26, 1.189]",18701,0.5612611470702598,0.6296454735040907,0.5966274603252899
"(1.189, 3.683]",18701,1.9159607688243,0.19480241698304904,0.16515870352468215
