predicted_mean_stratum,zip_days,predicted_mean,observed_zero_fraction,poisson_expected_zero_fraction
"(-0.000571, 0.00283]",18409,0.0016596293962128116,0.9983160410668694,0.9983419448407289
"(0.00283, 0.0119]",18408,0.005707242640283583,0.9943502824858758,0.9943121726862274
"(0.0119, 0.032]",18409,0.021263429976309152,0.9793579227551741,0.9789753712965734
"(0.032, 0.156]",18408,0.077523214134517,0.9259561060408518,0.9261085219067509
"(0.156, 0.683]",18409,0.24699348968986448,0.7835841164647727,0.7831023385161067
