predicted_mean_stratum,zip_days,predicted_mean,observed_zero_fraction,poisson_expected_zero_fraction
"(0.0156, 0.0497]",13366,0.03650324173789768,0.969624420170582,0.9641871823025207
"(0.0497, 0.104]",13366,0.07152658785351577,0.9399970073320365,0.9310929720767176
"(0.104, 0.218]",13365,0.15747901258279884,0.8682379349046015,0.8547736947217079
"(0.218, 1.125]",13366,0.43250012777887054,0.6978153523866527,0.6715414472625137
"(1.125, 3.72]",13366,1.8103822824045845,0.21622026036211284,0.18507144342722673
