predicted_mean_stratum,zip_days,predicted_mean,observed_zero_fraction,poisson_expected_zero_fraction
"(-0.0005740000000000001, 0.00281]",18409,0.0016580140102558723,0.998261719810962,0.9983435576918765
"(0.00281, 0.0119]",18408,0.005702400440158389,0.9944046066927423,0.994316974901562
"(0.0119, 0.032]",18409,0.02124605485634185,0.9793036014992667,0.9789924547544204
"(0.032, 0.156]",18408,0.07744592435990054,0.9262277270751847,0.9261768292472355
"(0.156, 0.695]",18409,0.24709460770901825,0.7833668314411429,0.7830487086705391
