zip_code,station,station_name,distance_km,absolute_elevation_difference_m,modeled,matched_zip_days,mean_modeled_minus_observed_f,mean_absolute_difference_f,rmse_f,correlation
92084,USC00049378,VISTA,3.11722288095838,197.9,legacy_high_f,1460,-2.802397260273973,3.5737671232876713,4.317244777141253,0.9479712768378142
92084,USC00049378,VISTA,3.11722288095838,197.9,civil_high_f,1460,-2.802534246575343,3.5739041095890407,4.3175151085235095,0.9479680199578924
92091,USC00047248,RANCHO BERNARDO,10.050795574737744,94.30000000000001,legacy_high_f,1460,-2.368068493150685,2.676945205479452,3.2822170505807944,0.9697033155187592
92093,USW00003131,SAN DIEGO MONTGOMERY FLD,11.96822880898592,20.400000000000006,legacy_high_f,1438,-3.8548678720445064,3.9749513212795553,4.734615434240989,0.9496288458364489
92096,USC00042863,ESCONDIDO #2,6.213978544273912,56.099999999999994,legacy_high_f,1460,-8.953602739726028,8.970068493150684,9.478785180240697,0.9679564255114254
92101,USW00023188,SAN DIEGO INTL AP,2.0360291796382533,4.4,legacy_high_f,1461,-1.5000410677618072,2.5129911019849414,3.0546244830379865,0.940785762453092
92101,USW00023188,SAN DIEGO INTL AP,2.0360291796382533,4.4,civil_high_f,1461,-1.5001095140314855,2.51305954825462,3.0545727214471707,0.9407987526696028
92102,USW00023188,SAN DIEGO INTL AP,6.442192122489889,22.4,legacy_high_f,1461,-1.1702669404517452,2.548528405201917,3.104813952284828,0.9351785156706459
92102,USW00023188,SAN DIEGO INTL AP,6.442192122489889,22.4,civil_high_f,1461,-1.170403832991102,2.548665297741273,3.1048747964630006,0.9351913312187848
92103,USW00023188,SAN DIEGO INTL AP,2.1618730515112543,78.4,legacy_high_f,1461,-2.361779603011636,2.980205338809035,3.5568031235870974,0.9408856322773307
92103,USW00023188,SAN DIEGO INTL AP,2.1618730515112543,78.4,civil_high_f,1461,-2.361848049281314,2.9802737850787135,3.556807164774638,0.9408953667604801
92104,USW00023188,SAN DIEGO INTL AP,5.253377380989661,98.4,legacy_high_f,1461,-2.059726214921287,2.9330458590006847,3.537980452325929,0.9351443718455531
92105,USW00023188,SAN DIEGO INTL AP,8.753018972921133,91.4,legacy_high_f,1461,-1.9788227241615335,2.8908281998631074,3.4911033500826423,0.9351922664486869
92105,USW00023188,SAN DIEGO INTL AP,8.753018972921133,91.4,civil_high_f,1461,-1.97895961670089,2.890965092402464,3.4911888308182135,0.9352051036492666
92106,USW00093112,N IS NAS,3.287632894068977,11.7,legacy_high_f,1381,-0.061028240405503364,2.3140622737146996,2.8678889894157122,0.9300557774136544
92107,USC00047741,SAN DIEGO SEAWORLD,3.1986905713259013,54.7,legacy_high_f,1460,1.083082191780822,2.6243424657534247,3.360131398278739,0.9216167916066893
92108,USW00003131,SAN DIEGO MONTGOMERY FLD,4.520433701808242,97.4,legacy_high_f,1438,-1.7764951321279552,2.400723226703755,3.064595801566973,0.9585592071577554
92108,USW00003131,SAN DIEGO MONTGOMERY FLD,4.520433701808242,97.4,civil_high_f,1438,-1.7764951321279552,2.4008344923504867,3.0647519168023716,0.958553242258778
92109,USC00047741,SAN DIEGO SEAWORLD,2.401956831291849,7.7,legacy_high_f,1460,2.322808219178082,3.2184794520547944,4.064649574610776,0.9197490250312443
92110,USC00047741,SAN DIEGO SEAWORLD,2.899448468045592,2.7,legacy_high_f,1460,2.383356164383562,3.245164383561644,4.096639886073022,0.9199926360938416
92110,USC00047741,SAN DIEGO SEAWORLD,2.899448468045592,2.7,civil_high_f,1460,2.383287671232877,3.2452328767123295,4.096686867173427,0.9199961004416902
92111,USW00003131,SAN DIEGO MONTGOMERY FLD,3.0696531296995793,31.400000000000006,legacy_high_f,1438,-4.071557719054241,4.15500695410292,4.83459044927688,0.9561185852106362
92113,USC00041758,CHULA VISTA,6.856582822497727,6.100000000000001,legacy_high_f,1460,-0.934945205479452,2.5515479452054795,3.083128325900919,0.930113990716954
92113,USC00041758,CHULA VISTA,6.856582822497727,6.100000000000001,civil_high_f,1460,-0.9350821917808221,2.5516849315068497,3.0832687244866057,0.930120439675311
92114,USC00041758,CHULA VISTA,8.05642402865292,95.9,legacy_high_f,1460,-2.1349452054794518,2.9859315068493153,3.6317418365191227,0.9301139907169536
92114,USC00041758,CHULA VISTA,8.05642402865292,95.9,civil_high_f,1460,-2.1350821917808216,2.9860684931506847,3.6319062883933606,0.9301204396753113
92115,USW00003131,SAN DIEGO MONTGOMERY FLD,8.493236359609218,8.599999999999994,legacy_high_f,1438,-3.016620305980529,3.2444923504867873,3.9158792666723503,0.9585658983977561
92115,USW00003131,SAN DIEGO MONTGOMERY FLD,8.493236359609218,8.599999999999994,civil_high_f,1438,-3.0165507649513215,3.24442280945758,3.9159735643750917,0.9585582770091357
92116,USW00003131,SAN DIEGO MONTGOMERY FLD,5.6721961601887445,4.400000000000006,legacy_high_f,1438,-2.8662030598052852,3.1259805285118225,3.8014056400304916,0.9585598827095958
92117,USW00003131,SAN DIEGO MONTGOMERY FLD,5.929580620554453,25.400000000000006,legacy_high_f,1438,-4.139568845618916,4.2173157162726005,4.890148394607218,0.9562553572993462
92118,USW00093112,N IS NAS,0.7354059004598785,0.2999999999999998,legacy_high_f,1381,0.08039102099927564,2.307849384503983,2.869524405083284,0.9300485631354017
92120,USW00003131,SAN DIEGO MONTGOMERY FLD,6.371638009399796,26.400000000000006,legacy_high_f,1438,-2.6052155771905428,2.9271905424200275,3.6091533687200075,0.958534590998456
92121,USW00003131,SAN DIEGO MONTGOMERY FLD,10.97781313954931,40.400000000000006,legacy_high_f,1438,-3.625660639777469,3.7707788595271206,4.550228623762967,0.9496099741403145
92122,USW00003131,SAN DIEGO MONTGOMERY FLD,8.26472072582296,26.400000000000006,legacy_high_f,1438,-3.7838664812239227,3.911738525730181,4.67719594324591,0.9496169092406095
92123,USW00003131,SAN DIEGO MONTGOMERY FLD,0.6149374892285786,1.4000000000000057,legacy_high_f,1438,-2.89547983310153,3.148776077885953,3.824160329446575,0.9585252074613997
92123,USW00003131,SAN DIEGO MONTGOMERY FLD,0.6149374892285786,1.4000000000000057,civil_high_f,1438,-2.89547983310153,3.148776077885953,3.8242854378138182,0.9585192399414428
92124,USW00003131,SAN DIEGO MONTGOMERY FLD,5.118689775534446,29.599999999999994,legacy_high_f,1438,-3.2662030598052847,3.449541029207232,4.11140453955821,0.9585598827095958
92126,USW00003131,SAN DIEGO MONTGOMERY FLD,10.86559552691788,5.599999999999994,legacy_high_f,1438,-1.953824756606398,2.6708484005563284,3.349802975129073,0.9534310359188771
92127,USC00047248,RANCHO BERNARDO,3.994282549363962,50.30000000000001,legacy_high_f,1460,-1.8062876712328768,2.3662328767123286,3.00290694777349,0.9675042885671464
92127,USC00047248,RANCHO BERNARDO,3.994282549363962,50.30000000000001,civil_high_f,1460,-1.8064246575342466,2.366369863013699,3.0030994491308243,0.9675024045286478
92128,USC00047248,RANCHO BERNARDO,2.860085820064209,43.69999999999999,legacy_high_f,1460,-2.906287671232877,3.150972602739726,3.7684589706800087,0.9675042885671462
92129,USC00047248,RANCHO BERNARDO,7.700840078560034,36.30000000000001,legacy_high_f,1460,-1.9651232876712328,2.462767123287671,3.1008504357123603,0.967504528391037
92130,USC00047248,RANCHO BERNARDO,14.23185354419289,163.3,legacy_high_f,1460,-3.368068493150685,3.590972602739726,4.22927931941647,0.9660853388042246
92131,USW00003131,SAN DIEGO MONTGOMERY FLD,12.684380872215561,105.6,legacy_high_f,1438,-1.2817107093184978,3.0865229485396384,3.673274414402614,0.9431204400246387
92132,USW00023188,SAN DIEGO INTL AP,2.4455736794196703,0.5999999999999996,legacy_high_f,1461,-1.4402874743326493,2.4853524982888433,3.025027205855678,0.9408886103270482
92134,USW00023188,SAN DIEGO INTL AP,3.65090051079759,63.4,legacy_high_f,1461,-1.6498699520876112,2.7351813826146474,3.3160460279392026,0.9351290877098379
92135,USW00093112,N IS NAS,1.4688550961115205,0.7000000000000002,legacy_high_f,1381,0.06967414916726979,2.3066908037653873,2.8674710882080237,0.9300858220258439
92136,USC00041758,CHULA VISTA,5.915064675190741,11.100000000000001,legacy_high_f,1460,-0.8850821917808218,2.539657534246576,3.068493137842466,0.930054378651513
92139,USC00041758,CHULA VISTA,5.635167608167648,67.9,legacy_high_f,1460,0.2656712328767122,3.5259452054794527,4.147013383146961,0.8996132536625925
92140,USW00023188,SAN DIEGO INTL AP,1.6116627622412902,0.5999999999999996,legacy_high_f,1461,-1.4402874743326493,2.4853524982888433,3.025027205855678,0.9408886103270482
92145,USW00003131,SAN DIEGO MONTGOMERY FLD,6.038495663554928,9.599999999999994,legacy_high_f,1438,-2.0025034770514605,2.6978581363004177,3.3797800127569597,0.9533862893005233
92154,USW00003178,SAN DIEGO BROWN FLD,2.590888795010613,2.8000000000000114,legacy_high_f,1458,-5.275967078189301,5.317722908093279,5.891219105706418,0.9527047918619963
92154,USW00003178,SAN DIEGO BROWN FLD,2.590888795010613,2.8000000000000114,civil_high_f,1458,-5.275829903978052,5.317585733882031,5.891173933563724,0.9526982921638509
92155,USW00093112,N IS NAS,6.224492501167797,4.3,legacy_high_f,1381,0.12897900072411284,2.306299782766112,2.8711881445374443,0.9300033504341568
92161,USW00003131,SAN DIEGO MONTGOMERY FLD,11.011099341951464,22.400000000000006,legacy_high_f,1438,-3.83567454798331,3.9577051460361616,4.719804898020942,0.9495751551932714
92173,USW00003178,SAN DIEGO BROWN FLD,5.820990189639342,140.8,legacy_high_f,1458,-5.310123456790124,5.350534979423869,5.925366547672796,0.9614157043156926
92173,USW00003178,SAN DIEGO BROWN FLD,5.820990189639342,140.8,civil_high_f,1458,-5.3100548696845005,5.350438957475995,5.925349069145281,0.9614100789571797
92179,USW00003178,SAN DIEGO BROWN FLD,5.732934843770445,21.19999999999999,legacy_high_f,1458,-2.4054595336076816,3.355939643347051,4.067322891127021,0.9389582633804348
92182,USW00003131,SAN DIEGO MONTGOMERY FLD,7.361247164516583,0.4000000000000057,legacy_high_f,1438,-2.916620305980528,3.16490959666203,3.8393731740947348,0.9585658983977561
