station,date,temp_high_f,baseline_p90_f,baseline_p95_f,exceeds_p90,three_consecutive_days_p90,exceeds_p95,three_consecutive_days_p95
USC00041424,2021-08-20,84.02,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-08-21,82.04,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-08-22,82.94,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-08-23,89.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-08-24,96.08,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-08-25,,100.04,102.02,,,,
USC00041424,2021-08-26,102.92,100.04,102.02,1.0,0.0,1.0,0.0
USC00041424,2021-08-27,100.04,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-08-28,105.98,100.04,102.02,1.0,1.0,1.0,0.0
USC00041424,2021-08-29,100.94,100.04,102.02,1.0,1.0,0.0,0.0
USC00041424,2021-08-30,100.94,100.04,102.02,1.0,1.0,0.0,0.0
USC00041424,2021-08-31,89.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-01,89.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-02,87.98,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-03,91.94,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-04,98.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-05,102.02,100.04,102.02,1.0,0.0,0.0,0.0
USC00041424,2021-09-06,102.02,100.04,102.02,1.0,0.0,0.0,0.0
USC00041424,2021-09-07,98.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-08,100.94,100.04,102.02,1.0,0.0,0.0,0.0
USC00041424,2021-09-09,98.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-10,98.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-11,100.04,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-12,100.94,100.04,102.02,1.0,0.0,0.0,0.0
USC00041424,2021-09-13,100.04,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-14,98.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-15,93.92,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-16,91.04,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-17,91.04,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-18,89.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-19,86.0,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-20,93.02,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-21,95.0,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-22,100.94,100.04,102.02,1.0,0.0,0.0,0.0
USC00041424,2021-09-23,96.98,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-24,87.08,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-25,89.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-26,80.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-27,78.98,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-28,75.92,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-29,80.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-09-30,84.92,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2021-10-01,87.08,100.04,102.02,,,,
USC00041424,2021-10-02,87.98,100.04,102.02,,,,
USC00041424,2021-10-03,89.96,100.04,102.02,,,,
USC00041424,2021-10-04,89.96,100.04,102.02,,,,
USC00041424,2021-10-05,89.06,100.04,102.02,,,,
USC00041424,2021-10-06,77.0,100.04,102.02,,,,
USC00041424,2021-10-07,73.04,100.04,102.02,,,,
USC00041424,2021-10-08,66.02,100.04,102.02,,,,
USC00041424,2021-10-09,75.02,100.04,102.02,,,,
USC00041424,2021-10-10,80.96,100.04,102.02,,,,
USC00041424,2021-10-11,69.98,100.04,102.02,,,,
USC00041424,2021-10-12,64.94,100.04,102.02,,,,
USC00041424,2021-10-13,75.02,100.04,102.02,,,,
USC00041424,2021-10-14,78.08,100.04,102.02,,,,
USC00041424,2021-10-15,75.02,100.04,102.02,,,,
USC00041424,2021-10-16,80.06,100.04,102.02,,,,
USC00041424,2021-10-17,80.06,100.04,102.02,,,,
USC00041424,2021-10-18,60.08,100.04,102.02,,,,
USC00041424,2021-10-19,71.06,100.04,102.02,,,,
USC00041424,2021-10-20,77.0,100.04,102.02,,,,
USC00041424,2021-10-21,82.94,100.04,102.02,,,,
USC00041424,2021-10-22,80.06,100.04,102.02,,,,
USC00041424,2021-10-23,68.0,100.04,102.02,,,,
USC00041424,2021-10-24,78.08,100.04,102.02,,,,
USC00041424,2021-10-25,62.06,100.04,102.02,,,,
USC00041424,2021-10-26,68.0,100.04,102.02,,,,
USC00041424,2021-10-27,78.08,100.04,102.02,,,,
USC00041424,2021-10-28,80.96,100.04,102.02,,,,
USC00041424,2021-10-29,89.96,100.04,102.02,,,,
USC00041424,2021-10-30,68.0,100.04,102.02,,,,
USC00041424,2021-10-31,78.08,100.04,102.02,,,,
USC00041424,2021-11-01,75.92,100.04,102.02,,,,
USC00041424,2021-11-02,75.92,100.04,102.02,,,,
USC00041424,2021-11-03,82.04,100.04,102.02,,,,
USC00041424,2021-11-04,89.06,100.04,102.02,,,,
USC00041424,2021-11-05,89.06,100.04,102.02,,,,
USC00041424,2021-11-06,84.92,100.04,102.02,,,,
USC00041424,2021-11-07,82.94,100.04,102.02,,,,
USC00041424,2021-11-08,77.0,100.04,102.02,,,,
USC00041424,2021-11-09,75.92,100.04,102.02,,,,
USC00041424,2021-11-10,80.06,100.04,102.02,,,,
USC00041424,2021-11-11,80.96,100.04,102.02,,,,
USC00041424,2021-11-12,80.96,100.04,102.02,,,,
USC00041424,2021-11-13,78.98,100.04,102.02,,,,
USC00041424,2021-11-14,84.02,100.04,102.02,,,,
USC00041424,2021-11-15,87.98,100.04,102.02,,,,
USC00041424,2021-11-16,78.08,100.04,102.02,,,,
USC00041424,2021-11-17,78.98,100.04,102.02,,,,
USC00041424,2021-11-18,78.98,100.04,102.02,,,,
USC00041424,2021-11-19,80.06,100.04,102.02,,,,
USC00041424,2021-11-20,78.98,100.04,102.02,,,,
USC00041424,2021-11-21,71.96,100.04,102.02,,,,
USC00041424,2021-11-22,73.94,100.04,102.02,,,,
USC00041424,2021-11-23,68.0,100.04,102.02,,,,
USC00041424,2021-11-24,69.98,100.04,102.02,,,,
USC00041424,2021-11-25,62.06,100.04,102.02,,,,
USC00041424,2021-11-26,69.98,100.04,102.02,,,,
USC00041424,2021-11-27,71.96,100.04,102.02,,,,
USC00041424,2021-11-28,78.08,100.04,102.02,,,,
USC00041424,2021-11-29,82.04,100.04,102.02,,,,
USC00041424,2021-11-30,80.96,100.04,102.02,,,,
USC00041424,2021-12-01,78.08,100.04,102.02,,,,
USC00041424,2021-12-02,80.96,100.04,102.02,,,,
USC00041424,2021-12-03,78.08,100.04,102.02,,,,
USC00041424,2021-12-04,77.0,100.04,102.02,,,,
USC00041424,2021-12-05,78.08,100.04,102.02,,,,
USC00041424,2021-12-06,80.06,100.04,102.02,,,,
USC00041424,2021-12-07,71.06,100.04,102.02,,,,
USC00041424,2021-12-08,68.0,100.04,102.02,,,,
USC00041424,2021-12-09,60.98,100.04,102.02,,,,
USC00041424,2021-12-10,55.04,100.04,102.02,,,,
USC00041424,2021-12-11,59.0,100.04,102.02,,,,
USC00041424,2021-12-12,66.92,100.04,102.02,,,,
USC00041424,2021-12-13,60.08,100.04,102.02,,,,
USC00041424,2021-12-14,51.08,100.04,102.02,,,,
USC00041424,2021-12-15,53.06,100.04,102.02,,,,
USC00041424,2021-12-16,60.08,100.04,102.02,,,,
USC00041424,2021-12-17,57.02,100.04,102.02,,,,
USC00041424,2021-12-18,64.04,100.04,102.02,,,,
USC00041424,2021-12-19,69.98,100.04,102.02,,,,
USC00041424,2021-12-20,71.96,100.04,102.02,,,,
USC00041424,2021-12-21,68.0,100.04,102.02,,,,
USC00041424,2021-12-22,73.94,100.04,102.02,,,,
USC00041424,2021-12-23,68.0,100.04,102.02,,,,
USC00041424,2021-12-24,60.08,100.04,102.02,,,,
USC00041424,2021-12-25,51.08,100.04,102.02,,,,
USC00041424,2021-12-26,53.06,100.04,102.02,,,,
USC00041424,2021-12-27,48.92,100.04,102.02,,,,
USC00041424,2021-12-28,46.04,100.04,102.02,,,,
USC00041424,2021-12-29,48.02,100.04,102.02,,,,
USC00041424,2021-12-30,57.92,100.04,102.02,,,,
USC00041424,2021-12-31,55.04,100.04,102.02,,,,
USC00041424,2022-01-01,51.08,100.04,102.02,,,,
USC00041424,2022-01-02,53.96,100.04,102.02,,,,
USC00041424,2022-01-03,66.92,100.04,102.02,,,,
USC00041424,2022-01-04,66.02,100.04,102.02,,,,
USC00041424,2022-01-05,69.98,100.04,102.02,,,,
USC00041424,2022-01-06,75.02,100.04,102.02,,,,
USC00041424,2022-01-07,73.04,100.04,102.02,,,,
USC00041424,2022-01-08,62.06,100.04,102.02,,,,
USC00041424,2022-01-09,64.04,100.04,102.02,,,,
USC00041424,2022-01-10,64.04,100.04,102.02,,,,
USC00041424,2022-01-11,66.92,100.04,102.02,,,,
USC00041424,2022-01-12,73.04,100.04,102.02,,,,
USC00041424,2022-01-13,75.92,100.04,102.02,,,,
USC00041424,2022-01-14,73.04,100.04,102.02,,,,
USC00041424,2022-01-15,66.02,100.04,102.02,,,,
USC00041424,2022-01-16,69.98,100.04,102.02,,,,
USC00041424,2022-01-17,66.92,100.04,102.02,,,,
USC00041424,2022-01-18,62.06,100.04,102.02,,,,
USC00041424,2022-01-19,66.92,100.04,102.02,,,,
USC00041424,2022-01-20,66.02,100.04,102.02,,,,
USC00041424,2022-01-21,66.92,100.04,102.02,,,,
USC00041424,2022-01-22,66.92,100.04,102.02,,,,
USC00041424,2022-01-23,64.04,100.04,102.02,,,,
USC00041424,2022-01-24,69.98,100.04,102.02,,,,
USC00041424,2022-01-25,69.98,100.04,102.02,,,,
USC00041424,2022-01-26,62.96,100.04,102.02,,,,
USC00041424,2022-01-27,62.06,100.04,102.02,,,,
USC00041424,2022-01-28,59.0,100.04,102.02,,,,
USC00041424,2022-01-29,60.98,100.04,102.02,,,,
USC00041424,2022-01-30,71.06,100.04,102.02,,,,
USC00041424,2022-01-31,66.02,100.04,102.02,,,,
USC00041424,2022-02-01,62.06,100.04,102.02,,,,
USC00041424,2022-02-02,53.96,100.04,102.02,,,,
USC00041424,2022-02-03,55.04,100.04,102.02,,,,
USC00041424,2022-02-04,55.04,100.04,102.02,,,,
USC00041424,2022-02-05,62.06,100.04,102.02,,,,
USC00041424,2022-02-06,69.08,100.04,102.02,,,,
USC00041424,2022-02-07,66.02,100.04,102.02,,,,
USC00041424,2022-02-08,69.98,100.04,102.02,,,,
USC00041424,2022-02-09,73.94,100.04,102.02,,,,
USC00041424,2022-02-10,73.04,100.04,102.02,,,,
USC00041424,2022-02-11,80.96,100.04,102.02,,,,
USC00041424,2022-02-12,78.08,100.04,102.02,,,,
USC00041424,2022-02-13,78.08,100.04,102.02,,,,
USC00041424,2022-02-14,80.06,100.04,102.02,,,,
USC00041424,2022-02-15,69.98,100.04,102.02,,,,
USC00041424,2022-02-16,57.92,100.04,102.02,,,,
USC00041424,2022-02-17,59.0,100.04,102.02,,,,
USC00041424,2022-02-18,66.02,100.04,102.02,,,,
USC00041424,2022-02-19,69.98,100.04,102.02,,,,
USC00041424,2022-02-20,73.04,100.04,102.02,,,,
USC00041424,2022-02-21,64.04,100.04,102.02,,,,
USC00041424,2022-02-22,51.08,100.04,102.02,,,,
USC00041424,2022-02-23,46.94,100.04,102.02,,,,
USC00041424,2022-02-24,51.08,100.04,102.02,,,,
USC00041424,2022-02-25,57.92,100.04,102.02,,,,
USC00041424,2022-02-26,60.08,100.04,102.02,,,,
USC00041424,2022-02-27,62.06,100.04,102.02,,,,
USC00041424,2022-02-28,71.96,100.04,102.02,,,,
USC00041424,2022-03-01,77.0,100.04,102.02,,,,
USC00041424,2022-03-02,82.04,100.04,102.02,,,,
USC00041424,2022-03-03,75.02,100.04,102.02,,,,
USC00041424,2022-03-04,66.92,100.04,102.02,,,,
USC00041424,2022-03-05,51.08,100.04,102.02,,,,
USC00041424,2022-03-06,57.02,100.04,102.02,,,,
USC00041424,2022-03-07,60.08,100.04,102.02,,,,
USC00041424,2022-03-08,62.96,100.04,102.02,,,,
USC00041424,2022-03-09,66.02,100.04,102.02,,,,
USC00041424,2022-03-10,62.06,100.04,102.02,,,,
USC00041424,2022-03-11,60.98,100.04,102.02,,,,
USC00041424,2022-03-12,69.98,100.04,102.02,,,,
USC00041424,2022-03-13,69.98,100.04,102.02,,,,
USC00041424,2022-03-14,75.02,100.04,102.02,,,,
USC00041424,2022-03-15,80.96,100.04,102.02,,,,
USC00041424,2022-03-16,78.08,100.04,102.02,,,,
USC00041424,2022-03-17,73.94,100.04,102.02,,,,
USC00041424,2022-03-18,78.98,100.04,102.02,,,,
USC00041424,2022-03-19,77.0,100.04,102.02,,,,
USC00041424,2022-03-20,68.0,100.04,102.02,,,,
USC00041424,2022-03-21,73.04,100.04,102.02,,,,
USC00041424,2022-03-22,75.02,100.04,102.02,,,,
USC00041424,2022-03-23,75.02,100.04,102.02,,,,
USC00041424,2022-03-24,82.94,100.04,102.02,,,,
USC00041424,2022-03-25,89.06,100.04,102.02,,,,
USC00041424,2022-03-26,84.92,100.04,102.02,,,,
USC00041424,2022-03-27,84.02,100.04,102.02,,,,
USC00041424,2022-03-28,75.02,100.04,102.02,,,,
USC00041424,2022-03-29,55.94,100.04,102.02,,,,
USC00041424,2022-03-30,69.08,100.04,102.02,,,,
USC00041424,2022-03-31,68.0,100.04,102.02,,,,
USC00041424,2022-04-01,69.98,100.04,102.02,,,,
USC00041424,2022-04-02,66.02,100.04,102.02,,,,
USC00041424,2022-04-03,66.02,100.04,102.02,,,,
USC00041424,2022-04-04,75.92,100.04,102.02,,,,
USC00041424,2022-04-05,82.04,100.04,102.02,,,,
USC00041424,2022-04-06,82.04,100.04,102.02,,,,
USC00041424,2022-04-07,82.04,100.04,102.02,,,,
USC00041424,2022-04-08,87.98,100.04,102.02,,,,
USC00041424,2022-04-09,87.08,100.04,102.02,,,,
USC00041424,2022-04-10,82.94,100.04,102.02,,,,
USC00041424,2022-04-11,66.02,100.04,102.02,,,,
USC00041424,2022-04-12,64.04,100.04,102.02,,,,
USC00041424,2022-04-13,69.08,100.04,102.02,,,,
USC00041424,2022-04-14,73.04,100.04,102.02,,,,
USC00041424,2022-04-15,75.02,100.04,102.02,,,,
USC00041424,2022-04-16,75.02,100.04,102.02,,,,
USC00041424,2022-04-17,82.04,100.04,102.02,,,,
USC00041424,2022-04-18,84.92,100.04,102.02,,,,
USC00041424,2022-04-19,82.94,100.04,102.02,,,,
USC00041424,2022-04-20,73.94,100.04,102.02,,,,
USC00041424,2022-04-21,73.94,100.04,102.02,,,,
USC00041424,2022-04-22,69.98,100.04,102.02,,,,
USC00041424,2022-04-23,71.96,100.04,102.02,,,,
USC00041424,2022-04-24,75.02,100.04,102.02,,,,
USC00041424,2022-04-25,80.96,100.04,102.02,,,,
USC00041424,2022-04-26,82.94,100.04,102.02,,,,
USC00041424,2022-04-27,78.98,100.04,102.02,,,,
USC00041424,2022-04-28,73.94,100.04,102.02,,,,
USC00041424,2022-04-29,82.04,100.04,102.02,,,,
USC00041424,2022-04-30,87.98,100.04,102.02,,,,
USC00041424,2022-05-01,78.98,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-02,75.92,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-03,75.02,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-04,84.92,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-05,87.98,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-06,87.08,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-07,84.02,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-08,84.02,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-09,69.08,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-10,73.04,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-11,71.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-12,77.0,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-13,89.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-14,96.08,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-15,93.92,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-16,93.92,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-17,87.98,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-18,89.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-19,89.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-20,82.04,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-21,73.94,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-22,78.08,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-23,80.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-24,91.94,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-25,93.92,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-26,93.02,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-27,93.92,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-28,80.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-29,75.02,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-30,80.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-05-31,80.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-01,91.94,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-02,91.94,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-03,91.94,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-04,87.08,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-05,86.0,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-06,87.98,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-07,93.02,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-08,95.0,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-09,100.04,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-10,100.04,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-11,98.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-12,100.04,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-13,89.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-14,87.98,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-15,98.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-16,98.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-17,96.08,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-18,80.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-19,86.0,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-20,91.94,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-21,95.0,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-22,96.98,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-23,96.98,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-24,98.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-25,100.94,100.04,102.02,1.0,0.0,0.0,0.0
USC00041424,2022-06-26,100.94,100.04,102.02,1.0,0.0,0.0,0.0
USC00041424,2022-06-27,100.04,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-28,98.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-29,98.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-06-30,96.08,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-01,95.0,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-02,93.92,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-03,89.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-04,84.02,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-05,87.08,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-06,89.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-07,91.04,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-08,93.92,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-09,96.98,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-10,98.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-11,96.08,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-12,93.92,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-13,96.98,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-14,96.08,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-15,100.94,100.04,102.02,1.0,1.0,0.0,0.0
USC00041424,2022-07-16,102.92,100.04,102.02,1.0,1.0,1.0,0.0
USC00041424,2022-07-17,100.94,100.04,102.02,1.0,1.0,0.0,0.0
USC00041424,2022-07-18,96.98,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-19,98.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-20,98.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-21,98.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-22,96.98,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-23,98.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-24,98.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-25,96.98,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-26,93.92,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-27,96.98,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-28,96.08,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-29,93.92,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-30,98.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-07-31,96.98,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-08-01,96.08,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-08-02,95.0,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-08-03,95.0,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-08-04,93.92,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-08-05,96.98,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-08-06,100.94,100.04,102.02,1.0,0.0,0.0,0.0
USC00041424,2022-08-07,100.04,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-08-08,98.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-08-09,98.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-08-10,98.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-08-11,104.0,100.04,102.02,1.0,0.0,1.0,0.0
USC00041424,2022-08-12,104.0,100.04,102.02,1.0,0.0,1.0,0.0
USC00041424,2022-08-13,100.04,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-08-14,98.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-08-15,100.94,100.04,102.02,1.0,1.0,0.0,0.0
USC00041424,2022-08-16,102.92,100.04,102.02,1.0,1.0,1.0,0.0
USC00041424,2022-08-17,102.02,100.04,102.02,1.0,1.0,0.0,0.0
USC00041424,2022-08-18,102.92,100.04,102.02,1.0,1.0,1.0,0.0
USC00041424,2022-08-19,102.02,100.04,102.02,1.0,1.0,0.0,0.0
USC00041424,2022-08-20,96.08,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-08-21,96.08,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-08-22,95.0,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-08-23,102.02,100.04,102.02,1.0,0.0,0.0,0.0
USC00041424,2022-08-24,98.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-08-25,98.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-08-26,98.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-08-27,93.92,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-08-28,91.04,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-08-29,95.0,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-08-30,102.92,100.04,102.02,1.0,1.0,1.0,1.0
USC00041424,2022-08-31,105.08,100.04,102.02,1.0,1.0,1.0,1.0
USC00041424,2022-09-01,102.92,100.04,102.02,1.0,1.0,1.0,1.0
USC00041424,2022-09-02,100.94,100.04,102.02,1.0,1.0,0.0,0.0
USC00041424,2022-09-03,100.04,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-09-04,98.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-09-05,100.94,100.04,102.02,1.0,0.0,0.0,0.0
USC00041424,2022-09-06,105.08,100.04,102.02,1.0,0.0,1.0,0.0
USC00041424,2022-09-07,96.08,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-09-08,96.08,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-09-09,89.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-09-10,77.0,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-09-11,87.98,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-09-12,82.94,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-09-13,82.94,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-09-14,80.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-09-15,80.96,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-09-16,82.94,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-09-17,82.04,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-09-18,80.06,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-09-19,84.92,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-09-20,87.98,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-09-21,86.0,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-09-22,93.92,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-09-23,93.92,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-09-24,96.08,100.04,102.02,0.0,0.0,0.0,0.0
USC00041424,2022-09-25,100.04,100.04,102.02,0.0,0.0,0.0,0.0
