station,date,temp_high_f,baseline_p90_f,baseline_p95_f,exceeds_p90,three_consecutive_days_p90,exceeds_p95,three_consecutive_days_p95
USC00040983,2021-01-01,68.0,111.02,113.0,,,,
USC00040983,2021-01-02,68.0,111.02,113.0,,,,
USC00040983,2021-01-03,66.92,111.02,113.0,,,,
USC00040983,2021-01-04,69.98,111.02,113.0,,,,
USC00040983,2021-01-05,73.04,111.02,113.0,,,,
USC00040983,2021-01-06,71.96,111.02,113.0,,,,
USC00040983,2021-01-07,73.94,111.02,113.0,,,,
USC00040983,2021-01-08,73.04,111.02,113.0,,,,
USC00040983,2021-01-09,71.06,111.02,113.0,,,,
USC00040983,2021-01-10,66.92,111.02,113.0,,,,
USC00040983,2021-01-11,68.0,111.02,113.0,,,,
USC00040983,2021-01-12,69.08,111.02,113.0,,,,
USC00040983,2021-01-13,73.04,111.02,113.0,,,,
USC00040983,2021-01-14,82.04,111.02,113.0,,,,
USC00040983,2021-01-15,82.04,111.02,113.0,,,,
USC00040983,2021-01-16,84.92,111.02,113.0,,,,
USC00040983,2021-01-17,80.96,111.02,113.0,,,,
USC00040983,2021-01-18,78.98,111.02,113.0,,,,
USC00040983,2021-01-19,77.0,111.02,113.0,,,,
USC00040983,2021-01-20,64.94,111.02,113.0,,,,
USC00040983,2021-01-21,71.96,111.02,113.0,,,,
USC00040983,2021-01-22,69.08,111.02,113.0,,,,
USC00040983,2021-01-23,62.96,111.02,113.0,,,,
USC00040983,2021-01-24,60.98,111.02,113.0,,,,
USC00040983,2021-01-25,55.94,111.02,113.0,,,,
USC00040983,2021-01-26,57.02,111.02,113.0,,,,
USC00040983,2021-01-27,57.92,111.02,113.0,,,,
USC00040983,2021-01-28,64.04,111.02,113.0,,,,
USC00040983,2021-01-29,62.06,111.02,113.0,,,,
USC00040983,2021-01-30,64.04,111.02,113.0,,,,
USC00040983,2021-01-31,66.92,111.02,113.0,,,,
USC00040983,2021-02-01,69.98,111.02,113.0,,,,
USC00040983,2021-02-02,78.98,111.02,113.0,,,,
USC00040983,2021-02-03,80.06,111.02,113.0,,,,
USC00040983,2021-02-04,73.04,111.02,113.0,,,,
USC00040983,2021-02-05,77.0,111.02,113.0,,,,
USC00040983,2021-02-06,77.0,111.02,113.0,,,,
USC00040983,2021-02-07,78.08,111.02,113.0,,,,
USC00040983,2021-02-08,77.0,111.02,113.0,,,,
USC00040983,2021-02-09,71.96,111.02,113.0,,,,
USC00040983,2021-02-10,75.02,111.02,113.0,,,,
USC00040983,2021-02-11,80.06,111.02,113.0,,,,
USC00040983,2021-02-12,78.08,111.02,113.0,,,,
USC00040983,2021-02-13,71.96,111.02,113.0,,,,
USC00040983,2021-02-14,69.98,111.02,113.0,,,,
USC00040983,2021-02-15,66.92,111.02,113.0,,,,
USC00040983,2021-02-16,73.04,111.02,113.0,,,,
USC00040983,2021-02-17,69.08,111.02,113.0,,,,
USC00040983,2021-02-18,66.92,111.02,113.0,,,,
USC00040983,2021-02-19,71.96,111.02,113.0,,,,
USC00040983,2021-02-20,77.0,111.02,113.0,,,,
USC00040983,2021-02-21,71.96,111.02,113.0,,,,
USC00040983,2021-02-22,75.92,111.02,113.0,,,,
USC00040983,2021-02-23,80.96,111.02,113.0,,,,
USC00040983,2021-02-24,84.02,111.02,113.0,,,,
USC00040983,2021-02-25,80.06,111.02,113.0,,,,
USC00040983,2021-02-26,75.02,111.02,113.0,,,,
USC00040983,2021-02-27,73.94,111.02,113.0,,,,
USC00040983,2021-02-28,,111.02,113.0,,,,
USC00040983,2021-03-01,68.0,111.02,113.0,,,,
USC00040983,2021-03-02,75.02,111.02,113.0,,,,
USC00040983,2021-03-03,71.96,111.02,113.0,,,,
USC00040983,2021-03-04,71.06,111.02,113.0,,,,
USC00040983,2021-03-05,78.98,111.02,113.0,,,,
USC00040983,2021-03-06,84.02,111.02,113.0,,,,
USC00040983,2021-03-07,80.96,111.02,113.0,,,,
USC00040983,2021-03-08,78.08,111.02,113.0,,,,
USC00040983,2021-03-09,69.08,111.02,113.0,,,,
USC00040983,2021-03-10,62.06,111.02,113.0,,,,
USC00040983,2021-03-11,59.0,111.02,113.0,,,,
USC00040983,2021-03-12,62.06,111.02,113.0,,,,
USC00040983,2021-03-13,66.02,111.02,113.0,,,,
USC00040983,2021-03-14,73.94,111.02,113.0,,,,
USC00040983,2021-03-15,73.94,111.02,113.0,,,,
USC00040983,2021-03-16,69.08,111.02,113.0,,,,
USC00040983,2021-03-17,71.96,111.02,113.0,,,,
USC00040983,2021-03-18,78.08,111.02,113.0,,,,
USC00040983,2021-03-19,86.0,111.02,113.0,,,,
USC00040983,2021-03-20,82.04,111.02,113.0,,,,
USC00040983,2021-03-21,77.0,111.02,113.0,,,,
USC00040983,2021-03-22,78.08,111.02,113.0,,,,
USC00040983,2021-03-23,73.94,111.02,113.0,,,,
USC00040983,2021-03-24,75.92,111.02,113.0,,,,
USC00040983,2021-03-25,75.02,111.02,113.0,,,,
USC00040983,2021-03-26,71.06,111.02,113.0,,,,
USC00040983,2021-03-27,78.98,111.02,113.0,,,,
USC00040983,2021-03-28,86.0,111.02,113.0,,,,
USC00040983,2021-03-29,93.02,111.02,113.0,,,,
USC00040983,2021-03-30,89.06,111.02,113.0,,,,
USC00040983,2021-03-31,82.04,111.02,113.0,,,,
USC00040983,2021-04-01,89.96,111.02,113.0,,,,
USC00040983,2021-04-02,96.98,111.02,113.0,,,,
USC00040983,2021-04-03,98.06,111.02,113.0,,,,
USC00040983,2021-04-04,98.06,111.02,113.0,,,,
USC00040983,2021-04-05,93.92,111.02,113.0,,,,
USC00040983,2021-04-06,91.94,111.02,113.0,,,,
USC00040983,2021-04-07,96.08,111.02,113.0,,,,
USC00040983,2021-04-08,93.92,111.02,113.0,,,,
USC00040983,2021-04-09,93.92,111.02,113.0,,,,
USC00040983,2021-04-10,95.0,111.02,113.0,,,,
USC00040983,2021-04-11,93.92,111.02,113.0,,,,
USC00040983,2021-04-12,91.04,111.02,113.0,,,,
USC00040983,2021-04-13,91.04,111.02,113.0,,,,
USC00040983,2021-04-14,80.06,111.02,113.0,,,,
USC00040983,2021-04-15,80.96,111.02,113.0,,,,
USC00040983,2021-04-16,86.0,111.02,113.0,,,,
USC00040983,2021-04-17,84.92,111.02,113.0,,,,
USC00040983,2021-04-18,84.92,111.02,113.0,,,,
USC00040983,2021-04-19,93.92,111.02,113.0,,,,
USC00040983,2021-04-20,93.02,111.02,113.0,,,,
USC00040983,2021-04-21,73.94,111.02,113.0,,,,
USC00040983,2021-04-22,84.02,111.02,113.0,,,,
USC00040983,2021-04-23,87.98,111.02,113.0,,,,
USC00040983,2021-04-24,89.06,111.02,113.0,,,,
USC00040983,2021-04-25,82.94,111.02,113.0,,,,
USC00040983,2021-04-26,80.06,111.02,113.0,,,,
USC00040983,2021-04-27,71.06,111.02,113.0,,,,
USC00040983,2021-04-28,89.96,111.02,113.0,,,,
USC00040983,2021-04-29,95.0,111.02,113.0,,,,
USC00040983,2021-04-30,105.08,111.02,113.0,,,,
USC00040983,2021-05-01,100.04,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-02,89.96,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-03,93.02,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-04,95.0,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-05,95.0,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-06,96.08,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-07,96.08,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-08,93.92,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-09,95.0,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-10,95.0,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-11,95.0,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-12,96.98,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-13,98.06,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-14,98.06,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-15,98.06,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-16,77.0,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-17,91.94,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-18,100.04,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-19,96.98,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-20,91.94,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-21,75.02,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-22,80.06,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-23,87.08,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-24,93.02,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-25,98.96,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-26,96.98,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-27,98.96,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-28,98.96,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-29,98.96,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-30,98.96,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-05-31,98.96,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-01,102.92,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-02,105.98,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-03,105.08,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-04,107.96,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-05,107.06,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-06,102.92,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-07,96.08,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-08,96.08,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-09,96.98,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-10,95.0,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-11,102.02,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-12,107.06,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-13,111.02,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-14,109.04,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-15,114.98,111.02,113.0,1.0,0.0,1.0,0.0
USC00040983,2021-06-16,109.04,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-17,118.04,111.02,113.0,1.0,1.0,1.0,1.0
USC00040983,2021-06-18,118.94,111.02,113.0,1.0,1.0,1.0,1.0
USC00040983,2021-06-19,116.96,111.02,113.0,1.0,1.0,1.0,1.0
USC00040983,2021-06-20,114.98,111.02,113.0,1.0,1.0,1.0,1.0
USC00040983,2021-06-21,109.94,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-22,105.08,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-23,105.08,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-24,104.0,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-25,105.98,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-26,111.02,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-27,114.98,111.02,113.0,1.0,0.0,1.0,0.0
USC00040983,2021-06-28,111.92,111.02,113.0,1.0,0.0,0.0,0.0
USC00040983,2021-06-29,100.94,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-06-30,104.0,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-01,105.08,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-02,105.98,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-03,107.06,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-04,109.04,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-05,109.04,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-06,113.0,111.02,113.0,1.0,1.0,0.0,0.0
USC00040983,2021-07-07,111.92,111.02,113.0,1.0,1.0,0.0,0.0
USC00040983,2021-07-08,111.92,111.02,113.0,1.0,1.0,0.0,0.0
USC00040983,2021-07-09,113.0,111.02,113.0,1.0,1.0,0.0,0.0
USC00040983,2021-07-10,116.96,111.02,113.0,1.0,1.0,1.0,0.0
USC00040983,2021-07-11,116.96,111.02,113.0,1.0,1.0,1.0,0.0
USC00040983,2021-07-12,107.06,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-13,107.06,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-14,109.04,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-15,109.94,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-16,109.94,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-17,105.08,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-18,105.98,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-19,107.96,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-20,109.04,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-21,111.02,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-22,105.08,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-23,105.98,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-24,102.02,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-25,96.08,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-26,98.06,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-27,105.08,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-28,107.96,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-29,111.92,111.02,113.0,1.0,0.0,0.0,0.0
USC00040983,2021-07-30,102.92,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-07-31,104.0,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-01,109.94,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-02,111.92,111.02,113.0,1.0,1.0,0.0,0.0
USC00040983,2021-08-03,114.98,111.02,113.0,1.0,1.0,1.0,1.0
USC00040983,2021-08-04,118.04,111.02,113.0,1.0,1.0,1.0,1.0
USC00040983,2021-08-05,118.04,111.02,113.0,1.0,1.0,1.0,1.0
USC00040983,2021-08-06,111.92,111.02,113.0,1.0,1.0,0.0,0.0
USC00040983,2021-08-07,111.02,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-08,105.98,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-09,105.08,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-10,102.92,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-11,98.96,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-12,104.0,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-13,109.04,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-14,105.08,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-15,104.0,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-16,105.98,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-17,105.98,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-18,,111.02,113.0,,,,
USC00040983,2021-08-19,96.98,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-20,98.06,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-21,96.98,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-22,96.98,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-23,100.04,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-24,105.08,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-25,109.94,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-26,113.0,111.02,113.0,1.0,1.0,0.0,0.0
USC00040983,2021-08-27,114.98,111.02,113.0,1.0,1.0,1.0,0.0
USC00040983,2021-08-28,111.92,111.02,113.0,1.0,1.0,0.0,0.0
USC00040983,2021-08-29,109.04,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-30,107.96,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-08-31,107.06,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-01,100.04,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-02,100.94,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-03,104.0,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-04,107.06,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-05,109.04,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-06,102.92,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-07,107.06,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-08,102.92,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-09,107.06,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-10,104.0,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-11,104.0,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-12,109.94,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-13,109.04,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-14,105.98,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-15,105.08,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-16,104.0,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-17,100.94,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-18,100.04,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-19,100.94,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-20,98.06,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-21,100.94,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-22,105.08,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-23,100.94,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-24,93.02,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-25,91.94,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-26,93.02,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-27,93.92,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-28,93.02,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-29,89.96,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-09-30,93.02,111.02,113.0,0.0,0.0,0.0,0.0
USC00040983,2021-10-01,93.02,111.02,113.0,,,,
USC00040983,2021-10-02,93.92,111.02,113.0,,,,
USC00040983,2021-10-03,96.08,111.02,113.0,,,,
USC00040983,2021-10-04,96.08,111.02,113.0,,,,
USC00040983,2021-10-05,95.0,111.02,113.0,,,,
USC00040983,2021-10-06,89.06,111.02,113.0,,,,
USC00040983,2021-10-07,87.08,111.02,113.0,,,,
USC00040983,2021-10-08,82.94,111.02,113.0,,,,
USC00040983,2021-10-09,84.92,111.02,113.0,,,,
USC00040983,2021-10-10,87.08,111.02,113.0,,,,
USC00040983,2021-10-11,87.08,111.02,113.0,,,,
USC00040983,2021-10-12,73.04,111.02,113.0,,,,
USC00040983,2021-10-13,78.08,111.02,113.0,,,,
USC00040983,2021-10-14,82.04,111.02,113.0,,,,
USC00040983,2021-10-15,84.02,111.02,113.0,,,,
USC00040983,2021-10-16,87.08,111.02,113.0,,,,
USC00040983,2021-10-17,87.98,111.02,113.0,,,,
USC00040983,2021-10-18,84.02,111.02,113.0,,,,
USC00040983,2021-10-19,78.98,111.02,113.0,,,,
USC00040983,2021-10-20,82.04,111.02,113.0,,,,
USC00040983,2021-10-21,86.0,111.02,113.0,,,,
USC00040983,2021-10-22,89.96,111.02,113.0,,,,
USC00040983,2021-10-23,86.0,111.02,113.0,,,,
USC00040983,2021-10-24,84.92,111.02,113.0,,,,
USC00040983,2021-10-25,84.92,111.02,113.0,,,,
USC00040983,2021-10-26,77.0,111.02,113.0,,,,
USC00040983,2021-10-27,82.94,111.02,113.0,,,,
USC00040983,2021-10-28,89.96,111.02,113.0,,,,
USC00040983,2021-10-29,89.06,111.02,113.0,,,,
USC00040983,2021-10-30,87.98,111.02,113.0,,,,
USC00040983,2021-10-31,87.08,111.02,113.0,,,,
USC00040983,2021-11-01,84.92,111.02,113.0,,,,
USC00040983,2021-11-02,84.92,111.02,113.0,,,,
USC00040983,2021-11-03,89.96,111.02,113.0,,,,
USC00040983,2021-11-04,91.04,111.02,113.0,,,,
USC00040983,2021-11-05,89.96,111.02,113.0,,,,
USC00040983,2021-11-06,87.98,111.02,113.0,,,,
USC00040983,2021-11-07,84.92,111.02,113.0,,,,
USC00040983,2021-11-08,80.96,111.02,113.0,,,,
USC00040983,2021-11-09,84.92,111.02,113.0,,,,
USC00040983,2021-11-10,86.0,111.02,113.0,,,,
USC00040983,2021-11-11,89.06,111.02,113.0,,,,
USC00040983,2021-11-12,89.96,111.02,113.0,,,,
USC00040983,2021-11-13,89.06,111.02,113.0,,,,
USC00040983,2021-11-14,89.06,111.02,113.0,,,,
USC00040983,2021-11-15,89.06,111.02,113.0,,,,
USC00040983,2021-11-16,87.98,111.02,113.0,,,,
USC00040983,2021-11-17,82.94,111.02,113.0,,,,
USC00040983,2021-11-18,80.96,111.02,113.0,,,,
USC00040983,2021-11-19,80.06,111.02,113.0,,,,
USC00040983,2021-11-20,80.06,111.02,113.0,,,,
USC00040983,2021-11-21,80.96,111.02,113.0,,,,
USC00040983,2021-11-22,80.06,111.02,113.0,,,,
USC00040983,2021-11-23,80.06,111.02,113.0,,,,
USC00040983,2021-11-24,78.08,111.02,113.0,,,,
USC00040983,2021-11-25,71.06,111.02,113.0,,,,
USC00040983,2021-11-26,75.92,111.02,113.0,,,,
USC00040983,2021-11-27,78.98,111.02,113.0,,,,
USC00040983,2021-11-28,82.04,111.02,113.0,,,,
USC00040983,2021-11-29,84.92,111.02,113.0,,,,
USC00040983,2021-11-30,82.94,111.02,113.0,,,,
USC00040983,2021-12-01,84.02,111.02,113.0,,,,
USC00040983,2021-12-02,84.02,111.02,113.0,,,,
USC00040983,2021-12-03,80.96,111.02,113.0,,,,
USC00040983,2021-12-04,80.96,111.02,113.0,,,,
USC00040983,2021-12-05,82.94,111.02,113.0,,,,
USC00040983,2021-12-06,80.96,111.02,113.0,,,,
USC00040983,2021-12-07,77.0,111.02,113.0,,,,
USC00040983,2021-12-08,73.94,111.02,113.0,,,,
USC00040983,2021-12-09,71.96,111.02,113.0,,,,
USC00040983,2021-12-10,62.96,111.02,113.0,,,,
USC00040983,2021-12-11,62.96,111.02,113.0,,,,
USC00040983,2021-12-12,64.94,111.02,113.0,,,,
USC00040983,2021-12-13,62.06,111.02,113.0,,,,
USC00040983,2021-12-14,66.02,111.02,113.0,,,,
USC00040983,2021-12-15,59.0,111.02,113.0,,,,
USC00040983,2021-12-16,60.98,111.02,113.0,,,,
USC00040983,2021-12-17,64.94,111.02,113.0,,,,
USC00040983,2021-12-18,66.02,111.02,113.0,,,,
USC00040983,2021-12-19,66.92,111.02,113.0,,,,
USC00040983,2021-12-20,66.92,111.02,113.0,,,,
USC00040983,2021-12-21,68.0,111.02,113.0,,,,
USC00040983,2021-12-22,69.08,111.02,113.0,,,,
USC00040983,2021-12-23,71.96,111.02,113.0,,,,
USC00040983,2021-12-24,64.04,111.02,113.0,,,,
USC00040983,2021-12-25,62.96,111.02,113.0,,,,
USC00040983,2021-12-26,62.96,111.02,113.0,,,,
USC00040983,2021-12-27,57.02,111.02,113.0,,,,
USC00040983,2021-12-28,59.0,111.02,113.0,,,,
USC00040983,2021-12-29,55.94,111.02,113.0,,,,
USC00040983,2021-12-30,62.06,111.02,113.0,,,,
USC00040983,2021-12-31,66.02,111.02,113.0,,,,
USC00040983,2022-01-01,60.98,111.02,113.0,,,,
USC00040983,2022-01-02,57.92,111.02,113.0,,,,
USC00040983,2022-01-03,62.96,111.02,113.0,,,,
USC00040983,2022-01-04,64.04,111.02,113.0,,,,
USC00040983,2022-01-05,69.98,111.02,113.0,,,,
USC00040983,2022-01-06,73.94,111.02,113.0,,,,
USC00040983,2022-01-07,69.98,111.02,113.0,,,,
USC00040983,2022-01-08,71.06,111.02,113.0,,,,
USC00040983,2022-01-09,71.96,111.02,113.0,,,,
USC00040983,2022-01-10,69.98,111.02,113.0,,,,
USC00040983,2022-01-11,71.96,111.02,113.0,,,,
USC00040983,2022-01-12,73.04,111.02,113.0,,,,
USC00040983,2022-01-13,73.94,111.02,113.0,,,,
USC00040983,2022-01-14,75.92,111.02,113.0,,,,
USC00040983,2022-01-15,69.08,111.02,113.0,,,,
USC00040983,2022-01-16,73.04,111.02,113.0,,,,
USC00040983,2022-01-17,71.06,111.02,113.0,,,,
USC00040983,2022-01-18,71.06,111.02,113.0,,,,
USC00040983,2022-01-19,73.04,111.02,113.0,,,,
USC00040983,2022-01-20,73.94,111.02,113.0,,,,
USC00040983,2022-01-21,71.06,111.02,113.0,,,,
USC00040983,2022-01-22,68.0,111.02,113.0,,,,
USC00040983,2022-01-23,73.94,111.02,113.0,,,,
USC00040983,2022-01-24,77.0,111.02,113.0,,,,
USC00040983,2022-01-25,75.02,111.02,113.0,,,,
USC00040983,2022-01-26,,111.02,113.0,,,,
USC00040983,2022-01-27,69.98,111.02,113.0,,,,
USC00040983,2022-01-28,68.0,111.02,113.0,,,,
USC00040983,2022-01-29,68.0,111.02,113.0,,,,
USC00040983,2022-01-30,77.0,111.02,113.0,,,,
USC00040983,2022-01-31,75.92,111.02,113.0,,,,
USC00040983,2022-02-01,69.08,111.02,113.0,,,,
USC00040983,2022-02-02,66.02,111.02,113.0,,,,
USC00040983,2022-02-03,60.98,111.02,113.0,,,,
USC00040983,2022-02-04,62.06,111.02,113.0,,,,
USC00040983,2022-02-05,66.02,111.02,113.0,,,,
USC00040983,2022-02-06,78.08,111.02,113.0,,,,
USC00040983,2022-02-07,73.94,111.02,113.0,,,,
USC00040983,2022-02-08,78.08,111.02,113.0,,,,
USC00040983,2022-02-09,84.92,111.02,113.0,,,,
USC00040983,2022-02-10,82.94,111.02,113.0,,,,
USC00040983,2022-02-11,87.08,111.02,113.0,,,,
USC00040983,2022-02-12,84.02,111.02,113.0,,,,
USC00040983,2022-02-13,82.94,111.02,113.0,,,,
USC00040983,2022-02-14,82.04,111.02,113.0,,,,
USC00040983,2022-02-15,68.0,111.02,113.0,,,,
USC00040983,2022-02-16,69.98,111.02,113.0,,,,
USC00040983,2022-02-17,69.08,111.02,113.0,,,,
USC00040983,2022-02-18,73.04,111.02,113.0,,,,
USC00040983,2022-02-19,78.08,111.02,113.0,,,,
USC00040983,2022-02-20,78.08,111.02,113.0,,,,
USC00040983,2022-02-21,66.92,111.02,113.0,,,,
