month,agency,offense_code,source_rows,distinct_incidents,distinct_offense_ids,distinct_arrest_numbers
2023-02,NATIONAL CITY,90C,7,7,7,7
2023-02,NATIONAL CITY,90D,12,12,12,12
2023-02,NATIONAL CITY,90Z,6,6,6,6
2023-02,OCEANSIDE,90C,27,27,27,27
2023-02,OCEANSIDE,90D,29,29,29,29
2023-02,OCEANSIDE,90Z,21,21,21,21
2023-02,SAN DIEGO,90B,12,12,12,12
2023-02,SAN DIEGO,90C,161,159,161,161
2023-02,SAN DIEGO,90D,118,118,118,118
2023-02,SAN DIEGO,90G,1,1,1,1
2023-02,SAN DIEGO,90J,20,18,20,20
2023-02,SAN DIEGO,90Z,265,262,264,264
2023-02,SHERIFF,90C,90,83,89,89
2023-02,SHERIFF,90D,92,92,92,92
2023-02,SHERIFF,90J,13,9,13,13
2023-02,SHERIFF,90Z,174,172,174,174
2023-03,CARLSBAD,90C,16,16,16,16
2023-03,CARLSBAD,90D,21,21,21,21
2023-03,CARLSBAD,90J,4,3,4,4
2023-03,CARLSBAD,90Z,5,5,5,5
2023-03,CHULA VISTA,90C,7,7,7,7
2023-03,CHULA VISTA,90D,42,42,42,42
2023-03,CHULA VISTA,90J,8,2,8,8
2023-03,CHULA VISTA,90Z,27,27,27,27
2023-03,EL CAJON,90B,32,14,32,32
2023-03,EL CAJON,90C,25,25,25,25
2023-03,EL CAJON,90D,9,9,9,9
2023-03,EL CAJON,90G,1,1,1,1
2023-03,EL CAJON,90Z,29,29,29,29
2023-03,ESCONDIDO,90B,1,1,1,1
2023-03,ESCONDIDO,90C,49,48,49,49
2023-03,ESCONDIDO,90D,26,26,26,26
2023-03,ESCONDIDO,90G,1,1,1,1
2023-03,ESCONDIDO,90Z,34,34,34,34
2023-03,HARBOR POLICE,90C,10,10,10,10
2023-03,HARBOR POLICE,90D,2,2,2,2
2023-03,HARBOR POLICE,90Z,4,4,4,4
2023-03,LA MESA,90B,2,1,2,2
2023-03,LA MESA,90C,12,12,12,12
2023-03,LA MESA,90D,13,13,13,13
2023-03,LA MESA,90Z,17,17,17,17
2023-03,NATIONAL CITY,90C,9,9,9,9
2023-03,NATIONAL CITY,90D,17,17,17,17
2023-03,NATIONAL CITY,90G,2,2,2,2
2023-03,NATIONAL CITY,90J,1,1,1,1
2023-03,NATIONAL CITY,90Z,11,11,11,11
2023-03,OCEANSIDE,90B,1,1,1,1
2023-03,OCEANSIDE,90C,31,31,31,31
2023-03,OCEANSIDE,90D,37,37,37,37
2023-03,OCEANSIDE,90J,2,2,2,2
2023-03,OCEANSIDE,90Z,23,23,23,23
2023-03,SAN DIEGO,90B,8,7,8,8
2023-03,SAN DIEGO,90C,167,165,167,167
2023-03,SAN DIEGO,90D,130,130,130,130
2023-03,SAN DIEGO,90G,2,2,2,2
2023-03,SAN DIEGO,90J,19,13,19,19
2023-03,SAN DIEGO,90Z,286,285,286,286
2023-03,SHERIFF,90C,109,104,109,109
2023-03,SHERIFF,90D,82,82,82,82
2023-03,SHERIFF,90G,1,1,1,1
2023-03,SHERIFF,90J,9,9,9,9
2023-03,SHERIFF,90Z,241,238,241,241
2023-04,CARLSBAD,90C,17,17,17,17
2023-04,CARLSBAD,90D,10,10,10,10
2023-04,CARLSBAD,90J,5,1,5,5
2023-04,CARLSBAD,90Z,11,10,11,11
2023-04,CHULA VISTA,90C,7,7,7,7
2023-04,CHULA VISTA,90D,28,28,28,28
2023-04,CHULA VISTA,90J,1,1,1,1
2023-04,CHULA VISTA,90Z,27,26,26,26
2023-04,EL CAJON,90B,26,12,26,26
2023-04,EL CAJON,90C,23,23,23,23
2023-04,EL CAJON,90D,9,9,9,9
2023-04,EL CAJON,90Z,19,17,18,18
2023-04,ESCONDIDO,90C,55,54,55,55
2023-04,ESCONDIDO,90D,36,36,36,36
2023-04,ESCONDIDO,90J,3,2,3,3
2023-04,ESCONDIDO,90Z,35,34,35,35
2023-04,HARBOR POLICE,90C,8,8,8,8
2023-04,HARBOR POLICE,90D,1,1,1,1
2023-04,HARBOR POLICE,90J,1,1,1,1
2023-04,HARBOR POLICE,90Z,8,8,8,8
2023-04,LA MESA,90B,1,1,1,1
2023-04,LA MESA,90C,10,10,10,10
2023-04,LA MESA,90D,9,9,9,9
2023-04,LA MESA,90Z,9,9,9,9
2023-04,NATIONAL CITY,90B,1,1,1,1
2023-04,NATIONAL CITY,90C,8,8,8,8
2023-04,NATIONAL CITY,90D,3,3,3,3
2023-04,NATIONAL CITY,90Z,10,10,10,10
2023-04,OCEANSIDE,90C,44,43,44,44
2023-04,OCEANSIDE,90D,33,33,33,33
2023-04,OCEANSIDE,90J,3,3,3,3
2023-04,OCEANSIDE,90Z,15,15,15,15
2023-04,SAN DIEGO,90B,9,8,9,9
2023-04,SAN DIEGO,90C,185,184,185,185
2023-04,SAN DIEGO,90D,126,126,126,126
2023-04,SAN DIEGO,90G,6,6,6,6
2023-04,SAN DIEGO,90J,18,18,18,18
2023-04,SAN DIEGO,90Z,266,264,266,266
2023-04,SHERIFF,90B,3,3,3,3
2023-04,SHERIFF,90C,92,90,92,92
2023-04,SHERIFF,90D,80,80,80,80
2023-04,SHERIFF,90G,1,1,1,1
2023-04,SHERIFF,90J,7,6,7,7
2023-04,SHERIFF,90Z,221,219,221,221
2023-05,CARLSBAD,90C,14,14,14,14
2023-05,CARLSBAD,90D,17,17,17,17
2023-05,CARLSBAD,90G,1,1,1,1
2023-05,CARLSBAD,90J,3,2,3,3
2023-05,CARLSBAD,90Z,8,8,8,8
2023-05,CHULA VISTA,90C,5,5,5,5
2023-05,CHULA VISTA,90D,35,35,35,35
2023-05,CHULA VISTA,90J,1,1,1,1
2023-05,CHULA VISTA,90Z,25,25,25,25
2023-05,EL CAJON,90B,110,53,110,110
2023-05,EL CAJON,90C,24,24,24,24
2023-05,EL CAJON,90D,11,11,11,11
2023-05,EL CAJON,90Z,15,15,15,15
2023-05,ESCONDIDO,90C,42,42,42,42
2023-05,ESCONDIDO,90D,46,46,46,46
2023-05,ESCONDIDO,90G,4,2,4,4
2023-05,ESCONDIDO,90Z,42,42,42,42
2023-05,HARBOR POLICE,90C,12,12,12,12
2023-05,HARBOR POLICE,90D,6,6,6,6
2023-05,HARBOR POLICE,90J,1,1,1,1
2023-05,HARBOR POLICE,90Z,12,12,12,12
2023-05,LA MESA,90C,15,15,15,15
2023-05,LA MESA,90D,18,18,18,18
2023-05,LA MESA,90Z,14,14,14,14
2023-05,NATIONAL CITY,90C,5,5,5,5
2023-05,NATIONAL CITY,90D,16,16,16,16
2023-05,NATIONAL CITY,90J,1,1,1,1
2023-05,NATIONAL CITY,90Z,8,8,8,8
2023-05,OCEANSIDE,90C,40,40,40,40
2023-05,OCEANSIDE,90D,32,32,32,32
2023-05,OCEANSIDE,90J,2,2,2,2
2023-05,OCEANSIDE,90Z,22,22,22,22
2023-05,SAN DIEGO,90B,5,5,5,5
2023-05,SAN DIEGO,90C,274,270,274,274
2023-05,SAN DIEGO,90D,129,129,129,129
2023-05,SAN DIEGO,90G,5,2,4,4
2023-05,SAN DIEGO,90J,23,21,23,23
2023-05,SAN DIEGO,90Z,305,303,304,304
2023-05,SHERIFF,90C,84,82,84,84
2023-05,SHERIFF,90D,83,83,83,83
2023-05,SHERIFF,90G,1,1,1,1
2023-05,SHERIFF,90J,1,1,1,1
2023-05,SHERIFF,90Z,221,220,221,221
2023-06,CARLSBAD,90C,24,23,24,24
2023-06,CARLSBAD,90D,40,40,40,40
2023-06,CARLSBAD,90G,2,2,2,2
2023-06,CARLSBAD,90J,8,5,8,8
2023-06,CARLSBAD,90Z,9,9,9,9
2023-06,CHULA VISTA,90C,8,8,8,8
2023-06,CHULA VISTA,90D,29,29,29,29
2023-06,CHULA VISTA,90G,2,1,2,2
2023-06,CHULA VISTA,90J,3,3,3,3
2023-06,CHULA VISTA,90Z,42,42,42,42
2023-06,EL CAJON,90B,61,33,61,61
2023-06,EL CAJON,90C,21,21,21,21
2023-06,EL CAJON,90D,5,5,5,5
2023-06,EL CAJON,90J,1,1,1,1
2023-06,EL CAJON,90Z,28,28,28,28
2023-06,ESCONDIDO,90C,69,68,69,69
2023-06,ESCONDIDO,90D,48,47,48,48
2023-06,ESCONDIDO,90G,1,1,1,1
2023-06,ESCONDIDO,90J,2,2,2,2
2023-06,ESCONDIDO,90Z,55,55,55,55
2023-06,HARBOR POLICE,90C,13,13,13,13
2023-06,HARBOR POLICE,90D,4,4,4,4
2023-06,HARBOR POLICE,90J,1,1,1,1
2023-06,HARBOR POLICE,90Z,7,7,7,7
2023-06,LA MESA,90C,16,16,16,16
2023-06,LA MESA,90D,14,14,14,14
2023-06,LA MESA,90Z,14,14,14,14
2023-06,NATIONAL CITY,90C,17,17,17,17
2023-06,NATIONAL CITY,90D,11,11,11,11
2023-06,NATIONAL CITY,90Z,4,4,4,4
2023-06,OCEANSIDE,90C,23,23,23,23
2023-06,OCEANSIDE,90D,25,25,25,25
2023-06,OCEANSIDE,90G,1,1,1,1
2023-06,OCEANSIDE,90J,3,3,3,3
2023-06,OCEANSIDE,90Z,23,23,23,23
2023-06,SAN DIEGO,90B,4,4,4,4
2023-06,SAN DIEGO,90C,207,204,207,207
2023-06,SAN DIEGO,90D,113,113,113,113
2023-06,SAN DIEGO,90G,2,2,2,2
2023-06,SAN DIEGO,90J,15,13,14,14
2023-06,SAN DIEGO,90Z,290,279,290,290
2023-06,SHERIFF,90C,100,95,99,99
2023-06,SHERIFF,90D,94,94,94,94
2023-06,SHERIFF,90J,12,8,12,12
2023-06,SHERIFF,90Z,226,225,226,226
2023-07,CARLSBAD,90B,1,1,1,1
2023-07,CARLSBAD,90C,21,21,21,21
2023-07,CARLSBAD,90D,27,27,27,27
2023-07,CARLSBAD,90J,1,1,1,1
2023-07,CARLSBAD,90Z,10,10,10,10
2023-07,CHULA VISTA,90C,15,14,15,15
2023-07,CHULA VISTA,90D,25,25,25,25
2023-07,CHULA VISTA,90G,1,1,1,1
2023-07,CHULA VISTA,90J,2,2,2,2
2023-07,CHULA VISTA,90Z,34,34,34,34
2023-07,EL CAJON,90B,20,13,20,20
2023-07,EL CAJON,90C,18,18,18,18
2023-07,EL CAJON,90D,6,6,6,6
2023-07,EL CAJON,90Z,22,22,22,22
2023-07,ESCONDIDO,90C,49,48,49,49
2023-07,ESCONDIDO,90D,41,41,41,41
2023-07,ESCONDIDO,90G,1,1,1,1
2023-07,ESCONDIDO,90Z,41,41,41,41
2023-07,HARBOR POLICE,90C,10,10,10,10
2023-07,HARBOR POLICE,90D,4,4,4,4
2023-07,HARBOR POLICE,90G,1,1,1,1
2023-07,HARBOR POLICE,90J,3,3,3,3
2023-07,HARBOR POLICE,90Z,14,14,14,14
2023-07,LA MESA,90C,28,27,28,28
2023-07,LA MESA,90D,12,12,12,12
2023-07,LA MESA,90Z,12,12,12,12
2023-07,NATIONAL CITY,90C,14,14,14,14
2023-07,NATIONAL CITY,90D,10,10,10,10
2023-07,NATIONAL CITY,90G,1,1,1,1
2023-07,NATIONAL CITY,90J,3,3,3,3
2023-07,NATIONAL CITY,90Z,6,6,6,6
2023-07,OCEANSIDE,90B,2,1,2,2
2023-07,OCEANSIDE,90C,43,41,43,43
2023-07,OCEANSIDE,90D,35,35,35,35
2023-07,OCEANSIDE,90J,1,1,1,1
2023-07,OCEANSIDE,90Z,31,31,31,31
2023-07,SAN DIEGO,90B,3,3,3,3
2023-07,SAN DIEGO,90C,234,232,234,234
2023-07,SAN DIEGO,90D,124,123,124,124
2023-07,SAN DIEGO,90G,12,9,12,12
2023-07,SAN DIEGO,90J,18,16,18,18
2023-07,SAN DIEGO,90Z,286,276,285,285
2023-07,SHERIFF,90C,80,78,80,80
2023-07,SHERIFF,90D,83,83,83,83
2023-07,SHERIFF,90G,1,1,1,1
2023-07,SHERIFF,90J,5,5,5,5
2023-07,SHERIFF,90Z,266,261,265,265
2023-08,CARLSBAD,90C,37,36,37,37
2023-08,CARLSBAD,90D,24,23,24,24
2023-08,CARLSBAD,90J,3,1,3,3
2023-08,CARLSBAD,90Z,8,7,8,8
2023-08,CHULA VISTA,90C,15,14,15,15
2023-08,CHULA VISTA,90D,22,22,22,22
2023-08,CHULA VISTA,90J,2,1,2,2
2023-08,CHULA VISTA,90Z,37,37,37,37
2023-08,EL CAJON,90B,7,4,7,7
2023-08,EL CAJON,90C,25,25,25,25
2023-08,EL CAJON,90D,8,8,8,8
2023-08,EL CAJON,90Z,25,25,25,25
2023-08,ESCONDIDO,90C,57,56,57,57
2023-08,ESCONDIDO,90D,44,44,44,44
2023-08,ESCONDIDO,90J,1,1,1,1
2023-08,ESCONDIDO,90Z,35,35,35,35
2023-08,HARBOR POLICE,90C,14,14,14,14
2023-08,HARBOR POLICE,90D,3,3,3,3
2023-08,HARBOR POLICE,90J,3,3,3,3
2023-08,HARBOR POLICE,90Z,9,9,9,9
2023-08,LA MESA,90C,15,15,15,15
2023-08,LA MESA,90D,18,18,18,18
2023-08,LA MESA,90Z,13,13,13,13
2023-08,NATIONAL CITY,90C,15,15,15,15
2023-08,NATIONAL CITY,90D,12,12,12,12
2023-08,NATIONAL CITY,90G,1,1,1,1
2023-08,NATIONAL CITY,90Z,7,7,7,7
2023-08,OCEANSIDE,90C,47,47,47,47
2023-08,OCEANSIDE,90D,30,30,30,30
2023-08,OCEANSIDE,90J,1,1,1,1
2023-08,OCEANSIDE,90Z,24,24,24,24
2023-08,SAN DIEGO,90B,10,8,10,10
2023-08,SAN DIEGO,90C,168,167,168,168
2023-08,SAN DIEGO,90D,130,130,130,130
2023-08,SAN DIEGO,90G,7,5,7,7
2023-08,SAN DIEGO,90J,23,22,23,23
2023-08,SAN DIEGO,90Z,289,280,285,285
2023-08,SHERIFF,90B,1,1,1,1
2023-08,SHERIFF,90C,102,99,101,101
2023-08,SHERIFF,90D,81,81,81,81
2023-08,SHERIFF,90G,1,1,1,1
2023-08,SHERIFF,90J,2,2,2,2
2023-08,SHERIFF,90Z,338,336,338,338
2023-09,CARLSBAD,90C,30,30,30,30
2023-09,CARLSBAD,90D,25,25,25,25
2023-09,CARLSBAD,90J,10,4,10,10
2023-09,CARLSBAD,90Z,11,11,11,11
2023-09,CHULA VISTA,90C,16,16,16,16
2023-09,CHULA VISTA,90D,35,35,35,35
2023-09,CHULA VISTA,90J,3,2,3,3
2023-09,CHULA VISTA,90Z,27,27,27,27
2023-09,EL CAJON,90B,2,1,2,2
2023-09,EL CAJON,90C,22,22,22,22
2023-09,EL CAJON,90D,7,7,7,7
2023-09,EL CAJON,90Z,18,18,18,18
2023-09,ESCONDIDO,90C,48,45,48,48
2023-09,ESCONDIDO,90D,48,48,48,48
2023-09,ESCONDIDO,90G,1,1,1,1
2023-09,ESCONDIDO,90J,1,1,1,1
2023-09,ESCONDIDO,90Z,51,51,51,51
2023-09,HARBOR POLICE,90C,14,14,14,14
2023-09,HARBOR POLICE,90D,3,3,3,3
2023-09,HARBOR POLICE,90Z,12,12,12,12
2023-09,LA MESA,90B,1,1,1,1
2023-09,LA MESA,90C,22,22,22,22
2023-09,LA MESA,90D,17,17,17,17
2023-09,LA MESA,90Z,12,12,12,12
2023-09,NATIONAL CITY,90C,9,9,9,9
2023-09,NATIONAL CITY,90D,13,13,13,13
2023-09,NATIONAL CITY,90J,2,2,2,2
2023-09,NATIONAL CITY,90Z,8,8,8,8
2023-09,OCEANSIDE,90C,46,46,46,46
2023-09,OCEANSIDE,90D,34,34,34,34
2023-09,OCEANSIDE,90G,2,2,2,2
2023-09,OCEANSIDE,90J,3,3,3,3
2023-09,OCEANSIDE,90Z,30,30,30,30
2023-09,SAN DIEGO,90B,11,10,11,11
2023-09,SAN DIEGO,90C,166,164,166,166
2023-09,SAN DIEGO,90D,82,82,82,82
2023-09,SAN DIEGO,90G,1,1,1,1
2023-09,SAN DIEGO,90J,23,17,23,23
2023-09,SAN DIEGO,90Z,263,254,261,261
2023-09,SHERIFF,90C,96,93,96,96
2023-09,SHERIFF,90D,97,97,97,97
2023-09,SHERIFF,90G,1,1,1,1
2023-09,SHERIFF,90J,15,10,15,15
2023-09,SHERIFF,90Z,310,304,308,308
2023-10,CARLSBAD,90B,1,1,1,1
2023-10,CARLSBAD,90C,16,16,16,16
2023-10,CARLSBAD,90D,26,26,26,26
2023-10,CARLSBAD,90Z,9,9,9,9
2023-10,CHULA VISTA,90C,13,13,13,13
2023-10,CHULA VISTA,90D,30,30,30,30
2023-10,CHULA VISTA,90J,2,2,2,2
2023-10,CHULA VISTA,90Z,26,26,26,26
2023-10,EL CAJON,90B,29,17,29,29
2023-10,EL CAJON,90C,24,24,24,24
2023-10,EL CAJON,90D,12,12,12,12
2023-10,EL CAJON,90J,1,1,1,1
2023-10,EL CAJON,90Z,26,25,26,26
2023-10,ESCONDIDO,90C,67,66,67,67
2023-10,ESCONDIDO,90D,56,56,56,56
2023-10,ESCONDIDO,90G,2,2,2,2
2023-10,ESCONDIDO,90Z,37,35,37,37
2023-10,HARBOR POLICE,90C,8,8,8,8
2023-10,HARBOR POLICE,90D,8,8,8,8
2023-10,HARBOR POLICE,90J,1,1,1,1
2023-10,HARBOR POLICE,90Z,8,8,8,8
2023-10,LA MESA,90C,15,15,15,15
2023-10,LA MESA,90D,16,16,16,16
2023-10,LA MESA,90Z,15,15,15,15
2023-10,NATIONAL CITY,90C,11,10,11,11
2023-10,NATIONAL CITY,90D,8,8,8,8
2023-10,NATIONAL CITY,90J,1,1,1,1
2023-10,NATIONAL CITY,90Z,5,5,5,5
2023-10,OCEANSIDE,90C,29,29,29,29
2023-10,OCEANSIDE,90D,26,26,26,26
2023-10,OCEANSIDE,90J,2,2,2,2
2023-10,OCEANSIDE,90Z,18,18,18,18
2023-10,SAN DIEGO,90B,5,2,5,5
2023-10,SAN DIEGO,90C,223,222,223,223
2023-10,SAN DIEGO,90D,94,93,94,94
2023-10,SAN DIEGO,90G,2,2,2,2
2023-10,SAN DIEGO,90J,5,5,5,5
2023-10,SAN DIEGO,90Z,272,271,272,272
2023-10,SHERIFF,90C,107,105,107,107
2023-10,SHERIFF,90D,104,104,104,104
2023-10,SHERIFF,90G,2,2,2,2
2023-10,SHERIFF,90J,5,5,5,5
2023-10,SHERIFF,90Z,355,354,355,355
2023-11,CARLSBAD,90C,16,16,16,16
2023-11,CARLSBAD,90D,35,35,35,35
2023-11,CARLSBAD,90Z,14,14,14,14
2023-11,CHULA VISTA,90C,12,12,12,12
2023-11,CHULA VISTA,90D,39,39,39,39
2023-11,CHULA VISTA,90G,2,2,2,2
2023-11,CHULA VISTA,90J,2,2,2,2
2023-11,CHULA VISTA,90Z,37,35,37,37
2023-11,EL CAJON,90B,32,19,32,32
2023-11,EL CAJON,90C,12,12,12,12
2023-11,EL CAJON,90D,6,6,6,6
2023-11,EL CAJON,90Z,22,22,22,22
2023-11,ESCONDIDO,90B,1,1,1,1
2023-11,ESCONDIDO,90C,59,58,59,59
2023-11,ESCONDIDO,90D,49,49,49,49
2023-11,ESCONDIDO,90G,2,2,2,2
2023-11,ESCONDIDO,90Z,39,38,39,39
2023-11,HARBOR POLICE,90C,9,9,9,9
2023-11,HARBOR POLICE,90D,4,4,4,4
2023-11,HARBOR POLICE,90J,4,4,4,4
2023-11,HARBOR POLICE,90Z,13,13,13,13
2023-11,LA MESA,90B,1,1,1,1
2023-11,LA MESA,90C,17,17,17,17
2023-11,LA MESA,90D,8,8,8,8
2023-11,LA MESA,90J,1,1,1,1
2023-11,LA MESA,90Z,14,14,14,14
2023-11,NATIONAL CITY,90C,19,18,19,19
2023-11,NATIONAL CITY,90D,15,15,15,15
2023-11,NATIONAL CITY,90Z,15,13,15,15
2023-11,OCEANSIDE,90C,27,27,27,27
2023-11,OCEANSIDE,90D,32,32,32,32
2023-11,OCEANSIDE,90J,1,1,1,1
2023-11,OCEANSIDE,90Z,30,29,30,30
2023-11,SAN DIEGO,90B,2,2,2,2
2023-11,SAN DIEGO,90C,191,191,191,191
2023-11,SAN DIEGO,90D,100,100,100,100
2023-11,SAN DIEGO,90G,5,4,4,4
2023-11,SAN DIEGO,90J,15,15,15,15
2023-11,SAN DIEGO,90Z,334,327,333,333
2023-11,SHERIFF,90C,86,83,86,86
2023-11,SHERIFF,90D,89,89,89,89
2023-11,SHERIFF,90G,1,1,1,1
2023-11,SHERIFF,90J,6,6,6,6
2023-11,SHERIFF,90Z,295,289,294,294
2023-12,CARLSBAD,90C,24,23,24,24
2023-12,CARLSBAD,90D,39,39,39,39
2023-12,CARLSBAD,90G,1,1,1,1
2023-12,CARLSBAD,90J,3,3,3,3
2023-12,CARLSBAD,90Z,7,7,7,7
2023-12,CHULA VISTA,90C,9,9,9,9
2023-12,CHULA VISTA,90D,45,44,45,45
2023-12,CHULA VISTA,90J,3,3,3,3
2023-12,CHULA VISTA,90Z,30,30,30,30
2023-12,EL CAJON,90B,11,6,11,11
2023-12,EL CAJON,90C,19,19,19,19
2023-12,EL CAJON,90D,15,15,15,15
2023-12,EL CAJON,90Z,25,23,24,24
2023-12,ESCONDIDO,90C,60,58,60,60
2023-12,ESCONDIDO,90D,51,51,51,51
2023-12,ESCONDIDO,90Z,36,36,36,36
2023-12,HARBOR POLICE,90B,1,1,1,1
2023-12,HARBOR POLICE,90C,19,19,19,19
2023-12,HARBOR POLICE,90D,8,8,8,8
2023-12,HARBOR POLICE,90J,1,1,1,1
2023-12,HARBOR POLICE,90Z,10,10,10,10
2023-12,LA MESA,90B,1,1,1,1
2023-12,LA MESA,90C,21,21,21,21
2023-12,LA MESA,90D,11,11,11,11
2023-12,LA MESA,90Z,18,18,18,18
2023-12,NATIONAL CITY,90C,19,18,19,19
2023-12,NATIONAL CITY,90D,19,19,19,19
2023-12,NATIONAL CITY,90Z,10,9,10,10
2023-12,OCEANSIDE,90B,2,1,2,2
2023-12,OCEANSIDE,90C,32,32,32,32
2023-12,OCEANSIDE,90D,34,34,34,34
2023-12,OCEANSIDE,90J,1,1,1,1
2023-12,OCEANSIDE,90Z,15,15,15,15
2023-12,SAN DIEGO,90B,3,3,3,3
2023-12,SAN DIEGO,90C,207,206,207,207
2023-12,SAN DIEGO,90D,94,94,94,94
2023-12,SAN DIEGO,90G,3,2,3,3
2023-12,SAN DIEGO,90J,24,24,24,24
2023-12,SAN DIEGO,90Z,242,241,242,242
2023-12,SHERIFF,90B,1,1,1,1
2023-12,SHERIFF,90C,67,67,67,67
2023-12,SHERIFF,90D,107,107,107,107
2023-12,SHERIFF,90G,3,3,3,3
2023-12,SHERIFF,90J,7,7,7,7
2023-12,SHERIFF,90Z,268,267,268,268
2024-01,CARLSBAD,90B,2,2,2,2
2024-01,CARLSBAD,90C,14,14,14,14
2024-01,CARLSBAD,90D,34,33,34,34
2024-01,CARLSBAD,90J,1,1,1,1
2024-01,CARLSBAD,90Z,7,7,7,7
2024-01,CHULA VISTA,90B,1,1,1,1
2024-01,CHULA VISTA,90C,6,6,6,6
2024-01,CHULA VISTA,90D,24,24,24,24
2024-01,CHULA VISTA,90J,2,2,2,2
2024-01,CHULA VISTA,90Z,26,26,26,26
2024-01,EL CAJON,90B,26,11,26,26
2024-01,EL CAJON,90C,20,20,20,20
2024-01,EL CAJON,90D,13,13,13,13
2024-01,EL CAJON,90J,1,1,1,1
2024-01,EL CAJON,90Z,27,26,27,27
2024-01,ESCONDIDO,90C,50,48,50,50
2024-01,ESCONDIDO,90D,47,47,47,47
2024-01,ESCONDIDO,90Z,44,44,44,44
2024-01,HARBOR POLICE,90C,16,16,16,16
2024-01,HARBOR POLICE,90D,3,3,3,3
2024-01,HARBOR POLICE,90J,5,5,5,5
2024-01,HARBOR POLICE,90Z,11,11,11,11
2024-01,LA MESA,90C,18,18,18,18
2024-01,LA MESA,90D,20,20,20,20
2024-01,LA MESA,90Z,12,12,12,12
2024-01,NATIONAL CITY,90C,8,8,8,8
2024-01,NATIONAL CITY,90D,11,10,11,11
2024-01,NATIONAL CITY,90J,1,1,1,1
2024-01,NATIONAL CITY,90Z,7,7,7,7
2024-01,OCEANSIDE,90C,22,22,22,22
2024-01,OCEANSIDE,90D,36,36,36,36
2024-01,OCEANSIDE,90J,6,5,6,6
2024-01,OCEANSIDE,90Z,25,25,25,25
2024-01,SAN DIEGO,90B,4,4,4,4
2024-01,SAN DIEGO,90C,194,193,194,194
2024-01,SAN DIEGO,90D,88,88,88,88
2024-01,SAN DIEGO,90F,1,1,1,1
2024-01,SAN DIEGO,90J,32,24,32,32
2024-01,SAN DIEGO,90Z,289,287,288,288
2024-01,SHERIFF,90B,1,1,1,1
2024-01,SHERIFF,90C,83,80,83,83
2024-01,SHERIFF,90D,86,86,86,86
2024-01,SHERIFF,90G,1,1,1,1
2024-01,SHERIFF,90J,4,4,4,4
2024-01,SHERIFF,90Z,335,333,334,334
2024-02,CARLSBAD,90C,19,19,19,19
2024-02,CARLSBAD,90D,31,31,31,31
2024-02,CARLSBAD,90G,1,1,1,1
2024-02,CARLSBAD,90J,1,1,1,1
2024-02,CARLSBAD,90Z,10,10,10,10
2024-02,CHULA VISTA,90C,10,9,10,10
2024-02,CHULA VISTA,90D,26,26,26,26
2024-02,CHULA VISTA,90G,3,3,3,3
2024-02,CHULA VISTA,90Z,30,30,30,30
2024-02,EL CAJON,90B,23,13,23,23
2024-02,EL CAJON,90C,13,13,13,13
2024-02,EL CAJON,90D,15,15,15,15
2024-02,EL CAJON,90J,1,1,1,1
2024-02,EL CAJON,90Z,26,25,26,26
2024-02,ESCONDIDO,90C,44,44,44,44
2024-02,ESCONDIDO,90D,35,35,35,35
2024-02,ESCONDIDO,90G,6,5,6,6
2024-02,ESCONDIDO,90Z,48,48,48,48
2024-02,HARBOR POLICE,90C,13,13,13,13
2024-02,HARBOR POLICE,90D,5,5,5,5
2024-02,HARBOR POLICE,90J,2,2,2,2
2024-02,HARBOR POLICE,90Z,10,10,10,10
2024-02,LA MESA,90C,16,16,16,16
2024-02,LA MESA,90D,15,15,15,15
2024-02,LA MESA,90J,2,2,2,2
2024-02,LA MESA,90Z,16,16,16,16
2024-02,NATIONAL CITY,90C,17,17,17,17
2024-02,NATIONAL CITY,90D,8,8,8,8
2024-02,NATIONAL CITY,90G,4,4,4,4
2024-02,NATIONAL CITY,90J,1,1,1,1
2024-02,NATIONAL CITY,90Z,6,6,6,6
2024-02,OCEANSIDE,90C,24,24,24,24
2024-02,OCEANSIDE,90D,23,23,23,23
2024-02,OCEANSIDE,90G,1,1,1,1
2024-02,OCEANSIDE,90J,2,2,2,2
2024-02,OCEANSIDE,90Z,16,16,16,16
2024-02,SAN DIEGO,90B,4,4,4,4
2024-02,SAN DIEGO,90C,182,179,182,182
2024-02,SAN DIEGO,90D,112,112,112,112
2024-02,SAN DIEGO,90G,1,1,1,1
2024-02,SAN DIEGO,90J,24,23,23,23
2024-02,SAN DIEGO,90Z,258,251,256,256
2024-02,SHERIFF,90C,93,87,93,93
2024-02,SHERIFF,90D,76,76,76,76
2024-02,SHERIFF,90G,7,6,7,7
2024-02,SHERIFF,90J,6,5,6,6
2024-02,SHERIFF,90Z,251,245,249,249
2024-03,CARLSBAD,90C,23,23,23,23
2024-03,CARLSBAD,90D,40,40,40,40
2024-03,CARLSBAD,90G,1,1,1,1
2024-03,CARLSBAD,90J,3,3,3,3
2024-03,CARLSBAD,90Z,15,14,15,15
2024-03,CHULA VISTA,90C,8,8,8,8
2024-03,CHULA VISTA,90D,38,38,38,38
2024-03,CHULA VISTA,90J,2,2,2,2
2024-03,CHULA VISTA,90Z,46,44,46,46
2024-03,EL CAJON,90B,8,7,8,8
2024-03,EL CAJON,90C,14,13,14,14
2024-03,EL CAJON,90D,11,11,11,11
2024-03,EL CAJON,90Z,22,22,22,22
2024-03,ESCONDIDO,90C,52,49,52,52
