date,group_type,crime_against,source_rows,distinct_nibrs_offense_ids,distinct_case_numbers
2020-01-14,B,SO,19,19,19
2020-01-15,A,PE,33,33,31
2020-01-15,A,PR,134,134,122
2020-01-15,A,SO,35,35,29
2020-01-15,B,,65,65,65
2020-01-15,B,SO,19,19,18
2020-01-16,A,PE,24,24,22
2020-01-16,A,PR,112,112,103
2020-01-16,A,SO,33,33,27
2020-01-16,B,,70,70,70
2020-01-16,B,SO,22,22,22
2020-01-17,A,PE,38,38,32
2020-01-17,A,PR,122,122,106
2020-01-17,A,SO,27,27,22
2020-01-17,B,,70,70,70
2020-01-17,B,SO,32,32,31
2020-01-18,A,PE,40,40,36
2020-01-18,A,PR,119,119,110
2020-01-18,A,SO,17,17,14
2020-01-18,B,,42,42,42
2020-01-18,B,SO,37,37,35
2020-01-19,A,PE,40,40,37
2020-01-19,A,PR,102,102,97
2020-01-19,A,SO,19,19,16
2020-01-19,B,,58,58,58
2020-01-19,B,SO,35,35,35
2020-01-20,A,PE,20,20,17
2020-01-20,A,PR,119,119,107
2020-01-20,A,SO,30,30,25
2020-01-20,B,,84,84,84
2020-01-20,B,SO,26,26,26
2020-01-21,A,PE,25,25,24
2020-01-21,A,PR,105,105,101
2020-01-21,A,SO,32,32,25
2020-01-21,B,,74,74,74
2020-01-21,B,SO,19,19,18
2020-01-22,A,PE,33,33,32
2020-01-22,A,PR,112,112,105
2020-01-22,A,SO,44,44,31
2020-01-22,B,,75,75,75
2020-01-22,B,SO,21,21,20
2020-01-23,A,PE,23,23,21
2020-01-23,A,PR,96,96,94
2020-01-23,A,SO,43,43,38
2020-01-23,B,,77,77,77
2020-01-23,B,SO,26,26,25
2020-01-24,A,PE,30,30,28
2020-01-24,A,PR,143,143,136
2020-01-24,A,SO,34,34,28
2020-01-24,B,,71,71,71
2020-01-24,B,SO,25,25,25
2020-01-25,A,PE,43,43,40
2020-01-25,A,PR,106,106,93
2020-01-25,A,SO,28,28,23
2020-01-25,B,,69,69,69
2020-01-25,B,SO,35,35,34
2020-01-26,A,PE,32,32,30
2020-01-26,A,PR,93,93,89
2020-01-26,A,SO,23,23,19
2020-01-26,B,,50,50,50
2020-01-26,B,SO,38,38,38
2020-01-27,A,PE,21,21,19
2020-01-27,A,PR,135,135,127
2020-01-27,A,SO,34,34,26
2020-01-27,B,,70,70,70
2020-01-27,B,SO,17,17,17
2020-01-28,A,PE,30,30,28
2020-01-28,A,PR,118,118,109
2020-01-28,A,SO,38,38,27
2020-01-28,B,,88,88,88
2020-01-28,B,SO,31,31,30
2020-01-29,A,PE,27,27,27
2020-01-29,A,PR,106,106,99
2020-01-29,A,SO,31,31,22
2020-01-29,B,,91,91,91
2020-01-29,B,SO,21,21,21
2020-01-30,A,PE,26,26,25
2020-01-30,A,PR,101,101,93
2020-01-30,A,SO,27,27,23
2020-01-30,B,,85,85,85
2020-01-30,B,SO,23,23,23
2020-01-31,A,PE,30,30,29
2020-01-31,A,PR,148,148,139
2020-01-31,A,SO,38,38,32
2020-01-31,B,,77,77,77
2020-01-31,B,SO,29,29,28
2020-02-01,A,PE,62,62,56
2020-02-01,A,PR,151,151,139
2020-02-01,A,SO,34,34,26
2020-02-01,B,,58,58,58
2020-02-01,B,SO,45,45,45
2020-02-02,A,PE,37,37,35
2020-02-02,A,PR,118,118,109
2020-02-02,A,SO,20,20,15
2020-02-02,B,,49,49,49
2020-02-02,B,SO,31,31,31
2020-02-03,A,PE,22,22,22
2020-02-03,A,PR,133,133,124
2020-02-03,A,SO,43,43,34
2020-02-03,B,,59,59,59
2020-02-03,B,SO,20,20,19
2020-02-04,A,PE,36,36,33
2020-02-04,A,PR,119,119,111
2020-02-04,A,SO,66,66,48
2020-02-04,B,,73,73,73
2020-02-04,B,SO,21,21,21
2020-02-05,A,PE,26,26,24
2020-02-05,A,PR,112,112,104
2020-02-05,A,SO,46,46,36
2020-02-05,B,,88,88,88
2020-02-05,B,SO,29,29,28
2020-02-06,A,PE,21,21,20
2020-02-06,A,PR,110,110,107
2020-02-06,A,SO,32,32,28
2020-02-06,B,,72,72,72
2020-02-06,B,SO,20,20,20
2020-02-07,A,PE,29,29,28
2020-02-07,A,PR,131,131,122
2020-02-07,A,SO,33,33,27
2020-02-07,B,,85,85,85
2020-02-07,B,SO,25,25,25
2020-02-08,A,PE,42,42,36
2020-02-08,A,PR,126,126,120
2020-02-08,A,SO,42,42,30
2020-02-08,B,,63,63,63
2020-02-08,B,SO,42,42,42
2020-02-09,A,PE,41,41,34
2020-02-09,A,PR,101,101,97
2020-02-09,A,SO,24,24,21
2020-02-09,B,,53,53,53
2020-02-09,B,SO,32,32,32
2020-02-10,A,PE,21,21,19
2020-02-10,A,PR,108,108,99
2020-02-10,A,SO,35,35,27
2020-02-10,B,,77,77,77
2020-02-10,B,SO,17,17,17
2020-02-11,A,PE,19,19,15
2020-02-11,A,PR,107,107,99
2020-02-11,A,SO,43,43,31
2020-02-11,B,,81,81,81
2020-02-11,B,SO,25,25,24
2020-02-12,A,PE,30,30,26
2020-02-12,A,PR,118,118,107
2020-02-12,A,SO,45,45,36
2020-02-12,B,,87,87,87
2020-02-12,B,SO,16,16,15
2020-02-13,A,PE,24,24,23
2020-02-13,A,PR,100,100,93
2020-02-13,A,SO,57,57,44
2020-02-13,B,,74,74,74
2020-02-13,B,SO,28,28,28
2020-02-14,A,PE,41,41,40
2020-02-14,A,PR,126,126,122
2020-02-14,A,SO,32,32,25
2020-02-14,B,,81,81,81
2020-02-14,B,SO,47,47,42
2020-02-15,A,PE,47,47,42
2020-02-15,A,PR,104,104,96
2020-02-15,A,SO,30,30,21
2020-02-15,B,,66,66,66
2020-02-15,B,SO,39,39,39
2020-02-16,A,PE,42,42,34
2020-02-16,A,PR,128,128,117
2020-02-16,A,SO,23,23,20
2020-02-16,B,,59,59,59
2020-02-16,B,SO,43,43,42
2020-02-17,A,PE,29,29,27
2020-02-17,A,PR,125,125,119
2020-02-17,A,SO,46,46,37
2020-02-17,B,,67,67,67
2020-02-17,B,SO,19,19,19
2020-02-18,A,PE,18,18,14
2020-02-18,A,PR,102,102,98
2020-02-18,A,SO,33,33,26
2020-02-18,B,,101,101,101
2020-02-18,B,SO,27,27,27
2020-02-19,A,PE,22,22,21
2020-02-19,A,PR,106,106,99
2020-02-19,A,SO,32,32,26
2020-02-19,B,,63,63,63
2020-02-19,B,SO,19,19,18
2020-02-20,A,PE,34,34,32
2020-02-20,A,PR,114,114,109
2020-02-20,A,SO,42,42,30
2020-02-20,B,,85,85,85
2020-02-20,B,SO,30,30,29
2020-02-21,A,PE,30,30,26
2020-02-21,A,PR,116,116,106
2020-02-21,A,SO,35,35,30
2020-02-21,B,,77,77,77
2020-02-21,B,SO,26,26,25
2020-02-22,A,PE,35,35,32
2020-02-22,A,PR,135,135,122
2020-02-22,A,SO,23,23,20
2020-02-22,B,,50,50,50
2020-02-22,B,SO,44,44,44
2020-02-23,A,PE,34,34,33
2020-02-23,A,PR,103,103,100
2020-02-23,A,SO,22,22,15
2020-02-23,B,,69,69,69
2020-02-23,B,SO,27,27,27
2020-02-24,A,PE,23,23,21
2020-02-24,A,PR,100,100,92
2020-02-24,A,SO,19,19,16
2020-02-24,B,,68,68,68
2020-02-24,B,SO,14,14,14
2020-02-25,A,PE,29,29,27
2020-02-25,A,PR,110,110,105
2020-02-25,A,SO,37,37,28
2020-02-25,B,,74,74,74
2020-02-25,B,SO,46,46,45
2020-02-26,A,PE,35,35,34
2020-02-26,A,PR,122,122,112
2020-02-26,A,SO,36,36,28
2020-02-26,B,,79,79,79
2020-02-26,B,SO,27,27,27
2020-02-27,A,PE,28,28,24
2020-02-27,A,PR,107,107,104
2020-02-27,A,SO,48,48,31
2020-02-27,B,,77,77,77
2020-02-27,B,SO,22,22,21
2020-02-28,A,PE,29,29,24
2020-02-28,A,PR,115,115,103
2020-02-28,A,SO,27,27,22
2020-02-28,B,,81,81,81
2020-02-28,B,SO,30,30,30
2020-02-29,A,PE,35,35,33
2020-02-29,A,PR,104,104,97
2020-02-29,A,SO,22,22,18
2020-02-29,B,,54,54,54
2020-02-29,B,SO,46,46,45
2020-03-01,A,PE,56,56,48
2020-03-01,A,PR,125,125,117
2020-03-01,A,SO,22,22,17
2020-03-01,B,,55,55,55
2020-03-01,B,SO,32,32,32
2020-03-02,A,PE,25,25,22
2020-03-02,A,PR,90,90,88
2020-03-02,A,SO,29,29,23
2020-03-02,B,,69,69,69
2020-03-02,B,SO,23,23,22
2020-03-03,A,PE,35,35,32
2020-03-03,A,PR,96,96,94
2020-03-03,A,SO,36,36,29
2020-03-03,B,,72,72,72
2020-03-03,B,SO,18,18,18
2020-03-04,A,PE,27,27,25
2020-03-04,A,PR,117,117,102
2020-03-04,A,SO,36,36,28
2020-03-04,B,,66,66,66
2020-03-04,B,SO,19,19,18
2020-03-05,A,PE,40,40,31
2020-03-05,A,PR,96,96,89
2020-03-05,A,SO,37,37,28
2020-03-05,B,,77,77,77
2020-03-05,B,SO,27,27,27
2020-03-06,A,PE,34,34,29
2020-03-06,A,PR,119,119,115
2020-03-06,A,SO,39,39,29
2020-03-06,B,,67,67,67
2020-03-06,B,SO,36,36,34
2020-03-07,A,PE,35,35,32
2020-03-07,A,PR,106,106,98
2020-03-07,A,SO,34,34,26
2020-03-07,B,,65,65,65
2020-03-07,B,SO,53,53,53
2020-03-08,A,PE,39,39,37
2020-03-08,A,PR,111,111,103
2020-03-08,A,SO,28,28,19
2020-03-08,B,,55,55,55
2020-03-08,B,SO,31,31,31
2020-03-09,A,PE,40,40,34
2020-03-09,A,PR,119,119,111
2020-03-09,A,SO,28,28,22
2020-03-09,B,,58,58,58
2020-03-09,B,SO,16,16,16
2020-03-10,A,PE,26,26,24
2020-03-10,A,PR,86,86,80
2020-03-10,A,SO,28,28,20
2020-03-10,B,,82,82,82
2020-03-10,B,SO,17,17,17
2020-03-11,A,PE,20,20,19
2020-03-11,A,PR,91,91,86
2020-03-11,A,SO,30,30,26
2020-03-11,B,,66,66,66
2020-03-11,B,SO,19,19,19
2020-03-12,A,PE,28,28,26
2020-03-12,A,PR,110,110,101
2020-03-12,A,SO,35,35,27
2020-03-12,B,,78,78,78
2020-03-12,B,SO,18,18,18
2020-03-13,A,PE,34,34,28
2020-03-13,A,PR,132,132,122
2020-03-13,A,SO,22,22,20
2020-03-13,B,,70,70,70
2020-03-13,B,SO,27,27,25
2020-03-14,A,PE,40,40,37
2020-03-14,A,PR,93,93,86
2020-03-14,A,SO,17,17,16
2020-03-14,B,,40,40,40
2020-03-14,B,SO,32,32,32
2020-03-15,A,PE,38,38,37
2020-03-15,A,PR,94,94,88
2020-03-15,A,SO,9,9,9
2020-03-15,B,,54,54,54
2020-03-15,B,SO,34,34,33
2020-03-16,A,PE,31,31,31
2020-03-16,A,PR,108,108,98
2020-03-16,A,SO,19,19,16
2020-03-16,B,,39,39,39
2020-03-16,B,SO,15,15,15
2020-03-17,A,PE,21,21,19
2020-03-17,A,PR,85,85,80
2020-03-17,A,SO,26,26,21
2020-03-17,B,,77,77,77
2020-03-17,B,SO,24,24,24
2020-03-18,A,PE,24,24,23
2020-03-18,A,PR,98,98,91
2020-03-18,A,SO,18,18,16
2020-03-18,B,,63,63,63
2020-03-18,B,SO,6,6,6
2020-03-19,A,PE,25,25,22
2020-03-19,A,PR,101,101,93
2020-03-19,A,SO,19,19,13
2020-03-19,B,,53,53,53
2020-03-19,B,SO,14,14,14
2020-03-20,A,PE,32,32,32
2020-03-20,A,PR,103,103,97
2020-03-20,A,SO,21,21,16
2020-03-20,B,,51,51,51
2020-03-20,B,SO,18,18,17
2020-03-21,A,PE,29,29,24
2020-03-21,A,PR,83,83,77
2020-03-21,A,SO,20,20,15
2020-03-21,B,,41,41,41
2020-03-21,B,SO,16,16,16
2020-03-22,A,PE,28,28,27
2020-03-22,A,PR,78,78,76
2020-03-22,A,SO,14,14,12
2020-03-22,B,,43,43,43
2020-03-22,B,SO,11,11,11
2020-03-23,A,PE,32,32,30
2020-03-23,A,PR,86,86,83
2020-03-23,A,SO,22,22,17
2020-03-23,B,,53,53,53
2020-03-23,B,SO,16,16,16
2020-03-24,A,PE,27,27,26
2020-03-24,A,PR,98,98,74
2020-03-24,A,SO,20,20,16
2020-03-24,B,,43,43,43
2020-03-24,B,SO,17,17,17
2020-03-25,A,PE,25,25,23
2020-03-25,A,PR,91,91,87
2020-03-25,A,SO,15,15,14
2020-03-25,B,,61,61,61
2020-03-25,B,SO,22,22,22
2020-03-26,A,PE,20,20,16
2020-03-26,A,PR,79,79,76
2020-03-26,A,SO,16,16,13
2020-03-26,B,,46,46,46
2020-03-26,B,SO,18,18,18
2020-03-27,A,PE,36,36,33
2020-03-27,A,PR,107,107,99
2020-03-27,A,SO,23,23,20
2020-03-27,B,,57,57,57
2020-03-27,B,SO,15,15,15
2020-03-28,A,PE,28,28,25
2020-03-28,A,PR,113,113,101
2020-03-28,A,SO,17,17,15
2020-03-28,B,,43,43,43
2020-03-28,B,SO,15,15,15
2020-03-29,A,PE,26,26,25
2020-03-29,A,PR,92,92,87
2020-03-29,A,SO,16,16,13
2020-03-29,B,,49,49,49
2020-03-29,B,SO,16,16,16
2020-03-30,A,PE,31,31,30
2020-03-30,A,PR,112,112,103
2020-03-30,A,SO,33,33,24
2020-03-30,B,,66,66,66
2020-03-30,B,SO,15,15,15
2020-03-31,A,PE,22,22,16
2020-03-31,A,PR,89,89,81
2020-03-31,A,SO,27,27,21
2020-03-31,B,,56,56,56
2020-03-31,B,SO,20,20,19
2020-04-01,A,PE,32,32,31
2020-04-01,A,PR,140,140,128
2020-04-01,A,SO,23,23,23
2020-04-01,B,,58,58,58
2020-04-01,B,SO,37,37,36
2020-04-02,A,PE,38,38,35
2020-04-02,A,PR,97,97,90
2020-04-02,A,SO,29,29,21
2020-04-02,B,,61,61,61
2020-04-02,B,SO,23,23,23
2020-04-03,A,PE,25,25,23
2020-04-03,A,PR,101,101,95
2020-04-03,A,SO,22,22,19
2020-04-03,B,,59,59,59
2020-04-03,B,SO,18,18,17
2020-04-04,A,PE,32,32,31
2020-04-04,A,PR,85,85,80
2020-04-04,A,SO,26,26,22
2020-04-04,B,,57,57,57
2020-04-04,B,SO,7,7,7
2020-04-05,A,PE,28,28,27
2020-04-05,A,PR,93,93,91
2020-04-05,A,SO,23,23,19
2020-04-05,B,,33,33,33
2020-04-05,B,SO,8,8,8
2020-04-06,A,PE,26,26,26
2020-04-06,A,PR,92,92,88
2020-04-06,A,SO,24,24,20
2020-04-06,B,,63,63,63
2020-04-06,B,SO,17,17,17
2020-04-07,A,PE,23,23,22
2020-04-07,A,PR,100,100,95
2020-04-07,A,SO,20,20,17
2020-04-07,B,,54,54,54
2020-04-07,B,SO,15,15,15
2020-04-08,A,PE,29,29,24
2020-04-08,A,PR,89,89,82
2020-04-08,A,SO,26,26,23
2020-04-08,B,,56,56,56
2020-04-08,B,SO,19,19,19
2020-04-09,A,PE,23,23,21
2020-04-09,A,PR,98,98,89
2020-04-09,A,SO,28,28,24
2020-04-09,B,,47,47,47
2020-04-09,B,SO,9,9,9
2020-04-10,A,PE,21,21,18
2020-04-10,A,PR,100,100,91
2020-04-10,A,SO,20,20,17
2020-04-10,B,,54,54,54
2020-04-10,B,SO,9,9,8
2020-04-11,A,PE,36,36,34
2020-04-11,A,PR,99,99,98
2020-04-11,A,SO,24,24,19
2020-04-11,B,,55,55,55
2020-04-11,B,SO,20,20,19
2020-04-12,A,PE,34,34,30
2020-04-12,A,PR,84,84,80
2020-04-12,A,SO,22,22,16
2020-04-12,B,,39,39,39
2020-04-12,B,SO,9,9,9
2020-04-13,A,PE,33,33,31
2020-04-13,A,PR,105,105,103
2020-04-13,A,SO,32,32,24
2020-04-13,B,,56,56,56
2020-04-13,B,SO,12,12,12
2020-04-14,A,PE,19,19,18
2020-04-14,A,PR,102,102,91
2020-04-14,A,SO,33,33,29
2020-04-14,B,,39,39,39
2020-04-14,B,SO,9,9,9
2020-04-15,A,PE,27,27,24
2020-04-15,A,PR,94,94,84
2020-04-15,A,SO,33,33,26
2020-04-15,B,,57,57,57
2020-04-15,B,SO,9,9,9
2020-04-16,A,PE,30,30,26
2020-04-16,A,PR,119,119,110
2020-04-16,A,SO,30,30,25
2020-04-16,B,,47,47,47
2020-04-16,B,SO,12,12,12
2020-04-17,A,PE,22,22,21
2020-04-17,A,PR,95,95,93
2020-04-17,A,SO,23,23,16
2020-04-17,B,,41,41,41
2020-04-17,B,SO,7,7,7
2020-04-18,A,PE,31,31,30
2020-04-18,A,PR,122,122,115
2020-04-18,A,SO,21,21,16
2020-04-18,B,,55,55,55
2020-04-18,B,SO,16,16,16
2020-04-19,A,PE,32,32,29
2020-04-19,A,PR,72,72,64
2020-04-19,A,SO,23,23,19
2020-04-19,B,,42,42,42
2020-04-19,B,SO,13,13,13
2020-04-20,A,PE,36,36,30
2020-04-20,A,PR,128,128,115
2020-04-20,A,SO,33,33,26
2020-04-20,B,,42,42,42
2020-04-20,B,SO,12,12,12
2020-04-21,A,PE,24,24,23
2020-04-21,A,PR,108,108,96
2020-04-21,A,SO,21,21,18
2020-04-21,B,,49,49,49
2020-04-21,B,SO,11,11,11
2020-04-22,A,PE,24,24,23
2020-04-22,A,PR,92,92,88
2020-04-22,A,SO,37,37,24
2020-04-22,B,,46,46,46
2020-04-22,B,SO,3,3,3
2020-04-23,A,PE,40,40,33
2020-04-23,A,PR,102,102,99
2020-04-23,A,SO,33,33,26
2020-04-23,B,,40,40,40
2020-04-23,B,SO,8,8,8
2020-04-24,A,PE,32,32,32
2020-04-24,A,PR,101,101,93
2020-04-24,A,SO,12,12,10
2020-04-24,B,,38,38,38
2020-04-24,B,SO,11,11,10
2020-04-25,A,PE,32,32,30
2020-04-25,A,PR,107,107,98
2020-04-25,A,SO,21,21,19
2020-04-25,B,,49,49,49
2020-04-25,B,SO,13,13,13
2020-04-26,A,PE,45,45,42
2020-04-26,A,PR,95,95,87
2020-04-26,A,SO,20,20,17
2020-04-26,B,,50,50,50
2020-04-26,B,SO,7,7,7
2020-04-27,A,PE,28,28,25
2020-04-27,A,PR,114,114,104
2020-04-27,A,SO,32,32,23
2020-04-27,B,,48,48,48
2020-04-27,B,SO,7,7,7
2020-04-28,A,PE,34,34,26
2020-04-28,A,PR,108,108,100
2020-04-28,A,SO,27,27,24
2020-04-28,B,,47,47,47
2020-04-28,B,SO,17,17,17
2020-04-29,A,PE,24,24,22
2020-04-29,A,PR,95,95,85
2020-04-29,A,SO,19,19,17
2020-04-29,B,,51,51,51
2020-04-29,B,SO,15,15,15
2020-04-30,A,PE,47,47,41
2020-04-30,A,PR,106,106,98
2020-04-30,A,SO,27,27,23
2020-04-30,B,,38,38,38
2020-04-30,B,SO,20,20,19
2020-05-01,A,PE,40,40,37
2020-05-01,A,PR,155,155,146
2020-05-01,A,SO,22,22,19
2020-05-01,B,,45,45,45
2020-05-01,B,SO,15,15,14
2020-05-02,A,PE,29,29,28
2020-05-02,A,PR,107,107,102
2020-05-02,A,SO,21,21,15
2020-05-02,B,,43,43,43
2020-05-02,B,SO,11,11,11
2020-05-03,A,PE,33,33,31
2020-05-03,A,PR,88,88,84
2020-05-03,A,SO,23,23,19
2020-05-03,B,,41,41,41
2020-05-03,B,SO,18,18,18
2020-05-04,A,PE,33,33,29
2020-05-04,A,PR,99,99,96
2020-05-04,A,SO,37,37,30
2020-05-04,B,,58,58,58
2020-05-04,B,SO,18,18,18
2020-05-05,A,PE,33,33,30
2020-05-05,A,PR,99,99,91
2020-05-05,A,SO,40,40,28
2020-05-05,B,,56,56,56
2020-05-05,B,SO,13,13,13
2020-05-06,A,PE,25,25,22
2020-05-06,A,PR,99,99,95
2020-05-06,A,SO,43,43,31
2020-05-06,B,,47,47,47
2020-05-06,B,SO,9,9,9
2020-05-07,A,PE,27,27,26
2020-05-07,A,PR,105,105,101
2020-05-07,A,SO,47,47,37
2020-05-07,B,,60,60,60
2020-05-07,B,SO,19,19,18
2020-05-08,A,PE,21,21,20
2020-05-08,A,PR,95,95,93
2020-05-08,A,SO,36,36,27
2020-05-08,B,,34,34,34
2020-05-08,B,SO,10,10,10
2020-05-09,A,PE,37,37,31
2020-05-09,A,PR,78,78,76
2020-05-09,A,SO,37,37,24
2020-05-09,B,,41,41,41
2020-05-09,B,SO,10,10,10
2020-05-10,A,PE,32,32,29
2020-05-10,A,PR,93,93,88
2020-05-10,A,SO,24,24,20
2020-05-10,B,,56,56,56
2020-05-10,B,SO,11,11,9
2020-05-11,A,PE,28,28,24
2020-05-11,A,PR,101,101,97
2020-05-11,A,SO,27,27,22
2020-05-11,B,,44,44,44
2020-05-11,B,SO,18,18,18
2020-05-12,A,PE,27,27,23
2020-05-12,A,PR,92,92,87
2020-05-12,A,SO,32,32,26
2020-05-12,B,,43,43,43
2020-05-12,B,SO,11,11,11
2020-05-13,A,PE,36,36,32
2020-05-13,A,PR,104,104,98
2020-05-13,A,SO,29,29,24
2020-05-13,B,,50,50,50
2020-05-13,B,SO,18,18,18
2020-05-14,A,PE,30,30,30
2020-05-14,A,PR,95,95,87
2020-05-14,A,SO,20,20,16
2020-05-14,B,,38,38,38
2020-05-14,B,SO,12,12,12
2020-05-15,A,PE,28,28,24
2020-05-15,A,PR,104,104,98
2020-05-15,A,SO,24,24,19
2020-05-15,B,,42,42,42
2020-05-15,B,SO,12,12,12
2020-05-16,A,PE,40,40,35
2020-05-16,A,PR,81,81,79
2020-05-16,A,SO,30,30,22
2020-05-16,B,,32,32,32
2020-05-16,B,SO,14,14,14
2020-05-17,A,PE,26,26,23
2020-05-17,A,PR,82,82,74
2020-05-17,A,SO,28,28,25
2020-05-17,B,,30,30,30
2020-05-17,B,SO,8,8,8
2020-05-18,A,PE,24,24,22
2020-05-18,A,PR,106,106,99
2020-05-18,A,SO,37,37,28
2020-05-18,B,,44,44,44
2020-05-18,B,SO,15,15,15
2020-05-19,A,PE,37,37,37
2020-05-19,A,PR,89,89,85
2020-05-19,A,SO,42,42,31
2020-05-19,B,,49,49,49
2020-05-19,B,SO,15,15,15
2020-05-20,A,PE,21,21,21
2020-05-20,A,PR,100,100,94
2020-05-20,A,SO,36,36,28
2020-05-20,B,,54,54,54
2020-05-20,B,SO,17,17,17
2020-05-21,A,PE,29,29,26
2020-05-21,A,PR,80,80,78
2020-05-21,A,SO,40,40,32
2020-05-21,B,,52,52,52
2020-05-21,B,SO,10,10,10
2020-05-22,A,PE,30,30,28
2020-05-22,A,PR,100,100,97
2020-05-22,A,SO,28,28,23
2020-05-22,B,,50,50,50
2020-05-22,B,SO,20,20,20
2020-05-23,A,PE,35,35,33
2020-05-23,A,PR,114,114,106
2020-05-23,A,SO,18,18,15
2020-05-23,B,,33,33,33
2020-05-23,B,SO,12,12,12
2020-05-24,A,PE,36,36,30
2020-05-24,A,PR,105,105,97
2020-05-24,A,SO,23,23,16
2020-05-24,B,,34,34,34
2020-05-24,B,SO,23,23,23
2020-05-25,A,PE,30,30,25
2020-05-25,A,PR,76,76,71
2020-05-25,A,SO,52,52,42
2020-05-25,B,,54,54,54
2020-05-25,B,SO,19,19,19
2020-05-26,A,PE,30,30,26
2020-05-26,A,PR,92,92,85
2020-05-26,A,SO,36,36,31
2020-05-26,B,,42,42,42
2020-05-26,B,SO,7,7,7
2020-05-27,A,PE,21,21,18
2020-05-27,A,PR,96,96,90
2020-05-27,A,SO,32,32,26
2020-05-27,B,,50,50,50
2020-05-27,B,SO,9,9,9
2020-05-28,A,PE,36,36,27
2020-05-28,A,PR,94,94,87
2020-05-28,A,SO,52,52,40
2020-05-28,B,,46,46,46
2020-05-28,B,SO,13,13,13
2020-05-29,A,PE,36,36,33
2020-05-29,A,PR,118,118,107
2020-05-29,A,SO,14,14,14
2020-05-29,B,,38,38,38
2020-05-29,B,SO,8,8,8
2020-05-30,A,PE,30,30,28
2020-05-30,A,PR,107,107,99
2020-05-30,A,SO,17,17,13
2020-05-30,B,,29,29,29
2020-05-30,B,SO,9,9,9
2020-05-31,A,PE,45,45,37
2020-05-31,A,PR,120,120,114
2020-05-31,A,SO,6,6,5
2020-05-31,B,,22,22,22
2020-05-31,B,SO,40,40,40
2020-06-01,A,PE,40,40,36
2020-06-01,A,PR,157,157,148
2020-06-01,A,SO,7,7,6
2020-06-01,B,,40,40,40
2020-06-01,B,SO,74,74,74
2020-06-02,A,PE,33,33,33
2020-06-02,A,PR,92,92,88
2020-06-02,A,SO,11,11,9
2020-06-02,B,,31,31,31
2020-06-02,B,SO,11,11,9
2020-06-03,A,PE,32,32,25
2020-06-03,A,PR,85,85,80
2020-06-03,A,SO,18,18,16
2020-06-03,B,,34,34,34
2020-06-03,B,SO,9,9,9
2020-06-04,A,PE,36,36,34
2020-06-04,A,PR,103,103,97
2020-06-04,A,SO,18,18,15
2020-06-04,B,,28,28,28
2020-06-04,B,SO,7,7,7
2020-06-05,A,PE,22,22,21
2020-06-05,A,PR,94,94,92
2020-06-05,A,SO,15,15,13
2020-06-05,B,,26,26,26
2020-06-05,B,SO,6,6,6
2020-06-06,A,PE,31,31,31
2020-06-06,A,PR,111,111,104
2020-06-06,A,SO,11,11,9
2020-06-06,B,,32,32,32
