date,agency,domestic_violence_incident,source_rows,distinct_incidents,distinct_offense_ids,distinct_arrest_numbers
2024-04-26,LA MESA,,1,1,1,1
2024-04-26,OCEANSIDE,,2,2,2,2
2024-04-26,SAN DIEGO,,21,21,21,21
2024-04-26,SHERIFF,,14,13,14,14
2024-04-27,CARLSBAD,,2,2,2,2
2024-04-27,CHULA VISTA,,5,5,5,5
2024-04-27,EL CAJON,,5,5,5,5
2024-04-27,ESCONDIDO,,4,4,4,4
2024-04-27,HARBOR POLICE,,1,1,1,1
2024-04-27,LA MESA,,2,2,2,2
2024-04-27,NATIONAL CITY,,2,2,2,2
2024-04-27,OCEANSIDE,,4,4,4,4
2024-04-27,SAN DIEGO,,22,22,22,22
2024-04-27,SHERIFF,,16,16,16,16
2024-04-28,CARLSBAD,,3,3,3,3
2024-04-28,CHULA VISTA,,5,5,5,5
2024-04-28,EL CAJON,,6,3,6,6
2024-04-28,ESCONDIDO,,4,4,4,4
2024-04-28,HARBOR POLICE,,1,1,1,1
2024-04-28,LA MESA,,1,1,1,1
2024-04-28,NATIONAL CITY,,3,3,3,3
2024-04-28,OCEANSIDE,,3,3,3,3
2024-04-28,SAN DIEGO,,18,18,18,18
2024-04-28,SHERIFF,,10,10,10,10
2024-04-29,CARLSBAD,,1,1,1,1
2024-04-29,CHULA VISTA,,2,2,2,2
2024-04-29,EL CAJON,,2,2,2,2
2024-04-29,ESCONDIDO,,3,3,3,3
2024-04-29,HARBOR POLICE,,1,1,1,1
2024-04-29,NATIONAL CITY,,2,2,2,2
2024-04-29,OCEANSIDE,,2,2,2,2
2024-04-29,SAN DIEGO,,12,12,12,12
2024-04-29,SHERIFF,,10,10,10,10
2024-04-30,CARLSBAD,,1,1,1,1
2024-04-30,CHULA VISTA,,3,3,3,3
2024-04-30,EL CAJON,,5,2,5,5
2024-04-30,ESCONDIDO,,2,2,2,2
2024-04-30,NATIONAL CITY,,1,1,1,1
2024-04-30,OCEANSIDE,,1,1,1,1
2024-04-30,SAN DIEGO,,16,16,16,16
2024-04-30,SHERIFF,,12,12,12,12
2024-05-01,CHULA VISTA,,3,3,3,3
2024-05-01,ESCONDIDO,,7,7,7,7
2024-05-01,HARBOR POLICE,,2,2,2,2
2024-05-01,LA MESA,,1,1,1,1
2024-05-01,NATIONAL CITY,,2,2,2,2
2024-05-01,OCEANSIDE,,2,2,2,2
2024-05-01,SAN DIEGO,,21,21,21,21
2024-05-01,SHERIFF,,26,24,24,24
2024-05-02,CARLSBAD,,2,2,2,2
2024-05-02,CHULA VISTA,,1,1,1,1
2024-05-02,EL CAJON,,4,3,4,4
2024-05-02,ESCONDIDO,,6,5,6,6
2024-05-02,OCEANSIDE,,4,4,4,4
2024-05-02,SAN DIEGO,,23,23,23,23
2024-05-02,SHERIFF,,19,18,19,19
2024-05-03,CARLSBAD,,5,5,5,5
2024-05-03,CHULA VISTA,,2,2,2,2
2024-05-03,EL CAJON,,1,1,1,1
2024-05-03,ESCONDIDO,,3,3,3,3
2024-05-03,HARBOR POLICE,,4,4,4,4
2024-05-03,LA MESA,,2,2,2,2
2024-05-03,NATIONAL CITY,,1,1,1,1
2024-05-03,OCEANSIDE,,4,4,4,4
2024-05-03,SAN DIEGO,,18,18,18,18
2024-05-03,SHERIFF,,18,17,18,18
2024-05-04,CARLSBAD,,4,4,4,4
2024-05-04,CHULA VISTA,,1,1,1,1
2024-05-04,EL CAJON,,1,1,1,1
2024-05-04,ESCONDIDO,,9,9,9,9
2024-05-04,LA MESA,,2,2,2,2
2024-05-04,OCEANSIDE,,2,2,2,2
2024-05-04,SAN DIEGO,,21,21,21,21
2024-05-04,SHERIFF,,13,12,13,13
2024-05-05,CARLSBAD,,6,6,6,6
2024-05-05,CHULA VISTA,,5,5,5,5
2024-05-05,EL CAJON,,4,3,4,4
2024-05-05,ESCONDIDO,,9,7,9,9
2024-05-05,HARBOR POLICE,,2,2,2,2
2024-05-05,LA MESA,,1,1,1,1
2024-05-05,NATIONAL CITY,,1,1,1,1
2024-05-05,OCEANSIDE,,4,4,4,4
2024-05-05,SAN DIEGO,,32,31,32,32
2024-05-05,SHERIFF,,4,4,4,4
2024-05-06,CARLSBAD,,1,1,1,1
2024-05-06,CHULA VISTA,,2,2,2,2
2024-05-06,EL CAJON,,2,2,2,2
2024-05-06,ESCONDIDO,,5,5,5,5
2024-05-06,HARBOR POLICE,,2,2,2,2
2024-05-06,OCEANSIDE,,1,1,1,1
2024-05-06,SAN DIEGO,,17,17,17,17
2024-05-06,SHERIFF,,16,16,16,16
2024-05-07,CARLSBAD,,7,7,7,7
2024-05-07,CHULA VISTA,,1,1,1,1
2024-05-07,EL CAJON,,2,2,2,2
2024-05-07,ESCONDIDO,,1,1,1,1
2024-05-07,HARBOR POLICE,,2,2,2,2
2024-05-07,LA MESA,,1,1,1,1
2024-05-07,OCEANSIDE,,1,1,1,1
2024-05-07,SAN DIEGO,,16,16,16,16
2024-05-07,SHERIFF,,7,6,7,7
2024-05-08,CARLSBAD,,2,2,2,2
2024-05-08,CHULA VISTA,,2,2,2,2
2024-05-08,ESCONDIDO,,8,8,8,8
2024-05-08,HARBOR POLICE,,6,6,6,6
2024-05-08,LA MESA,,1,1,1,1
2024-05-08,NATIONAL CITY,,2,2,2,2
2024-05-08,OCEANSIDE,,1,1,1,1
2024-05-08,SAN DIEGO,,17,17,17,17
2024-05-08,SHERIFF,,17,17,17,17
2024-05-09,CARLSBAD,,1,1,1,1
2024-05-09,CHULA VISTA,,4,3,4,4
2024-05-09,EL CAJON,,3,2,3,3
2024-05-09,ESCONDIDO,,5,5,5,5
2024-05-09,LA MESA,,1,1,1,1
2024-05-09,NATIONAL CITY,,1,1,1,1
2024-05-09,OCEANSIDE,,3,3,3,3
2024-05-09,SAN DIEGO,,26,26,26,26
2024-05-09,SHERIFF,,16,16,16,16
2024-05-10,CARLSBAD,,1,1,1,1
2024-05-10,CHULA VISTA,,2,2,2,2
2024-05-10,ESCONDIDO,,3,3,3,3
2024-05-10,HARBOR POLICE,,1,1,1,1
2024-05-10,LA MESA,,1,1,1,1
2024-05-10,NATIONAL CITY,,1,1,1,1
2024-05-10,OCEANSIDE,,6,4,5,5
2024-05-10,SAN DIEGO,,17,14,16,16
2024-05-10,SHERIFF,,25,24,25,25
2024-05-11,CARLSBAD,,6,6,6,6
2024-05-11,CHULA VISTA,,1,1,1,1
2024-05-11,EL CAJON,,1,1,1,1
2024-05-11,ESCONDIDO,,3,3,3,3
2024-05-11,HARBOR POLICE,,2,2,2,2
2024-05-11,LA MESA,,1,1,1,1
2024-05-11,NATIONAL CITY,,1,1,1,1
2024-05-11,OCEANSIDE,,2,2,2,2
2024-05-11,SAN DIEGO,,25,25,25,25
2024-05-11,SHERIFF,,10,10,10,10
2024-05-12,CARLSBAD,,1,1,1,1
2024-05-12,CHULA VISTA,,3,3,3,3
2024-05-12,EL CAJON,,2,2,2,2
2024-05-12,ESCONDIDO,,2,2,2,2
2024-05-12,HARBOR POLICE,,3,3,3,3
2024-05-12,LA MESA,,4,4,4,4
2024-05-12,NATIONAL CITY,,2,2,2,2
2024-05-12,OCEANSIDE,,3,3,3,3
2024-05-12,SAN DIEGO,,23,23,23,23
2024-05-12,SHERIFF,,24,23,24,24
2024-05-13,CARLSBAD,,2,2,2,2
2024-05-13,EL CAJON,,4,4,4,4
2024-05-13,ESCONDIDO,,3,3,3,3
2024-05-13,HARBOR POLICE,,4,4,4,4
2024-05-13,OCEANSIDE,,1,1,1,1
2024-05-13,SAN DIEGO,,12,12,12,12
2024-05-13,SHERIFF,,15,15,15,15
2024-05-14,CARLSBAD,,2,2,2,2
2024-05-14,EL CAJON,,1,1,1,1
2024-05-14,ESCONDIDO,,5,5,5,5
2024-05-14,HARBOR POLICE,,1,1,1,1
2024-05-14,LA MESA,,1,1,1,1
2024-05-14,NATIONAL CITY,,2,2,2,2
2024-05-14,OCEANSIDE,,4,4,4,4
2024-05-14,SAN DIEGO,,23,20,23,23
2024-05-14,SHERIFF,,18,18,18,18
2024-05-15,CARLSBAD,,2,2,2,2
2024-05-15,CHULA VISTA,,5,5,5,5
2024-05-15,EL CAJON,,1,1,1,1
2024-05-15,ESCONDIDO,,1,1,1,1
2024-05-15,HARBOR POLICE,,1,1,1,1
2024-05-15,LA MESA,,2,2,2,2
2024-05-15,OCEANSIDE,,2,2,2,2
2024-05-15,SAN DIEGO,,13,13,13,13
2024-05-15,SHERIFF,,23,23,23,23
2024-05-16,CARLSBAD,,2,2,2,2
2024-05-16,CHULA VISTA,,3,3,3,3
2024-05-16,EL CAJON,,1,1,1,1
2024-05-16,ESCONDIDO,,5,5,5,5
2024-05-16,HARBOR POLICE,,1,1,1,1
2024-05-16,LA MESA,,1,1,1,1
2024-05-16,NATIONAL CITY,,2,2,2,2
2024-05-16,OCEANSIDE,,2,2,2,2
2024-05-16,SAN DIEGO,,20,20,20,20
2024-05-16,SHERIFF,,13,13,13,13
2024-05-17,CHULA VISTA,,2,2,2,2
2024-05-17,EL CAJON,,2,2,2,2
2024-05-17,ESCONDIDO,,8,8,8,8
2024-05-17,HARBOR POLICE,,1,1,1,1
2024-05-17,LA MESA,,1,1,1,1
2024-05-17,NATIONAL CITY,,1,1,1,1
2024-05-17,OCEANSIDE,,4,4,4,4
2024-05-17,SAN DIEGO,,17,17,17,17
2024-05-17,SHERIFF,,16,16,16,16
2024-05-18,CHULA VISTA,,7,7,7,7
2024-05-18,EL CAJON,,4,3,4,4
2024-05-18,ESCONDIDO,,4,4,4,4
2024-05-18,HARBOR POLICE,,1,1,1,1
2024-05-18,NATIONAL CITY,,3,3,3,3
2024-05-18,OCEANSIDE,,2,2,2,2
2024-05-18,SAN DIEGO,,37,34,37,37
2024-05-18,SHERIFF,,17,17,17,17
2024-05-19,CARLSBAD,,2,2,2,2
2024-05-19,CHULA VISTA,,5,5,5,5
2024-05-19,EL CAJON,,1,1,1,1
2024-05-19,ESCONDIDO,,11,11,11,11
2024-05-19,HARBOR POLICE,,1,1,1,1
2024-05-19,LA MESA,,1,1,1,1
2024-05-19,NATIONAL CITY,,2,2,2,2
2024-05-19,OCEANSIDE,,6,6,6,6
2024-05-19,SAN DIEGO,,15,15,15,15
2024-05-19,SHERIFF,,10,10,10,10
2024-05-20,CARLSBAD,,1,1,1,1
2024-05-20,CHULA VISTA,,1,1,1,1
2024-05-20,EL CAJON,,2,2,2,2
2024-05-20,ESCONDIDO,,4,4,4,4
2024-05-20,LA MESA,,1,1,1,1
2024-05-20,NATIONAL CITY,,1,1,1,1
2024-05-20,OCEANSIDE,,4,4,4,4
2024-05-20,SAN DIEGO,,15,15,15,15
2024-05-20,SHERIFF,,15,15,15,15
2024-05-21,CHULA VISTA,,2,2,2,2
2024-05-21,EL CAJON,,5,5,5,5
2024-05-21,ESCONDIDO,,6,6,6,6
2024-05-21,HARBOR POLICE,,2,2,2,2
2024-05-21,LA MESA,,3,3,3,3
2024-05-21,NATIONAL CITY,,1,1,1,1
2024-05-21,OCEANSIDE,,2,2,2,2
2024-05-21,SAN DIEGO,,7,7,7,7
2024-05-21,SHERIFF,,23,23,23,23
2024-05-22,CARLSBAD,,1,1,1,1
2024-05-22,CHULA VISTA,,3,3,3,3
2024-05-22,EL CAJON,,1,1,1,1
2024-05-22,ESCONDIDO,,2,2,2,2
2024-05-22,HARBOR POLICE,,3,3,3,3
2024-05-22,LA MESA,,3,3,3,3
2024-05-22,NATIONAL CITY,,3,3,3,3
2024-05-22,OCEANSIDE,,1,1,1,1
2024-05-22,SAN DIEGO,,21,21,21,21
2024-05-22,SHERIFF,,16,16,16,16
2024-05-23,CARLSBAD,,1,1,1,1
2024-05-23,CHULA VISTA,,4,4,4,4
2024-05-23,EL CAJON,,1,1,1,1
2024-05-23,ESCONDIDO,,6,6,6,6
2024-05-23,HARBOR POLICE,,1,1,1,1
2024-05-23,LA MESA,,1,1,1,1
2024-05-23,OCEANSIDE,,1,1,1,1
2024-05-23,SAN DIEGO,,13,13,13,13
2024-05-23,SHERIFF,,15,15,15,15
2024-05-24,CARLSBAD,,2,2,2,2
2024-05-24,CHULA VISTA,,7,7,7,7
2024-05-24,EL CAJON,,1,1,1,1
2024-05-24,ESCONDIDO,,8,8,8,8
2024-05-24,HARBOR POLICE,,2,2,2,2
2024-05-24,LA MESA,,3,3,3,3
2024-05-24,NATIONAL CITY,,1,1,1,1
2024-05-24,OCEANSIDE,,2,2,2,2
2024-05-24,SAN DIEGO,,38,38,38,38
2024-05-24,SHERIFF,,23,23,23,23
2024-05-25,CARLSBAD,,2,2,2,2
2024-05-25,CHULA VISTA,,1,1,1,1
2024-05-25,EL CAJON,,3,3,3,3
2024-05-25,ESCONDIDO,,1,1,1,1
2024-05-25,HARBOR POLICE,,3,3,3,3
2024-05-25,LA MESA,,1,1,1,1
2024-05-25,NATIONAL CITY,,2,2,2,2
2024-05-25,OCEANSIDE,,2,2,2,2
2024-05-25,SAN DIEGO,,29,29,29,29
2024-05-25,SHERIFF,,12,12,12,12
2024-05-26,CARLSBAD,,3,3,3,3
2024-05-26,CHULA VISTA,,1,1,1,1
2024-05-26,EL CAJON,,1,1,1,1
2024-05-26,ESCONDIDO,,5,5,5,5
2024-05-26,HARBOR POLICE,,1,1,1,1
2024-05-26,LA MESA,,1,1,1,1
2024-05-26,OCEANSIDE,,3,3,3,3
2024-05-26,SAN DIEGO,,29,28,29,29
2024-05-26,SHERIFF,,12,12,12,12
2024-05-27,CARLSBAD,,5,5,5,5
2024-05-27,CHULA VISTA,,3,3,3,3
2024-05-27,EL CAJON,,3,3,3,3
2024-05-27,ESCONDIDO,,6,6,6,6
2024-05-27,HARBOR POLICE,,1,1,1,1
2024-05-27,LA MESA,,1,1,1,1
2024-05-27,OCEANSIDE,,3,3,3,3
2024-05-27,SAN DIEGO,,23,22,23,23
2024-05-27,SHERIFF,,9,9,9,9
2024-05-28,CARLSBAD,,3,3,3,3
2024-05-28,CHULA VISTA,,2,2,2,2
2024-05-28,EL CAJON,,4,4,4,4
2024-05-28,ESCONDIDO,,5,5,5,5
2024-05-28,LA MESA,,2,2,2,2
2024-05-28,OCEANSIDE,,4,4,4,4
2024-05-28,SAN DIEGO,,15,15,15,15
2024-05-28,SHERIFF,,16,16,16,16
2024-05-29,CARLSBAD,,1,1,1,1
2024-05-29,CHULA VISTA,,3,3,3,3
2024-05-29,EL CAJON,,1,1,1,1
2024-05-29,ESCONDIDO,,3,3,3,3
2024-05-29,LA MESA,,4,3,4,4
2024-05-29,NATIONAL CITY,,3,2,2,2
2024-05-29,OCEANSIDE,,1,1,1,1
2024-05-29,SAN DIEGO,,12,12,12,12
2024-05-29,SHERIFF,,5,5,5,5
2024-05-30,CARLSBAD,,4,4,4,4
2024-05-30,CHULA VISTA,,4,4,4,4
2024-05-30,EL CAJON,,1,1,1,1
2024-05-30,ESCONDIDO,,6,5,6,6
2024-05-30,OCEANSIDE,,3,3,3,3
2024-05-30,SAN DIEGO,,14,14,14,14
2024-05-30,SHERIFF,,14,14,14,14
2024-05-31,CARLSBAD,,6,6,6,6
2024-05-31,CHULA VISTA,,6,6,6,6
2024-05-31,EL CAJON,,3,3,3,3
2024-05-31,ESCONDIDO,,5,5,5,5
2024-05-31,HARBOR POLICE,,1,1,1,1
2024-05-31,LA MESA,,3,3,3,3
2024-05-31,NATIONAL CITY,,2,2,2,2
2024-05-31,SAN DIEGO,,23,22,23,23
2024-05-31,SHERIFF,,14,14,14,14
2024-06-01,CARLSBAD,,2,2,2,2
2024-06-01,CHULA VISTA,,1,1,1,1
2024-06-01,EL CAJON,,1,1,1,1
2024-06-01,ESCONDIDO,,7,7,7,7
2024-06-01,LA MESA,,1,1,1,1
2024-06-01,NATIONAL CITY,,1,1,1,1
2024-06-01,OCEANSIDE,,3,3,3,3
2024-06-01,SAN DIEGO,,15,15,15,15
2024-06-01,SHERIFF,,15,12,15,13
2024-06-02,CHULA VISTA,,3,3,3,3
2024-06-02,EL CAJON,,3,3,3,3
2024-06-02,ESCONDIDO,,8,6,8,8
2024-06-02,HARBOR POLICE,,2,2,2,2
2024-06-02,NATIONAL CITY,,1,1,1,1
2024-06-02,OCEANSIDE,,2,2,2,2
2024-06-02,SAN DIEGO,,24,24,24,24
2024-06-02,SHERIFF,,8,8,8,8
2024-06-03,CHULA VISTA,,1,1,1,1
2024-06-03,ESCONDIDO,,1,1,1,1
2024-06-03,HARBOR POLICE,,4,4,4,4
2024-06-03,LA MESA,,3,3,3,3
2024-06-03,OCEANSIDE,,3,3,3,3
2024-06-03,SAN DIEGO,,21,20,21,21
2024-06-03,SHERIFF,,19,19,19,19
2024-06-04,CHULA VISTA,,2,2,2,2
2024-06-04,EL CAJON,,2,2,2,2
2024-06-04,ESCONDIDO,,9,9,9,9
2024-06-04,NATIONAL CITY,,1,1,1,1
2024-06-04,OCEANSIDE,,2,2,2,2
2024-06-04,SAN DIEGO,,17,17,17,17
2024-06-04,SHERIFF,,17,17,17,17
2024-06-05,CARLSBAD,,1,1,1,1
2024-06-05,EL CAJON,,2,2,2,2
2024-06-05,ESCONDIDO,,5,5,5,5
2024-06-05,LA MESA,,2,2,2,2
2024-06-05,OCEANSIDE,,3,3,3,3
2024-06-05,SAN DIEGO,,8,8,8,8
2024-06-05,SHERIFF,,19,19,19,19
2024-06-06,CARLSBAD,,1,1,1,1
2024-06-06,EL CAJON,,2,2,2,2
2024-06-06,ESCONDIDO,,3,3,3,3
2024-06-06,LA MESA,,4,4,4,4
2024-06-06,OCEANSIDE,,2,2,2,2
2024-06-06,SAN DIEGO,,14,14,14,14
2024-06-06,SHERIFF,,12,12,12,12
2024-06-07,CARLSBAD,,3,3,3,3
2024-06-07,CHULA VISTA,,2,2,2,2
2024-06-07,EL CAJON,,3,3,3,3
2024-06-07,ESCONDIDO,,6,6,6,6
2024-06-07,LA MESA,,1,1,1,1
2024-06-07,NATIONAL CITY,,1,1,1,1
2024-06-07,OCEANSIDE,,4,4,4,4
2024-06-07,SAN DIEGO,,33,33,33,33
2024-06-07,SHERIFF,,23,23,23,23
2024-06-08,CARLSBAD,,1,1,1,1
2024-06-08,CHULA VISTA,,5,5,5,5
2024-06-08,EL CAJON,,2,2,2,2
2024-06-08,ESCONDIDO,,5,5,5,5
2024-06-08,HARBOR POLICE,,1,1,1,1
2024-06-08,LA MESA,,3,3,3,3
2024-06-08,NATIONAL CITY,,4,4,4,4
2024-06-08,OCEANSIDE,,4,4,4,4
2024-06-08,SAN DIEGO,,30,28,30,30
2024-06-08,SHERIFF,,16,16,16,16
2024-06-09,CARLSBAD,,4,4,4,4
2024-06-09,CHULA VISTA,,2,2,2,2
2024-06-09,EL CAJON,,3,2,3,3
2024-06-09,ESCONDIDO,,3,3,3,3
2024-06-09,HARBOR POLICE,,3,3,3,3
2024-06-09,LA MESA,,3,3,3,3
2024-06-09,NATIONAL CITY,,2,2,2,2
2024-06-09,SAN DIEGO,,24,24,24,24
2024-06-09,SHERIFF,,9,9,9,9
2024-06-10,CARLSBAD,,2,2,2,2
2024-06-10,CHULA VISTA,,5,5,5,5
2024-06-10,EL CAJON,,5,3,5,5
2024-06-10,ESCONDIDO,,4,4,4,4
2024-06-10,NATIONAL CITY,,1,1,1,1
2024-06-10,OCEANSIDE,,5,5,5,5
2024-06-10,SAN DIEGO,,9,9,9,9
2024-06-10,SHERIFF,,16,16,16,16
2024-06-11,CHULA VISTA,,1,1,1,1
2024-06-11,ESCONDIDO,,7,5,7,7
2024-06-11,HARBOR POLICE,,1,1,1,1
2024-06-11,LA MESA,,2,2,2,2
2024-06-11,OCEANSIDE,,2,2,2,2
2024-06-11,SAN DIEGO,,11,11,11,11
2024-06-11,SHERIFF,,11,11,11,11
2024-06-12,CARLSBAD,,1,1,1,1
2024-06-12,CHULA VISTA,,1,1,1,1
2024-06-12,EL CAJON,,1,1,1,1
2024-06-12,ESCONDIDO,,2,2,2,2
2024-06-12,NATIONAL CITY,,2,2,2,2
2024-06-12,OCEANSIDE,,1,1,1,1
2024-06-12,SAN DIEGO,,17,17,17,17
2024-06-12,SHERIFF,,18,18,18,18
2024-06-13,CARLSBAD,,2,2,2,2
2024-06-13,CHULA VISTA,,1,1,1,1
2024-06-13,EL CAJON,,2,2,2,2
2024-06-13,ESCONDIDO,,5,5,5,5
2024-06-13,HARBOR POLICE,,1,1,1,1
2024-06-13,OCEANSIDE,,4,4,4,4
2024-06-13,SAN DIEGO,,21,21,21,21
2024-06-13,SHERIFF,,15,15,15,15
2024-06-14,CHULA VISTA,,9,9,9,9
2024-06-14,EL CAJON,,2,2,2,2
2024-06-14,ESCONDIDO,,9,9,9,9
2024-06-14,HARBOR POLICE,,1,1,1,1
2024-06-14,LA MESA,,2,2,2,2
2024-06-14,NATIONAL CITY,,1,1,1,1
2024-06-14,OCEANSIDE,,6,6,6,6
2024-06-14,SAN DIEGO,,17,16,17,17
2024-06-14,SHERIFF,,18,17,18,18
2024-06-15,CARLSBAD,,3,3,3,3
2024-06-15,CHULA VISTA,,10,10,10,10
2024-06-15,EL CAJON,,1,1,1,1
2024-06-15,ESCONDIDO,,6,6,6,6
2024-06-15,HARBOR POLICE,,1,1,1,1
2024-06-15,LA MESA,,3,3,3,3
2024-06-15,NATIONAL CITY,,3,3,3,3
2024-06-15,OCEANSIDE,,3,3,3,3
2024-06-15,SAN DIEGO,,29,28,29,29
2024-06-15,SHERIFF,,13,13,13,13
2024-06-16,CARLSBAD,,3,3,3,3
2024-06-16,CHULA VISTA,,2,2,2,2
2024-06-16,ESCONDIDO,,4,4,4,4
2024-06-16,LA MESA,,3,3,3,3
2024-06-16,NATIONAL CITY,,3,3,3,3
2024-06-16,OCEANSIDE,,5,5,5,5
2024-06-16,SAN DIEGO,,31,31,31,31
2024-06-16,SHERIFF,,16,16,16,16
2024-06-17,CARLSBAD,,2,2,2,2
2024-06-17,CHULA VISTA,,2,2,2,2
2024-06-17,EL CAJON,,1,1,1,1
2024-06-17,ESCONDIDO,,2,2,2,2
2024-06-17,HARBOR POLICE,,3,3,3,3
2024-06-17,LA MESA,,3,3,3,3
2024-06-17,NATIONAL CITY,,3,3,3,3
2024-06-17,OCEANSIDE,,2,2,2,2
2024-06-17,SAN DIEGO,,24,23,24,24
2024-06-17,SHERIFF,,17,17,17,17
2024-06-18,CARLSBAD,,3,3,3,3
2024-06-18,CHULA VISTA,,3,3,3,3
2024-06-18,EL CAJON,,2,2,2,2
2024-06-18,ESCONDIDO,,3,3,3,3
2024-06-18,HARBOR POLICE,,1,1,1,1
2024-06-18,LA MESA,,1,1,1,1
2024-06-18,NATIONAL CITY,,2,2,2,2
2024-06-18,OCEANSIDE,,3,3,3,3
2024-06-18,SAN DIEGO,,15,14,15,15
2024-06-18,SHERIFF,,26,21,26,26
2024-06-19,CARLSBAD,,3,3,3,3
2024-06-19,CHULA VISTA,,1,1,1,1
2024-06-19,EL CAJON,,2,2,2,2
2024-06-19,ESCONDIDO,,7,7,7,7
2024-06-19,LA MESA,,1,1,1,1
2024-06-19,NATIONAL CITY,,1,1,1,1
2024-06-19,OCEANSIDE,,2,2,2,2
2024-06-19,SAN DIEGO,,14,14,14,14
2024-06-19,SHERIFF,,7,6,7,7
2024-06-20,CHULA VISTA,,4,4,4,4
2024-06-20,EL CAJON,,3,3,3,3
2024-06-20,ESCONDIDO,,2,2,2,2
2024-06-20,LA MESA,,2,2,2,2
2024-06-20,NATIONAL CITY,,2,2,2,2
2024-06-20,OCEANSIDE,,2,2,2,2
2024-06-20,SAN DIEGO,,19,18,19,19
2024-06-20,SHERIFF,,15,15,15,15
2024-06-21,CARLSBAD,,7,6,7,7
2024-06-21,CHULA VISTA,,2,2,2,2
2024-06-21,EL CAJON,,7,5,7,7
2024-06-21,ESCONDIDO,,5,5,5,5
2024-06-21,HARBOR POLICE,,1,1,1,1
2024-06-21,OCEANSIDE,,2,2,2,2
2024-06-21,SAN DIEGO,,18,18,18,18
2024-06-21,SHERIFF,,17,17,17,17
2024-06-22,CARLSBAD,,3,3,3,3
2024-06-22,CHULA VISTA,,4,4,4,4
2024-06-22,EL CAJON,,12,8,12,12
2024-06-22,ESCONDIDO,,6,6,6,6
2024-06-22,OCEANSIDE,,2,2,2,2
2024-06-22,SAN DIEGO,,28,27,28,28
2024-06-22,SHERIFF,,9,8,9,9
2024-06-23,CARLSBAD,,4,4,4,4
2024-06-23,CHULA VISTA,,10,8,10,10
2024-06-23,EL CAJON,,19,9,19,19
2024-06-23,ESCONDIDO,,4,4,4,4
2024-06-23,HARBOR POLICE,,2,2,2,2
2024-06-23,LA MESA,,1,1,1,1
2024-06-23,NATIONAL CITY,,1,1,1,1
2024-06-23,OCEANSIDE,,2,2,2,2
2024-06-23,SAN DIEGO,,20,20,20,20
2024-06-23,SHERIFF,,18,16,18,18
2024-06-24,CARLSBAD,,1,1,1,1
2024-06-24,EL CAJON,,4,4,4,4
2024-06-24,ESCONDIDO,,2,2,2,2
2024-06-24,HARBOR POLICE,,2,2,2,2
2024-06-24,NATIONAL CITY,,4,4,4,4
2024-06-24,OCEANSIDE,,2,2,2,2
2024-06-24,SAN DIEGO,,13,12,13,13
2024-06-24,SHERIFF,,12,12,12,12
2024-06-25,CARLSBAD,,1,1,1,1
2024-06-25,CHULA VISTA,,4,3,4,4
2024-06-25,EL CAJON,,1,1,1,1
2024-06-25,ESCONDIDO,,4,4,4,4
2024-06-25,HARBOR POLICE,,1,1,1,1
2024-06-25,LA MESA,,2,2,2,2
2024-06-25,OCEANSIDE,,1,1,1,1
2024-06-25,SAN DIEGO,,21,20,20,20
2024-06-25,SHERIFF,,20,20,20,20
2024-06-26,CARLSBAD,,1,1,1,1
2024-06-26,CHULA VISTA,,6,6,6,6
2024-06-26,EL CAJON,,1,1,1,1
2024-06-26,ESCONDIDO,,5,5,5,5
2024-06-26,HARBOR POLICE,,1,1,1,1
2024-06-26,LA MESA,,1,1,1,1
2024-06-26,NATIONAL CITY,,2,2,2,2
2024-06-26,OCEANSIDE,,2,2,2,2
2024-06-26,SAN DIEGO,,13,13,13,13
2024-06-26,SHERIFF,,15,13,14,14
2024-06-27,CARLSBAD,,1,1,1,1
2024-06-27,CHULA VISTA,,5,5,5,5
2024-06-27,EL CAJON,,3,2,3,3
2024-06-27,ESCONDIDO,,3,3,3,3
2024-06-27,OCEANSIDE,,5,5,5,5
2024-06-27,SAN DIEGO,,22,21,22,22
2024-06-27,SHERIFF,,15,15,15,15
2024-06-28,CARLSBAD,,2,2,2,2
2024-06-28,CHULA VISTA,,9,9,9,9
2024-06-28,ESCONDIDO,,6,5,6,6
2024-06-28,LA MESA,,1,1,1,1
2024-06-28,OCEANSIDE,,1,1,1,1
2024-06-28,SAN DIEGO,,32,32,32,32
2024-06-28,SHERIFF,,21,21,21,21
2024-06-29,CARLSBAD,,4,4,4,4
2024-06-29,CHULA VISTA,,3,3,3,3
2024-06-29,EL CAJON,,6,5,6,6
2024-06-29,ESCONDIDO,,9,9,9,9
2024-06-29,HARBOR POLICE,,2,2,2,2
2024-06-29,LA MESA,,2,2,2,2
2024-06-29,NATIONAL CITY,,1,1,1,1
2024-06-29,OCEANSIDE,,3,3,3,3
2024-06-29,SAN DIEGO,,34,33,34,34
2024-06-29,SHERIFF,,22,22,22,22
2024-06-30,CARLSBAD,,4,4,4,4
2024-06-30,CHULA VISTA,,5,5,5,5
2024-06-30,EL CAJON,,2,2,2,2
2024-06-30,ESCONDIDO,,5,4,5,5
2024-06-30,HARBOR POLICE,,1,1,1,1
2024-06-30,LA MESA,,1,1,1,1
2024-06-30,OCEANSIDE,,4,4,4,4
2024-06-30,SAN DIEGO,,25,25,25,25
2024-06-30,SHERIFF,,7,7,7,7
2024-07-01,CARLSBAD,,3,3,3,3
