date,group_type,crime_against,source_rows,distinct_nibrs_offense_ids,distinct_case_numbers
2024-03-15,A,PE,30,30,29
2024-03-15,A,PR,108,108,105
2024-03-15,A,SO,24,24,18
2024-03-15,B,,33,33,33
2024-03-15,B,SO,12,12,12
2024-03-16,A,PE,54,54,48
2024-03-16,A,PR,91,91,85
2024-03-16,A,SO,8,8,8
2024-03-16,B,,24,24,24
2024-03-16,B,SO,36,36,36
2024-03-17,A,PE,44,44,39
2024-03-17,A,PR,80,80,78
2024-03-17,A,SO,11,11,11
2024-03-17,B,,40,40,40
2024-03-17,B,SO,29,29,29
2024-03-18,A,PE,29,29,26
2024-03-18,A,PR,102,102,97
2024-03-18,A,SO,21,21,18
2024-03-18,B,,41,41,41
2024-03-18,B,SO,10,10,10
2024-03-19,A,PE,33,33,30
2024-03-19,A,PR,94,94,92
2024-03-19,A,SO,20,20,16
2024-03-19,B,,40,40,40
2024-03-19,B,SO,4,4,4
2024-03-20,A,PE,42,42,38
2024-03-20,A,PR,81,81,80
2024-03-20,A,SO,21,21,15
2024-03-20,B,,50,50,50
2024-03-20,B,SO,9,9,9
2024-03-21,A,PE,34,34,30
2024-03-21,A,PR,93,93,91
2024-03-21,A,SO,16,16,12
2024-03-21,B,,39,39,39
2024-03-21,B,SO,7,7,7
2024-03-22,A,PE,41,41,37
2024-03-22,A,PR,109,109,106
2024-03-22,A,SO,25,25,16
2024-03-22,B,,36,36,36
2024-03-22,B,SO,16,16,16
2024-03-23,A,PE,23,23,22
2024-03-23,A,PR,91,91,88
2024-03-23,A,SO,22,22,13
2024-03-23,B,,31,31,31
2024-03-23,B,SO,18,18,18
2024-03-24,A,PE,28,28,23
2024-03-24,A,PR,86,86,85
2024-03-24,A,SO,6,6,4
2024-03-24,B,,31,31,31
2024-03-24,B,SO,12,12,12
2024-03-25,A,PE,34,34,32
2024-03-25,A,PR,86,86,81
2024-03-25,A,SO,26,26,20
2024-03-25,B,,48,48,48
2024-03-25,B,SO,8,8,8
2024-03-26,A,PE,30,30,25
2024-03-26,A,PR,82,82,81
2024-03-26,A,SO,12,12,9
2024-03-26,B,,39,39,39
2024-03-26,B,SO,5,5,5
2024-03-27,A,PE,37,37,31
2024-03-27,A,PR,108,108,102
2024-03-27,A,SO,30,30,22
2024-03-27,B,,60,60,60
2024-03-27,B,SO,17,17,17
2024-03-28,A,PE,23,23,22
2024-03-28,A,PR,113,113,107
2024-03-28,A,SO,29,29,24
2024-03-28,B,,53,53,53
2024-03-28,B,SO,14,14,13
2024-03-29,A,PE,29,29,24
2024-03-29,A,PR,125,125,116
2024-03-29,A,SO,22,22,15
2024-03-29,B,,51,51,51
2024-03-29,B,SO,8,8,8
2024-03-30,A,PE,37,37,32
2024-03-30,A,PR,93,93,87
2024-03-30,A,SO,11,11,9
2024-03-30,B,,34,34,34
2024-03-30,B,SO,17,17,17
2024-03-31,A,PE,39,39,36
2024-03-31,A,PR,74,74,71
2024-03-31,A,SO,16,16,12
2024-03-31,B,,25,25,25
2024-03-31,B,SO,14,14,14
2024-04-01,A,PE,38,38,34
2024-04-01,A,PR,143,143,136
2024-04-01,A,SO,24,24,19
2024-04-01,B,,47,47,47
2024-04-01,B,SO,13,13,13
2024-04-02,A,PE,32,32,28
2024-04-02,A,PR,110,110,108
2024-04-02,A,SO,13,13,9
2024-04-02,B,,49,49,49
2024-04-02,B,SO,10,10,10
2024-04-03,A,PE,23,23,21
2024-04-03,A,PR,133,133,119
2024-04-03,A,SO,31,31,23
2024-04-03,B,,46,46,46
2024-04-03,B,SO,8,8,8
2024-04-04,A,PE,37,37,33
2024-04-04,A,PR,74,74,71
2024-04-04,A,SO,23,23,15
2024-04-04,B,,42,42,42
2024-04-04,B,SO,13,13,13
2024-04-05,A,PE,48,48,39
2024-04-05,A,PR,112,112,106
2024-04-05,A,SO,35,35,22
2024-04-05,B,,46,46,46
2024-04-05,B,SO,12,12,12
2024-04-06,A,PE,49,49,46
2024-04-06,A,PR,89,89,86
2024-04-06,A,SO,10,10,8
2024-04-06,B,,42,42,42
2024-04-06,B,SO,22,22,22
2024-04-07,A,PE,38,38,37
2024-04-07,A,PR,89,89,83
2024-04-07,A,SO,8,8,7
2024-04-07,B,,39,39,39
2024-04-07,B,SO,22,22,21
2024-04-08,A,PE,33,33,24
2024-04-08,A,PR,113,113,107
2024-04-08,A,SO,21,21,17
2024-04-08,B,,35,35,35
2024-04-08,B,SO,8,8,8
2024-04-09,A,PE,30,30,28
2024-04-09,A,PR,127,127,119
2024-04-09,A,SO,26,26,18
2024-04-09,B,,47,47,47
2024-04-09,B,SO,8,8,8
2024-04-10,A,PE,43,43,38
2024-04-10,A,PR,107,107,101
2024-04-10,A,SO,22,22,18
2024-04-10,B,,54,54,54
2024-04-10,B,SO,16,16,16
2024-04-11,A,PE,38,38,34
2024-04-11,A,PR,96,96,89
2024-04-11,A,SO,21,21,17
2024-04-11,B,,49,49,49
2024-04-11,B,SO,7,7,7
2024-04-12,A,PE,34,34,27
2024-04-12,A,PR,116,116,111
2024-04-12,A,SO,23,23,17
2024-04-12,B,,47,47,47
2024-04-12,B,SO,10,10,10
2024-04-13,A,PE,58,58,48
2024-04-13,A,PR,121,121,109
2024-04-13,A,SO,15,15,10
2024-04-13,B,,31,31,31
2024-04-13,B,SO,17,17,17
2024-04-14,A,PE,35,35,33
2024-04-14,A,PR,98,98,92
2024-04-14,A,SO,7,7,6
2024-04-14,B,,31,31,31
2024-04-14,B,SO,22,22,22
2024-04-15,A,PE,27,27,26
2024-04-15,A,PR,94,94,87
2024-04-15,A,SO,17,17,12
2024-04-15,B,,51,51,51
2024-04-15,B,SO,8,8,8
2024-04-16,A,PE,29,29,27
2024-04-16,A,PR,98,98,91
2024-04-16,A,SO,25,25,19
2024-04-16,B,,49,49,49
2024-04-16,B,SO,5,5,5
2024-04-17,A,PE,32,32,28
2024-04-17,A,PR,108,108,102
2024-04-17,A,SO,28,28,20
2024-04-17,B,,46,46,46
2024-04-17,B,SO,6,6,6
2024-04-18,A,PE,33,33,28
2024-04-18,A,PR,104,104,97
2024-04-18,A,SO,20,20,13
2024-04-18,B,,51,51,51
2024-04-18,B,SO,9,9,9
2024-04-19,A,PE,35,35,32
2024-04-19,A,PR,117,117,115
2024-04-19,A,SO,25,25,17
2024-04-19,B,,50,50,50
2024-04-19,B,SO,8,8,8
2024-04-20,A,PE,40,40,33
2024-04-20,A,PR,89,89,87
2024-04-20,A,SO,16,16,15
2024-04-20,B,,36,36,36
2024-04-20,B,SO,20,20,20
2024-04-21,A,PE,48,48,40
2024-04-21,A,PR,93,93,91
2024-04-21,A,SO,10,10,8
2024-04-21,B,,28,28,28
2024-04-21,B,SO,20,20,20
2024-04-22,A,PE,27,27,25
2024-04-22,A,PR,115,115,108
2024-04-22,A,SO,25,25,16
2024-04-22,B,,53,53,53
2024-04-22,B,SO,8,8,8
2024-04-23,A,PE,37,37,30
2024-04-23,A,PR,107,107,102
2024-04-23,A,SO,19,19,15
2024-04-23,B,,67,67,67
2024-04-23,B,SO,8,8,8
2024-04-24,A,PE,31,31,30
2024-04-24,A,PR,96,96,88
2024-04-24,A,SO,33,33,28
2024-04-24,B,,61,61,61
2024-04-24,B,SO,10,10,10
2024-04-25,A,PE,28,28,26
2024-04-25,A,PR,99,99,96
2024-04-25,A,SO,16,16,12
2024-04-25,B,,49,49,49
2024-04-25,B,SO,8,8,8
2024-04-26,A,PE,28,28,27
2024-04-26,A,PR,108,108,103
2024-04-26,A,SO,7,7,6
2024-04-26,B,,39,39,39
2024-04-26,B,SO,12,12,12
2024-04-27,A,PE,56,56,43
2024-04-27,A,PR,115,115,106
2024-04-27,A,SO,19,19,14
2024-04-27,B,,36,36,36
2024-04-27,B,SO,20,20,20
2024-04-28,A,PE,42,42,32
2024-04-28,A,PR,103,103,96
2024-04-28,A,SO,11,11,9
2024-04-28,B,,37,37,37
2024-04-28,B,SO,14,14,13
2024-04-29,A,PE,27,27,23
2024-04-29,A,PR,106,106,100
2024-04-29,A,SO,22,22,15
2024-04-29,B,,43,43,43
2024-04-29,B,SO,7,7,7
2024-04-30,A,PE,38,38,32
2024-04-30,A,PR,96,96,92
2024-04-30,A,SO,18,18,12
2024-04-30,B,,48,48,48
2024-04-30,B,SO,8,8,8
2024-05-01,A,PE,52,52,46
2024-05-01,A,PR,126,126,119
2024-05-01,A,SO,15,15,12
2024-05-01,B,,46,46,46
2024-05-01,B,SO,5,5,5
2024-05-02,A,PE,24,24,22
2024-05-02,A,PR,82,82,79
2024-05-02,A,SO,17,17,13
2024-05-02,B,,47,47,47
2024-05-02,B,SO,13,13,12
2024-05-03,A,PE,39,39,32
2024-05-03,A,PR,116,116,112
2024-05-03,A,SO,30,30,22
2024-05-03,B,,58,58,58
2024-05-03,B,SO,10,10,10
2024-05-04,A,PE,45,45,40
2024-05-04,A,PR,127,127,122
2024-05-04,A,SO,9,9,5
2024-05-04,B,,41,41,41
2024-05-04,B,SO,14,14,13
2024-05-05,A,PE,43,43,37
2024-05-05,A,PR,107,107,104
2024-05-05,A,SO,12,12,10
2024-05-05,B,,35,35,35
2024-05-05,B,SO,25,25,25
2024-05-06,A,PE,31,31,28
2024-05-06,A,PR,117,117,105
2024-05-06,A,SO,19,19,14
2024-05-06,B,,38,38,38
2024-05-06,B,SO,9,9,9
2024-05-07,A,PE,34,34,31
2024-05-07,A,PR,117,117,109
2024-05-07,A,SO,19,19,15
2024-05-07,B,,42,42,42
2024-05-07,B,SO,7,7,7
2024-05-08,A,PE,50,50,42
2024-05-08,A,PR,97,97,94
2024-05-08,A,SO,24,24,18
2024-05-08,B,,55,55,55
2024-05-08,B,SO,7,7,7
2024-05-09,A,PE,41,41,39
2024-05-09,A,PR,93,93,92
2024-05-09,A,SO,16,16,15
2024-05-09,B,,51,51,51
2024-05-09,B,SO,10,10,10
2024-05-10,A,PE,33,33,31
2024-05-10,A,PR,143,143,134
2024-05-10,A,SO,18,18,15
2024-05-10,B,,45,45,45
2024-05-10,B,SO,9,9,9
2024-05-11,A,PE,52,52,43
2024-05-11,A,PR,114,114,107
2024-05-11,A,SO,28,28,21
2024-05-11,B,,42,42,42
2024-05-11,B,SO,23,23,23
2024-05-12,A,PE,42,42,38
2024-05-12,A,PR,96,96,90
2024-05-12,A,SO,11,11,11
2024-05-12,B,,35,35,35
2024-05-12,B,SO,21,21,21
2024-05-13,A,PE,31,31,28
2024-05-13,A,PR,110,110,105
2024-05-13,A,SO,30,30,22
2024-05-13,B,,50,50,50
2024-05-13,B,SO,9,9,9
2024-05-14,A,PE,28,28,27
2024-05-14,A,PR,119,119,115
2024-05-14,A,SO,20,20,15
2024-05-14,B,,56,56,56
2024-05-14,B,SO,5,5,5
2024-05-15,A,PE,37,37,37
2024-05-15,A,PR,111,111,105
2024-05-15,A,SO,23,23,17
2024-05-15,B,,52,52,52
2024-05-15,B,SO,4,4,4
2024-05-16,A,PE,28,28,24
2024-05-16,A,PR,116,116,108
2024-05-16,A,SO,17,17,14
2024-05-16,B,,54,54,54
2024-05-16,B,SO,11,11,10
2024-05-17,A,PE,34,34,33
2024-05-17,A,PR,123,123,114
2024-05-17,A,SO,12,12,11
2024-05-17,B,,40,40,40
2024-05-17,B,SO,9,9,9
2024-05-18,A,PE,48,48,42
2024-05-18,A,PR,109,109,106
2024-05-18,A,SO,16,16,13
2024-05-18,B,,50,50,50
2024-05-18,B,SO,23,23,23
2024-05-19,A,PE,39,39,36
2024-05-19,A,PR,104,104,101
2024-05-19,A,SO,20,20,15
2024-05-19,B,,38,38,38
2024-05-19,B,SO,11,11,11
2024-05-20,A,PE,31,31,30
2024-05-20,A,PR,121,121,113
2024-05-20,A,SO,27,27,20
2024-05-20,B,,50,50,50
2024-05-20,B,SO,6,6,6
2024-05-21,A,PE,40,40,37
2024-05-21,A,PR,80,80,77
2024-05-21,A,SO,31,31,21
2024-05-21,B,,46,46,46
2024-05-21,B,SO,3,3,3
2024-05-22,A,PE,21,21,20
2024-05-22,A,PR,92,92,87
2024-05-22,A,SO,26,26,20
2024-05-22,B,,58,58,58
2024-05-22,B,SO,9,9,9
2024-05-23,A,PE,30,30,29
2024-05-23,A,PR,100,100,97
2024-05-23,A,SO,15,15,13
2024-05-23,B,,36,36,36
2024-05-23,B,SO,9,9,9
2024-05-24,A,PE,37,37,36
2024-05-24,A,PR,102,102,100
2024-05-24,A,SO,23,23,19
2024-05-24,B,,46,46,46
2024-05-24,B,SO,23,23,23
2024-05-25,A,PE,54,54,46
2024-05-25,A,PR,108,108,102
2024-05-25,A,SO,20,20,15
2024-05-25,B,,43,43,43
2024-05-25,B,SO,24,24,24
2024-05-26,A,PE,42,42,32
2024-05-26,A,PR,88,88,84
2024-05-26,A,SO,17,17,16
2024-05-26,B,,28,28,28
2024-05-26,B,SO,28,28,28
2024-05-27,A,PE,53,53,49
2024-05-27,A,PR,99,99,91
2024-05-27,A,SO,31,31,20
2024-05-27,B,,35,35,35
2024-05-27,B,SO,12,12,12
2024-05-28,A,PE,36,36,33
2024-05-28,A,PR,98,98,93
2024-05-28,A,SO,18,18,12
2024-05-28,B,,47,47,47
2024-05-28,B,SO,6,6,6
2024-05-29,A,PE,40,40,39
2024-05-29,A,PR,115,115,111
2024-05-29,A,SO,20,20,15
2024-05-29,B,,59,59,59
2024-05-29,B,SO,5,5,5
2024-05-30,A,PE,29,29,28
2024-05-30,A,PR,114,114,107
2024-05-30,A,SO,11,11,10
2024-05-30,B,,37,37,37
2024-05-30,B,SO,7,7,7
2024-05-31,A,PE,26,26,23
2024-05-31,A,PR,123,123,117
2024-05-31,A,SO,18,18,14
2024-05-31,B,,48,48,48
2024-05-31,B,SO,16,16,16
2024-06-01,A,PE,46,46,41
2024-06-01,A,PR,144,144,132
2024-06-01,A,SO,23,23,19
2024-06-01,B,,39,39,39
2024-06-01,B,SO,14,14,14
2024-06-02,A,PE,58,58,43
2024-06-02,A,PR,94,94,88
2024-06-02,A,SO,19,19,14
2024-06-02,B,,39,39,39
2024-06-02,B,SO,24,24,24
2024-06-03,A,PE,36,36,35
2024-06-03,A,PR,120,120,115
2024-06-03,A,SO,18,18,15
2024-06-03,B,,45,45,45
2024-06-03,B,SO,12,12,12
2024-06-04,A,PE,34,34,32
2024-06-04,A,PR,88,88,88
2024-06-04,A,SO,19,19,13
2024-06-04,B,,60,60,60
2024-06-04,B,SO,5,5,5
2024-06-05,A,PE,37,37,35
2024-06-05,A,PR,96,96,91
2024-06-05,A,SO,16,16,11
2024-06-05,B,,36,36,36
2024-06-05,B,SO,4,4,4
2024-06-06,A,PE,49,49,41
2024-06-06,A,PR,105,105,97
2024-06-06,A,SO,24,24,20
2024-06-06,B,,46,46,46
2024-06-06,B,SO,6,6,6
