month,agency,domestic_violence_incident,source_rows,distinct_incidents,distinct_offense_ids
2023-07,OCEANSIDE,True,74,65,74
2023-07,SAN DIEGO,False,5245,4115,4628
2023-07,SAN DIEGO,True,507,434,506
2023-07,SHERIFF,False,2616,1939,2467
2023-07,SHERIFF,True,333,276,332
2023-08,CARLSBAD,False,453,340,440
2023-08,CARLSBAD,True,28,21,27
2023-08,CHULA VISTA,False,717,552,627
2023-08,CHULA VISTA,True,114,84,114
2023-08,EL CAJON,False,460,340,428
2023-08,EL CAJON,True,80,56,80
2023-08,ESCONDIDO,False,563,444,528
2023-08,ESCONDIDO,True,77,69,77
2023-08,HARBOR POLICE,False,146,111,139
2023-08,HARBOR POLICE,True,5,5,5
2023-08,LA MESA,False,228,163,208
2023-08,LA MESA,True,33,26,33
2023-08,NATIONAL CITY,False,230,179,210
2023-08,NATIONAL CITY,True,33,27,33
2023-08,OCEANSIDE,False,735,596,698
2023-08,OCEANSIDE,True,63,52,62
2023-08,SAN DIEGO,False,5335,4051,4560
2023-08,SAN DIEGO,True,473,407,471
2023-08,SHERIFF,False,2560,1943,2400
2023-08,SHERIFF,True,330,270,330
2023-09,CARLSBAD,False,361,280,351
2023-09,CARLSBAD,True,29,20,28
2023-09,CHULA VISTA,False,744,563,643
2023-09,CHULA VISTA,True,113,81,113
2023-09,EL CAJON,False,421,313,395
2023-09,EL CAJON,True,56,45,56
2023-09,ESCONDIDO,False,528,432,503
2023-09,ESCONDIDO,True,75,62,75
2023-09,HARBOR POLICE,False,131,102,125
2023-09,HARBOR POLICE,True,9,7,9
2023-09,LA MESA,False,216,150,192
2023-09,LA MESA,True,28,25,28
2023-09,NATIONAL CITY,False,211,155,191
2023-09,NATIONAL CITY,True,35,32,35
2023-09,OCEANSIDE,False,643,542,618
2023-09,OCEANSIDE,True,53,50,53
2023-09,SAN DIEGO,False,4950,3798,4248
2023-09,SAN DIEGO,True,513,432,510
2023-09,SHERIFF,False,2587,1929,2460
2023-09,SHERIFF,True,316,258,316
2023-10,CARLSBAD,False,395,330,387
2023-10,CARLSBAD,True,28,25,28
2023-10,CHULA VISTA,False,760,558,655
2023-10,CHULA VISTA,True,139,99,139
2023-10,EL CAJON,False,393,295,363
2023-10,EL CAJON,True,82,65,82
2023-10,ESCONDIDO,False,523,425,497
2023-10,ESCONDIDO,True,65,57,65
2023-10,HARBOR POLICE,False,135,115,131
2023-10,HARBOR POLICE,True,10,7,10
2023-10,LA MESA,False,175,135,161
2023-10,LA MESA,True,28,21,28
2023-10,NATIONAL CITY,False,224,171,196
2023-10,NATIONAL CITY,True,24,19,24
2023-10,OCEANSIDE,False,803,654,773
2023-10,OCEANSIDE,True,54,51,54
2023-10,SAN DIEGO,False,4714,3790,4249
2023-10,SAN DIEGO,True,457,389,457
2023-10,SHERIFF,False,2523,1879,2381
2023-10,SHERIFF,True,285,241,284
2023-11,CARLSBAD,False,384,303,373
2023-11,CARLSBAD,True,25,22,24
2023-11,CHULA VISTA,False,691,534,612
2023-11,CHULA VISTA,True,113,77,112
2023-11,EL CAJON,False,383,302,362
2023-11,EL CAJON,True,62,46,62
2023-11,ESCONDIDO,False,552,443,516
2023-11,ESCONDIDO,True,62,55,62
2023-11,HARBOR POLICE,False,148,111,142
2023-11,HARBOR POLICE,True,4,3,4
2023-11,LA MESA,False,200,142,187
2023-11,LA MESA,True,44,31,44
2023-11,NATIONAL CITY,False,264,201,235
2023-11,NATIONAL CITY,True,20,16,19
2023-11,OCEANSIDE,False,710,565,663
2023-11,OCEANSIDE,True,47,42,47
2023-11,SAN DIEGO,False,4633,3735,4172
2023-11,SAN DIEGO,True,454,384,448
2023-11,SHERIFF,False,2257,1715,2143
2023-11,SHERIFF,True,251,214,251
2023-12,CARLSBAD,False,414,332,404
2023-12,CARLSBAD,True,21,20,21
2023-12,CHULA VISTA,False,678,509,590
2023-12,CHULA VISTA,True,137,96,136
2023-12,EL CAJON,False,351,282,334
2023-12,EL CAJON,True,83,63,83
2023-12,ESCONDIDO,False,526,427,498
2023-12,ESCONDIDO,True,69,58,69
2023-12,HARBOR POLICE,False,147,106,135
2023-12,HARBOR POLICE,True,8,7,8
2023-12,LA MESA,False,257,180,239
2023-12,LA MESA,True,22,20,22
2023-12,NATIONAL CITY,False,213,169,190
2023-12,NATIONAL CITY,True,23,20,23
2023-12,OCEANSIDE,False,627,508,603
2023-12,OCEANSIDE,True,53,51,53
2023-12,SAN DIEGO,False,4647,3777,4221
2023-12,SAN DIEGO,True,457,400,454
2023-12,SHERIFF,False,2266,1687,2166
2023-12,SHERIFF,True,253,218,253
2024-01,CARLSBAD,False,386,324,376
2024-01,CARLSBAD,True,15,13,15
2024-01,CHULA VISTA,False,709,547,626
2024-01,CHULA VISTA,True,113,77,112
2024-01,EL CAJON,False,397,311,378
2024-01,EL CAJON,True,52,38,52
2024-01,ESCONDIDO,False,512,400,490
2024-01,ESCONDIDO,True,59,47,59
2024-01,HARBOR POLICE,False,128,99,121
2024-01,HARBOR POLICE,True,6,6,6
2024-01,LA MESA,False,220,160,206
2024-01,LA MESA,True,29,28,29
2024-01,NATIONAL CITY,False,291,217,263
2024-01,NATIONAL CITY,True,16,14,16
2024-01,OCEANSIDE,False,620,528,599
2024-01,OCEANSIDE,True,53,44,52
2024-01,SAN DIEGO,False,4758,3857,4334
2024-01,SAN DIEGO,True,438,376,434
2024-01,SHERIFF,False,2403,1787,2286
2024-01,SHERIFF,True,260,209,260
2024-02,CARLSBAD,False,361,287,349
2024-02,CARLSBAD,True,38,30,38
2024-02,CHULA VISTA,False,684,537,611
2024-02,CHULA VISTA,True,105,77,105
2024-02,EL CAJON,False,474,347,443
2024-02,EL CAJON,True,44,41,44
2024-02,ESCONDIDO,False,489,372,459
2024-02,ESCONDIDO,True,83,63,83
2024-02,HARBOR POLICE,False,102,79,101
2024-02,HARBOR POLICE,True,8,6,8
2024-02,LA MESA,False,229,174,221
2024-02,LA MESA,True,25,22,25
2024-02,NATIONAL CITY,False,211,159,181
2024-02,NATIONAL CITY,True,46,31,46
2024-02,OCEANSIDE,False,576,477,553
2024-02,OCEANSIDE,True,52,45,51
2024-02,SAN DIEGO,False,4445,3581,3978
2024-02,SAN DIEGO,True,415,353,413
2024-02,SHERIFF,False,2141,1621,2027
2024-02,SHERIFF,True,240,195,239
2024-03,CARLSBAD,False,324,244,314
2024-03,CARLSBAD,True,29,25,29
2024-03,CHULA VISTA,False,743,570,645
2024-03,CHULA VISTA,True,111,86,111
2024-03,EL CAJON,False,504,387,483
2024-03,EL CAJON,True,55,39,54
2024-03,ESCONDIDO,False,472,368,459
2024-03,ESCONDIDO,True,71,56,71
2024-03,HARBOR POLICE,False,124,100,121
2024-03,HARBOR POLICE,True,5,5,5
2024-03,LA MESA,False,252,181,228
2024-03,LA MESA,True,30,26,29
2024-03,NATIONAL CITY,False,301,217,260
2024-03,NATIONAL CITY,True,22,18,22
2024-03,OCEANSIDE,False,607,515,582
2024-03,OCEANSIDE,True,56,48,56
2024-03,SAN DIEGO,False,4722,3807,4279
2024-03,SAN DIEGO,True,410,360,408
2024-03,SHERIFF,False,2365,1765,2252
2024-03,SHERIFF,True,263,229,261
2024-04,CARLSBAD,False,346,284,338
2024-04,CARLSBAD,True,17,16,17
2024-04,CHULA VISTA,False,742,558,646
2024-04,CHULA VISTA,True,114,82,114
2024-04,EL CAJON,False,419,319,401
2024-04,EL CAJON,True,69,58,69
2024-04,ESCONDIDO,False,541,426,520
2024-04,ESCONDIDO,True,68,60,67
2024-04,HARBOR POLICE,False,119,93,112
2024-04,HARBOR POLICE,True,9,6,9
2024-04,LA MESA,False,215,161,199
2024-04,LA MESA,True,34,26,34
2024-04,NATIONAL CITY,False,274,207,236
2024-04,NATIONAL CITY,True,28,21,28
2024-04,OCEANSIDE,False,594,495,562
2024-04,OCEANSIDE,True,48,38,47
2024-04,SAN DIEGO,False,4746,3770,4308
2024-04,SAN DIEGO,True,416,367,415
2024-04,SHERIFF,False,2398,1799,2284
2024-04,SHERIFF,True,268,226,268
2024-05,CARLSBAD,False,368,290,357
2024-05,CARLSBAD,True,31,23,31
2024-05,CHULA VISTA,False,709,565,648
2024-05,CHULA VISTA,True,115,89,114
2024-05,EL CAJON,False,483,357,460
2024-05,EL CAJON,True,42,32,42
2024-05,ESCONDIDO,False,560,424,524
2024-05,ESCONDIDO,True,57,48,57
2024-05,HARBOR POLICE,False,128,98,122
2024-05,HARBOR POLICE,True,11,7,11
2024-05,LA MESA,False,202,152,192
2024-05,LA MESA,True,40,36,40
2024-05,NATIONAL CITY,False,245,175,220
2024-05,NATIONAL CITY,True,29,22,29
2024-05,OCEANSIDE,False,724,612,696
2024-05,OCEANSIDE,True,68,66,68
2024-05,SAN DIEGO,False,5046,4014,4505
2024-05,SAN DIEGO,True,481,417,480
2024-05,SHERIFF,False,2606,1974,2488
2024-05,SHERIFF,True,298,248,296
2024-06,CARLSBAD,False,369,298,351
2024-06,CARLSBAD,True,35,28,35
2024-06,CHULA VISTA,False,726,541,651
2024-06,CHULA VISTA,True,108,83,107
2024-06,EL CAJON,False,539,394,521
2024-06,EL CAJON,True,66,50,65
2024-06,ESCONDIDO,False,551,408,514
2024-06,ESCONDIDO,True,53,42,53
2024-06,HARBOR POLICE,False,114,93,110
2024-06,HARBOR POLICE,True,8,7,8
2024-06,LA MESA,False,202,142,187
2024-06,LA MESA,True,49,34,49
2024-06,NATIONAL CITY,False,237,185,210
2024-06,NATIONAL CITY,True,27,21,27
2024-06,OCEANSIDE,False,713,589,685
2024-06,OCEANSIDE,True,55,50,55
2024-06,SAN DIEGO,False,4646,3656,4146
2024-06,SAN DIEGO,True,492,429,489
2024-06,SHERIFF,False,2432,1796,2271
2024-06,SHERIFF,True,232,209,232
2024-07,CARLSBAD,False,296,235,292
2024-07,CARLSBAD,True,29,25,29
2024-07,CHULA VISTA,False,746,555,658
2024-07,CHULA VISTA,True,129,100,129
2024-07,EL CAJON,False,485,373,463
2024-07,EL CAJON,True,82,61,82
2024-07,ESCONDIDO,False,564,455,547
2024-07,ESCONDIDO,True,73,68,73
2024-07,HARBOR POLICE,False,148,117,144
2024-07,HARBOR POLICE,True,10,7,10
2024-07,LA MESA,False,229,172,214
2024-07,LA MESA,True,23,17,23
2024-07,NATIONAL CITY,False,284,209,242
2024-07,NATIONAL CITY,True,35,27,34
2024-07,OCEANSIDE,False,794,638,747
2024-07,OCEANSIDE,True,73,63,73
2024-07,SAN DIEGO,False,4912,3898,4422
2024-07,SAN DIEGO,True,516,439,513
2024-07,SHERIFF,False,2409,1800,2281
2024-07,SHERIFF,True,307,253,306
2024-08,CARLSBAD,False,344,275,331
2024-08,CARLSBAD,True,29,25,29
2024-08,CHULA VISTA,False,793,589,702
2024-08,CHULA VISTA,True,133,105,133
2024-08,EL CAJON,False,470,358,446
2024-08,EL CAJON,True,70,55,70
2024-08,ESCONDIDO,False,607,490,581
2024-08,ESCONDIDO,True,64,55,64
2024-08,HARBOR POLICE,False,147,114,142
2024-08,HARBOR POLICE,True,13,10,13
2024-08,LA MESA,False,220,152,211
2024-08,LA MESA,True,34,29,34
2024-08,NATIONAL CITY,False,251,187,224
2024-08,NATIONAL CITY,True,43,28,43
2024-08,OCEANSIDE,False,656,543,632
2024-08,OCEANSIDE,True,85,69,83
2024-08,SAN DIEGO,False,4484,3530,4019
2024-08,SAN DIEGO,True,543,469,537
2024-08,SHERIFF,False,2518,1864,2368
2024-08,SHERIFF,True,309,257,309
2024-09,CARLSBAD,False,319,248,311
2024-09,CARLSBAD,True,23,16,23
2024-09,CHULA VISTA,False,685,503,629
2024-09,CHULA VISTA,True,139,110,139
2024-09,EL CAJON,False,404,301,378
2024-09,EL CAJON,True,50,42,50
2024-09,ESCONDIDO,False,545,397,519
2024-09,ESCONDIDO,True,67,54,67
2024-09,HARBOR POLICE,False,121,95,116
2024-09,HARBOR POLICE,True,9,6,8
2024-09,LA MESA,False,166,128,152
2024-09,LA MESA,True,53,43,53
2024-09,NATIONAL CITY,False,247,177,218
2024-09,NATIONAL CITY,True,23,17,23
2024-09,OCEANSIDE,False,635,512,602
2024-09,OCEANSIDE,True,59,49,59
2024-09,SAN DIEGO,False,4030,3139,3632
2024-09,SAN DIEGO,True,514,440,512
2024-09,SHERIFF,False,2227,1622,2098
2024-09,SHERIFF,True,286,233,286
2024-10,CARLSBAD,False,382,294,371
2024-10,CARLSBAD,True,28,24,28
2024-10,CHULA VISTA,False,710,539,639
2024-10,CHULA VISTA,True,101,81,101
2024-10,EL CAJON,False,387,289,369
2024-10,EL CAJON,True,30,25,30
2024-10,ESCONDIDO,False,486,383,466
2024-10,ESCONDIDO,True,55,48,55
2024-10,HARBOR POLICE,False,119,95,115
2024-10,HARBOR POLICE,True,7,5,7
2024-10,LA MESA,False,185,132,174
2024-10,LA MESA,True,46,39,45
2024-10,NATIONAL CITY,False,217,163,191
2024-10,NATIONAL CITY,True,23,19,23
2024-10,OCEANSIDE,False,609,500,579
2024-10,OCEANSIDE,True,67,57,67
2024-10,SAN DIEGO,False,4431,3499,4016
2024-10,SAN DIEGO,True,484,400,481
2024-10,SHERIFF,False,2068,1517,1938
2024-10,SHERIFF,True,257,214,255
2024-11,CARLSBAD,False,333,256,326
2024-11,CARLSBAD,True,39,33,39
2024-11,CHULA VISTA,False,643,490,585
2024-11,CHULA VISTA,True,126,93,126
2024-11,EL CAJON,False,393,301,368
2024-11,EL CAJON,True,58,48,57
2024-11,ESCONDIDO,False,466,370,446
2024-11,ESCONDIDO,True,67,56,66
2024-11,HARBOR POLICE,False,120,86,117
2024-11,HARBOR POLICE,True,5,5,5
2024-11,LA MESA,False,214,153,201
2024-11,LA MESA,True,33,22,33
2024-11,NATIONAL CITY,False,227,177,209
2024-11,NATIONAL CITY,True,46,28,45
2024-11,OCEANSIDE,False,619,530,598
2024-11,OCEANSIDE,True,57,54,57
2024-11,SAN DIEGO,False,4558,3622,4187
2024-11,SAN DIEGO,True,462,396,460
2024-11,SHERIFF,False,1259,989,1186
2024-11,SHERIFF,True,148,120,148
2024-12,CARLSBAD,False,300,242,295
2024-12,CARLSBAD,True,29,23,29
2024-12,CHULA VISTA,False,643,493,592
2024-12,CHULA VISTA,True,96,76,96
2024-12,EL CAJON,False,415,314,399
2024-12,EL CAJON,True,54,42,53
2024-12,ESCONDIDO,False,522,420,495
2024-12,ESCONDIDO,True,64,53,64
2024-12,HARBOR POLICE,False,128,92,124
2024-12,HARBOR POLICE,True,3,2,3
2024-12,LA MESA,False,204,152,199
2024-12,LA MESA,True,38,33,38
2024-12,NATIONAL CITY,False,241,178,214
2024-12,NATIONAL CITY,True,28,17,28
2024-12,OCEANSIDE,False,590,507,570
2024-12,OCEANSIDE,True,43,38,43
2024-12,SAN DIEGO,False,4899,3929,4553
2024-12,SAN DIEGO,True,428,362,426
2024-12,SHERIFF,False,640,529,569
2024-12,SHERIFF,True,1,1,1
2025-01,CARLSBAD,False,317,247,310
2025-01,CARLSBAD,True,39,34,39
2025-01,CHULA VISTA,False,658,510,605
2025-01,CHULA VISTA,True,115,91,115
2025-01,EL CAJON,False,454,314,433
2025-01,EL CAJON,True,43,34,43
2025-01,ESCONDIDO,False,543,433,512
2025-01,ESCONDIDO,True,58,50,58
2025-01,HARBOR POLICE,False,136,99,131
2025-01,HARBOR POLICE,True,8,5,8
2025-01,LA MESA,False,195,147,180
2025-01,LA MESA,True,29,23,28
2025-01,NATIONAL CITY,False,255,186,228
2025-01,NATIONAL CITY,True,21,17,21
2025-01,OCEANSIDE,False,611,530,594
2025-01,OCEANSIDE,True,56,51,56
2025-01,SAN DIEGO,False,4499,3666,4203
2025-01,SAN DIEGO,True,469,389,461
2025-01,SHERIFF,False,686,563,621
2025-01,SHERIFF,True,2,2,2
2025-02,CARLSBAD,False,294,231,287
2025-02,CARLSBAD,True,20,18,20
2025-02,CHULA VISTA,False,640,501,596
2025-02,CHULA VISTA,True,105,79,105
2025-02,EL CAJON,False,404,299,382
2025-02,EL CAJON,True,59,47,59
2025-02,ESCONDIDO,False,515,413,492
2025-02,ESCONDIDO,True,49,41,49
2025-02,HARBOR POLICE,False,106,78,103
2025-02,HARBOR POLICE,True,13,9,12
2025-02,LA MESA,False,189,143,181
2025-02,LA MESA,True,25,24,25
2025-02,NATIONAL CITY,False,194,152,177
2025-02,NATIONAL CITY,True,19,10,19
2025-02,OCEANSIDE,False,589,489,566
2025-02,OCEANSIDE,True,55,43,55
2025-02,SAN DIEGO,False,3919,3159,3614
2025-02,SAN DIEGO,True,442,384,441
2025-02,SHERIFF,False,669,554,597
2025-02,SHERIFF,True,4,3,4
2025-03,CARLSBAD,False,301,238,296
2025-03,CARLSBAD,True,45,36,45
2025-03,CHULA VISTA,False,705,524,638
2025-03,CHULA VISTA,True,126,96,125
2025-03,EL CAJON,False,455,343,436
2025-03,EL CAJON,True,74,54,74
2025-03,ESCONDIDO,False,584,457,554
2025-03,ESCONDIDO,True,40,36,40
2025-03,HARBOR POLICE,False,101,72,97
2025-03,HARBOR POLICE,True,5,5,5
2025-03,LA MESA,False,201,153,192
2025-03,LA MESA,True,34,29,34
2025-03,NATIONAL CITY,False,219,160,199
2025-03,NATIONAL CITY,True,28,20,28
2025-03,OCEANSIDE,False,618,530,601
2025-03,OCEANSIDE,True,59,53,59
2025-03,SAN DIEGO,False,4379,3512,4038
2025-03,SAN DIEGO,True,453,390,451
2025-03,SHERIFF,False,658,536,596
2025-03,SHERIFF,True,5,5,5
2025-04,CARLSBAD,False,317,244,305
2025-04,CARLSBAD,True,36,28,36
2025-04,CHULA VISTA,False,710,532,664
2025-04,CHULA VISTA,True,121,88,121
2025-04,EL CAJON,False,372,283,363
2025-04,EL CAJON,True,56,42,56
2025-04,ESCONDIDO,False,495,398,477
2025-04,ESCONDIDO,True,57,46,57
2025-04,HARBOR POLICE,False,93,77,91
2025-04,HARBOR POLICE,True,5,4,5
2025-04,LA MESA,False,220,155,212
2025-04,LA MESA,True,40,30,40
2025-04,NATIONAL CITY,False,204,166,188
2025-04,NATIONAL CITY,True,33,23,33
2025-04,OCEANSIDE,False,527,465,517
2025-04,OCEANSIDE,True,66,57,66
2025-04,SAN DIEGO,False,4182,3362,3833
2025-04,SAN DIEGO,True,440,367,438
2025-04,SHERIFF,False,553,458,492
2025-04,SHERIFF,True,8,7,8
2025-05,CARLSBAD,False,309,253,306
2025-05,CARLSBAD,True,33,29,33
2025-05,CHULA VISTA,False,691,536,634
2025-05,CHULA VISTA,True,106,89,106
2025-05,EL CAJON,False,412,322,393
2025-05,EL CAJON,True,69,50,68
2025-05,ESCONDIDO,False,563,449,547
2025-05,ESCONDIDO,True,59,51,59
2025-05,HARBOR POLICE,False,133,102,127
2025-05,HARBOR POLICE,True,3,2,3
2025-05,LA MESA,False,204,149,197
2025-05,LA MESA,True,30,25,30
2025-05,NATIONAL CITY,False,229,176,208
2025-05,NATIONAL CITY,True,33,26,33
2025-05,OCEANSIDE,False,616,529,601
2025-05,OCEANSIDE,True,66,57,66
2025-05,SAN DIEGO,False,4525,3646,4160
2025-05,SAN DIEGO,True,485,415,483
2025-05,SHERIFF,False,575,502,530
2025-05,SHERIFF,True,8,7,8
2025-06,CARLSBAD,False,280,210,275
2025-06,CARLSBAD,True,35,30,35
2025-06,CHULA VISTA,False,682,524,616
2025-06,CHULA VISTA,True,91,76,91
2025-06,EL CAJON,False,412,299,394
2025-06,EL CAJON,True,55,40,55
2025-06,ESCONDIDO,False,525,430,509
2025-06,ESCONDIDO,True,62,54,62
2025-06,HARBOR POLICE,False,95,73,91
2025-06,HARBOR POLICE,True,2,2,2
2025-06,LA MESA,False,228,175,220
2025-06,LA MESA,True,28,24,28
2025-06,NATIONAL CITY,False,237,184,214
2025-06,NATIONAL CITY,True,24,17,24
2025-06,OCEANSIDE,False,579,495,561
2025-06,OCEANSIDE,True,62,58,62
2025-06,SAN DIEGO,False,4184,3408,3882
2025-06,SAN DIEGO,True,484,413,482
2025-06,SHERIFF,False,1319,1057,1242
2025-06,SHERIFF,True,141,124,140
2025-07,CARLSBAD,False,283,219,279
2025-07,CARLSBAD,True,34,28,34
2025-07,CHULA VISTA,False,668,532,623
2025-07,CHULA VISTA,True,116,94,115
2025-07,EL CAJON,False,399,298,389
2025-07,EL CAJON,True,66,53,66
2025-07,ESCONDIDO,False,574,436,552
2025-07,ESCONDIDO,True,57,44,57
2025-07,HARBOR POLICE,False,139,108,136
2025-07,HARBOR POLICE,True,14,11,14
2025-07,LA MESA,False,276,201,262
2025-07,LA MESA,True,45,35,45
2025-07,NATIONAL CITY,False,240,177,222
2025-07,NATIONAL CITY,True,34,22,33
2025-07,OCEANSIDE,False,656,569,634
2025-07,OCEANSIDE,True,74,62,74
2025-07,SAN DIEGO,False,4646,3716,4231
2025-07,SAN DIEGO,True,523,451,521
2025-07,SHERIFF,False,2105,1628,2010
2025-07,SHERIFF,True,307,249,306
2025-08,CARLSBAD,False,298,221,289
2025-08,CARLSBAD,True,35,27,35
2025-08,CHULA VISTA,False,654,506,607
2025-08,CHULA VISTA,True,147,115,147
2025-08,EL CAJON,False,376,294,357
2025-08,EL CAJON,True,57,48,57
2025-08,ESCONDIDO,False,560,458,544
2025-08,ESCONDIDO,True,85,67,84
2025-08,HARBOR POLICE,False,149,115,142
2025-08,HARBOR POLICE,True,6,6,6
2025-08,LA MESA,False,232,168,223
2025-08,LA MESA,True,39,30,39
2025-08,NATIONAL CITY,False,250,188,226
2025-08,NATIONAL CITY,True,32,25,32
2025-08,OCEANSIDE,False,664,577,633
2025-08,OCEANSIDE,True,65,62,65
2025-08,SAN DIEGO,False,4650,3720,4250
2025-08,SAN DIEGO,True,456,412,453
2025-08,SHERIFF,False,2111,1650,2019
2025-08,SHERIFF,True,322,265,322
2025-09,CARLSBAD,False,315,243,307
2025-09,CARLSBAD,True,27,25,27
2025-09,CHULA VISTA,False,613,500,576
2025-09,CHULA VISTA,True,135,100,134
2025-09,EL CAJON,False,369,288,353
2025-09,EL CAJON,True,55,43,55
2025-09,ESCONDIDO,False,492,397,475
2025-09,ESCONDIDO,True,58,46,58
2025-09,HARBOR POLICE,False,92,79,91
2025-09,HARBOR POLICE,True,3,3,3
2025-09,LA MESA,False,241,184,235
2025-09,LA MESA,True,42,30,42
2025-09,NATIONAL CITY,False,226,173,211
2025-09,NATIONAL CITY,True,24,23,24
2025-09,OCEANSIDE,False,685,564,670
2025-09,OCEANSIDE,True,76,64,76
2025-09,SAN DIEGO,False,4419,3528,4037
2025-09,SAN DIEGO,True,499,434,495
2025-09,SHERIFF,False,2009,1575,1952
2025-09,SHERIFF,True,301,255,301
2025-10,CARLSBAD,False,234,200,231
2025-10,CARLSBAD,True,27,25,27
2025-10,CHULA VISTA,False,650,501,607
2025-10,CHULA VISTA,True,154,115,154
2025-10,EL CAJON,False,331,268,317
2025-10,EL CAJON,True,64,44,64
2025-10,ESCONDIDO,False,585,473,570
2025-10,ESCONDIDO,True,59,53,59
2025-10,HARBOR POLICE,False,99,80,96
2025-10,HARBOR POLICE,True,4,4,4
2025-10,LA MESA,False,220,157,210
2025-10,LA MESA,True,37,31,37
2025-10,NATIONAL CITY,False,202,155,191
2025-10,NATIONAL CITY,True,30,22,30
2025-10,OCEANSIDE,False,559,474,541
2025-10,OCEANSIDE,True,64,59,64
2025-10,SAN DIEGO,False,4520,3707,4212
2025-10,SAN DIEGO,True,526,442,524
2025-10,SHERIFF,False,2068,1638,2012
2025-10,SHERIFF,True,301,255,300
2025-11,CARLSBAD,False,227,181,220
2025-11,CARLSBAD,True,27,21,27
2025-11,CHULA VISTA,False,576,440,540
2025-11,CHULA VISTA,True,100,84,100
2025-11,EL CAJON,False,389,288,359
2025-11,EL CAJON,True,65,48,65
2025-11,ESCONDIDO,False,505,400,496
2025-11,ESCONDIDO,True,62,45,62
2025-11,HARBOR POLICE,False,81,64,79
2025-11,HARBOR POLICE,True,11,9,11
2025-11,LA MESA,False,202,146,191
2025-11,LA MESA,True,24,19,24
2025-11,NATIONAL CITY,False,216,169,197
2025-11,NATIONAL CITY,True,38,29,38
2025-11,OCEANSIDE,False,580,484,562
2025-11,OCEANSIDE,True,57,46,57
2025-11,SAN DIEGO,False,4175,3417,3886
2025-11,SAN DIEGO,True,481,411,477
2025-11,SHERIFF,False,2035,1570,1954
2025-11,SHERIFF,True,294,245,294
2025-12,CARLSBAD,False,239,191,234
2025-12,CARLSBAD,True,33,27,33
2025-12,CHULA VISTA,False,721,549,660
2025-12,CHULA VISTA,True,123,98,123
2025-12,EL CAJON,False,392,301,371
2025-12,EL CAJON,True,44,38,44
2025-12,ESCONDIDO,False,522,424,509
2025-12,ESCONDIDO,True,52,45,52
2025-12,HARBOR POLICE,False,92,69,91
2025-12,HARBOR POLICE,True,6,6,6
2025-12,LA MESA,False,203,153,197
2025-12,LA MESA,True,29,26,29
2025-12,NATIONAL CITY,False,205,156,186
2025-12,NATIONAL CITY,True,25,17,25
2025-12,OCEANSIDE,False,616,524,601
2025-12,OCEANSIDE,True,66,58,66
2025-12,SAN DIEGO,False,4404,3624,4106
2025-12,SAN DIEGO,True,443,389,443
2025-12,SHERIFF,False,1887,1483,1807
2025-12,SHERIFF,True,225,188,224
2026-01,CARLSBAD,False,290,222,286
2026-01,CARLSBAD,True,39,31,39
2026-01,CHULA VISTA,False,582,462,537
2026-01,CHULA VISTA,True,88,71,88
2026-01,EL CAJON,False,405,319,386
2026-01,EL CAJON,True,70,56,70
2026-01,ESCONDIDO,False,508,409,494
2026-01,ESCONDIDO,True,51,45,51
2026-01,HARBOR POLICE,False,88,65,86
2026-01,HARBOR POLICE,True,5,4,5
2026-01,LA MESA,False,221,163,212
2026-01,LA MESA,True,25,22,25
2026-01,NATIONAL CITY,False,224,176,210
2026-01,NATIONAL CITY,True,27,21,27
2026-01,OCEANSIDE,False,511,431,495
2026-01,OCEANSIDE,True,66,57,66
2026-01,SAN DIEGO,False,4290,3546,4015
2026-01,SAN DIEGO,True,441,386,437
2026-01,SHERIFF,False,1982,1549,1906
2026-01,SHERIFF,True,274,235,274
2026-02,CARLSBAD,False,218,178,215
2026-02,CARLSBAD,True,25,22,25
2026-02,CHULA VISTA,False,570,446,519
2026-02,CHULA VISTA,True,94,68,94
2026-02,EL CAJON,False,381,297,368
2026-02,EL CAJON,True,41,35,41
2026-02,ESCONDIDO,False,451,351,433
2026-02,ESCONDIDO,True,43,35,43
2026-02,HARBOR POLICE,False,81,69,81
2026-02,HARBOR POLICE,True,3,3,3
2026-02,LA MESA,False,219,162,208
2026-02,LA MESA,True,34,27,34
2026-02,NATIONAL CITY,False,172,146,167
2026-02,NATIONAL CITY,True,22,22,22
2026-02,OCEANSIDE,False,487,418,476
2026-02,OCEANSIDE,True,52,44,52
2026-02,SAN DIEGO,False,3835,3124,3544
2026-02,SAN DIEGO,True,414,363,414
2026-02,SHERIFF,False,1771,1379,1711
2026-02,SHERIFF,True,207,177,207
2026-03,CARLSBAD,False,202,160,197
2026-03,CARLSBAD,True,37,32,37
2026-03,CHULA VISTA,False,581,468,539
2026-03,CHULA VISTA,True,129,93,128
2026-03,EL CAJON,False,453,342,422
2026-03,EL CAJON,True,67,53,67
2026-03,ESCONDIDO,False,496,399,483
2026-03,ESCONDIDO,True,51,46,51
2026-03,HARBOR POLICE,False,111,86,110
2026-03,HARBOR POLICE,True,8,8,8
2026-03,LA MESA,False,210,158,202
2026-03,LA MESA,True,37,30,36
2026-03,NATIONAL CITY,False,178,149,170
2026-03,NATIONAL CITY,True,42,31,42
2026-03,OCEANSIDE,False,678,570,658
2026-03,OCEANSIDE,True,50,42,50
2026-03,SAN DIEGO,False,4567,3759,4281
2026-03,SAN DIEGO,True,505,444,501
2026-03,SHERIFF,False,1851,1483,1789
