month,agency,domestic_violence_incident,source_rows,distinct_incidents,distinct_offense_ids
2026-03,SHERIFF,True,290,243,290
2026-04,CARLSBAD,False,207,166,203
2026-04,CARLSBAD,True,32,24,32
2026-04,CHULA VISTA,False,596,459,549
2026-04,CHULA VISTA,True,105,86,105
2026-04,EL CAJON,False,410,309,389
2026-04,EL CAJON,True,54,49,54
2026-04,ESCONDIDO,False,485,389,467
2026-04,ESCONDIDO,True,33,28,33
2026-04,HARBOR POLICE,False,89,65,88
2026-04,HARBOR POLICE,True,7,4,7
2026-04,LA MESA,False,203,153,195
2026-04,LA MESA,True,30,26,30
2026-04,NATIONAL CITY,False,276,212,258
2026-04,NATIONAL CITY,True,53,26,53
2026-04,OCEANSIDE,False,603,512,593
2026-04,OCEANSIDE,True,69,62,69
2026-04,SAN DIEGO,False,4254,3474,3955
2026-04,SAN DIEGO,True,480,410,480
2026-04,SHERIFF,False,1894,1492,1825
2026-04,SHERIFF,True,297,232,296
2026-05,CARLSBAD,False,264,212,260
2026-05,CARLSBAD,True,27,24,27
2026-05,CHULA VISTA,False,570,450,517
2026-05,CHULA VISTA,True,126,98,126
2026-05,EL CAJON,False,417,319,404
2026-05,EL CAJON,True,81,59,81
2026-05,ESCONDIDO,False,478,376,460
2026-05,ESCONDIDO,True,77,65,77
2026-05,HARBOR POLICE,False,84,65,83
2026-05,HARBOR POLICE,True,14,8,14
2026-05,LA MESA,False,212,155,201
2026-05,LA MESA,True,43,29,43
2026-05,NATIONAL CITY,False,232,180,217
2026-05,NATIONAL CITY,True,34,27,34
2026-05,OCEANSIDE,False,666,562,656
2026-05,OCEANSIDE,True,71,58,70
2026-05,SAN DIEGO,False,4464,3637,4127
2026-05,SAN DIEGO,True,479,405,475
2026-05,SHERIFF,False,1867,1473,1822
2026-05,SHERIFF,True,263,224,263
2026-06,CARLSBAD,False,264,206,258
2026-06,CARLSBAD,True,37,32,37
2026-06,CHULA VISTA,False,543,423,496
2026-06,CHULA VISTA,True,122,95,122
2026-06,EL CAJON,False,370,274,358
2026-06,EL CAJON,True,74,54,74
2026-06,ESCONDIDO,False,466,369,450
2026-06,ESCONDIDO,True,56,45,56
2026-06,HARBOR POLICE,False,124,93,119
2026-06,HARBOR POLICE,True,2,2,2
2026-06,LA MESA,False,231,185,221
2026-06,LA MESA,True,29,23,28
2026-06,NATIONAL CITY,False,196,150,182
2026-06,NATIONAL CITY,True,30,26,29
2026-06,OCEANSIDE,False,599,494,583
2026-06,OCEANSIDE,True,56,52,56
2026-06,SAN DIEGO,False,4358,3586,4080
2026-06,SAN DIEGO,True,518,442,515
2026-06,SHERIFF,False,1791,1373,1747
2026-06,SHERIFF,True,295,238,294
2026-07,CARLSBAD,False,255,195,249
2026-07,CARLSBAD,True,34,28,34
2026-07,CHULA VISTA,False,583,442,538
2026-07,CHULA VISTA,True,134,104,134
2026-07,EL CAJON,False,383,303,372
2026-07,EL CAJON,True,97,71,97
2026-07,ESCONDIDO,False,475,377,453
2026-07,ESCONDIDO,True,74,61,74
2026-07,HARBOR POLICE,False,125,103,123
2026-07,HARBOR POLICE,True,1,1,1
2026-07,LA MESA,False,224,168,215
2026-07,LA MESA,True,24,22,24
2026-07,NATIONAL CITY,False,221,170,211
2026-07,NATIONAL CITY,True,36,31,36
2026-07,OCEANSIDE,False,671,550,649
2026-07,OCEANSIDE,True,81,67,81
2026-07,SAN DIEGO,False,4545,3750,4278
2026-07,SAN DIEGO,True,485,403,482
2026-07,SHERIFF,False,2050,1596,1991
2026-07,SHERIFF,True,288,238,287
2026-08,CARLSBAD,False,244,186,241
2026-08,CARLSBAD,True,29,28,29
2026-08,CHULA VISTA,False,488,375,452
2026-08,CHULA VISTA,True,173,135,173
2026-08,EL CAJON,False,346,263,334
2026-08,EL CAJON,True,62,50,62
2026-08,ESCONDIDO,False,493,377,473
2026-08,ESCONDIDO,True,58,49,58
2026-08,HARBOR POLICE,False,114,79,107
2026-08,HARBOR POLICE,True,5,4,5
2026-08,LA MESA,False,176,127,170
2026-08,LA MESA,True,23,17,23
2026-08,NATIONAL CITY,False,190,147,180
2026-08,NATIONAL CITY,True,48,33,48
2026-08,OCEANSIDE,False,655,563,643
2026-08,OCEANSIDE,True,63,56,63
2026-08,SAN DIEGO,False,4371,3623,4112
2026-08,SAN DIEGO,True,539,455,538
2026-08,SHERIFF,False,1846,1484,1795
2026-08,SHERIFF,True,292,247,292
2026-09,CARLSBAD,False,106,87,104
2026-09,CARLSBAD,True,26,19,26
2026-09,CHULA VISTA,False,258,205,248
2026-09,CHULA VISTA,True,72,55,71
2026-09,EL CAJON,False,150,112,147
2026-09,EL CAJON,True,49,40,49
2026-09,ESCONDIDO,False,279,215,273
2026-09,ESCONDIDO,True,38,31,38
2026-09,HARBOR POLICE,False,51,34,51
2026-09,HARBOR POLICE,True,7,7,7
2026-09,LA MESA,False,106,76,103
2026-09,LA MESA,True,17,13,17
2026-09,NATIONAL CITY,False,71,59,66
2026-09,NATIONAL CITY,True,11,11,11
2026-09,OCEANSIDE,False,371,300,358
2026-09,OCEANSIDE,True,52,46,52
2026-09,SAN DIEGO,False,2943,2429,2766
2026-09,SAN DIEGO,True,344,294,342
2026-09,SHERIFF,False,1107,864,1068
2026-09,SHERIFF,True,180,149,180
