month,agency,offense_code,source_rows,distinct_incidents,distinct_offense_ids
2021-01,CARLSBAD,11A,2,2,2
2021-01,CARLSBAD,11D,1,1,1
2021-01,CARLSBAD,120,2,2,2
2021-01,CARLSBAD,13A,9,9,9
2021-01,CARLSBAD,13B,28,26,28
2021-01,CARLSBAD,13C,4,4,4
2021-01,CARLSBAD,200,7,7,7
2021-01,CARLSBAD,220,36,36,36
2021-01,CARLSBAD,23C,20,20,20
2021-01,CARLSBAD,23D,7,7,7
2021-01,CARLSBAD,23F,60,60,60
2021-01,CARLSBAD,23G,5,5,5
2021-01,CARLSBAD,23H,35,35,35
2021-01,CARLSBAD,240,44,23,23
2021-01,CARLSBAD,250,11,11,11
2021-01,CARLSBAD,26A,15,15,15
2021-01,CARLSBAD,26B,7,7,7
2021-01,CARLSBAD,26C,22,22,22
2021-01,CARLSBAD,26F,3,3,3
2021-01,CARLSBAD,280,14,14,14
2021-01,CARLSBAD,290,48,48,48
2021-01,CARLSBAD,35A,51,51,51
2021-01,CARLSBAD,35B,30,30,30
2021-01,CARLSBAD,520,7,7,7
2021-01,CHULA VISTA,09A,1,1,1
2021-01,CHULA VISTA,100,8,8,8
2021-01,CHULA VISTA,11A,4,4,4
2021-01,CHULA VISTA,11B,3,1,3
2021-01,CHULA VISTA,11C,1,1,1
2021-01,CHULA VISTA,11D,10,9,10
2021-01,CHULA VISTA,120,31,31,31
2021-01,CHULA VISTA,13A,42,38,42
2021-01,CHULA VISTA,13B,87,80,87
2021-01,CHULA VISTA,13C,16,12,16
2021-01,CHULA VISTA,200,3,3,3
2021-01,CHULA VISTA,210,1,1,1
2021-01,CHULA VISTA,220,36,36,36
2021-01,CHULA VISTA,23C,31,31,31
2021-01,CHULA VISTA,23D,21,21,21
2021-01,CHULA VISTA,23F,129,129,129
2021-01,CHULA VISTA,23G,22,22,22
2021-01,CHULA VISTA,23H,44,44,44
2021-01,CHULA VISTA,240,170,85,85
2021-01,CHULA VISTA,250,6,6,6
2021-01,CHULA VISTA,26A,17,17,17
2021-01,CHULA VISTA,26B,8,8,8
2021-01,CHULA VISTA,26C,33,33,33
2021-01,CHULA VISTA,26F,2,2,2
2021-01,CHULA VISTA,270,4,4,4
2021-01,CHULA VISTA,280,11,11,11
2021-01,CHULA VISTA,290,88,88,88
2021-01,CHULA VISTA,35A,74,74,74
2021-01,CHULA VISTA,35B,55,55,55
2021-01,CHULA VISTA,36B,1,1,1
2021-01,CHULA VISTA,40A,8,8,8
2021-01,CHULA VISTA,520,26,26,26
2021-01,EL CAJON,100,3,3,3
2021-01,EL CAJON,11A,4,4,4
2021-01,EL CAJON,11B,1,1,1
2021-01,EL CAJON,11C,1,1,1
2021-01,EL CAJON,11D,5,5,5
2021-01,EL CAJON,120,17,17,17
2021-01,EL CAJON,13A,33,27,33
2021-01,EL CAJON,13B,65,62,65
2021-01,EL CAJON,13C,9,8,9
2021-01,EL CAJON,220,29,29,29
2021-01,EL CAJON,23A,1,1,1
2021-01,EL CAJON,23B,3,3,3
2021-01,EL CAJON,23C,20,20,20
2021-01,EL CAJON,23D,1,1,1
2021-01,EL CAJON,23E,1,1,1
2021-01,EL CAJON,23F,77,77,77
2021-01,EL CAJON,23G,6,6,6
2021-01,EL CAJON,23H,24,24,24
2021-01,EL CAJON,240,58,29,29
2021-01,EL CAJON,250,2,2,2
2021-01,EL CAJON,26A,5,5,5
2021-01,EL CAJON,26B,2,2,2
2021-01,EL CAJON,26C,20,20,20
2021-01,EL CAJON,26F,1,1,1
2021-01,EL CAJON,280,15,15,15
2021-01,EL CAJON,290,66,66,66
2021-01,EL CAJON,35A,95,95,95
2021-01,EL CAJON,35B,61,61,61
2021-01,EL CAJON,520,24,24,24
2021-01,ESCONDIDO,100,5,5,5
2021-01,ESCONDIDO,11A,6,6,6
2021-01,ESCONDIDO,11D,13,13,13
2021-01,ESCONDIDO,120,16,16,16
2021-01,ESCONDIDO,13A,25,23,25
2021-01,ESCONDIDO,13B,70,69,70
2021-01,ESCONDIDO,13C,7,6,7
2021-01,ESCONDIDO,200,9,9,9
2021-01,ESCONDIDO,220,43,43,43
2021-01,ESCONDIDO,23C,27,27,27
2021-01,ESCONDIDO,23D,7,7,7
2021-01,ESCONDIDO,23F,72,72,72
2021-01,ESCONDIDO,23G,28,28,28
2021-01,ESCONDIDO,23H,51,51,51
2021-01,ESCONDIDO,240,128,64,64
2021-01,ESCONDIDO,250,4,4,4
2021-01,ESCONDIDO,26C,34,34,34
2021-01,ESCONDIDO,26F,1,1,1
2021-01,ESCONDIDO,280,17,17,17
2021-01,ESCONDIDO,290,55,55,55
2021-01,ESCONDIDO,35A,105,105,105
2021-01,ESCONDIDO,35B,83,83,83
2021-01,ESCONDIDO,370,1,1,1
2021-01,ESCONDIDO,40B,1,1,1
2021-01,ESCONDIDO,520,20,20,20
2021-01,HARBOR POLICE,100,1,1,1
2021-01,HARBOR POLICE,120,1,1,1
2021-01,HARBOR POLICE,13A,10,9,10
2021-01,HARBOR POLICE,13B,13,12,13
2021-01,HARBOR POLICE,13C,1,1,1
2021-01,HARBOR POLICE,200,1,1,1
2021-01,HARBOR POLICE,220,7,7,7
2021-01,HARBOR POLICE,23C,1,1,1
2021-01,HARBOR POLICE,23D,5,5,5
2021-01,HARBOR POLICE,23F,9,9,9
2021-01,HARBOR POLICE,23G,1,1,1
2021-01,HARBOR POLICE,23H,21,21,21
2021-01,HARBOR POLICE,240,4,2,2
2021-01,HARBOR POLICE,26B,2,2,2
2021-01,HARBOR POLICE,26C,5,5,5
2021-01,HARBOR POLICE,280,6,6,6
2021-01,HARBOR POLICE,290,17,17,17
2021-01,HARBOR POLICE,35A,22,22,22
2021-01,HARBOR POLICE,35B,15,15,15
2021-01,HARBOR POLICE,520,9,9,9
2021-01,LA MESA,11B,1,1,1
2021-01,LA MESA,120,1,1,1
2021-01,LA MESA,13A,18,12,18
2021-01,LA MESA,13B,38,35,38
2021-01,LA MESA,13C,2,2,2
2021-01,LA MESA,200,2,2,2
2021-01,LA MESA,220,19,19,19
2021-01,LA MESA,23B,1,1,1
2021-01,LA MESA,23C,11,11,11
2021-01,LA MESA,23D,2,2,2
2021-01,LA MESA,23F,41,41,41
2021-01,LA MESA,23G,6,6,6
2021-01,LA MESA,23H,14,14,14
2021-01,LA MESA,240,39,20,20
2021-01,LA MESA,250,4,4,4
2021-01,LA MESA,26A,4,4,4
2021-01,LA MESA,26C,20,20,20
2021-01,LA MESA,26F,2,2,2
2021-01,LA MESA,280,7,7,7
2021-01,LA MESA,290,19,19,19
2021-01,LA MESA,35A,11,11,11
2021-01,LA MESA,35B,8,8,8
2021-01,LA MESA,520,3,3,3
2021-01,NATIONAL CITY,100,3,3,3
2021-01,NATIONAL CITY,11A,2,2,2
2021-01,NATIONAL CITY,11D,2,2,2
2021-01,NATIONAL CITY,120,7,7,7
2021-01,NATIONAL CITY,13A,20,17,20
2021-01,NATIONAL CITY,13B,37,30,36
2021-01,NATIONAL CITY,13C,4,4,4
2021-01,NATIONAL CITY,200,2,2,2
2021-01,NATIONAL CITY,210,1,1,1
2021-01,NATIONAL CITY,220,9,9,9
2021-01,NATIONAL CITY,23C,5,5,5
2021-01,NATIONAL CITY,23D,4,4,4
2021-01,NATIONAL CITY,23F,22,22,22
2021-01,NATIONAL CITY,23G,1,1,1
2021-01,NATIONAL CITY,23H,22,22,22
2021-01,NATIONAL CITY,240,75,39,39
2021-01,NATIONAL CITY,26A,3,3,3
2021-01,NATIONAL CITY,26B,2,2,2
2021-01,NATIONAL CITY,26C,3,3,3
2021-01,NATIONAL CITY,280,8,8,8
2021-01,NATIONAL CITY,290,36,36,36
2021-01,NATIONAL CITY,35A,26,26,26
2021-01,NATIONAL CITY,35B,15,15,15
2021-01,NATIONAL CITY,36B,1,1,1
2021-01,NATIONAL CITY,370,1,1,1
2021-01,NATIONAL CITY,520,9,9,9
2021-01,OCEANSIDE,11A,2,2,2
2021-01,OCEANSIDE,11B,1,1,1
2021-01,OCEANSIDE,11D,9,8,9
2021-01,OCEANSIDE,120,3,3,3
2021-01,OCEANSIDE,13A,40,37,40
2021-01,OCEANSIDE,13B,94,85,94
2021-01,OCEANSIDE,13C,11,8,11
2021-01,OCEANSIDE,200,4,4,4
2021-01,OCEANSIDE,220,44,44,44
2021-01,OCEANSIDE,23A,1,1,1
2021-01,OCEANSIDE,23C,30,30,30
2021-01,OCEANSIDE,23D,19,19,19
2021-01,OCEANSIDE,23F,118,118,118
2021-01,OCEANSIDE,23G,26,26,26
2021-01,OCEANSIDE,23H,50,50,50
2021-01,OCEANSIDE,240,66,33,33
2021-01,OCEANSIDE,250,5,5,5
2021-01,OCEANSIDE,26A,19,19,19
2021-01,OCEANSIDE,26B,5,5,5
2021-01,OCEANSIDE,26C,14,14,14
2021-01,OCEANSIDE,26F,4,4,4
2021-01,OCEANSIDE,270,1,1,1
2021-01,OCEANSIDE,280,7,7,7
2021-01,OCEANSIDE,290,120,120,120
2021-01,OCEANSIDE,35A,126,126,126
2021-01,OCEANSIDE,35B,101,101,101
2021-01,OCEANSIDE,36B,3,3,3
2021-01,OCEANSIDE,370,1,1,1
2021-01,OCEANSIDE,520,22,22,22
2021-01,SAN DIEGO,09A,4,4,4
2021-01,SAN DIEGO,09B,1,1,1
2021-01,SAN DIEGO,100,17,16,17
2021-01,SAN DIEGO,11A,30,30,30
2021-01,SAN DIEGO,11B,5,5,5
2021-01,SAN DIEGO,11C,5,5,5
2021-01,SAN DIEGO,11D,53,45,53
2021-01,SAN DIEGO,120,107,107,107
2021-01,SAN DIEGO,13A,338,287,338
2021-01,SAN DIEGO,13B,542,510,541
2021-01,SAN DIEGO,13C,74,68,74
2021-01,SAN DIEGO,200,16,16,16
2021-01,SAN DIEGO,210,2,2,2
2021-01,SAN DIEGO,220,333,333,333
2021-01,SAN DIEGO,23A,6,6,6
2021-01,SAN DIEGO,23B,5,5,5
2021-01,SAN DIEGO,23C,115,115,115
2021-01,SAN DIEGO,23D,55,55,55
2021-01,SAN DIEGO,23E,1,1,1
2021-01,SAN DIEGO,23F,750,750,750
2021-01,SAN DIEGO,23G,72,72,72
2021-01,SAN DIEGO,23H,637,637,637
2021-01,SAN DIEGO,240,1027,517,517
2021-01,SAN DIEGO,250,20,20,20
2021-01,SAN DIEGO,26A,45,45,45
2021-01,SAN DIEGO,26B,97,97,97
2021-01,SAN DIEGO,26C,157,157,157
2021-01,SAN DIEGO,26F,1,1,1
2021-01,SAN DIEGO,270,7,7,7
2021-01,SAN DIEGO,280,73,73,73
2021-01,SAN DIEGO,290,736,736,736
2021-01,SAN DIEGO,35A,421,421,421
2021-01,SAN DIEGO,35B,267,267,267
2021-01,SAN DIEGO,39A,1,1,1
2021-01,SAN DIEGO,40A,9,9,9
2021-01,SAN DIEGO,40B,2,2,2
2021-01,SAN DIEGO,520,96,96,96
2021-01,SHERIFF,09A,2,2,2
2021-01,SHERIFF,100,10,10,10
2021-01,SHERIFF,11A,8,8,8
2021-01,SHERIFF,11B,5,5,5
2021-01,SHERIFF,11C,2,2,2
2021-01,SHERIFF,11D,24,21,24
2021-01,SHERIFF,120,46,46,46
2021-01,SHERIFF,13A,171,152,171
2021-01,SHERIFF,13B,526,473,524
2021-01,SHERIFF,13C,31,28,31
2021-01,SHERIFF,200,4,4,4
2021-01,SHERIFF,210,3,3,3
2021-01,SHERIFF,220,172,172,172
2021-01,SHERIFF,23B,3,3,3
2021-01,SHERIFF,23C,90,90,90
2021-01,SHERIFF,23D,45,45,45
2021-01,SHERIFF,23F,290,290,290
2021-01,SHERIFF,23G,43,43,43
2021-01,SHERIFF,23H,111,111,111
2021-01,SHERIFF,240,403,202,202
2021-01,SHERIFF,250,33,33,33
2021-01,SHERIFF,26A,31,31,31
2021-01,SHERIFF,26B,20,20,20
2021-01,SHERIFF,26C,23,23,23
2021-01,SHERIFF,26F,110,110,110
2021-01,SHERIFF,270,4,4,4
2021-01,SHERIFF,280,70,70,70
2021-01,SHERIFF,290,231,231,231
2021-01,SHERIFF,35A,410,410,410
2021-01,SHERIFF,35B,353,353,353
2021-01,SHERIFF,36B,3,3,3
2021-01,SHERIFF,370,1,1,1
2021-01,SHERIFF,40A,44,44,44
2021-01,SHERIFF,40B,1,1,1
2021-01,SHERIFF,520,89,89,89
2021-01,SYCUAN TRIBAL POLICE DEPARTMENT,13B,5,5,5
2021-01,SYCUAN TRIBAL POLICE DEPARTMENT,220,1,1,1
2021-01,SYCUAN TRIBAL POLICE DEPARTMENT,23B,2,2,2
2021-01,SYCUAN TRIBAL POLICE DEPARTMENT,23F,3,3,3
2021-01,SYCUAN TRIBAL POLICE DEPARTMENT,23H,5,5,5
2021-01,SYCUAN TRIBAL POLICE DEPARTMENT,240,3,3,3
2021-01,SYCUAN TRIBAL POLICE DEPARTMENT,250,1,1,1
2021-01,SYCUAN TRIBAL POLICE DEPARTMENT,26A,1,1,1
2021-01,SYCUAN TRIBAL POLICE DEPARTMENT,26B,2,2,2
2021-01,SYCUAN TRIBAL POLICE DEPARTMENT,26C,2,2,2
2021-01,SYCUAN TRIBAL POLICE DEPARTMENT,280,1,1,1
2021-01,SYCUAN TRIBAL POLICE DEPARTMENT,290,1,1,1
2021-01,SYCUAN TRIBAL POLICE DEPARTMENT,35A,4,4,4
2021-01,SYCUAN TRIBAL POLICE DEPARTMENT,520,1,1,1
2021-02,CARLSBAD,09A,1,1,1
2021-02,CARLSBAD,11A,3,3,3
2021-02,CARLSBAD,11C,1,1,1
2021-02,CARLSBAD,11D,3,3,3
2021-02,CARLSBAD,120,4,4,4
2021-02,CARLSBAD,13A,11,9,10
2021-02,CARLSBAD,13B,27,26,27
2021-02,CARLSBAD,13C,8,8,8
2021-02,CARLSBAD,220,27,27,27
2021-02,CARLSBAD,23C,14,14,14
2021-02,CARLSBAD,23D,8,8,8
2021-02,CARLSBAD,23F,56,56,56
2021-02,CARLSBAD,23G,2,2,2
2021-02,CARLSBAD,23H,39,39,39
2021-02,CARLSBAD,240,26,13,13
2021-02,CARLSBAD,250,6,6,6
2021-02,CARLSBAD,26A,9,9,9
2021-02,CARLSBAD,26B,1,1,1
2021-02,CARLSBAD,26C,22,22,22
2021-02,CARLSBAD,280,10,10,10
2021-02,CARLSBAD,290,44,44,44
2021-02,CARLSBAD,35A,38,38,38
2021-02,CARLSBAD,35B,26,26,26
2021-02,CARLSBAD,36B,1,1,1
2021-02,CARLSBAD,520,9,9,9
2021-02,CHULA VISTA,09A,4,4,4
2021-02,CHULA VISTA,100,10,10,10
2021-02,CHULA VISTA,11A,3,3,3
2021-02,CHULA VISTA,11B,1,1,1
2021-02,CHULA VISTA,11C,2,2,2
2021-02,CHULA VISTA,11D,9,8,9
2021-02,CHULA VISTA,120,27,27,27
2021-02,CHULA VISTA,13A,61,55,60
2021-02,CHULA VISTA,13B,70,68,70
2021-02,CHULA VISTA,13C,14,13,14
2021-02,CHULA VISTA,200,4,4,4
2021-02,CHULA VISTA,210,1,1,1
2021-02,CHULA VISTA,220,40,40,40
2021-02,CHULA VISTA,23C,43,43,43
2021-02,CHULA VISTA,23D,9,9,9
2021-02,CHULA VISTA,23F,123,123,123
2021-02,CHULA VISTA,23G,19,19,19
2021-02,CHULA VISTA,23H,28,28,28
2021-02,CHULA VISTA,240,150,75,75
2021-02,CHULA VISTA,250,8,8,8
2021-02,CHULA VISTA,26A,9,9,9
2021-02,CHULA VISTA,26B,8,8,8
2021-02,CHULA VISTA,26C,22,22,22
2021-02,CHULA VISTA,26F,4,4,4
2021-02,CHULA VISTA,270,1,1,1
2021-02,CHULA VISTA,280,17,17,17
2021-02,CHULA VISTA,290,77,77,77
2021-02,CHULA VISTA,35A,85,85,85
2021-02,CHULA VISTA,35B,64,64,64
2021-02,CHULA VISTA,36B,1,1,1
2021-02,CHULA VISTA,370,1,1,1
2021-02,CHULA VISTA,520,25,25,25
2021-02,EL CAJON,100,2,2,2
2021-02,EL CAJON,11A,1,1,1
2021-02,EL CAJON,11D,3,3,3
2021-02,EL CAJON,120,8,8,8
2021-02,EL CAJON,13A,32,28,32
2021-02,EL CAJON,13B,47,45,47
2021-02,EL CAJON,13C,10,7,10
2021-02,EL CAJON,200,5,5,5
2021-02,EL CAJON,210,1,1,1
2021-02,EL CAJON,220,16,16,16
2021-02,EL CAJON,23A,1,1,1
2021-02,EL CAJON,23B,3,3,3
2021-02,EL CAJON,23C,22,22,22
2021-02,EL CAJON,23D,9,9,9
2021-02,EL CAJON,23F,68,68,68
2021-02,EL CAJON,23G,7,7,7
2021-02,EL CAJON,23H,22,22,22
2021-02,EL CAJON,240,76,38,38
2021-02,EL CAJON,250,1,1,1
2021-02,EL CAJON,26A,3,3,3
2021-02,EL CAJON,26B,2,2,2
2021-02,EL CAJON,26C,11,11,11
2021-02,EL CAJON,270,2,2,2
2021-02,EL CAJON,280,13,13,13
2021-02,EL CAJON,290,41,41,41
2021-02,EL CAJON,35A,70,70,70
2021-02,EL CAJON,35B,48,48,48
2021-02,EL CAJON,370,1,1,1
2021-02,EL CAJON,520,16,16,16
2021-02,ESCONDIDO,11A,1,1,1
2021-02,ESCONDIDO,11B,1,1,1
2021-02,ESCONDIDO,11D,4,4,4
2021-02,ESCONDIDO,120,13,13,13
2021-02,ESCONDIDO,13A,26,24,26
2021-02,ESCONDIDO,13B,64,59,64
2021-02,ESCONDIDO,13C,8,8,8
2021-02,ESCONDIDO,200,3,3,3
2021-02,ESCONDIDO,220,35,35,35
2021-02,ESCONDIDO,23C,22,22,22
2021-02,ESCONDIDO,23D,2,2,2
2021-02,ESCONDIDO,23F,64,64,64
2021-02,ESCONDIDO,23G,27,27,27
2021-02,ESCONDIDO,23H,43,43,43
2021-02,ESCONDIDO,240,82,41,41
2021-02,ESCONDIDO,250,6,6,6
2021-02,ESCONDIDO,26C,26,26,26
2021-02,ESCONDIDO,26F,1,1,1
2021-02,ESCONDIDO,280,6,6,6
2021-02,ESCONDIDO,290,35,35,35
2021-02,ESCONDIDO,35A,102,102,102
2021-02,ESCONDIDO,35B,62,62,62
2021-02,ESCONDIDO,40A,7,7,7
2021-02,ESCONDIDO,520,11,11,11
2021-02,HARBOR POLICE,100,1,1,1
2021-02,HARBOR POLICE,11A,2,2,2
2021-02,HARBOR POLICE,120,3,3,3
2021-02,HARBOR POLICE,13A,6,5,6
2021-02,HARBOR POLICE,13B,10,10,10
2021-02,HARBOR POLICE,13C,4,3,4
2021-02,HARBOR POLICE,220,7,7,7
2021-02,HARBOR POLICE,23A,3,3,3
2021-02,HARBOR POLICE,23B,1,1,1
2021-02,HARBOR POLICE,23D,2,2,2
2021-02,HARBOR POLICE,23F,11,11,11
2021-02,HARBOR POLICE,23H,14,14,14
2021-02,HARBOR POLICE,240,6,3,3
2021-02,HARBOR POLICE,250,4,4,4
2021-02,HARBOR POLICE,26C,3,3,3
2021-02,HARBOR POLICE,280,7,7,7
2021-02,HARBOR POLICE,290,23,23,23
2021-02,HARBOR POLICE,35A,22,22,22
2021-02,HARBOR POLICE,35B,20,20,20
2021-02,HARBOR POLICE,520,9,9,9
2021-02,LA MESA,100,2,2,2
2021-02,LA MESA,11A,1,1,1
2021-02,LA MESA,120,5,5,5
2021-02,LA MESA,13A,13,11,13
2021-02,LA MESA,13B,27,23,27
2021-02,LA MESA,13C,2,2,2
2021-02,LA MESA,200,1,1,1
2021-02,LA MESA,220,15,15,15
2021-02,LA MESA,23A,1,1,1
2021-02,LA MESA,23C,12,12,12
2021-02,LA MESA,23D,4,4,4
2021-02,LA MESA,23F,34,34,34
2021-02,LA MESA,23G,7,7,7
2021-02,LA MESA,23H,14,14,14
2021-02,LA MESA,240,26,13,13
2021-02,LA MESA,250,4,4,4
2021-02,LA MESA,26A,5,5,5
2021-02,LA MESA,26C,12,12,12
2021-02,LA MESA,270,1,1,1
2021-02,LA MESA,280,6,6,6
2021-02,LA MESA,290,20,20,20
2021-02,LA MESA,35A,32,32,32
2021-02,LA MESA,35B,14,14,14
2021-02,LA MESA,520,7,7,7
2021-02,NATIONAL CITY,100,2,2,2
2021-02,NATIONAL CITY,11A,1,1,1
2021-02,NATIONAL CITY,11B,3,1,3
2021-02,NATIONAL CITY,11D,8,7,8
2021-02,NATIONAL CITY,120,6,6,6
2021-02,NATIONAL CITY,13A,13,13,13
2021-02,NATIONAL CITY,13B,29,24,29
2021-02,NATIONAL CITY,13C,5,5,5
2021-02,NATIONAL CITY,200,4,4,4
2021-02,NATIONAL CITY,220,7,7,7
2021-02,NATIONAL CITY,23C,15,15,15
2021-02,NATIONAL CITY,23D,11,11,11
2021-02,NATIONAL CITY,23F,30,30,30
2021-02,NATIONAL CITY,23G,1,1,1
2021-02,NATIONAL CITY,23H,15,15,15
2021-02,NATIONAL CITY,240,44,22,22
2021-02,NATIONAL CITY,250,2,2,2
2021-02,NATIONAL CITY,26A,3,3,3
2021-02,NATIONAL CITY,26B,1,1,1
2021-02,NATIONAL CITY,26C,9,9,9
2021-02,NATIONAL CITY,26F,1,1,1
2021-02,NATIONAL CITY,280,7,7,7
2021-02,NATIONAL CITY,290,31,31,31
2021-02,NATIONAL CITY,35A,18,18,18
2021-02,NATIONAL CITY,35B,13,13,13
2021-02,NATIONAL CITY,40A,31,31,31
2021-02,NATIONAL CITY,520,3,3,3
2021-02,OCEANSIDE,09A,1,1,1
2021-02,OCEANSIDE,100,3,3,3
2021-02,OCEANSIDE,11A,4,4,4
2021-02,OCEANSIDE,11B,1,1,1
2021-02,OCEANSIDE,11C,3,3,3
2021-02,OCEANSIDE,11D,4,3,4
2021-02,OCEANSIDE,120,9,9,9
2021-02,OCEANSIDE,13A,33,28,33
2021-02,OCEANSIDE,13B,91,80,91
2021-02,OCEANSIDE,13C,21,13,21
2021-02,OCEANSIDE,200,1,1,1
2021-02,OCEANSIDE,210,2,2,2
2021-02,OCEANSIDE,220,35,35,35
2021-02,OCEANSIDE,23A,1,1,1
2021-02,OCEANSIDE,23C,38,38,38
2021-02,OCEANSIDE,23D,19,19,19
2021-02,OCEANSIDE,23F,91,91,91
2021-02,OCEANSIDE,23G,25,25,25
2021-02,OCEANSIDE,23H,53,53,53
2021-02,OCEANSIDE,240,74,38,38
2021-02,OCEANSIDE,250,6,6,6
2021-02,OCEANSIDE,26A,13,13,13
2021-02,OCEANSIDE,26B,7,7,7
2021-02,OCEANSIDE,26C,12,12,12
2021-02,OCEANSIDE,26F,1,1,1
2021-02,OCEANSIDE,280,13,13,13
2021-02,OCEANSIDE,290,91,91,91
2021-02,OCEANSIDE,35A,142,142,142
2021-02,OCEANSIDE,35B,101,101,101
2021-02,OCEANSIDE,36B,2,2,2
2021-02,OCEANSIDE,370,1,1,1
2021-02,OCEANSIDE,40A,1,1,1
2021-02,OCEANSIDE,520,27,27,27
2021-02,SAN DIEGO,09A,4,4,4
2021-02,SAN DIEGO,100,21,19,21
2021-02,SAN DIEGO,11A,25,24,24
2021-02,SAN DIEGO,11B,4,4,4
2021-02,SAN DIEGO,11C,6,6,6
2021-02,SAN DIEGO,11D,23,22,23
2021-02,SAN DIEGO,120,103,103,103
2021-02,SAN DIEGO,13A,335,281,334
2021-02,SAN DIEGO,13B,485,469,482
2021-02,SAN DIEGO,13C,50,44,50
2021-02,SAN DIEGO,200,22,22,22
2021-02,SAN DIEGO,210,1,1,1
2021-02,SAN DIEGO,220,320,320,320
2021-02,SAN DIEGO,23A,2,2,2
2021-02,SAN DIEGO,23B,4,4,4
2021-02,SAN DIEGO,23C,117,117,117
2021-02,SAN DIEGO,23D,45,45,45
2021-02,SAN DIEGO,23E,1,1,1
2021-02,SAN DIEGO,23F,631,631,631
2021-02,SAN DIEGO,23G,42,42,42
2021-02,SAN DIEGO,23H,554,554,554
2021-02,SAN DIEGO,240,983,496,496
2021-02,SAN DIEGO,250,21,21,21
2021-02,SAN DIEGO,26A,37,37,37
2021-02,SAN DIEGO,26B,85,85,85
2021-02,SAN DIEGO,26C,161,161,161
2021-02,SAN DIEGO,270,8,8,8
2021-02,SAN DIEGO,280,77,77,77
2021-02,SAN DIEGO,290,643,643,643
2021-02,SAN DIEGO,35A,484,484,484
2021-02,SAN DIEGO,35B,292,292,292
2021-02,SAN DIEGO,36B,2,2,2
2021-02,SAN DIEGO,39C,1,1,1
2021-02,SAN DIEGO,40A,2,2,2
2021-02,SAN DIEGO,520,112,112,112
2021-02,SHERIFF,09A,2,2,2
2021-02,SHERIFF,100,16,12,16
2021-02,SHERIFF,11A,5,5,5
2021-02,SHERIFF,11B,1,1,1
2021-02,SHERIFF,11C,2,2,2
2021-02,SHERIFF,11D,11,11,11
2021-02,SHERIFF,120,34,34,34
2021-02,SHERIFF,13A,131,123,130
2021-02,SHERIFF,13B,516,468,516
2021-02,SHERIFF,13C,34,29,33
2021-02,SHERIFF,200,4,4,4
2021-02,SHERIFF,210,4,4,4
2021-02,SHERIFF,220,137,137,137
2021-02,SHERIFF,23B,4,4,4
2021-02,SHERIFF,23C,62,62,62
2021-02,SHERIFF,23D,29,29,29
2021-02,SHERIFF,23E,2,2,2
2021-02,SHERIFF,23F,192,192,192
2021-02,SHERIFF,23G,40,40,40
2021-02,SHERIFF,23H,95,95,95
2021-02,SHERIFF,240,270,135,135
2021-02,SHERIFF,250,18,18,18
2021-02,SHERIFF,26A,29,29,29
2021-02,SHERIFF,26B,17,17,17
2021-02,SHERIFF,26C,21,21,21
2021-02,SHERIFF,26F,60,60,60
2021-02,SHERIFF,26G,1,1,1
2021-02,SHERIFF,270,1,1,1
2021-02,SHERIFF,280,50,50,50
2021-02,SHERIFF,290,192,192,192
2021-02,SHERIFF,35A,431,431,431
2021-02,SHERIFF,35B,318,318,318
2021-02,SHERIFF,36B,1,1,1
2021-02,SHERIFF,370,1,1,1
2021-02,SHERIFF,40B,1,1,1
2021-02,SHERIFF,520,84,84,84
2021-02,SHERIFF,64B,1,1,1
2021-02,SHERIFF,720,4,4,4
2021-02,SYCUAN TRIBAL POLICE DEPARTMENT,09A,1,1,1
2021-02,SYCUAN TRIBAL POLICE DEPARTMENT,13B,1,1,1
2021-02,SYCUAN TRIBAL POLICE DEPARTMENT,220,1,1,1
2021-02,SYCUAN TRIBAL POLICE DEPARTMENT,23B,1,1,1
2021-02,SYCUAN TRIBAL POLICE DEPARTMENT,23E,1,1,1
2021-02,SYCUAN TRIBAL POLICE DEPARTMENT,23F,3,3,3
2021-02,SYCUAN TRIBAL POLICE DEPARTMENT,23H,3,3,3
2021-02,SYCUAN TRIBAL POLICE DEPARTMENT,240,2,2,2
2021-02,SYCUAN TRIBAL POLICE DEPARTMENT,26B,1,1,1
2021-02,SYCUAN TRIBAL POLICE DEPARTMENT,26C,1,1,1
2021-02,SYCUAN TRIBAL POLICE DEPARTMENT,290,1,1,1
2021-02,SYCUAN TRIBAL POLICE DEPARTMENT,35A,7,7,7
2021-03,CARLSBAD,100,1,1,1
2021-03,CARLSBAD,11A,1,1,1
2021-03,CARLSBAD,11B,1,1,1
2021-03,CARLSBAD,11D,1,1,1
2021-03,CARLSBAD,120,3,3,3
2021-03,CARLSBAD,13A,12,11,12
2021-03,CARLSBAD,13B,46,41,46
2021-03,CARLSBAD,13C,7,7,7
2021-03,CARLSBAD,200,1,1,1
2021-03,CARLSBAD,210,1,1,1
2021-03,CARLSBAD,220,31,31,31
2021-03,CARLSBAD,23C,22,22,22
2021-03,CARLSBAD,23D,2,2,2
2021-03,CARLSBAD,23E,1,1,1
2021-03,CARLSBAD,23F,76,76,76
2021-03,CARLSBAD,23G,5,5,5
2021-03,CARLSBAD,23H,36,36,36
2021-03,CARLSBAD,240,24,12,12
2021-03,CARLSBAD,250,3,3,3
2021-03,CARLSBAD,26A,7,7,7
2021-03,CARLSBAD,26B,3,3,3
