month,agency,offense_code,source_rows,distinct_incidents,distinct_offense_ids
2024-01,HARBOR POLICE,26B,1,1,1
2024-01,HARBOR POLICE,26F,1,1,1
2024-01,HARBOR POLICE,280,1,1,1
2024-01,HARBOR POLICE,290,10,10,10
2024-01,HARBOR POLICE,35A,19,19,19
2024-01,HARBOR POLICE,35B,11,11,11
2024-01,HARBOR POLICE,520,12,12,12
2024-01,LA MESA,100,2,2,2
2024-01,LA MESA,11D,3,3,3
2024-01,LA MESA,120,5,5,5
2024-01,LA MESA,13A,9,9,9
2024-01,LA MESA,13B,35,32,35
2024-01,LA MESA,13C,6,4,6
2024-01,LA MESA,220,11,11,11
2024-01,LA MESA,23C,14,14,14
2024-01,LA MESA,23D,3,3,3
2024-01,LA MESA,23E,1,1,1
2024-01,LA MESA,23F,10,10,10
2024-01,LA MESA,23G,15,15,15
2024-01,LA MESA,23H,10,10,10
2024-01,LA MESA,240,29,15,15
2024-01,LA MESA,250,4,4,4
2024-01,LA MESA,26A,5,5,5
2024-01,LA MESA,26B,1,1,1
2024-01,LA MESA,26C,3,3,3
2024-01,LA MESA,26F,16,16,16
2024-01,LA MESA,270,1,1,1
2024-01,LA MESA,280,6,6,6
2024-01,LA MESA,290,11,11,11
2024-01,LA MESA,35A,23,23,23
2024-01,LA MESA,35B,25,25,25
2024-01,LA MESA,520,1,1,1
2024-01,NATIONAL CITY,09A,1,1,1
2024-01,NATIONAL CITY,100,4,4,4
2024-01,NATIONAL CITY,11A,1,1,1
2024-01,NATIONAL CITY,11D,6,5,6
2024-01,NATIONAL CITY,120,15,15,15
2024-01,NATIONAL CITY,13A,19,16,19
2024-01,NATIONAL CITY,13B,29,24,29
2024-01,NATIONAL CITY,13C,11,6,11
2024-01,NATIONAL CITY,200,1,1,1
2024-01,NATIONAL CITY,220,18,18,18
2024-01,NATIONAL CITY,23C,18,18,18
2024-01,NATIONAL CITY,23D,4,4,4
2024-01,NATIONAL CITY,23F,18,18,18
2024-01,NATIONAL CITY,23G,5,5,5
2024-01,NATIONAL CITY,23H,18,18,18
2024-01,NATIONAL CITY,240,56,28,28
2024-01,NATIONAL CITY,250,4,4,4
2024-01,NATIONAL CITY,26A,3,3,3
2024-01,NATIONAL CITY,26B,2,2,2
2024-01,NATIONAL CITY,26F,3,3,3
2024-01,NATIONAL CITY,270,3,3,3
2024-01,NATIONAL CITY,280,2,2,2
2024-01,NATIONAL CITY,290,28,28,28
2024-01,NATIONAL CITY,35A,14,14,14
2024-01,NATIONAL CITY,35B,9,9,9
2024-01,NATIONAL CITY,40A,10,10,10
2024-01,NATIONAL CITY,40B,1,1,1
2024-01,NATIONAL CITY,520,4,4,4
2024-01,OCEANSIDE,100,4,4,4
2024-01,OCEANSIDE,11D,9,8,9
2024-01,OCEANSIDE,120,10,10,10
2024-01,OCEANSIDE,13A,51,45,51
2024-01,OCEANSIDE,13B,79,71,79
2024-01,OCEANSIDE,13C,23,16,23
2024-01,OCEANSIDE,220,36,36,36
2024-01,OCEANSIDE,23B,1,1,1
2024-01,OCEANSIDE,23C,44,44,44
2024-01,OCEANSIDE,23D,12,12,12
2024-01,OCEANSIDE,23F,56,56,56
2024-01,OCEANSIDE,23G,18,18,18
2024-01,OCEANSIDE,23H,57,57,57
2024-01,OCEANSIDE,240,44,22,22
2024-01,OCEANSIDE,250,4,4,4
2024-01,OCEANSIDE,26A,16,16,16
2024-01,OCEANSIDE,26B,16,16,16
2024-01,OCEANSIDE,26C,4,4,4
2024-01,OCEANSIDE,26F,14,14,14
2024-01,OCEANSIDE,26G,1,1,1
2024-01,OCEANSIDE,270,3,3,3
2024-01,OCEANSIDE,280,2,2,2
2024-01,OCEANSIDE,290,98,98,98
2024-01,OCEANSIDE,35A,33,33,33
2024-01,OCEANSIDE,35B,24,24,24
2024-01,OCEANSIDE,36B,1,1,1
2024-01,OCEANSIDE,40A,1,1,1
2024-01,OCEANSIDE,520,12,12,12
2024-01,SAN DIEGO,09A,2,2,2
2024-01,SAN DIEGO,100,16,15,16
2024-01,SAN DIEGO,11A,16,16,16
2024-01,SAN DIEGO,11B,4,4,4
2024-01,SAN DIEGO,11C,2,2,2
2024-01,SAN DIEGO,11D,62,52,62
2024-01,SAN DIEGO,120,108,108,108
2024-01,SAN DIEGO,13A,368,342,368
2024-01,SAN DIEGO,13B,559,516,559
2024-01,SAN DIEGO,13C,69,55,69
2024-01,SAN DIEGO,200,14,14,14
2024-01,SAN DIEGO,220,263,263,263
2024-01,SAN DIEGO,23A,7,7,7
2024-01,SAN DIEGO,23B,5,5,5
2024-01,SAN DIEGO,23C,120,120,120
2024-01,SAN DIEGO,23D,33,33,33
2024-01,SAN DIEGO,23E,1,1,1
2024-01,SAN DIEGO,23F,424,424,424
2024-01,SAN DIEGO,23G,49,49,49
2024-01,SAN DIEGO,23H,759,759,759
2024-01,SAN DIEGO,240,873,445,445
2024-01,SAN DIEGO,250,16,16,16
2024-01,SAN DIEGO,26A,17,17,17
2024-01,SAN DIEGO,26B,14,14,14
2024-01,SAN DIEGO,26C,184,184,184
2024-01,SAN DIEGO,26F,22,22,22
2024-01,SAN DIEGO,270,8,8,8
2024-01,SAN DIEGO,280,49,49,49
2024-01,SAN DIEGO,290,543,543,543
2024-01,SAN DIEGO,35A,312,312,312
2024-01,SAN DIEGO,35B,206,206,206
2024-01,SAN DIEGO,36B,1,1,1
2024-01,SAN DIEGO,370,4,4,4
2024-01,SAN DIEGO,40A,4,4,4
2024-01,SAN DIEGO,40B,1,1,1
2024-01,SAN DIEGO,520,61,61,61
2024-01,SHERIFF,09A,3,3,3
2024-01,SHERIFF,100,17,16,17
2024-01,SHERIFF,11A,2,2,2
2024-01,SHERIFF,11B,1,1,1
2024-01,SHERIFF,11D,24,17,24
2024-01,SHERIFF,120,31,31,31
2024-01,SHERIFF,13A,185,153,185
2024-01,SHERIFF,13B,476,428,476
2024-01,SHERIFF,13C,43,34,43
2024-01,SHERIFF,200,7,7,7
2024-01,SHERIFF,220,106,106,106
2024-01,SHERIFF,23A,2,2,2
2024-01,SHERIFF,23B,1,1,1
2024-01,SHERIFF,23C,104,104,104
2024-01,SHERIFF,23D,23,23,23
2024-01,SHERIFF,23F,115,115,115
2024-01,SHERIFF,23G,43,43,43
2024-01,SHERIFF,23H,86,86,86
2024-01,SHERIFF,240,236,119,119
2024-01,SHERIFF,250,10,10,10
2024-01,SHERIFF,26A,13,13,13
2024-01,SHERIFF,26B,8,8,8
2024-01,SHERIFF,26C,12,12,12
2024-01,SHERIFF,26D,1,1,1
2024-01,SHERIFF,26F,57,57,57
2024-01,SHERIFF,26G,3,3,3
2024-01,SHERIFF,270,3,3,3
2024-01,SHERIFF,280,43,43,43
2024-01,SHERIFF,290,161,161,161
2024-01,SHERIFF,35A,415,415,415
2024-01,SHERIFF,35B,341,341,341
2024-01,SHERIFF,36B,4,3,4
2024-01,SHERIFF,370,1,1,1
2024-01,SHERIFF,40A,6,6,6
2024-01,SHERIFF,40B,1,1,1
2024-01,SHERIFF,520,79,79,79
2024-02,CARLSBAD,100,1,1,1
2024-02,CARLSBAD,11A,1,1,1
2024-02,CARLSBAD,11B,1,1,1
2024-02,CARLSBAD,11D,3,3,3
2024-02,CARLSBAD,120,2,2,2
2024-02,CARLSBAD,13A,19,18,19
2024-02,CARLSBAD,13B,35,33,35
2024-02,CARLSBAD,13C,5,5,5
2024-02,CARLSBAD,220,26,26,26
2024-02,CARLSBAD,23C,26,26,26
2024-02,CARLSBAD,23D,3,3,3
2024-02,CARLSBAD,23F,39,39,39
2024-02,CARLSBAD,23G,3,3,3
2024-02,CARLSBAD,23H,45,45,45
2024-02,CARLSBAD,240,24,12,12
2024-02,CARLSBAD,250,5,5,5
2024-02,CARLSBAD,26A,11,11,11
2024-02,CARLSBAD,26B,6,6,6
2024-02,CARLSBAD,26C,15,15,15
2024-02,CARLSBAD,26F,22,22,22
2024-02,CARLSBAD,270,1,1,1
2024-02,CARLSBAD,280,7,7,7
2024-02,CARLSBAD,290,50,50,50
2024-02,CARLSBAD,35A,28,28,28
2024-02,CARLSBAD,35B,18,18,18
2024-02,CARLSBAD,370,1,1,1
2024-02,CARLSBAD,520,2,2,2
2024-02,CHULA VISTA,100,6,6,6
2024-02,CHULA VISTA,11A,2,2,2
2024-02,CHULA VISTA,11C,2,2,2
2024-02,CHULA VISTA,11D,9,5,9
2024-02,CHULA VISTA,120,20,20,20
2024-02,CHULA VISTA,13A,80,63,80
2024-02,CHULA VISTA,13B,72,69,72
2024-02,CHULA VISTA,13C,22,21,22
2024-02,CHULA VISTA,200,3,3,3
2024-02,CHULA VISTA,210,2,2,2
2024-02,CHULA VISTA,220,31,31,31
2024-02,CHULA VISTA,23C,54,54,54
2024-02,CHULA VISTA,23D,12,12,12
2024-02,CHULA VISTA,23F,40,40,40
2024-02,CHULA VISTA,23G,19,19,19
2024-02,CHULA VISTA,23H,39,39,39
2024-02,CHULA VISTA,240,147,74,74
2024-02,CHULA VISTA,250,4,4,4
2024-02,CHULA VISTA,26A,16,16,16
2024-02,CHULA VISTA,26B,14,14,14
2024-02,CHULA VISTA,26C,1,1,1
2024-02,CHULA VISTA,26F,15,15,15
2024-02,CHULA VISTA,280,8,8,8
2024-02,CHULA VISTA,290,82,82,82
2024-02,CHULA VISTA,35A,41,41,41
2024-02,CHULA VISTA,35B,35,35,35
2024-02,CHULA VISTA,520,13,13,13
2024-02,EL CAJON,100,1,1,1
2024-02,EL CAJON,11B,1,1,1
2024-02,EL CAJON,11D,3,3,3
2024-02,EL CAJON,120,9,9,9
2024-02,EL CAJON,13A,26,25,26
2024-02,EL CAJON,13B,50,46,50
2024-02,EL CAJON,13C,14,10,14
2024-02,EL CAJON,220,15,15,15
2024-02,EL CAJON,23C,35,35,35
2024-02,EL CAJON,23D,3,3,3
2024-02,EL CAJON,23F,19,19,19
2024-02,EL CAJON,23G,8,8,8
2024-02,EL CAJON,23H,24,24,24
2024-02,EL CAJON,240,62,31,31
2024-02,EL CAJON,250,2,2,2
2024-02,EL CAJON,26A,3,3,3
2024-02,EL CAJON,26B,4,4,4
2024-02,EL CAJON,26C,17,17,17
2024-02,EL CAJON,26F,2,2,2
2024-02,EL CAJON,280,15,15,15
2024-02,EL CAJON,290,79,79,79
2024-02,EL CAJON,35A,67,67,67
2024-02,EL CAJON,35B,40,40,40
2024-02,EL CAJON,370,1,1,1
2024-02,EL CAJON,520,18,18,18
2024-02,ESCONDIDO,100,8,8,8
2024-02,ESCONDIDO,11A,4,4,4
2024-02,ESCONDIDO,11B,2,2,2
2024-02,ESCONDIDO,11D,11,8,11
2024-02,ESCONDIDO,120,7,7,7
2024-02,ESCONDIDO,13A,40,38,40
2024-02,ESCONDIDO,13B,64,61,64
2024-02,ESCONDIDO,13C,11,5,11
2024-02,ESCONDIDO,200,1,1,1
2024-02,ESCONDIDO,220,30,30,30
2024-02,ESCONDIDO,23B,1,1,1
2024-02,ESCONDIDO,23C,45,45,45
2024-02,ESCONDIDO,23D,8,8,8
2024-02,ESCONDIDO,23E,1,1,1
2024-02,ESCONDIDO,23F,22,22,22
2024-02,ESCONDIDO,23G,14,14,14
2024-02,ESCONDIDO,23H,27,27,27
2024-02,ESCONDIDO,240,62,32,32
2024-02,ESCONDIDO,250,6,6,6
2024-02,ESCONDIDO,26A,6,6,6
2024-02,ESCONDIDO,26B,1,1,1
2024-02,ESCONDIDO,26C,11,11,11
2024-02,ESCONDIDO,26F,17,17,17
2024-02,ESCONDIDO,280,8,8,8
2024-02,ESCONDIDO,290,44,44,44
2024-02,ESCONDIDO,35A,63,63,63
2024-02,ESCONDIDO,35B,45,45,45
2024-02,ESCONDIDO,520,13,13,13
2024-02,HARBOR POLICE,100,1,1,1
2024-02,HARBOR POLICE,120,2,2,2
2024-02,HARBOR POLICE,13A,17,13,17
2024-02,HARBOR POLICE,13B,9,9,9
2024-02,HARBOR POLICE,13C,3,2,3
2024-02,HARBOR POLICE,220,2,2,2
2024-02,HARBOR POLICE,23C,1,1,1
2024-02,HARBOR POLICE,23D,6,6,6
2024-02,HARBOR POLICE,23F,7,7,7
2024-02,HARBOR POLICE,23H,17,17,17
2024-02,HARBOR POLICE,240,2,1,1
2024-02,HARBOR POLICE,250,1,1,1
2024-02,HARBOR POLICE,26A,1,1,1
2024-02,HARBOR POLICE,26B,1,1,1
2024-02,HARBOR POLICE,270,1,1,1
2024-02,HARBOR POLICE,290,15,15,15
2024-02,HARBOR POLICE,35A,9,9,9
2024-02,HARBOR POLICE,35B,6,6,6
2024-02,HARBOR POLICE,520,9,9,9
2024-02,LA MESA,100,3,3,3
2024-02,LA MESA,11D,2,2,2
2024-02,LA MESA,120,4,4,4
2024-02,LA MESA,13A,13,12,13
2024-02,LA MESA,13B,22,21,22
2024-02,LA MESA,13C,8,7,8
2024-02,LA MESA,210,1,1,1
2024-02,LA MESA,220,15,15,15
2024-02,LA MESA,23C,21,21,21
2024-02,LA MESA,23F,28,28,28
2024-02,LA MESA,23G,9,9,9
2024-02,LA MESA,23H,11,11,11
2024-02,LA MESA,240,16,8,8
2024-02,LA MESA,250,3,3,3
2024-02,LA MESA,26A,4,4,4
2024-02,LA MESA,26C,3,3,3
2024-02,LA MESA,26F,17,17,17
2024-02,LA MESA,280,3,3,3
2024-02,LA MESA,290,19,19,19
2024-02,LA MESA,35A,26,26,26
2024-02,LA MESA,35B,20,20,20
2024-02,LA MESA,36B,1,1,1
2024-02,LA MESA,520,5,5,5
2024-02,NATIONAL CITY,100,4,4,4
2024-02,NATIONAL CITY,11A,1,1,1
2024-02,NATIONAL CITY,11B,1,1,1
2024-02,NATIONAL CITY,11C,1,1,1
2024-02,NATIONAL CITY,11D,3,3,3
2024-02,NATIONAL CITY,120,11,11,11
2024-02,NATIONAL CITY,13A,17,17,17
2024-02,NATIONAL CITY,13B,42,37,42
2024-02,NATIONAL CITY,13C,9,7,9
2024-02,NATIONAL CITY,220,9,9,9
2024-02,NATIONAL CITY,23C,3,3,3
2024-02,NATIONAL CITY,23D,2,2,2
2024-02,NATIONAL CITY,23F,9,9,9
2024-02,NATIONAL CITY,23H,14,14,14
2024-02,NATIONAL CITY,240,60,30,30
2024-02,NATIONAL CITY,250,1,1,1
2024-02,NATIONAL CITY,26A,1,1,1
2024-02,NATIONAL CITY,26C,2,2,2
2024-02,NATIONAL CITY,280,3,3,3
2024-02,NATIONAL CITY,290,28,28,28
2024-02,NATIONAL CITY,35A,12,12,12
2024-02,NATIONAL CITY,35B,5,5,5
2024-02,NATIONAL CITY,40A,11,11,11
2024-02,NATIONAL CITY,520,7,7,7
2024-02,NATIONAL CITY,720,1,1,1
2024-02,OCEANSIDE,100,4,4,4
2024-02,OCEANSIDE,11A,1,1,1
2024-02,OCEANSIDE,11B,3,3,3
2024-02,OCEANSIDE,11C,1,1,1
2024-02,OCEANSIDE,11D,4,4,4
2024-02,OCEANSIDE,120,16,16,16
2024-02,OCEANSIDE,13A,35,28,35
2024-02,OCEANSIDE,13B,91,79,91
2024-02,OCEANSIDE,13C,20,16,20
2024-02,OCEANSIDE,200,4,4,4
2024-02,OCEANSIDE,210,1,1,1
2024-02,OCEANSIDE,220,21,21,21
2024-02,OCEANSIDE,23A,1,1,1
2024-02,OCEANSIDE,23B,1,1,1
2024-02,OCEANSIDE,23C,33,33,33
2024-02,OCEANSIDE,23D,20,20,20
2024-02,OCEANSIDE,23F,47,47,47
2024-02,OCEANSIDE,23G,16,16,16
2024-02,OCEANSIDE,23H,56,56,56
2024-02,OCEANSIDE,240,50,26,26
2024-02,OCEANSIDE,250,3,3,3
2024-02,OCEANSIDE,26A,12,12,12
2024-02,OCEANSIDE,26B,10,10,10
2024-02,OCEANSIDE,26C,1,1,1
2024-02,OCEANSIDE,26F,21,21,21
2024-02,OCEANSIDE,26G,1,1,1
2024-02,OCEANSIDE,270,1,1,1
2024-02,OCEANSIDE,280,6,6,6
2024-02,OCEANSIDE,290,81,81,81
2024-02,OCEANSIDE,35A,29,29,29
2024-02,OCEANSIDE,35B,22,22,22
2024-02,OCEANSIDE,36B,1,1,1
2024-02,OCEANSIDE,520,14,14,14
2024-02,OCEANSIDE,720,1,1,1
2024-02,SAN DIEGO,09A,4,4,4
2024-02,SAN DIEGO,100,26,21,26
2024-02,SAN DIEGO,11A,19,19,19
2024-02,SAN DIEGO,11B,3,3,3
2024-02,SAN DIEGO,11C,3,3,3
2024-02,SAN DIEGO,11D,24,24,24
2024-02,SAN DIEGO,120,92,92,92
2024-02,SAN DIEGO,13A,314,287,314
2024-02,SAN DIEGO,13B,471,450,471
2024-02,SAN DIEGO,13C,70,54,70
2024-02,SAN DIEGO,200,6,6,6
2024-02,SAN DIEGO,220,208,208,208
2024-02,SAN DIEGO,23A,13,13,13
2024-02,SAN DIEGO,23B,4,4,4
2024-02,SAN DIEGO,23C,118,118,118
2024-02,SAN DIEGO,23D,27,27,27
2024-02,SAN DIEGO,23F,440,440,440
2024-02,SAN DIEGO,23G,32,32,32
2024-02,SAN DIEGO,23H,639,639,639
2024-02,SAN DIEGO,240,951,482,482
2024-02,SAN DIEGO,250,11,11,11
2024-02,SAN DIEGO,26A,29,29,29
2024-02,SAN DIEGO,26B,14,14,14
2024-02,SAN DIEGO,26C,156,156,156
2024-02,SAN DIEGO,26F,20,20,20
2024-02,SAN DIEGO,26G,2,2,2
2024-02,SAN DIEGO,270,7,7,7
2024-02,SAN DIEGO,280,37,37,37
2024-02,SAN DIEGO,290,519,519,519
2024-02,SAN DIEGO,35A,306,306,306
2024-02,SAN DIEGO,35B,195,195,195
2024-02,SAN DIEGO,36B,3,3,3
2024-02,SAN DIEGO,370,4,4,4
2024-02,SAN DIEGO,40A,4,4,4
2024-02,SAN DIEGO,520,88,88,88
2024-02,SAN DIEGO,720,1,1,1
2024-02,SHERIFF,09A,3,3,3
2024-02,SHERIFF,100,10,10,10
2024-02,SHERIFF,11A,4,4,4
2024-02,SHERIFF,11B,2,1,2
2024-02,SHERIFF,11C,2,2,2
2024-02,SHERIFF,11D,20,20,20
2024-02,SHERIFF,120,27,27,27
2024-02,SHERIFF,13A,170,142,170
2024-02,SHERIFF,13B,431,401,431
2024-02,SHERIFF,13C,40,32,40
2024-02,SHERIFF,200,3,3,3
2024-02,SHERIFF,210,1,1,1
2024-02,SHERIFF,220,105,105,105
2024-02,SHERIFF,23B,2,2,2
2024-02,SHERIFF,23C,105,105,105
2024-02,SHERIFF,23D,19,19,19
2024-02,SHERIFF,23F,104,104,104
2024-02,SHERIFF,23G,34,34,34
2024-02,SHERIFF,23H,62,62,62
2024-02,SHERIFF,240,231,116,116
2024-02,SHERIFF,250,9,9,9
2024-02,SHERIFF,26A,27,27,27
2024-02,SHERIFF,26B,8,8,8
2024-02,SHERIFF,26C,12,12,12
2024-02,SHERIFF,26F,65,65,65
2024-02,SHERIFF,26G,4,4,4
2024-02,SHERIFF,270,1,1,1
2024-02,SHERIFF,280,34,34,34
2024-02,SHERIFF,290,181,181,181
2024-02,SHERIFF,35A,328,328,328
2024-02,SHERIFF,35B,281,281,281
2024-02,SHERIFF,36B,1,1,1
2024-02,SHERIFF,520,55,55,55
2024-03,CARLSBAD,100,2,2,2
2024-03,CARLSBAD,11D,1,1,1
2024-03,CARLSBAD,120,4,4,4
2024-03,CARLSBAD,13A,16,12,16
2024-03,CARLSBAD,13B,42,38,42
2024-03,CARLSBAD,13C,3,3,3
2024-03,CARLSBAD,220,18,18,18
2024-03,CARLSBAD,23B,1,1,1
2024-03,CARLSBAD,23C,24,24,24
2024-03,CARLSBAD,23D,2,2,2
2024-03,CARLSBAD,23F,19,19,19
2024-03,CARLSBAD,23G,4,4,4
2024-03,CARLSBAD,23H,55,55,55
2024-03,CARLSBAD,240,21,11,11
2024-03,CARLSBAD,250,2,2,2
2024-03,CARLSBAD,26A,10,10,10
2024-03,CARLSBAD,26B,6,6,6
2024-03,CARLSBAD,26C,19,19,19
2024-03,CARLSBAD,26F,13,13,13
2024-03,CARLSBAD,270,1,1,1
2024-03,CARLSBAD,280,8,8,8
2024-03,CARLSBAD,290,43,43,43
2024-03,CARLSBAD,35A,23,23,23
2024-03,CARLSBAD,35B,15,15,15
2024-03,CARLSBAD,520,1,1,1
2024-03,CHULA VISTA,100,14,8,14
2024-03,CHULA VISTA,11A,4,4,4
2024-03,CHULA VISTA,11C,1,1,1
2024-03,CHULA VISTA,11D,10,10,10
2024-03,CHULA VISTA,120,23,23,23
2024-03,CHULA VISTA,13A,63,55,63
2024-03,CHULA VISTA,13B,83,79,83
2024-03,CHULA VISTA,13C,22,17,22
2024-03,CHULA VISTA,220,27,27,27
2024-03,CHULA VISTA,23C,42,42,42
2024-03,CHULA VISTA,23D,21,21,21
2024-03,CHULA VISTA,23F,46,46,46
2024-03,CHULA VISTA,23G,18,18,18
2024-03,CHULA VISTA,23H,31,31,31
2024-03,CHULA VISTA,240,196,98,98
2024-03,CHULA VISTA,250,2,2,2
2024-03,CHULA VISTA,26A,22,22,22
2024-03,CHULA VISTA,26B,9,9,9
2024-03,CHULA VISTA,26C,2,2,2
2024-03,CHULA VISTA,26F,29,29,29
2024-03,CHULA VISTA,280,7,7,7
2024-03,CHULA VISTA,290,66,66,66
2024-03,CHULA VISTA,35A,55,55,55
2024-03,CHULA VISTA,35B,43,43,43
2024-03,CHULA VISTA,36B,1,1,1
2024-03,CHULA VISTA,520,17,17,17
2024-03,EL CAJON,100,4,4,4
2024-03,EL CAJON,11A,2,2,2
2024-03,EL CAJON,11D,4,4,4
2024-03,EL CAJON,120,8,8,8
2024-03,EL CAJON,13A,27,25,27
2024-03,EL CAJON,13B,56,48,56
2024-03,EL CAJON,13C,6,6,6
2024-03,EL CAJON,200,3,3,3
2024-03,EL CAJON,220,20,20,20
2024-03,EL CAJON,23B,1,1,1
2024-03,EL CAJON,23C,52,52,52
2024-03,EL CAJON,23D,10,10,10
2024-03,EL CAJON,23F,27,27,27
2024-03,EL CAJON,23G,5,5,5
2024-03,EL CAJON,23H,25,25,25
2024-03,EL CAJON,240,44,22,22
2024-03,EL CAJON,250,2,2,2
2024-03,EL CAJON,26A,4,4,4
2024-03,EL CAJON,26B,1,1,1
2024-03,EL CAJON,26C,16,16,16
2024-03,EL CAJON,270,4,4,4
2024-03,EL CAJON,280,15,15,15
2024-03,EL CAJON,290,47,47,47
2024-03,EL CAJON,35A,82,82,82
2024-03,EL CAJON,35B,78,78,78
2024-03,EL CAJON,370,2,2,2
2024-03,EL CAJON,520,14,14,14
2024-03,ESCONDIDO,100,2,2,2
2024-03,ESCONDIDO,11A,4,4,4
2024-03,ESCONDIDO,11C,1,1,1
2024-03,ESCONDIDO,11D,7,6,7
2024-03,ESCONDIDO,120,10,10,10
2024-03,ESCONDIDO,13A,45,35,45
2024-03,ESCONDIDO,13B,76,67,76
2024-03,ESCONDIDO,13C,12,10,12
2024-03,ESCONDIDO,200,2,2,2
2024-03,ESCONDIDO,220,25,25,25
2024-03,ESCONDIDO,23B,1,1,1
2024-03,ESCONDIDO,23C,41,41,41
2024-03,ESCONDIDO,23D,5,5,5
2024-03,ESCONDIDO,23F,25,25,25
2024-03,ESCONDIDO,23G,13,13,13
2024-03,ESCONDIDO,23H,33,33,33
2024-03,ESCONDIDO,240,27,14,14
2024-03,ESCONDIDO,250,1,1,1
2024-03,ESCONDIDO,26A,3,3,3
2024-03,ESCONDIDO,26B,1,1,1
2024-03,ESCONDIDO,26C,7,7,7
2024-03,ESCONDIDO,26F,9,9,9
2024-03,ESCONDIDO,26G,1,1,1
2024-03,ESCONDIDO,280,4,4,4
2024-03,ESCONDIDO,290,45,45,45
2024-03,ESCONDIDO,35A,89,89,89
2024-03,ESCONDIDO,35B,45,45,45
2024-03,ESCONDIDO,36B,1,1,1
2024-03,ESCONDIDO,370,1,1,1
2024-03,ESCONDIDO,520,7,7,7
2024-03,HARBOR POLICE,120,2,2,2
2024-03,HARBOR POLICE,13A,7,6,7
2024-03,HARBOR POLICE,13B,12,12,12
2024-03,HARBOR POLICE,13C,2,2,2
2024-03,HARBOR POLICE,200,1,1,1
2024-03,HARBOR POLICE,220,3,3,3
2024-03,HARBOR POLICE,23A,1,1,1
2024-03,HARBOR POLICE,23D,12,12,12
2024-03,HARBOR POLICE,23F,1,1,1
2024-03,HARBOR POLICE,23G,1,1,1
2024-03,HARBOR POLICE,23H,20,20,20
2024-03,HARBOR POLICE,240,6,3,3
2024-03,HARBOR POLICE,250,1,1,1
2024-03,HARBOR POLICE,26A,1,1,1
2024-03,HARBOR POLICE,26B,1,1,1
2024-03,HARBOR POLICE,26F,2,2,2
2024-03,HARBOR POLICE,280,7,7,7
2024-03,HARBOR POLICE,290,13,13,13
2024-03,HARBOR POLICE,35A,14,14,14
2024-03,HARBOR POLICE,35B,10,10,10
2024-03,HARBOR POLICE,520,12,12,12
2024-03,LA MESA,100,1,1,1
2024-03,LA MESA,11D,4,3,4
2024-03,LA MESA,120,2,2,2
2024-03,LA MESA,13A,20,15,20
2024-03,LA MESA,13B,26,25,26
2024-03,LA MESA,13C,4,4,4
2024-03,LA MESA,220,9,9,9
2024-03,LA MESA,23A,1,1,1
2024-03,LA MESA,23C,18,18,18
2024-03,LA MESA,23D,3,3,3
2024-03,LA MESA,23F,24,24,24
2024-03,LA MESA,23G,13,13,13
2024-03,LA MESA,23H,9,9,9
2024-03,LA MESA,240,50,25,25
2024-03,LA MESA,250,1,1,1
2024-03,LA MESA,26A,5,5,5
2024-03,LA MESA,26C,1,1,1
2024-03,LA MESA,26F,19,19,19
2024-03,LA MESA,280,2,2,2
2024-03,LA MESA,290,22,22,22
2024-03,LA MESA,35A,20,20,20
2024-03,LA MESA,35B,21,21,21
2024-03,LA MESA,36B,2,2,2
2024-03,LA MESA,520,5,5,5
2024-03,NATIONAL CITY,100,2,2,2
2024-03,NATIONAL CITY,11A,2,2,2
2024-03,NATIONAL CITY,11D,2,2,2
2024-03,NATIONAL CITY,120,8,8,8
2024-03,NATIONAL CITY,13A,22,18,22
2024-03,NATIONAL CITY,13B,44,39,44
2024-03,NATIONAL CITY,13C,7,4,7
2024-03,NATIONAL CITY,220,16,16,16
2024-03,NATIONAL CITY,23C,10,10,10
2024-03,NATIONAL CITY,23D,5,5,5
2024-03,NATIONAL CITY,23F,23,23,23
2024-03,NATIONAL CITY,23G,3,3,3
2024-03,NATIONAL CITY,23H,15,15,15
2024-03,NATIONAL CITY,240,82,41,41
2024-03,NATIONAL CITY,250,3,3,3
2024-03,NATIONAL CITY,26A,2,2,2
2024-03,NATIONAL CITY,26B,2,2,2
2024-03,NATIONAL CITY,26C,1,1,1
2024-03,NATIONAL CITY,26F,2,2,2
2024-03,NATIONAL CITY,280,4,4,4
2024-03,NATIONAL CITY,290,30,30,30
2024-03,NATIONAL CITY,35A,16,16,16
2024-03,NATIONAL CITY,35B,7,7,7
2024-03,NATIONAL CITY,40A,14,14,14
2024-03,NATIONAL CITY,40B,1,1,1
2024-03,OCEANSIDE,09B,1,1,1
2024-03,OCEANSIDE,100,5,4,5
2024-03,OCEANSIDE,11A,4,4,4
2024-03,OCEANSIDE,11B,2,2,2
2024-03,OCEANSIDE,11D,7,6,7
2024-03,OCEANSIDE,120,12,12,12
2024-03,OCEANSIDE,13A,40,38,40
2024-03,OCEANSIDE,13B,80,73,80
2024-03,OCEANSIDE,13C,9,8,9
2024-03,OCEANSIDE,200,2,2,2
2024-03,OCEANSIDE,220,30,30,30
2024-03,OCEANSIDE,23A,3,3,3
2024-03,OCEANSIDE,23C,26,26,26
2024-03,OCEANSIDE,23D,24,24,24
2024-03,OCEANSIDE,23F,52,52,52
2024-03,OCEANSIDE,23G,15,15,15
2024-03,OCEANSIDE,23H,56,56,56
2024-03,OCEANSIDE,240,50,25,25
