date,group_type,crime_against,source_rows,distinct_nibrs_offense_ids,distinct_case_numbers
2025-01-17,B,SO,11,11,11
2025-01-18,A,PE,48,48,42
2025-01-18,A,PR,96,96,86
2025-01-18,A,SO,24,24,17
2025-01-18,B,,33,33,33
2025-01-18,B,SO,22,22,22
2025-01-19,A,PE,30,30,27
2025-01-19,A,PR,91,91,87
2025-01-19,A,SO,17,17,14
2025-01-19,B,,43,43,43
2025-01-19,B,SO,15,15,15
2025-01-20,A,PE,31,31,28
2025-01-20,A,PR,102,102,96
2025-01-20,A,SO,15,15,10
2025-01-20,B,,35,35,35
2025-01-20,B,SO,8,8,8
2025-01-21,A,PE,25,25,21
2025-01-21,A,PR,90,90,87
2025-01-21,A,SO,40,40,24
2025-01-21,B,,39,39,39
2025-01-21,B,SO,10,10,10
2025-01-22,A,PE,22,22,22
2025-01-22,A,PR,97,97,95
2025-01-22,A,SO,13,13,11
2025-01-22,B,,45,45,45
2025-01-22,B,SO,5,5,5
2025-01-23,A,PE,34,34,29
2025-01-23,A,PR,80,80,77
2025-01-23,A,SO,18,18,13
2025-01-23,B,,40,40,40
2025-01-23,B,SO,9,9,9
2025-01-24,A,PE,43,43,41
2025-01-24,A,PR,104,104,96
2025-01-24,A,SO,26,26,20
2025-01-24,B,,45,45,45
2025-01-24,B,SO,19,19,19
2025-01-25,A,PE,43,43,34
2025-01-25,A,PR,105,105,103
2025-01-25,A,SO,8,8,7
2025-01-25,B,,41,41,41
2025-01-25,B,SO,15,15,15
2025-01-26,A,PE,27,27,26
2025-01-26,A,PR,95,95,89
2025-01-26,A,SO,14,14,12
2025-01-26,B,,35,35,35
2025-01-26,B,SO,9,9,9
2025-01-27,A,PE,25,25,22
2025-01-27,A,PR,89,89,83
2025-01-27,A,SO,22,22,15
2025-01-27,B,,50,50,50
2025-01-27,B,SO,7,7,7
2025-01-28,A,PE,40,40,36
2025-01-28,A,PR,100,100,93
2025-01-28,A,SO,33,33,22
2025-01-28,B,,67,67,67
2025-01-28,B,SO,5,5,5
2025-01-29,A,PE,38,38,34
2025-01-29,A,PR,82,82,80
2025-01-29,A,SO,45,45,31
2025-01-29,B,,69,69,69
2025-01-29,B,SO,12,12,12
2025-01-30,A,PE,31,31,30
2025-01-30,A,PR,77,77,73
2025-01-30,A,SO,32,32,22
2025-01-30,B,,60,60,60
2025-01-30,B,SO,10,10,10
2025-01-31,A,PE,39,39,37
2025-01-31,A,PR,94,94,91
2025-01-31,A,SO,18,18,18
2025-01-31,B,,53,53,53
2025-01-31,B,SO,11,11,11
2025-02-01,A,PE,43,43,40
2025-02-01,A,PR,102,102,99
2025-02-01,A,SO,21,21,16
2025-02-01,B,,42,42,42
2025-02-01,B,SO,27,27,27
2025-02-02,A,PE,51,51,43
2025-02-02,A,PR,96,96,94
2025-02-02,A,SO,10,10,8
2025-02-02,B,,35,35,35
2025-02-02,B,SO,11,11,11
2025-02-03,A,PE,28,28,25
2025-02-03,A,PR,97,97,92
2025-02-03,A,SO,16,16,14
2025-02-03,B,,47,47,47
2025-02-03,B,SO,16,16,16
2025-02-04,A,PE,20,20,20
2025-02-04,A,PR,111,111,103
2025-02-04,A,SO,44,44,29
2025-02-04,B,,53,53,53
2025-02-04,B,SO,10,10,9
2025-02-05,A,PE,29,29,27
2025-02-05,A,PR,101,101,96
2025-02-05,A,SO,31,31,20
2025-02-05,B,,52,52,52
2025-02-05,B,SO,10,10,10
2025-02-06,A,PE,36,36,30
2025-02-06,A,PR,92,92,85
2025-02-06,A,SO,43,43,30
2025-02-06,B,,52,52,52
2025-02-06,B,SO,16,16,16
2025-02-07,A,PE,32,32,30
2025-02-07,A,PR,106,106,99
2025-02-07,A,SO,22,22,16
2025-02-07,B,,56,56,56
2025-02-07,B,SO,13,13,13
2025-02-08,A,PE,42,42,37
2025-02-08,A,PR,73,73,69
2025-02-08,A,SO,18,18,15
2025-02-08,B,,37,37,37
2025-02-08,B,SO,25,25,25
2025-02-09,A,PE,33,33,26
2025-02-09,A,PR,85,85,81
2025-02-09,A,SO,9,9,6
2025-02-09,B,,35,35,35
2025-02-09,B,SO,14,14,13
2025-02-10,A,PE,37,37,36
2025-02-10,A,PR,98,98,97
2025-02-10,A,SO,19,19,15
2025-02-10,B,,45,45,45
2025-02-10,B,SO,9,9,9
2025-02-11,A,PE,33,33,25
2025-02-11,A,PR,88,88,86
2025-02-11,A,SO,25,25,19
2025-02-11,B,,36,36,36
2025-02-11,B,SO,5,5,5
2025-02-12,A,PE,19,19,19
2025-02-12,A,PR,88,88,81
2025-02-12,A,SO,28,28,18
2025-02-12,B,,56,56,56
2025-02-12,B,SO,12,12,12
2025-02-13,A,PE,36,36,34
2025-02-13,A,PR,121,121,110
2025-02-13,A,SO,18,18,12
2025-02-13,B,,38,38,38
2025-02-13,B,SO,3,3,3
2025-02-14,A,PE,38,38,34
2025-02-14,A,PR,118,118,110
2025-02-14,A,SO,17,17,11
2025-02-14,B,,49,49,49
2025-02-14,B,SO,23,23,23
2025-02-15,A,PE,46,46,42
2025-02-15,A,PR,101,101,98
2025-02-15,A,SO,25,25,20
2025-02-15,B,,46,46,46
2025-02-15,B,SO,19,19,19
2025-02-16,A,PE,42,42,41
2025-02-16,A,PR,90,90,83
2025-02-16,A,SO,16,16,13
2025-02-16,B,,32,32,32
2025-02-16,B,SO,16,16,16
2025-02-17,A,PE,41,41,35
2025-02-17,A,PR,77,77,75
2025-02-17,A,SO,22,22,16
2025-02-17,B,,46,46,46
2025-02-17,B,SO,7,7,7
2025-02-18,A,PE,21,21,20
2025-02-18,A,PR,91,91,88
2025-02-18,A,SO,31,31,23
2025-02-18,B,,66,66,66
2025-02-18,B,SO,9,9,9
2025-02-19,A,PE,29,29,24
2025-02-19,A,PR,64,64,59
2025-02-19,A,SO,20,20,17
2025-02-19,B,,53,53,53
2025-02-19,B,SO,11,11,10
2025-02-20,A,PE,22,22,22
2025-02-20,A,PR,91,91,88
2025-02-20,A,SO,27,27,19
2025-02-20,B,,60,60,60
2025-02-20,B,SO,20,20,20
2025-02-21,A,PE,52,52,43
2025-02-21,A,PR,114,114,108
2025-02-21,A,SO,21,21,16
2025-02-21,B,,45,45,45
2025-02-21,B,SO,18,18,18
2025-02-22,A,PE,46,46,41
2025-02-22,A,PR,83,83,79
2025-02-22,A,SO,11,11,9
2025-02-22,B,,49,49,49
2025-02-22,B,SO,26,26,26
2025-02-23,A,PE,41,41,35
2025-02-23,A,PR,94,94,88
2025-02-23,A,SO,13,13,9
2025-02-23,B,,36,36,36
2025-02-23,B,SO,12,12,12
2025-02-24,A,PE,36,36,33
2025-02-24,A,PR,93,93,88
2025-02-24,A,SO,11,11,9
2025-02-24,B,,47,47,47
2025-02-24,B,SO,11,11,11
2025-02-25,A,PE,50,50,40
2025-02-25,A,PR,84,84,83
2025-02-25,A,SO,22,22,19
2025-02-25,B,,44,44,44
2025-02-25,B,SO,4,4,4
2025-02-26,A,PE,36,36,34
2025-02-26,A,PR,89,89,85
2025-02-26,A,SO,16,16,12
2025-02-26,B,,45,45,45
2025-02-26,B,SO,12,12,12
2025-02-27,A,PE,28,28,26
2025-02-27,A,PR,102,102,92
2025-02-27,A,SO,25,25,22
2025-02-27,B,,46,46,46
2025-02-27,B,SO,15,15,13
2025-02-28,A,PE,35,35,34
2025-02-28,A,PR,90,90,86
2025-02-28,A,SO,26,26,19
2025-02-28,B,,47,47,47
2025-02-28,B,SO,13,13,13
2025-03-01,A,PE,54,54,51
2025-03-01,A,PR,117,117,110
2025-03-01,A,SO,18,18,14
2025-03-01,B,,47,47,47
2025-03-01,B,SO,24,24,24
2025-03-02,A,PE,28,28,25
2025-03-02,A,PR,104,104,96
2025-03-02,A,SO,17,17,12
2025-03-02,B,,34,34,34
2025-03-02,B,SO,14,14,14
2025-03-03,A,PE,31,31,30
2025-03-03,A,PR,85,85,82
2025-03-03,A,SO,19,19,14
2025-03-03,B,,46,46,46
2025-03-03,B,SO,19,19,19
2025-03-04,A,PE,46,46,32
2025-03-04,A,PR,100,100,94
2025-03-04,A,SO,36,36,22
2025-03-04,B,,44,44,44
2025-03-04,B,SO,15,15,15
2025-03-05,A,PE,24,24,23
2025-03-05,A,PR,101,101,95
2025-03-05,A,SO,35,35,24
2025-03-05,B,,64,64,64
2025-03-05,B,SO,6,6,6
2025-03-06,A,PE,25,25,22
2025-03-06,A,PR,108,108,102
2025-03-06,A,SO,30,30,19
2025-03-06,B,,46,46,46
2025-03-06,B,SO,18,18,18
2025-03-07,A,PE,32,32,30
2025-03-07,A,PR,77,77,75
2025-03-07,A,SO,19,19,13
2025-03-07,B,,52,52,52
2025-03-07,B,SO,20,20,20
2025-03-08,A,PE,36,36,30
2025-03-08,A,PR,103,103,94
2025-03-08,A,SO,23,23,17
2025-03-08,B,,38,38,38
2025-03-08,B,SO,16,16,16
2025-03-09,A,PE,54,54,49
2025-03-09,A,PR,76,76,68
2025-03-09,A,SO,12,12,12
2025-03-09,B,,43,43,43
2025-03-09,B,SO,24,24,24
2025-03-10,A,PE,40,40,36
2025-03-10,A,PR,91,91,87
2025-03-10,A,SO,14,14,11
2025-03-10,B,,37,37,37
2025-03-10,B,SO,11,11,11
2025-03-11,A,PE,22,22,20
2025-03-11,A,PR,84,84,80
2025-03-11,A,SO,29,29,18
2025-03-11,B,,52,52,52
2025-03-11,B,SO,6,6,6
2025-03-12,A,PE,33,33,27
2025-03-12,A,PR,101,101,96
2025-03-12,A,SO,21,21,16
2025-03-12,B,,56,56,56
2025-03-12,B,SO,10,10,9
2025-03-13,A,PE,36,36,31
2025-03-13,A,PR,103,103,101
2025-03-13,A,SO,21,21,15
2025-03-13,B,,44,44,44
2025-03-13,B,SO,13,13,13
2025-03-14,A,PE,26,26,24
2025-03-14,A,PR,78,78,75
2025-03-14,A,SO,12,12,11
2025-03-14,B,,46,46,46
2025-03-14,B,SO,12,12,12
2025-03-15,A,PE,49,49,46
2025-03-15,A,PR,106,106,102
2025-03-15,A,SO,16,16,13
2025-03-15,B,,45,45,45
2025-03-15,B,SO,36,36,36
2025-03-16,A,PE,41,41,35
2025-03-16,A,PR,96,96,93
2025-03-16,A,SO,21,21,16
2025-03-16,B,,41,41,41
2025-03-16,B,SO,37,37,37
2025-03-17,A,PE,39,39,36
2025-03-17,A,PR,91,91,86
2025-03-17,A,SO,17,17,12
2025-03-17,B,,47,47,47
2025-03-17,B,SO,15,15,14
2025-03-18,A,PE,34,34,30
2025-03-18,A,PR,92,92,89
2025-03-18,A,SO,18,18,12
2025-03-18,B,,42,42,42
2025-03-18,B,SO,9,9,8
2025-03-19,A,PE,31,31,29
2025-03-19,A,PR,91,91,89
2025-03-19,A,SO,51,51,31
2025-03-19,B,,53,53,53
2025-03-19,B,SO,8,8,7
2025-03-20,A,PE,41,41,34
2025-03-20,A,PR,108,108,99
2025-03-20,A,SO,33,33,20
2025-03-20,B,,51,51,51
2025-03-20,B,SO,9,9,9
2025-03-21,A,PE,41,41,36
2025-03-21,A,PR,106,106,96
2025-03-21,A,SO,18,18,16
2025-03-21,B,,56,56,56
2025-03-21,B,SO,18,18,18
2025-03-22,A,PE,39,39,38
2025-03-22,A,PR,66,66,64
2025-03-22,A,SO,13,13,11
2025-03-22,B,,41,41,41
2025-03-22,B,SO,30,30,30
2025-03-23,A,PE,59,59,47
2025-03-23,A,PR,82,82,78
2025-03-23,A,SO,8,8,6
2025-03-23,B,,38,38,38
2025-03-23,B,SO,14,14,14
2025-03-24,A,PE,47,47,43
2025-03-24,A,PR,87,87,85
2025-03-24,A,SO,10,10,8
2025-03-24,B,,47,47,47
2025-03-24,B,SO,10,10,9
2025-03-25,A,PE,39,39,32
2025-03-25,A,PR,87,87,81
2025-03-25,A,SO,26,26,19
2025-03-25,B,,53,53,53
2025-03-25,B,SO,5,5,5
2025-03-26,A,PE,26,26,26
2025-03-26,A,PR,99,99,92
2025-03-26,A,SO,22,22,19
2025-03-26,B,,53,53,53
2025-03-26,B,SO,11,11,11
2025-03-27,A,PE,28,28,25
2025-03-27,A,PR,85,85,84
2025-03-27,A,SO,20,20,15
2025-03-27,B,,37,37,37
2025-03-27,B,SO,12,12,12
2025-03-28,A,PE,36,36,34
2025-03-28,A,PR,106,106,97
2025-03-28,A,SO,38,38,29
2025-03-28,B,,46,46,46
2025-03-28,B,SO,12,12,12
2025-03-29,A,PE,40,40,36
2025-03-29,A,PR,107,107,101
2025-03-29,A,SO,19,19,17
2025-03-29,B,,40,40,40
2025-03-29,B,SO,30,30,30
2025-03-30,A,PE,52,52,46
2025-03-30,A,PR,81,81,75
2025-03-30,A,SO,15,15,13
2025-03-30,B,,36,36,36
2025-03-30,B,SO,15,15,14
2025-03-31,A,PE,27,27,25
2025-03-31,A,PR,78,78,74
2025-03-31,A,SO,28,28,21
2025-03-31,B,,37,37,37
2025-03-31,B,SO,6,6,6
2025-04-01,A,PE,32,32,29
2025-04-01,A,PR,127,127,123
2025-04-01,A,SO,34,34,25
2025-04-01,B,,54,54,54
2025-04-01,B,SO,11,11,11
2025-04-02,A,PE,34,34,30
2025-04-02,A,PR,86,86,86
2025-04-02,A,SO,28,28,23
2025-04-02,B,,45,45,45
2025-04-02,B,SO,13,13,12
2025-04-03,A,PE,26,26,23
2025-04-03,A,PR,82,82,80
2025-04-03,A,SO,33,33,23
2025-04-03,B,,53,53,53
2025-04-03,B,SO,12,12,12
2025-04-04,A,PE,36,36,31
2025-04-04,A,PR,90,90,87
2025-04-04,A,SO,24,24,20
2025-04-04,B,,43,43,43
2025-04-04,B,SO,18,18,18
2025-04-05,A,PE,55,55,42
2025-04-05,A,PR,92,92,88
2025-04-05,A,SO,20,20,15
2025-04-05,B,,31,31,31
2025-04-05,B,SO,25,25,25
2025-04-06,A,PE,50,50,42
2025-04-06,A,PR,81,81,76
2025-04-06,A,SO,15,15,11
2025-04-06,B,,31,31,31
2025-04-06,B,SO,21,21,20
2025-04-07,A,PE,30,30,29
2025-04-07,A,PR,96,96,87
2025-04-07,A,SO,26,26,20
2025-04-07,B,,46,46,46
2025-04-07,B,SO,8,8,8
2025-04-08,A,PE,36,36,30
2025-04-08,A,PR,90,90,81
2025-04-08,A,SO,30,30,22
2025-04-08,B,,53,53,53
2025-04-08,B,SO,13,13,12
2025-04-09,A,PE,46,46,39
2025-04-09,A,PR,93,93,89
2025-04-09,A,SO,23,23,18
2025-04-09,B,,45,45,45
2025-04-09,B,SO,9,9,9
2025-04-10,A,PE,31,31,31
2025-04-10,A,PR,83,83,79
2025-04-10,A,SO,27,27,21
2025-04-10,B,,52,52,52
2025-04-10,B,SO,12,12,12
2025-04-11,A,PE,34,34,28
2025-04-11,A,PR,97,97,90
2025-04-11,A,SO,39,39,30
2025-04-11,B,,47,47,47
2025-04-11,B,SO,18,18,18
2025-04-12,A,PE,38,38,36
2025-04-12,A,PR,95,95,92
2025-04-12,A,SO,18,18,13
2025-04-12,B,,39,39,39
2025-04-12,B,SO,31,31,31
2025-04-13,A,PE,53,53,49
2025-04-13,A,PR,73,73,71
2025-04-13,A,SO,13,13,10
2025-04-13,B,,32,32,32
2025-04-13,B,SO,22,22,22
2025-04-14,A,PE,26,26,26
2025-04-14,A,PR,80,80,73
2025-04-14,A,SO,16,16,13
2025-04-14,B,,33,33,33
2025-04-14,B,SO,4,4,4
2025-04-15,A,PE,34,34,30
2025-04-15,A,PR,87,87,83
2025-04-15,A,SO,32,32,24
2025-04-15,B,,44,44,44
2025-04-15,B,SO,13,13,13
2025-04-16,A,PE,32,32,28
2025-04-16,A,PR,96,96,92
2025-04-16,A,SO,36,36,29
2025-04-16,B,,60,60,60
2025-04-16,B,SO,6,6,6
2025-04-17,A,PE,38,38,37
2025-04-17,A,PR,87,87,83
2025-04-17,A,SO,42,42,30
2025-04-17,B,,53,53,53
2025-04-17,B,SO,13,13,13
2025-04-18,A,PE,45,45,35
2025-04-18,A,PR,91,91,87
2025-04-18,A,SO,26,26,20
2025-04-18,B,,47,47,47
2025-04-18,B,SO,13,13,13
2025-04-19,A,PE,45,45,37
2025-04-19,A,PR,67,67,64
2025-04-19,A,SO,28,28,19
2025-04-19,B,,45,45,45
2025-04-19,B,SO,24,24,24
2025-04-20,A,PE,42,42,37
2025-04-20,A,PR,72,72,70
2025-04-20,A,SO,8,8,8
2025-04-20,B,,47,47,47
2025-04-20,B,SO,17,17,16
2025-04-21,A,PE,33,33,33
2025-04-21,A,PR,101,101,94
2025-04-21,A,SO,23,23,15
2025-04-21,B,,61,61,61
2025-04-21,B,SO,11,11,11
2025-04-22,A,PE,29,29,28
2025-04-22,A,PR,79,79,77
2025-04-22,A,SO,23,23,14
2025-04-22,B,,61,61,61
2025-04-22,B,SO,8,8,8
2025-04-23,A,PE,42,42,37
2025-04-23,A,PR,89,89,87
2025-04-23,A,SO,25,25,20
2025-04-23,B,,50,50,50
2025-04-23,B,SO,6,6,6
2025-04-24,A,PE,32,32,29
2025-04-24,A,PR,79,79,73
2025-04-24,A,SO,29,29,19
2025-04-24,B,,48,48,48
2025-04-24,B,SO,15,15,15
2025-04-25,A,PE,36,36,33
2025-04-25,A,PR,80,80,76
2025-04-25,A,SO,23,23,18
2025-04-25,B,,44,44,44
2025-04-25,B,SO,16,16,16
2025-04-26,A,PE,60,60,50
2025-04-26,A,PR,83,83,79
2025-04-26,A,SO,12,12,10
2025-04-26,B,,41,41,41
2025-04-26,B,SO,23,23,23
2025-04-27,A,PE,45,45,41
2025-04-27,A,PR,68,68,65
2025-04-27,A,SO,24,24,17
2025-04-27,B,,24,24,24
2025-04-27,B,SO,31,31,30
2025-04-28,A,PE,34,34,31
2025-04-28,A,PR,91,91,86
2025-04-28,A,SO,25,25,19
2025-04-28,B,,44,44,44
2025-04-28,B,SO,8,8,8
2025-04-29,A,PE,27,27,23
2025-04-29,A,PR,91,91,87
2025-04-29,A,SO,32,32,24
2025-04-29,B,,67,67,67
2025-04-29,B,SO,10,10,10
2025-04-30,A,PE,24,24,23
2025-04-30,A,PR,90,90,88
2025-04-30,A,SO,38,38,23
2025-04-30,B,,47,47,47
2025-04-30,B,SO,20,20,19
2025-05-01,A,PE,27,27,26
2025-05-01,A,PR,119,119,108
2025-05-01,A,SO,40,40,29
2025-05-01,B,,54,54,54
2025-05-01,B,SO,9,9,9
2025-05-02,A,PE,55,55,43
2025-05-02,A,PR,111,111,101
2025-05-02,A,SO,37,37,25
2025-05-02,B,,56,56,56
2025-05-02,B,SO,15,15,15
2025-05-03,A,PE,37,37,33
2025-05-03,A,PR,84,84,79
2025-05-03,A,SO,18,18,14
2025-05-03,B,,39,39,39
2025-05-03,B,SO,25,25,25
2025-05-04,A,PE,43,43,39
2025-05-04,A,PR,99,99,92
2025-05-04,A,SO,15,15,12
2025-05-04,B,,34,34,34
2025-05-04,B,SO,18,18,18
2025-05-05,A,PE,28,28,27
2025-05-05,A,PR,106,106,97
2025-05-05,A,SO,34,34,25
2025-05-05,B,,50,50,50
2025-05-05,B,SO,13,13,13
2025-05-06,A,PE,42,42,35
2025-05-06,A,PR,88,88,83
2025-05-06,A,SO,44,44,30
2025-05-06,B,,60,60,60
2025-05-06,B,SO,13,13,13
2025-05-07,A,PE,36,36,30
2025-05-07,A,PR,97,97,89
2025-05-07,A,SO,30,30,20
2025-05-07,B,,57,57,57
2025-05-07,B,SO,10,10,10
2025-05-08,A,PE,31,31,25
2025-05-08,A,PR,104,104,102
2025-05-08,A,SO,30,30,21
2025-05-08,B,,45,45,45
2025-05-08,B,SO,8,8,8
2025-05-09,A,PE,30,30,30
2025-05-09,A,PR,108,108,102
2025-05-09,A,SO,36,36,25
2025-05-09,B,,44,44,44
2025-05-09,B,SO,10,10,10
2025-05-10,A,PE,45,45,38
2025-05-10,A,PR,93,93,91
2025-05-10,A,SO,18,18,15
2025-05-10,B,,31,31,31
2025-05-10,B,SO,23,23,20
2025-05-11,A,PE,54,54,48
2025-05-11,A,PR,73,73,69
2025-05-11,A,SO,14,14,11
2025-05-11,B,,31,31,31
2025-05-11,B,SO,20,20,20
2025-05-12,A,PE,39,39,36
2025-05-12,A,PR,101,101,91
2025-05-12,A,SO,17,17,16
2025-05-12,B,,38,38,38
2025-05-12,B,SO,5,5,5
2025-05-13,A,PE,39,39,34
2025-05-13,A,PR,81,81,77
2025-05-13,A,SO,16,16,12
2025-05-13,B,,43,43,43
2025-05-13,B,SO,8,8,8
2025-05-14,A,PE,34,34,31
2025-05-14,A,PR,77,77,72
2025-05-14,A,SO,21,21,16
2025-05-14,B,,47,47,47
2025-05-14,B,SO,5,5,5
2025-05-15,A,PE,31,31,28
2025-05-15,A,PR,97,97,94
2025-05-15,A,SO,23,23,19
2025-05-15,B,,49,49,49
2025-05-15,B,SO,6,6,6
2025-05-16,A,PE,43,43,35
2025-05-16,A,PR,99,99,95
2025-05-16,A,SO,22,22,15
2025-05-16,B,,42,42,42
2025-05-16,B,SO,17,17,17
2025-05-17,A,PE,49,49,39
2025-05-17,A,PR,83,83,80
2025-05-17,A,SO,18,18,11
2025-05-17,B,,39,39,39
2025-05-17,B,SO,26,26,26
2025-05-18,A,PE,44,44,42
2025-05-18,A,PR,69,69,66
2025-05-18,A,SO,26,26,20
2025-05-18,B,,40,40,40
2025-05-18,B,SO,14,14,14
2025-05-19,A,PE,39,39,33
2025-05-19,A,PR,90,90,83
2025-05-19,A,SO,15,15,14
2025-05-19,B,,54,54,54
2025-05-19,B,SO,5,5,5
2025-05-20,A,PE,35,35,31
2025-05-20,A,PR,76,76,72
2025-05-20,A,SO,33,33,27
2025-05-20,B,,51,51,51
2025-05-20,B,SO,9,9,9
2025-05-21,A,PE,34,34,29
2025-05-21,A,PR,108,108,101
2025-05-21,A,SO,39,39,29
2025-05-21,B,,44,44,44
2025-05-21,B,SO,6,6,6
2025-05-22,A,PE,29,29,28
2025-05-22,A,PR,77,77,70
2025-05-22,A,SO,13,13,12
2025-05-22,B,,47,47,47
2025-05-22,B,SO,8,8,8
2025-05-23,A,PE,34,34,31
2025-05-23,A,PR,89,89,86
2025-05-23,A,SO,20,20,16
2025-05-23,B,,53,53,53
2025-05-23,B,SO,23,23,22
2025-05-24,A,PE,39,39,32
2025-05-24,A,PR,98,98,95
2025-05-24,A,SO,15,15,10
2025-05-24,B,,38,38,38
2025-05-24,B,SO,22,22,21
2025-05-25,A,PE,39,39,36
2025-05-25,A,PR,80,80,78
2025-05-25,A,SO,24,24,16
2025-05-25,B,,39,39,39
2025-05-25,B,SO,20,20,20
2025-05-26,A,PE,54,54,39
2025-05-26,A,PR,90,90,85
2025-05-26,A,SO,20,20,16
2025-05-26,B,,53,53,53
2025-05-26,B,SO,18,18,18
2025-05-27,A,PE,29,29,27
2025-05-27,A,PR,88,88,83
2025-05-27,A,SO,26,26,21
2025-05-27,B,,34,34,34
2025-05-27,B,SO,8,8,8
2025-05-28,A,PE,36,36,33
2025-05-28,A,PR,110,110,101
2025-05-28,A,SO,18,18,15
2025-05-28,B,,31,31,31
2025-05-28,B,SO,8,8,8
2025-05-29,A,PE,34,34,31
2025-05-29,A,PR,90,90,86
2025-05-29,A,SO,20,20,17
2025-05-29,B,,35,35,35
2025-05-29,B,SO,14,14,13
2025-05-30,A,PE,43,43,35
2025-05-30,A,PR,79,79,77
2025-05-30,A,SO,18,18,14
2025-05-30,B,,41,41,41
2025-05-30,B,SO,15,15,15
2025-05-31,A,PE,49,49,43
2025-05-31,A,PR,93,93,89
2025-05-31,A,SO,30,30,22
2025-05-31,B,,40,40,40
2025-05-31,B,SO,20,20,20
2025-06-01,A,PE,49,49,47
2025-06-01,A,PR,99,99,97
2025-06-01,A,SO,20,20,16
2025-06-01,B,,38,38,38
2025-06-01,B,SO,19,19,19
2025-06-02,A,PE,27,27,25
2025-06-02,A,PR,100,100,91
2025-06-02,A,SO,28,28,19
2025-06-02,B,,49,49,49
2025-06-02,B,SO,7,7,7
2025-06-03,A,PE,34,34,30
2025-06-03,A,PR,96,96,87
2025-06-03,A,SO,24,24,19
2025-06-03,B,,52,52,52
2025-06-03,B,SO,8,8,8
2025-06-04,A,PE,29,29,27
2025-06-04,A,PR,84,84,79
2025-06-04,A,SO,38,38,25
2025-06-04,B,,62,62,62
2025-06-04,B,SO,4,4,4
2025-06-05,A,PE,41,41,35
2025-06-05,A,PR,93,93,88
2025-06-05,A,SO,35,35,27
2025-06-05,B,,48,48,48
2025-06-05,B,SO,11,11,10
2025-06-06,A,PE,28,28,28
2025-06-06,A,PR,101,101,96
2025-06-06,A,SO,28,28,24
2025-06-06,B,,50,50,50
2025-06-06,B,SO,8,8,8
2025-06-07,A,PE,39,39,35
2025-06-07,A,PR,89,89,84
2025-06-07,A,SO,31,31,24
2025-06-07,B,,36,36,36
2025-06-07,B,SO,26,26,25
